subgroup,food,food_type,mixed_dish,wasted_coef_fndds,wasted_prop_fndds,inedible_coef_fndds,inedible_prop_fndds,costperDGA
0,pf_seafood,Total,Non-Mixed,0.5870616378165854,0.36990474965058123,0.0041786520030442295,0.002626034565475896,1.5106181469876971
0,sat_fat,Grocery,Non-Mixed,0.15855992683942494,0.1368594952804726,0.003651302990699083,0.0031416862072764346,0.007714141699620546
0,sat_fat,Non-Grocery,Non-Mixed,0.18241541473239536,0.15427354249579,0.014194256458700254,0.011862060620462314,0.0024637266017799716
0,sat_fat,Total,Non-Mixed,0.16457944580308198,0.14132092610443567,0.006311634593151357,0.005390454072820744,0.006389290437289596
0,ssb,Grocery,Non-Mixed,0.05894856061308099,0.05566706713209239,0.0013732267100137442,0.0012951037377819182,0.2650773868467428
0,ssb,Non-Grocery,Non-Mixed,0.06210555740504076,0.058473997214343175,3.795108997714961e-4,3.571917489410022e-4,0.10679578172122473
0,ssb,Total,Non-Mixed,0.060415224321301336,0.056973177049555235,9.115705819876063e-4,8.588971713191046e-4,0.19154361370269332
0,veg_dg,Grocery,Non-Mixed,0.37124267615404605,0.2707344823859176,0.6743349799766876,0.3296550380063355,0.8501247498151688
0,veg_dg,Non-Grocery,Non-Mixed,0.42897351332404693,0.3001969660908396,0.6447488251623115,0.3109137675745555,0.9314447584806691
0,veg_dg,Total,Non-Mixed,0.38696566415753303,0.279001617817686,0.666277193531535,0.3244999445810479,0.8722722464282187
0,veg_oth,Grocery,Mixed,0.3582692936145971,0.26376897077690575,0.149926625038162,0.09940792385387731,0.43677072848178466
0,veg_oth,Grocery,Non-Mixed,1.12750700691552,0.5299662954107919,1.7340472650386003,0.44905422607490486,0.7041664330631761
0,veg_oth,Non-Grocery,Mixed,0.2969091115709888,0.2289359438699085,0.17666713846732982,0.11989005554530063,1.1613941662632963
0,veg_oth,Non-Grocery,Non-Mixed,0.8712229682462864,0.4655901423991168,1.122337446906854,0.37491725278891325,1.5639751570815754
0,veg_oth,Total,Mixed,0.3337964391569006,0.2502604065789042,0.16059179374334953,0.10746323492636133,0.7257790615545161
0,veg_oth,Total,Non-Mixed,1.043216171332241,0.5105755259621068,1.5328582562631954,0.4286427162797879,0.9869542186998799
0,veg_ro,Grocery,Non-Mixed,0.6117211460721668,0.37954527528720294,0.293647414244911,0.15411580749293158,0.6014240233090788
0,veg_ro,Non-Grocery,Non-Mixed,0.33327787359059324,0.24996880259705873,0.1669134148496634,0.11126142121729202,0.7555534118131083
0,veg_ro,Total,Non-Mixed,0.5126012104281006,0.3388872142202126,0.24853278191058742,0.1411208817680872,0.6562908366934448
0,veg_sta,Grocery,Non-Mixed,0.23735605195044476,0.1918251836860541,0.1172777097901841,0.08657521545859656,0.6141945393390377
0,veg_sta,Non-Grocery,Non-Mixed,0.22675077326010268,0.18483850037241892,0.11323922709097121,0.08450751651975226,0.4579948090364146
0,veg_sta,Total,Non-Mixed,0.2326192711359409,0.18871948263600222,0.11547394697282808,0.08565724196344948,0.5444289153199415
1,added_sugar,Grocery,Non-Mixed,0.41615073539071973,0.2938604803788084,0.006557960917625842,0.004609489584651085,0.03378615390769017
1,added_sugar,Non-Grocery,Non-Mixed,0.40062882998865457,0.28603497329974265,0.0026799950353997588,0.0019097685324923547,0.07757009010154772
1,added_sugar,Total,Non-Mixed,0.40994086215433145,0.29075039468531944,0.005006496975546998,0.0035382920383877333,0.05130286248895732
1,dairy_tot,Grocery,Non-Mixed,0.29060844935869745,0.22517166186468143,0.011712809654843415,0.00899379440654714,0.43175167354155863
1,dairy_tot,Non-Grocery,Non-Mixed,0.2780742830503957,0.21757286469039372,0.004398480279773244,0.0034296870900804213,0
1,dairy_tot,Total,Non-Mixed,0.2883787630390185,0.22383073309807805,0.010411673245442317,0.008016438183228163,0.33953105293988184
1,fruit_exc_juice,Grocery,Mixed,0.32256075186026356,0.2438910661809387,0.17915570943992382,0.11930062302494215,0.7002172918695494
1,fruit_exc_juice,Grocery,Non-Mixed,0.7224007091088189,0.41941500911399043,0.7252539983436945,0.296305682388726,0.7098676856922849
1,fruit_exc_juice,Non-Grocery,Mixed,0.34451654334042997,0.2562382330264856,0.17906496739559,0.11752897113400013,0.6747435123311099
1,fruit_exc_juice,Non-Grocery,Non-Mixed,0.8105880019925309,0.4476932361754791,0.8072988818617379,0.3083780612679361,0.9302873182485004
1,fruit_exc_juice,Total,Mixed,0.3299905675289174,0.24811496832043703,0.1791250024320072,0.11869535110332555,0.691596992914465
1,fruit_exc_juice,Total,Non-Mixed,0.7347248093612457,0.42353969078921716,0.7367197020364972,0.2980927545162,0.7406711445625774
1,fruit_juice,Grocery,Mixed,0.5139087377560501,0.3394582017657004,0.09627402699080002,0.05979074493815988,0.5728207442284464
1,fruit_juice,Grocery,Non-Mixed,0.14647181284864946,0.12775875621809624,0.02278045146174155,0.019482922682366708,0.5475326549313214
1,fruit_juice,Non-Grocery,Mixed,NA,0,NA,0,0
1,fruit_juice,Non-Grocery,Non-Mixed,0.12434984989709133,0.11059711522038514,0.010171364765224596,0.008965336772703758,0.4256722711049451
1,fruit_juice,Total,Mixed,0.5139087377560501,0.3394582017657004,0.09627402699080002,0.05979074493815988,0.5728207442284464
1,fruit_juice,Total,Non-Mixed,0.14241971334213102,0.1246649647925668,0.02047083390689405,0.017603405544331388,0.525211380718527
1,gr_refined,Grocery,Mixed,0.22868344903228993,0.18612072068879973,0.02838726936195154,0.02258207827656101,0.21701078950857697
1,gr_refined,Grocery,Non-Mixed,0.5608159716260983,0.35930947774824845,0.14359808702100227,0.08425070556797977,0.23489347211273023
1,gr_refined,Non-Grocery,Mixed,0.26973288215111224,0.21243277695868243,0.04243257401825306,0.03233782280942484,0.5830875496322128
1,gr_refined,Non-Grocery,Non-Mixed,0.37078340309792285,0.2704901461893726,0.064162399258165,0.04471416213268438,0.5555171322556371
1,gr_refined,Total,Mixed,0.24610325835940602,0.19749828652516369,0.03434755944307915,0.026824583158942858,0.37235976453542374
1,gr_refined,Total,Non-Mixed,0.49595430690008024,0.3315303847266551,0.11648520323029624,0.07224159573023464,0.34432831535295405
1,gr_whole,Grocery,Mixed,0.3417760035530114,0.2547191205148933,0.18876146413236672,0.12333018179413108,0.22301873402166653
1,gr_whole,Grocery,Non-Mixed,0.1878594692812902,0.15814957420422285,0.038786807039939385,0.031620205261016936,0.27689492525580073
1,gr_whole,Non-Grocery,Mixed,0.7494833363555939,0.42840267225229317,1.1338420741683273,0.3932411062691324,0.6507760137578046
1,gr_whole,Non-Grocery,Non-Mixed,0.18838491425644557,0.15852179878462627,0.014632153203450246,0.012162880809617468,0.6053603606248841
1,gr_whole,Total,Mixed,0.3522769621115182,0.2605065175121034,0.21310307273728565,0.13613503941096883,0.23403610139823952
1,gr_whole,Total,Non-Mixed,0.1879176379897557,0.15819079705539002,0.03611279723199685,0.02950318569934451,0.3132572677547942
1,leg_tot,Grocery,Mixed,0.16830757518001918,0.14406101505768756,0.03099552576656839,0.025844614044693293,0.2117065409855206
1,leg_tot,Grocery,Non-Mixed,0.11086032090369724,0.09979681407065755,0.008611463342743306,0.007692434471262725,0.22804073570577538
1,leg_tot,Non-Grocery,Mixed,0.23608393141000517,0.19099344746007937,0.04811883851399778,0.03746981367813541,0.2723761503966233
1,leg_tot,Non-Grocery,Non-Mixed,0.16135063475951725,0.1389336087915674,0.00987369463394659,0.008430233548051237,0.32752470795844785
1,leg_tot,Total,Mixed,0.20064294152112377,0.16711291474126716,0.039164873035438974,0.031589471025754844,0.2406513553013394
1,leg_tot,Total,Non-Mixed,0.13103283080963082,0.11585236718180247,0.009115765480735316,0.007995243348450141,0.267787793358841
1,oil,Grocery,Non-Mixed,0.18529936624926188,0.1563312792747199,0,0,0.010400815429131518
1,oil,Non-Grocery,Non-Mixed,0.19310119628449998,0.16184812896495848,0,0,0.00125685647027752
1,oil,Total,Non-Mixed,0.18545664519925273,0.1564432119473091,0,0,0.010216480182489064
1,pf_egg,Grocery,Mixed,0.34991600759036257,0.2592131700215722,0.12911563995476458,0.08729741528456719,0.2313224466620784
1,pf_egg,Grocery,Non-Mixed,0.3792615860064128,0.27497437023860494,0.1949117990058194,0.12381850745386909,0.21830407996520607
1,pf_egg,Non-Grocery,Mixed,0.3379733867415726,0.25260097853265573,0.12221400039689413,0.08369747710011195,4.7154615577929775
1,pf_egg,Non-Grocery,Non-Mixed,0.3790187878996346,0.2748467179891821,0.194570985185293,0.12364784552701327,4.467109495874338
1,pf_egg,Total,Mixed,0.34765947625861243,0.2579727908891263,0.12781159069288425,0.08662426092634849,1.0785904398696742
1,pf_egg,Total,Non-Mixed,0.37919402451022693,0.2749388539766075,0.1948169634573009,0.12377103142644644,1.4005853370568782
1,pf_ns,Grocery,Mixed,0.2485398435203961,0.19906440696326563,0,0,0.06274391855037878
1,pf_ns,Grocery,Non-Mixed,0.1780870787364779,0.15116631185487567,0.018902219947581563,0.01579146945454082,0.20403209273619344
1,pf_ns,Non-Grocery,Mixed,0.24318445024867963,0.19561413449149428,0,0,0.10715007843643157
1,pf_ns,Non-Grocery,Non-Mixed,0.18774086056653436,0.15806550637399544,0.039075557968608544,0.031851186027707375,0.3021012131863364
1,pf_ns,Total,Mixed,0.24779070114337515,0.19858354523424454,0,0,0.06895570067048959
1,pf_ns,Total,Non-Mixed,0.18070397269419847,0.15304765366534484,0.024370697203812623,0.020223391805152775,0.23061612925812197
1,pf_pm,Grocery,Non-Mixed,0.3682266537278037,0.2691269408650616,0.0012187091930467005,8.899290369988555e-4,0.40276874969160875
1,pf_pm,Non-Grocery,Non-Mixed,0.375391012446358,0.27293403043158154,7.412958169017271e-4,5.386806286361197e-4,1.2272342090626183
1,pf_pm,Total,Non-Mixed,0.36962451458315926,0.26987288168951423,0.001125559548179274,8.21126746166733e-4,0.5636328322315756
1,pf_poultry,Grocery,Mixed,0.4000465045484514,0.2857380117366002,0.36055605967538334,0.20479128396267857,0.16735200674112324
1,pf_poultry,Grocery,Non-Mixed,0.23489923609731947,0.19021733047602893,2.199931770161315e-4,1.7811493158064034e-4,0.30449156512984243
1,pf_poultry,Non-Grocery,Mixed,0.4460063692085,0.30844011389288023,0.4006882100032165,0.21697589548037502,1.7561026324621134
1,pf_poultry,Non-Grocery,Non-Mixed,0.20420906347071266,0.16957941080608646,3.0808488731135305e-4,2.557745962615217e-4,1.6005639383764705
1,pf_poultry,Total,Mixed,0.417421155789644,0.29449338616446646,0.3757276038185788,0.2095350995311007,0.7679627403737649
1,pf_poultry,Total,Non-Mixed,0.22033898164414562,0.18055555461097045,2.6178628560235434e-4,2.1447330894799297e-4,0.9193836276084847
1,pf_redm,Grocery,Mixed,0.28530436690905264,0.22197416756247634,0.05418666583922335,0.04045317550804865,0.24984418328876976
1,pf_redm,Grocery,Non-Mixed,0.34525345482795844,0.2566456555743335,0.001158606588294634,8.605141185945173e-4,0.5373708194835913
1,pf_redm,Non-Grocery,Mixed,0.28571539063632506,0.22222289063127654,0.055029476963980244,0.04104395869325475,1.5957915662375968
1,pf_redm,Non-Grocery,Non-Mixed,0.35535639162058846,0.26218667932475803,0.0015523995717335237,0.001144070686114004,2.9776621671146737
1,pf_redm,Total,Mixed,0.28549437575348724,0.2220891675128068,0.05457628219775911,0.04072642130766262,0.8720513453934625
1,pf_redm,Total,Non-Mixed,0.3490405559406911,0.2587324409215435,0.0013062204827867447,9.673222505454444e-4,1.452117716123322
1,pf_seafood,Grocery,Mixed,0.4031104358826998,0.28729772480745763,0.050153940467257345,0.03451122953500368,0.46724577207038454
1,pf_seafood,Grocery,Non-Mixed,0.5774274733120387,0.36605643243910646,9.422037710369787e-4,5.969474608624193e-4,0.553936347851402
1,pf_seafood,Non-Grocery,Mixed,0.382513983142443,0.2766800103337775,0.03750110787629582,0.026408950238262605,1.6223452031906296
1,pf_seafood,Non-Grocery,Non-Mixed,0.6466910687044302,0.3927215498977768,0.0013204658198886533,8.012479234678365e-4,3.772750690598289
1,pf_seafood,Total,Mixed,0.3930659864706498,0.2821589144290913,0.04398342467593153,0.030606758775843616,1.030563055298368
1,pf_seafood,Total,Non-Mixed,0.6042958048901126,0.37667355549278164,0.0010889369877343145,6.783028138541828e-4,1.8025601098613568
1,sat_fat,Grocery,Non-Mixed,0.1603357577579881,0.1381804849897847,0.003455736379737756,0.0029693775879485814,0.00855408892614273
1,sat_fat,Non-Grocery,Non-Mixed,0.14363373694735923,0.12559417609588286,0.0036671808483179553,0.0031963548459141415,0.002333402430829894
1,sat_fat,Total,Non-Mixed,0.15464885069493559,0.13393582871698076,0.003527731562562992,0.0030459358413954425,0.0064359939741404516
1,ssb,Grocery,Non-Mixed,0.0607013871752445,0.05722759290142767,4.331445718435752e-4,4.081900634507024e-4,0.27639459183904946
1,ssb,Non-Grocery,Non-Mixed,0.07151583714948749,0.06674267861475415,9.478679729382956e-6,8.845969002652755e-6,0.11942977535244009
1,ssb,Total,Non-Mixed,0.06666209938247361,0.06249598576818894,1.9962826163581068e-4,1.8711727720952036e-4,0.18987867101407913
1,veg_dg,Grocery,Non-Mixed,0.33561206197859933,0.2512795979705497,0.6604452416644008,0.3308748904447901,1.0187200863776036
1,veg_dg,Non-Grocery,Non-Mixed,0.39265390388204396,0.28194650715983,0.5757004877941652,0.2924780670740449,0.9687807277747318
1,veg_dg,Total,Non-Mixed,0.35135142269189007,0.26000003906607694,0.6370619110212482,0.3203870645101774,1.0049404896357683
1,veg_oth,Grocery,Mixed,NA,0,NA,0,0
1,veg_oth,Grocery,Non-Mixed,1.2259137114902416,0.5507462868672913,1.9923203174464772,0.47231147057733947,0.7529653394461351
1,veg_oth,Non-Grocery,Mixed,NA,0,NA,0,0
1,veg_oth,Non-Grocery,Non-Mixed,0.8182638384414701,0.4500248100093368,1.0850056929224663,0.37371855461615994,1.7885382895564215
1,veg_oth,Total,Mixed,NA,0,NA,0,0
1,veg_oth,Total,Non-Mixed,1.097175096044981,0.523168093171677,1.70578415919657,0.44854126607996603,1.080006353325739
1,veg_ro,Grocery,Non-Mixed,0.5167414356735484,0.3406918433952296,0.24378689071222903,0.13847371102100006,0.6046389132185398
1,veg_ro,Non-Grocery,Non-Mixed,0.24582488146439227,0.19731896924023537,0.09999862836065423,0.07430292875003632,0.7628282097798226
1,veg_ro,Total,Non-Mixed,0.42168366588328876,0.2966086450893404,0.19333522458552502,0.11971081312206999,0.6601435381747409
1,veg_sta,Grocery,Non-Mixed,0.2190527036075789,0.1796909214501799,0.10556956941284008,0.07969786675270009,0.6181161647814835
1,veg_sta,Non-Grocery,Non-Mixed,0.22067488623953965,0.1807810488502468,0.0998561745855113,0.07561819448845257,0.44504484255367477
1,veg_sta,Total,Non-Mixed,0.21978388217934167,0.18018264168785547,0.1029943280143339,0.07786212928262094,0.5401064267246379
2,added_sugar,Grocery,Non-Mixed,0.405314292070541,0.2884154059753886,0.003449978937470034,0.002448939832213004,0.02499192416401482
2,added_sugar,Non-Grocery,Non-Mixed,0.4985085817556335,0.3326698210640791,0.005095580375046653,0.003388910794065619,0.06975307858247481
2,added_sugar,Total,Non-Mixed,0.448805794800577,0.3097763664469284,0.0042179410052828985,0.002902871371845547,0.045880863563285974
2,dairy_tot,Grocery,Non-Mixed,0.2872621795853719,0.22315747649627932,0.004188904585869817,0.0032435642644242685,0.39823692806538885
2,dairy_tot,Non-Grocery,Non-Mixed,0.30028091798303497,0.23093541851619542,0.011239823327564225,0.008570069060693847,0
2,dairy_tot,Total,Non-Mixed,0.29039958449490433,0.2250462476772838,0.005888115861278594,0.004542290927901813,0.28476155052922175
2,fruit_exc_juice,Grocery,Mixed,0.3212314542663771,0.2431303411897222,0.17916120335169222,0.11940954418966396,0.5589988143271705
2,fruit_exc_juice,Grocery,Non-Mixed,0.6377888481890108,0.389420680751519,0.644036812779895,0.2822462836649952,0.7441193113621357
2,fruit_exc_juice,Non-Grocery,Mixed,0.30700514952945746,0.234892073409186,0.17921999986450796,0.12058738202457957,0.645906513219031
2,fruit_exc_juice,Non-Grocery,Non-Mixed,1.549427080001698,0.6077550098042679,1.5392928586760042,0.3764730482307902,0.8985125922786986
2,fruit_exc_juice,Total,Mixed,0.31673527286735714,0.24054590121036717,0.17917978581510333,0.11977938504938734,0.5864657346845795
2,fruit_exc_juice,Total,Non-Mixed,0.7157456458564709,0.4171630262241947,0.7205927227834952,0.29576873724061187,0.7573219232553379
2,fruit_juice,Grocery,Mixed,NA,0,NA,0,0
2,fruit_juice,Grocery,Non-Mixed,0.1359542105546998,0.11968282637758064,0.014102420159046596,0.012262370201973771,0.4945403249739254
2,fruit_juice,Non-Grocery,Mixed,NA,0,NA,0,0
2,fruit_juice,Non-Grocery,Non-Mixed,0.1371626575002852,0.12061832719850002,0.021203064131731328,0.018304291758442594,0.4307762622979547
2,fruit_juice,Total,Mixed,NA,0,NA,0,0
2,fruit_juice,Total,Non-Mixed,0.1362367810430314,0.11990175227206616,0.015762759855514175,0.013682956716475266,0.47963040907387056
2,gr_refined,Grocery,Mixed,0.2026193387986836,0.16848169014235492,0.022558592836599008,0.01841250340388466,0.1680526911858465
2,gr_refined,Grocery,Non-Mixed,0.2412889277609035,0.19438578912981366,0.007125539252383492,0.0057076711626313234,0.21254024998344004
2,gr_refined,Non-Grocery,Mixed,0.25519123709049557,0.2033086509447142,0.02755374840150581,0.021480301005376744,0.5537515930938307
2,gr_refined,Non-Grocery,Non-Mixed,0.2712403189118409,0.21336667416591837,0.01752763382846048,0.013600302359467858,0.541641974650561
2,gr_refined,Total,Mixed,0.23124749437544104,0.1878156060676842,0.025278716995869286,0.020117938461690625,0.378085969959918
2,gr_refined,Total,Non-Mixed,0.25093383522158047,0.2005972083864308,0.010475208023289048,0.008304370481079197,0.3185171531452225
2,gr_whole,Grocery,Mixed,0.2233442304412717,0.18256858935012046,0.029361563651345828,0.023438515084552258,0.13140907237465307
2,gr_whole,Grocery,Non-Mixed,0.17060422775566828,0.14574031402804505,0.04403155595583339,0.0362508305339798,0.21652913873218416
2,gr_whole,Non-Grocery,Mixed,0.3249095714908282,0.24523150747958608,0.24131952151513433,0.15407677113951787,0.39810697799384775
2,gr_whole,Non-Grocery,Non-Mixed,0.21157179779450933,0.17462588530010775,0.014883550937696083,0.012135420138271893,0.5558943511171979
2,gr_whole,Total,Mixed,0.2383476016768423,0.19247229239520197,0.060672283384096054,0.04670620063775995,0.17080605213570735
2,gr_whole,Total,Non-Mixed,0.17607027217901353,0.1497106732004984,0.0401425215286029,0.033006166138269837,0.2618084981102431
