subgroup,food,food_type,mixed_dish,wasted_coef_fndds,wasted_prop_fndds,inedible_coef_fndds,inedible_prop_fndds,costperDGA
0,added_sugar,Grocery,Non-Mixed,0.43166561083479366,0.30151287253669007,0.014724588346490253,0.010180232384611687,0.029720659092624453
0,added_sugar,Non-Grocery,Non-Mixed,0.41612607432244425,0.2938481833416864,0.00881137810292712,0.006183694651248982,0.0667085284281755
0,added_sugar,Total,Non-Mixed,0.42693534471517564,0.29919739972548953,0.012924595273912074,0.008976286453257409,0.04097984079445765
0,dairy_tot,Grocery,Non-Mixed,0.2927233663843992,0.22643929397138793,0.009531254999504878,0.007319041025460924,0.443401473463493
0,dairy_tot,Non-Grocery,Non-Mixed,0.2763229948769698,0.21649926859118115,0.007544424900826489,0.005876327091571675,0
0,dairy_tot,Total,Non-Mixed,0.29021617670400235,0.2249360858622864,0.00922752042142829,0.007101131385562131,0.36277195298962356
0,fruit_exc_juice,Grocery,Mixed,0.32174137271865183,0.24342233613893108,0.17915909588757073,0.11936773932380927,0.5638349897705632
0,fruit_exc_juice,Grocery,Non-Mixed,0.7907235578505489,0.4415665133705364,0.8243974353118698,0.3152425595096236,0.6534640190739144
0,fruit_exc_juice,Non-Grocery,Mixed,0.32754710170638834,0.24673105857062952,0.17913510113804548,0.11889375264396174,0.6614904254631718
0,fruit_exc_juice,Non-Grocery,Non-Mixed,1.025613592151081,0.5063224279917772,1.1324192626442589,0.35858374966705236,0.8121587064527311
0,fruit_exc_juice,Total,Mixed,0.3223999498373468,0.24379912437005277,0.17915637402558932,0.11931378875265083,0.574912605621939
0,fruit_exc_juice,Total,Non-Mixed,0.8227527305726672,0.451379233602452,0.8663987247202951,0.3221829410221551,0.6751033345402973
0,fruit_juice,Grocery,Mixed,0.5139087377560501,0.3394582017657004,0.09627402699080001,0.05979074493815988,0.5852408084347303
0,fruit_juice,Grocery,Non-Mixed,0.14138249391518912,0.12386951321656997,0.01489860958903478,0.012884937359853993,0.5159789050289184
0,fruit_juice,Non-Grocery,Mixed,0.51390873775605,0.33945820176570035,0.09627402699080002,0.0597907449381599,0.5072267826581314
0,fruit_juice,Non-Grocery,Non-Mixed,0.1405369145794626,0.12321996139097455,0.01905055669207729,0.016428736222190723,0.45389236795989824
0,fruit_juice,Total,Mixed,0.51390873775605,0.33945820176570035,0.09627402699080001,0.0597907449381599,0.5844574225741627
0,fruit_juice,Total,Non-Mixed,0.14122202622850474,0.12374632015753623,0.015686534883222185,0.013559010115845517,0.5041965889803017
0,gr_refined,Grocery,Mixed,0.24052169883420652,0.19388753865429306,0.04659119366184881,0.036198218457353847,0.18104685189548905
0,gr_refined,Grocery,Non-Mixed,0.35660274102040934,0.2628645293405348,0.06257761827968468,0.04409419695643651,0.20984311342952167
0,gr_refined,Non-Grocery,Mixed,0.27075518391564535,0.2130663619103666,0.049260423883285304,0.03731806168975907,0.5797250349710584
0,gr_refined,Non-Grocery,Non-Mixed,0.29313007236431005,0.22668258872702737,0.03331618567718478,0.025116875617996248,0.5295534254895601
0,gr_refined,Total,Mixed,0.2538455923290181,0.20245363056028287,0.047767523121974,0.03669871066520652,0.3567442825984099
0,gr_refined,Total,Non-Mixed,0.3385730275372044,0.25293579100434554,0.05426576914679828,0.0389605525607065,0.3006583484923478
0,gr_whole,Grocery,Mixed,0.288210286146476,0.22372922281859892,0.11022557832435799,0.07882061746611968,0.18902548257534896
0,gr_whole,Grocery,Non-Mixed,0.1743248450379875,0.14844686781054042,0.04061863079541873,0.03343252719436667,0.23529196852149759
0,gr_whole,Non-Grocery,Mixed,0.5273805943681864,0.3452843360147192,0.7127799110305096,0.3181825183118527,0.7321344296659742
0,gr_whole,Non-Grocery,Non-Mixed,0.1724440267029603,0.14708081816740676,0.023872850832780578,0.019955290509614462,0.5646117093859555
0,gr_whole,Total,Mixed,0.32612524977175755,0.24592341472111154,0.2057467396954072,0.13431066114536935,0.27512294227514306
0,gr_whole,Total,Non-Mixed,0.17411924952369814,0.14829775561071215,0.03878812054385559,0.03197945820190313,0.27129048056688915
0,leg_tot,Grocery,Mixed,0.13786388011481768,0.12116025697283433,0.03202396260873422,0.02737353226458101,0.2197505780695734
0,leg_tot,Grocery,Non-Mixed,0.1138150197819496,0.10218484915406424,0.011962600092677153,0.010626077372198409,0.16586610292357792
0,leg_tot,Non-Grocery,Mixed,0.16749626787328123,0.14346621268296944,0.04162759945133139,0.03442790319195284,0.413743459380044
0,leg_tot,Non-Grocery,Non-Mixed,0.15525975310914006,0.1343938042429773,0.0221445213959742,0.018807916597111025,0.24982933551495434
0,leg_tot,Total,Mixed,0.1431006258826727,0.12518637698424326,0.03372115302759012,0.02865442638121119,0.25403372151644094
0,leg_tot,Total,Non-Mixed,0.1258613386177706,0.11179115429284713,0.01492207553223282,0.013080550915399872,0.19027084121196114
0,oil,Grocery,Non-Mixed,0.2053116230245711,0.17033903855450142,0,0,0.010353189800809298
0,oil,Non-Grocery,Non-Mixed,0.18003137788049423,0.15256490738734121,0,0,0.0028223989856375645
0,oil,Total,Non-Mixed,0.19899446306983343,0.16596779151118007,0,0,0.008471356381315914
0,pf_egg,Grocery,Mixed,0.3556402889367079,0.2623411917151365,0.13306890098938637,0.08938542321754087,0.23923701268439798
0,pf_egg,Grocery,Non-Mixed,0.373929975599349,0.27216086863250044,0.19219060065470178,0.12271762696228396,0.21977808477332625
0,pf_egg,Non-Grocery,Mixed,0.3194638768609393,0.24211642505966702,0.1030503403023349,0.07244239745303505,4.3994377242126275
0,pf_egg,Non-Grocery,Non-Mixed,0.3798821261152704,0.27530041800362914,0.1944104858045271,0.12349069311038051,3.925556872388248
0,pf_egg,Total,Mixed,0.3431581555321481,0.25548603797606523,0.12271144270071253,0.0837123867284266,1.6746524475340565
0,pf_egg,Total,Non-Mixed,0.37542664930658604,0.2729528684760146,0.1927487928119636,0.12291277342767642,1.1515995602928313
0,pf_ns,Grocery,Mixed,0.24334116188401708,0.19571551987813685,0,0,0.06315735833680113
0,pf_ns,Grocery,Non-Mixed,0.16521942247882368,0.14179254077943962,0.011450405117305931,0.00973119633797228,0.18199272545043774
0,pf_ns,Non-Grocery,Mixed,0.2497396647598635,0.19983335073857225,0,0,0.12682546008981602
0,pf_ns,Non-Grocery,Non-Mixed,0.16394169499099134,0.14085043580491394,0.031655315072626616,0.0264765759751626,0.31947053492651073
0,pf_ns,Total,Mixed,0.2438339425954181,0.19603416038529026,0,0,0.06806075731687153
0,pf_ns,Total,Non-Mixed,0.1650030386422352,0.14163314014574563,0.014872117474354681,0.012604822974071577,0.2052746663521539
0,pf_pm,Grocery,Non-Mixed,0.3795412575428591,0.2751213531800209,0.0012674729212809293,9.179207035103882e-4,0.3653947846120993
0,pf_pm,Non-Grocery,Non-Mixed,0.3807831137603911,0.27577329847507737,0.0010488053298740357,7.589963116241525e-4,1.3589769089737957
0,pf_pm,Total,Non-Mixed,0.3798047503322603,0.27525977877725266,0.0012210767823414802,8.841809894987225e-4,0.5762096291578503
0,pf_poultry,Grocery,Mixed,0.3311685898279998,0.2487803516087997,0.25331814047041423,0.1598739425370294,0.17040739289476392
0,pf_poultry,Grocery,Non-Mixed,0.20970466212245473,0.17335195001606676,2.7263165520966513e-4,2.2531964575837874e-4,0.2789586153909259
0,pf_poultry,Non-Grocery,Mixed,0.28960897271774727,0.22457115206590073,0.11949321264247979,0.0848009561577198,1.6873169737928928
0,pf_poultry,Non-Grocery,Non-Mixed,0.1902877974041308,0.15986704880880467,5.492006339399224e-4,4.6118875618135995e-4,1.6683355975284353
0,pf_poultry,Total,Mixed,0.31176725355856827,0.23766964201370677,0.19084445551960533,0.12700849751575882,0.8785484903272244
0,pf_poultry,Total,Non-Mixed,0.20074853812430096,0.16718616075759868,4.0020045189666925e-4,3.331814279479274e-4,0.91981555664886006
0,pf_redm,Grocery,Mixed,0.29681067232862096,0.2288774133819027,0.07813242787338279,0.05682593546009557,0.22482072127803338
0,pf_redm,Grocery,Non-Mixed,0.345690679196039,0.2568871766300457,4.425791710766513e-4,3.287781267758795e-4,0.5324240454706894
0,pf_redm,Non-Grocery,Mixed,0.2851887046605815,0.22190414810399373,0.05482338112414519,0.040912601987496244,1.6825439579406032
0,pf_redm,Non-Grocery,Non-Mixed,0.330605753097429,0.24846259106262977,4.209608941874775e-4,3.162678027137845e-4,2.903888372374113
0,pf_redm,Total,Mixed,0.2915684827292392,0.22574759807789674,0.06761867960540384,0.04974935128820439,0.8823394658039144
0,pf_redm,Total,Non-Mixed,0.34057876352993255,0.254053527323632,4.352532612523944e-4,3.245702548985136e-4,1.3360558011096675
0,pf_seafood,Grocery,Mixed,0.4060716834347125,0.28879870650888295,0.11605718039834274,0.07624661955761436,0.3234426853719202
0,pf_seafood,Grocery,Non-Mixed,0.5834946621605284,0.368485398848396,0.0025868170039826366,0.001630948370537229,0.5090988718231801
0,pf_seafood,Non-Grocery,Mixed,0.4015994251506799,0.2865293877439381,0.06471896749465049,0.04413704951070921,1.842671777288165
0,pf_seafood,Non-Grocery,Non-Mixed,0.5919737157493596,0.37184892557771354,0.0063707660866462726,0.003985852961639548,2.8898091494353695
0,pf_seafood,Total,Mixed,0.40413807521485995,0.28781932656659787,0.09386079008306548,0.06265745072136503,0.9802906743301018
