subgroup,food,food_type,mixed_dish,costperDGA,costper100g
10,veg_oth,Total,Mixed,0,0
10,veg_oth,Total,Non-Mixed,1.100452264431147,0.7860373317365336
10,veg_ro,Grocery,Non-Mixed,0.6225204924885687,0.43230589756150606
10,veg_ro,Non-Grocery,Non-Mixed,0.7418484496281214,0.5151725344639732
10,veg_ro,Total,Non-Mixed,0.6627403683535853,0.46023636691221204
10,veg_sta,Grocery,Non-Mixed,0.737795623412815,0.5505937488155336
10,veg_sta,Non-Grocery,Non-Mixed,0.45451980269782066,0.3391938826103139
10,veg_sta,Total,Non-Mixed,0.5684826269682023,0.4242407663941808
11,added_sugar,Grocery,Non-Mixed,0.02620868771183522,0.6240163740913147
11,added_sugar,Non-Grocery,Non-Mixed,0.06912125784769772,1.6457442344689932
11,added_sugar,Total,Non-Mixed,0.038421283931210644,0.9147924745526343
11,dairy_tot,Grocery,Non-Mixed,0.4167026825820233,0.279666229920821
11,dairy_tot,Non-Grocery,Non-Mixed,0,0
11,dairy_tot,Total,Non-Mixed,0.31761124681776043,0.21316191061594658
11,fruit_exc_juice,Grocery,Mixed,0.5191656716799485,0.34155636294733455
11,fruit_exc_juice,Grocery,Non-Mixed,0.6292513424765318,0.4139811463661393
11,fruit_exc_juice,Non-Grocery,Mixed,0,0
11,fruit_exc_juice,Non-Grocery,Non-Mixed,0.9190169504587873,0.604616414775518
11,fruit_exc_juice,Total,Mixed,0.5191656716799485,0.34155636294733455
11,fruit_exc_juice,Total,Non-Mixed,0.6727528018850218,0.44260052755593543
11,fruit_juice,Grocery,Mixed,0.5792019163721647,0.23075773560644014
11,fruit_juice,Grocery,Non-Mixed,0.657564953694209,0.26197806920088007
11,fruit_juice,Non-Grocery,Mixed,0,0
11,fruit_juice,Non-Grocery,Non-Mixed,0.5243527235603823,0.2089054675539372
11,fruit_juice,Total,Mixed,0.5792019163721647,0.23075773560644014
11,fruit_juice,Total,Non-Mixed,0.6411967199091027,0.25545686052155486
11,gr_refined,Grocery,Mixed,0.19763339795352575,0.548981660982016
11,gr_refined,Grocery,Non-Mixed,0.17894018250112959,0.4970560625031378
11,gr_refined,Non-Grocery,Mixed,0.5879891925451335,1.6333033126253709
11,gr_refined,Non-Grocery,Non-Mixed,0.5432571028090885,1.5090475078030237
11,gr_refined,Total,Mixed,0.34542222866396727,0.9595061907332425
11,gr_refined,Total,Non-Mixed,0.2631070197375286,0.7308528326042462
11,gr_whole,Grocery,Mixed,0.11139523149868182,0.21842202254643492
11,gr_whole,Grocery,Non-Mixed,0.16930421870948303,0.33196905629310397
11,gr_whole,Non-Grocery,Mixed,0.6997218363020344,1.3720036005922243
11,gr_whole,Non-Grocery,Non-Mixed,0.3801402389847504,0.7453730176171577
11,gr_whole,Total,Mixed,0.1610918482294056,0.31586636907726584
11,gr_whole,Total,Non-Mixed,0.19927765002729952,0.3907404902496069
11,leg_tot,Grocery,Mixed,0.21806496169628461,0.5893647613413098
11,leg_tot,Grocery,Non-Mixed,0.13135630634973086,0.3550170441884618
11,leg_tot,Non-Grocery,Mixed,0.33868436604458213,0.9153631514718436
11,leg_tot,Non-Grocery,Non-Mixed,0.20765994550939323,0.561243095971333
11,leg_tot,Total,Mixed,0.2902287325494565,0.784401979863396
11,leg_tot,Total,Non-Mixed,0.1457316128987033,0.39386922405054947
11,oil,Grocery,Non-Mixed,0.007639264707233008,0.7639264707233008
11,oil,Non-Grocery,Non-Mixed,0.0031326026099869103,0.31326026099869103
11,oil,Total,Non-Mixed,0.005718329896134668,0.5718329896134667
11,pf_egg,Grocery,Mixed,0.24374324078666496,0.4874864815733299
11,pf_egg,Grocery,Non-Mixed,0.21154763725062856,0.4230952745012571
11,pf_egg,Non-Grocery,Mixed,5.374375221729517,10.748750443459034
11,pf_egg,Non-Grocery,Non-Mixed,3.7285316201310987,7.4570632402621975
11,pf_egg,Total,Mixed,1.706335331789322,3.412670663578644
11,pf_egg,Total,Non-Mixed,0.919758430165302,1.839516860330604
11,pf_ns,Grocery,Mixed,0.06469950461802321,0.43133003078682136
11,pf_ns,Grocery,Non-Mixed,0.17728414796677802,1.18189431977852
11,pf_ns,Non-Grocery,Mixed,0.32771479776259727,2.1847653184173152
11,pf_ns,Non-Grocery,Non-Mixed,0.24786038378179054,1.6524025585452704
11,pf_ns,Total,Mixed,0.1328964774748706,0.8859765164991373
11,pf_ns,Total,Non-Mixed,0.18938789256465355,1.2625859504310237
11,pf_pm,Grocery,Non-Mixed,0.3507387626658318,1.1314153634381672
11,pf_pm,Non-Grocery,Non-Mixed,1.0655345199432766,3.4372081288492797
11,pf_pm,Total,Non-Mixed,0.5011262977541758,1.6165364443683092
11,pf_poultry,Grocery,Mixed,0.1341830071533217,0.4627000246666266
11,pf_poultry,Grocery,Non-Mixed,0.27632236012481204,0.9528357245683174
11,pf_poultry,Non-Grocery,Mixed,1.400506799880582,4.829333792691663
11,pf_poultry,Non-Grocery,Non-Mixed,1.567029159662145,5.40354882642119
11,pf_poultry,Total,Mixed,0.6639808162621442,2.289589021593601
11,pf_poultry,Total,Non-Mixed,0.8244033145884186,2.842770050304892
11,pf_redm,Grocery,Mixed,0.19965256596591338,0.6440405353739141
11,pf_redm,Grocery,Non-Mixed,0.5215154669973292,1.6823079580559008
11,pf_redm,Non-Grocery,Mixed,1.4285465775319157,4.608214766231987
11,pf_redm,Non-Grocery,Non-Mixed,3.137647129812784,10.121442354234787
11,pf_redm,Total,Mixed,0.9622265998178056,3.1039567736058244
11,pf_redm,Total,Non-Mixed,1.1207776136450933,3.615411656919656
11,pf_seafood,Grocery,Mixed,0.4066761969965707,1.4023317137812783
11,pf_seafood,Grocery,Non-Mixed,0.45840753804598133,1.5807156484344185
11,pf_seafood,Non-Grocery,Mixed,3.452438514319743,11.904960394206011
11,pf_seafood,Non-Grocery,Non-Mixed,2.9392010218562423,10.135175937435319
11,pf_seafood,Total,Mixed,2.546997452657524,8.782749836750083
11,pf_seafood,Total,Non-Mixed,1.2753310054251907,4.397693122155831
11,sat_fat,Grocery,Non-Mixed,0.007274665143916086,0.7274665143916086
11,sat_fat,Non-Grocery,Non-Mixed,0.0024890288548254707,0.24890288548254708
11,sat_fat,Total,Non-Mixed,0.0066451537823123095,0.664515378231231
11,ssb,Grocery,Non-Mixed,0.26871014690757156,0.11196256121148815
11,ssb,Non-Grocery,Non-Mixed,0.10221040036156756,0.04258766681731982
11,ssb,Total,Non-Mixed,0.19268710418729876,0.08028629341137448
11,veg_dg,Grocery,Non-Mixed,0.8428657521833555,0.7142930103248776
11,veg_dg,Non-Grocery,Non-Mixed,0.883260944626125,0.748526224259428
11,veg_dg,Total,Non-Mixed,0.8521369526688838,0.7221499598888846
11,veg_oth,Grocery,Mixed,0,0
11,veg_oth,Grocery,Non-Mixed,0.6173606122441169,0.44097186588865495
11,veg_oth,Non-Grocery,Mixed,1.2250791913324774,0.875056565237484
11,veg_oth,Non-Grocery,Non-Mixed,1.6339624699275126,1.1671160499482234
11,veg_oth,Total,Mixed,1.2250791913324774,0.875056565237484
11,veg_oth,Total,Non-Mixed,0.9336770502960133,0.6669121787828667
11,veg_ro,Grocery,Non-Mixed,0.6582676899502502,0.45713034024322935
11,veg_ro,Non-Grocery,Non-Mixed,0.7177335779082432,0.4984260957696134
11,veg_ro,Total,Non-Mixed,0.6771501632340922,0.470243168912564
11,veg_sta,Grocery,Non-Mixed,0.57712891666526,0.43069322139198507
11,veg_sta,Non-Grocery,Non-Mixed,0.42590614283424993,0.3178404051001865
11,veg_sta,Total,Non-Mixed,0.506658458580806,0.37810332729910895
12,added_sugar,Grocery,Non-Mixed,0.024758227235712853,0.589481600850306
12,added_sugar,Non-Grocery,Non-Mixed,0.060744352043564875,1.446294096275354
12,added_sugar,Total,Non-Mixed,0.034303518546912264,0.816750441593149
12,dairy_tot,Grocery,Non-Mixed,0.40767034660436297,0.2736042594660154
12,dairy_tot,Non-Grocery,Non-Mixed,0,0
12,dairy_tot,Total,Non-Mixed,0.34853559228190867,0.23391650488718704
12,fruit_exc_juice,Grocery,Mixed,0.45712936,0.300743
12,fruit_exc_juice,Grocery,Non-Mixed,0.7919761242156262,0.5210369238260699
12,fruit_exc_juice,Non-Grocery,Mixed,0,0
12,fruit_exc_juice,Non-Grocery,Non-Mixed,0.644787367132475,0.4242022152187335
12,fruit_exc_juice,Total,Mixed,0.45712936,0.300743
12,fruit_exc_juice,Total,Non-Mixed,0.7741628671813618,0.5093176757772118
12,fruit_juice,Grocery,Mixed,0,0
12,fruit_juice,Grocery,Non-Mixed,0.6511187102839983,0.25940984473466067
12,fruit_juice,Non-Grocery,Mixed,0,0
12,fruit_juice,Non-Grocery,Non-Mixed,0.46058791043354835,0.18350115953527824
12,fruit_juice,Total,Mixed,0,0
12,fruit_juice,Total,Non-Mixed,0.6426950582543646,0.256053808069468
12,gr_refined,Grocery,Mixed,0.1739371060999228,0.4831586280553411
12,gr_refined,Grocery,Non-Mixed,0.1603816731964925,0.4455046477680347
12,gr_refined,Non-Grocery,Mixed,0.7010796415993552,1.947443448887098
12,gr_refined,Non-Grocery,Non-Mixed,0.497779276297372,1.3827202119371444
12,gr_refined,Total,Mixed,0.38546389060996306,1.0707330294721196
12,gr_refined,Total,Non-Mixed,0.22491537242838444,0.624764923412179
12,gr_whole,Grocery,Mixed,0.2650656214688182,0.5197365126839572
12,gr_whole,Grocery,Non-Mixed,0.1887965728835961,0.37018935859528646
12,gr_whole,Non-Grocery,Mixed,0.8229268481346579,1.6135820551659958
12,gr_whole,Non-Grocery,Non-Mixed,0.4557269785934716,0.8935823109675913
12,gr_whole,Total,Mixed,0.457979588760008,0.8979991936470745
12,gr_whole,Total,Non-Mixed,0.20913261228220384,0.41006394565138005
12,leg_tot,Grocery,Mixed,0.2999498338558124,0.8106752266373309
12,leg_tot,Grocery,Non-Mixed,0.19249845646185682,0.5202660985455589
12,leg_tot,Non-Grocery,Mixed,0.9170149119356684,2.478418680907212
12,leg_tot,Non-Grocery,Non-Mixed,0.39213663535116855,1.0598287441923475
12,leg_tot,Total,Mixed,0.35801908579302344,0.9676191507919553
12,leg_tot,Total,Non-Mixed,0.24788898162324594,0.6699702206033674
12,oil,Grocery,Non-Mixed,0.010151290000000002,1.0151290000000002
12,oil,Non-Grocery,Non-Mixed,0.00313260260998691,0.313260260998691
12,oil,Total,Non-Mixed,0.008140498021359098,0.8140498021359098
12,pf_egg,Grocery,Mixed,0.3194681960398526,0.6389363920797052
12,pf_egg,Grocery,Non-Mixed,0.20902650078496995,0.4180530015699399
12,pf_egg,Non-Grocery,Mixed,5.125139798599117,10.250279597198235
12,pf_egg,Non-Grocery,Non-Mixed,5.329170214548511,10.658340429097022
12,pf_egg,Total,Mixed,1.0393916743649423,2.0787833487298846
12,pf_egg,Total,Non-Mixed,0.9872227182869391,1.9744454365738782
12,pf_ns,Grocery,Mixed,0.06102201602339422,0.4068134401559615
12,pf_ns,Grocery,Non-Mixed,0.1767995771698563,1.178663847799042
12,pf_ns,Non-Grocery,Mixed,0.1025349085699326,0.683566057132884
12,pf_ns,Non-Grocery,Non-Mixed,0.17609369814071016,1.1739579876047344
12,pf_ns,Total,Mixed,0.0736180957894478,0.4907873052629853
12,pf_ns,Total,Non-Mixed,0.17665377125877835,1.1776918083918557
12,pf_pm,Grocery,Non-Mixed,0.3687070935207103,1.1893777210345493
12,pf_pm,Non-Grocery,Non-Mixed,1.2913587651485683,4.165673435963123
12,pf_pm,Total,Non-Mixed,0.5424170614909147,1.7497324564223056
12,pf_poultry,Grocery,Mixed,0.20329862858192282,0.7010297537307684
12,pf_poultry,Grocery,Non-Mixed,0.26078727349625047,0.8992664603318983
12,pf_poultry,Non-Grocery,Mixed,1.9219026364357674,6.627250470468164
12,pf_poultry,Non-Grocery,Non-Mixed,1.6234129067001188,5.597975540345238
12,pf_poultry,Total,Mixed,0.9802711495949835,3.380245343430978
12,pf_poultry,Total,Non-Mixed,0.9586832552686853,3.305804328512708
12,pf_redm,Grocery,Mixed,0.24051391863979613,0.7758513504509552
12,pf_redm,Grocery,Non-Mixed,0.4667478586406566,1.5056382536795374
12,pf_redm,Non-Grocery,Mixed,1.5023170129177617,4.846183912637941
12,pf_redm,Non-Grocery,Non-Mixed,2.4409404423300627,7.87400142687117
12,pf_redm,Total,Mixed,0.5994607670831209,1.9337444099455512
12,pf_redm,Total,Non-Mixed,0.9312588671272288,3.0040608617007383
12,pf_seafood,Grocery,Mixed,0.32059434785832003,1.1054977512355864
12,pf_seafood,Grocery,Non-Mixed,0.614650260331568,2.1194836563157518
12,pf_seafood,Non-Grocery,Mixed,2.0028990604694172,6.906548484377301
12,pf_seafood,Non-Grocery,Non-Mixed,2.298903310182273,7.9272527937319754
12,pf_seafood,Total,Mixed,0.5142194483674806,1.773170511612002
12,pf_seafood,Total,Non-Mixed,1.2393991338737957,4.273790116806192
12,sat_fat,Grocery,Non-Mixed,0.008139380883542525,0.8139380883542525
12,sat_fat,Non-Grocery,Non-Mixed,0.0026835344079193498,0.26835344079193496
12,sat_fat,Total,Non-Mixed,0.006881416502071868,0.6881416502071868
12,ssb,Grocery,Non-Mixed,0.3383900479644541,0.14099585331852255
12,ssb,Non-Grocery,Non-Mixed,0.11509746732525618,0.04795727805219008
12,ssb,Total,Non-Mixed,0.2511190529939003,0.10463293874745846
12,veg_dg,Grocery,Non-Mixed,0.778206024801413,0.6594966311876381
12,veg_dg,Non-Grocery,Non-Mixed,0.7993046918026115,0.6773768574598403
12,veg_dg,Total,Non-Mixed,0.7820536236908424,0.6627573082125784
12,veg_oth,Grocery,Mixed,0.4088881999999999,0.29206299999999996
12,veg_oth,Grocery,Non-Mixed,0.764671502538291,0.5461939303844936
12,veg_oth,Non-Grocery,Mixed,0,0
12,veg_oth,Non-Grocery,Non-Mixed,1.7509828610824332,1.2507020436303096
12,veg_oth,Total,Mixed,0.4088881999999999,0.29206299999999996
12,veg_oth,Total,Non-Mixed,0.9683473780832815,0.6916766986309154
12,veg_ro,Grocery,Non-Mixed,0.602850159853094,0.41864594434242636
12,veg_ro,Non-Grocery,Non-Mixed,0.8267762177743557,0.5741501512321915
12,veg_ro,Total,Non-Mixed,0.6436401574483427,0.44697233156134913
12,veg_sta,Grocery,Non-Mixed,0.6428824201595704,0.47976300011908235
12,veg_sta,Non-Grocery,Non-Mixed,0.4657713964943593,0.34759059439877554
12,veg_sta,Total,Non-Mixed,0.574157817990212,0.4284759835747851
13,added_sugar,Grocery,Non-Mixed,0.026353826044913566,0.6274720486884182
13,added_sugar,Non-Grocery,Non-Mixed,0.07677658521705888,1.828013933739497
13,added_sugar,Total,Non-Mixed,0.038031373918193105,0.9055089028141216
13,dairy_tot,Grocery,Non-Mixed,0.48123239950442515,0.3229747647680706
13,dairy_tot,Non-Grocery,Non-Mixed,0,0
13,dairy_tot,Total,Non-Mixed,0.3946425309371806,0.264860759018242
13,fruit_exc_juice,Grocery,Mixed,0.6104379422710297,0.4016039093888353
13,fruit_exc_juice,Grocery,Non-Mixed,0.7208323100833985,0.47423178294960433
13,fruit_exc_juice,Non-Grocery,Mixed,0,0
13,fruit_exc_juice,Non-Grocery,Non-Mixed,0.5919232174451364,0.38942316937180027
13,fruit_exc_juice,Total,Mixed,0.6104379422710297,0.4016039093888353
13,fruit_exc_juice,Total,Non-Mixed,0.7068583214420657,0.46503836936978005
13,fruit_juice,Grocery,Mixed,0,0
13,fruit_juice,Grocery,Non-Mixed,0.5843509542955598,0.23280914513767326
13,fruit_juice,Non-Grocery,Mixed,0,0
13,fruit_juice,Non-Grocery,Non-Mixed,0.5238982130225576,0.20872438765838947
13,fruit_juice,Total,Mixed,0,0
13,fruit_juice,Total,Non-Mixed,0.5800120874501851,0.2310805129283606
13,gr_refined,Grocery,Mixed,0.17017264432888884,0.472701789802469
13,gr_refined,Grocery,Non-Mixed,0.2610546656986496,0.7251518491629156
13,gr_refined,Non-Grocery,Mixed,0.5719092543900386,1.5886368177501071
13,gr_refined,Non-Grocery,Non-Mixed,0.6216358694576007,1.726766304048891
13,gr_refined,Total,Mixed,0.3332834006695181,0.9257872240819948
13,gr_refined,Total,Non-Mixed,0.38255083624999525,1.0626412118055424
13,gr_whole,Grocery,Mixed,0.10661445266421,0.20904794640041177
13,gr_whole,Grocery,Non-Mixed,0.28430891863774865,0.5574684679171542
13,gr_whole,Non-Grocery,Mixed,0,0
13,gr_whole,Non-Grocery,Non-Mixed,0.6568815338129903,1.2880030074764515
13,gr_whole,Total,Mixed,0.10661445266421,0.20904794640041177
13,gr_whole,Total,Non-Mixed,0.38579526468641595,0.7564613033066979
13,leg_tot,Grocery,Mixed,0.1534169811664866,0.414640489639153
13,leg_tot,Grocery,Non-Mixed,0.23117194414344572,0.624789038225529
13,leg_tot,Non-Grocery,Mixed,1.320559594648552,3.5690799855366273
13,leg_tot,Non-Grocery,Non-Mixed,0.38451949480565095,1.0392418778531107
13,leg_tot,Total,Mixed,0.15714069892291496,0.42470459168355396
13,leg_tot,Total,Non-Mixed,0.27376807543227494,0.7399137173845269
13,oil,Grocery,Non-Mixed,0.010511407543873853,1.0511407543873852
13,oil,Non-Grocery,Non-Mixed,0,0
13,oil,Total,Non-Mixed,0.010511407543873853,1.0511407543873852
13,pf_egg,Grocery,Mixed,0.2668319942542129,0.5336639885084258
13,pf_egg,Grocery,Non-Mixed,0.21295714025727905,0.4259142805145581
13,pf_egg,Non-Grocery,Mixed,4.069157563838961,8.138315127677922
13,pf_egg,Non-Grocery,Non-Mixed,3.0796271853100707,6.1592543706201415
13,pf_egg,Total,Mixed,1.753113568563007,3.506227137126014
13,pf_egg,Total,Non-Mixed,1.4914420003224809,2.9828840006449617
13,pf_ns,Grocery,Mixed,0.061717487603865584,0.4114499173591039
13,pf_ns,Grocery,Non-Mixed,0.14902327990152142,0.9934885326768096
13,pf_ns,Non-Grocery,Mixed,0.1071038449176867,0.714025632784578
13,pf_ns,Non-Grocery,Non-Mixed,0.2606365535004575,1.7375770233363834
13,pf_ns,Total,Mixed,0.0738639998062159,0.4924266653747727
13,pf_ns,Total,Non-Mixed,0.15854922579871827,1.0569948386581218
13,pf_pm,Grocery,Non-Mixed,0.37683754805028946,1.2156049937106113
13,pf_pm,Non-Grocery,Non-Mixed,1.3600133569564214,4.3871398611497465
13,pf_pm,Total,Non-Mixed,0.6462383905183229,2.084639969413945
13,pf_poultry,Grocery,Mixed,0.23217291262535558,0.8005962504322607
13,pf_poultry,Grocery,Non-Mixed,0.3215015044818507,1.1086258775236233
13,pf_poultry,Non-Grocery,Mixed,1.8797236534572654,6.481805701576778
13,pf_poultry,Non-Grocery,Non-Mixed,1.6979212911425794,5.854901003939929
13,pf_poultry,Total,Mixed,1.210584260905308,4.174428485880372
13,pf_poultry,Total,Non-Mixed,1.0960932513205444,3.7796319011053257
13,pf_redm,Grocery,Mixed,0.21876307317806046,0.7056873328324531
13,pf_redm,Grocery,Non-Mixed,0.6089814411251643,1.9644562616940782
13,pf_redm,Non-Grocery,Mixed,1.7858545018230205,5.760820973622647
13,pf_redm,Non-Grocery,Non-Mixed,2.9077054633897625,9.379695043192783
13,pf_redm,Total,Mixed,1.1064033070262749,3.5690429258912095
13,pf_redm,Total,Non-Mixed,1.6491222251241902,5.319749113303839
13,pf_seafood,Grocery,Mixed,0.26222920715474113,0.9042386453611764
13,pf_seafood,Grocery,Non-Mixed,0.49234393042864094,1.6977376911332447
13,pf_seafood,Non-Grocery,Mixed,1.0617290704273117,3.6611347256114195
13,pf_seafood,Non-Grocery,Non-Mixed,2.622758314660732,9.043994188485282
13,pf_seafood,Total,Mixed,0.6950570167803753,2.3967483337254323
13,pf_seafood,Total,Non-Mixed,1.265199183462321,4.362755805042487
13,sat_fat,Grocery,Non-Mixed,0.00780663105031996,0.780663105031996
13,sat_fat,Non-Grocery,Non-Mixed,0.002445188314615538,0.24451883146155381
13,sat_fat,Total,Non-Mixed,0.005670445361902336,0.5670445361902335
13,ssb,Grocery,Non-Mixed,0.270334315990694,0.11263929832945585
13,ssb,Non-Grocery,Non-Mixed,0.1025601878081724,0.042733411586738504
13,ssb,Total,Non-Mixed,0.1696856758230493,0.07070236492627055
13,veg_dg,Grocery,Non-Mixed,0.8762246731898404,0.7425632823642716
13,veg_dg,Non-Grocery,Non-Mixed,0.9601872202605772,0.8137179832716757
13,veg_dg,Total,Non-Mixed,0.9022976233435415,0.7646590028335097
13,veg_oth,Grocery,Mixed,0.4088882,0.292063
13,veg_oth,Grocery,Non-Mixed,0.7537732837348452,0.5384094883820323
13,veg_oth,Non-Grocery,Mixed,0,0
13,veg_oth,Non-Grocery,Non-Mixed,1.4236509259704588,1.0168935185503278
13,veg_oth,Total,Mixed,0.4088882,0.292063
13,veg_oth,Total,Non-Mixed,1.0531249902586683,0.7522321358990489
13,veg_ro,Grocery,Non-Mixed,0.5852480132793987,0.4064222314440269
13,veg_ro,Non-Grocery,Non-Mixed,0.718618610773051,0.49904070192572986
13,veg_ro,Total,Non-Mixed,0.6385722499731279,0.4434529513702277
13,veg_sta,Grocery,Non-Mixed,0.6062114555929669,0.4523966086514678
13,veg_sta,Non-Grocery,Non-Mixed,0.44184416683114097,0.3297344528590604
13,veg_sta,Total,Non-Mixed,0.504290716814932,0.3763363558320388
14,added_sugar,Grocery,Non-Mixed,0.02126925124826062,0.5064107440062052
14,added_sugar,Non-Grocery,Non-Mixed,0.06849788640649149,1.6309020572974162
14,added_sugar,Total,Non-Mixed,0.04515067501381416,1.07501607175748
14,dairy_tot,Grocery,Non-Mixed,0.4553502934555422,0.3056042237956659
14,dairy_tot,Non-Grocery,Non-Mixed,0,0
14,dairy_tot,Total,Non-Mixed,0.28021221991973844,0.18806189256358283
14,fruit_exc_juice,Grocery,Mixed,0.4639862425515298,0.30525410694179594
14,fruit_exc_juice,Grocery,Non-Mixed,0.6352175982161357,0.41790631461587874
14,fruit_exc_juice,Non-Grocery,Mixed,0.6444122409737553,0.42395542169326
14,fruit_exc_juice,Non-Grocery,Non-Mixed,0.7564378589971459,0.4976564861823328
14,fruit_exc_juice,Total,Mixed,0.5003527729897226,0.32917945591429115
14,fruit_exc_juice,Total,Non-Mixed,0.650024402002002,0.4276476328960539
14,fruit_juice,Grocery,Mixed,0,0
14,fruit_juice,Grocery,Non-Mixed,0.4827548925329812,0.19233262650716385
14,fruit_juice,Non-Grocery,Mixed,0,0
14,fruit_juice,Non-Grocery,Non-Mixed,0.4409977978972876,0.17569633382362057
14,fruit_juice,Total,Mixed,0,0
14,fruit_juice,Total,Non-Mixed,0.46824319023284405,0.186551071805914
14,gr_refined,Grocery,Mixed,0.1770048112844006,0.49168003134555727
14,gr_refined,Grocery,Non-Mixed,0.18244698052288388,0.5067971681191219
14,gr_refined,Non-Grocery,Mixed,0.563212192296623,1.564478311935064
14,gr_refined,Non-Grocery,Non-Mixed,0.4702375986470759,1.3062155517974332
14,gr_refined,Total,Mixed,0.3808316419212206,1.0578656720033905
14,gr_refined,Total,Non-Mixed,0.2596177385531316,0.72116038486981
14,gr_whole,Grocery,Mixed,0.1623751204373267,0.31838258909279743
14,gr_whole,Grocery,Non-Mixed,0.24798480597022166,0.4862447175886699
14,gr_whole,Non-Grocery,Mixed,0.3994682791950207,0.7832711356765112
14,gr_whole,Non-Grocery,Non-Mixed,0.726631032261138,1.4247667299238
14,gr_whole,Total,Mixed,0.21532412274301588,0.4222041622412076
14,gr_whole,Total,Non-Mixed,0.3131456536787503,0.6140110856446084
14,leg_tot,Grocery,Mixed,0.21888430580286672,0.5915792048726127
14,leg_tot,Grocery,Non-Mixed,0.10835465173511549,0.29285041009490675
14,leg_tot,Non-Grocery,Mixed,1.1965792842606175,3.2339980655692364
14,leg_tot,Non-Grocery,Non-Mixed,0.2073874631156076,0.5605066570692098
14,leg_tot,Total,Mixed,0.30840446534546484,0.8335255820147698
14,leg_tot,Total,Non-Mixed,0.15115157880440042,0.40851778055243354
14,oil,Grocery,Non-Mixed,0.011733401395300306,1.1733401395300305
14,oil,Non-Grocery,Non-Mixed,0,0
14,oil,Total,Non-Mixed,0.011733401395300306,1.1733401395300305
14,pf_egg,Grocery,Mixed,0.27331558264444505,0.5466311652888901
14,pf_egg,Grocery,Non-Mixed,0.23230190146252527,0.46460380292505055
14,pf_egg,Non-Grocery,Mixed,4.613629547530295,9.22725909506059
14,pf_egg,Non-Grocery,Non-Mixed,2.5786213169709047,5.157242633941809
14,pf_egg,Total,Mixed,1.8231360355136401,3.6462720710272802
14,pf_egg,Total,Non-Mixed,0.880716749671321,1.761433499342642
14,pf_ns,Grocery,Mixed,0.0628326767480774,0.4188845116538493
14,pf_ns,Grocery,Non-Mixed,0.2228866163570296,1.4859107757135308
14,pf_ns,Non-Grocery,Mixed,0.10253490856993261,0.6835660571328841
14,pf_ns,Non-Grocery,Non-Mixed,0.41916690204219303,2.7944460136146203
14,pf_ns,Total,Mixed,0.06634931311110638,0.4423287540740426
14,pf_ns,Total,Non-Mixed,0.3038663315667046,2.025775543778031
14,pf_pm,Grocery,Non-Mixed,0.30989733479189113,0.9996688219093262
14,pf_pm,Non-Grocery,Non-Mixed,1.4188857030141937,4.577050654884496
14,pf_pm,Total,Non-Mixed,0.627280116313087,2.0234842461712486
14,pf_poultry,Grocery,Mixed,0.1709704612322356,0.5895533145939159
14,pf_poultry,Grocery,Non-Mixed,0.305387746000006,1.053061193103469
14,pf_poultry,Non-Grocery,Mixed,1.6700653634966462,5.758846081022918
14,pf_poultry,Non-Grocery,Non-Mixed,1.7131795171447985,5.907515576361375
14,pf_poultry,Total,Mixed,1.115707292069357,3.847266524377093
14,pf_poultry,Total,Non-Mixed,0.9933588358272668,3.425375295956093
14,pf_redm,Grocery,Mixed,0.2411218517375187,0.7778124249597378
14,pf_redm,Grocery,Non-Mixed,0.5385128642641129,1.737138271819719
14,pf_redm,Non-Grocery,Mixed,1.7367419090603418,5.602393255033361
14,pf_redm,Non-Grocery,Non-Mixed,2.9253661949861205,9.436665145116518
14,pf_redm,Total,Mixed,1.0011847093467159,3.2296280946668254
14,pf_redm,Total,Non-Mixed,1.7022773365597197,5.491217214708773
14,pf_seafood,Grocery,Mixed,0.21288126509513053,0.7340733279142433
14,pf_seafood,Grocery,Non-Mixed,0.7903932719136755,2.7254940410816397
14,pf_seafood,Non-Grocery,Mixed,1.765709533877027,6.088653565093197
14,pf_seafood,Non-Grocery,Non-Mixed,2.2762361261864186,7.849090090297996
14,pf_seafood,Total,Mixed,0.9083029921720577,3.1320792833519233
14,pf_seafood,Total,Non-Mixed,1.844167605091295,6.359198638245845
14,sat_fat,Grocery,Non-Mixed,0.00734791025580782,0.734791025580782
14,sat_fat,Non-Grocery,Non-Mixed,0.002414455552839415,0.24144555528394152
14,sat_fat,Total,Non-Mixed,0.0049239205119745435,0.49239205119745433
14,ssb,Grocery,Non-Mixed,0.30014115741399877,0.12505881558916615
14,ssb,Non-Grocery,Non-Mixed,0.09881970509267317,0.04117487712194715
14,ssb,Total,Non-Mixed,0.19838375438674066,0.08265989766114194
14,veg_dg,Grocery,Non-Mixed,0.7668022691258602,0.6498324314625935
14,veg_dg,Non-Grocery,Non-Mixed,0.8525363389066918,0.7224884228022812
14,veg_dg,Total,Non-Mixed,0.795618755717712,0.6742531828116204
14,veg_oth,Grocery,Mixed,0,0
14,veg_oth,Grocery,Non-Mixed,0.6592516220858027,0.4708940157755734
14,veg_oth,Non-Grocery,Mixed,0,0
14,veg_oth,Non-Grocery,Non-Mixed,1.5221722572964071,1.0872658980688623
14,veg_oth,Total,Mixed,0,0
14,veg_oth,Total,Non-Mixed,0.976478440410359,0.6974846002931137
14,veg_ro,Grocery,Non-Mixed,0.575674846647377,0.3997741990606785
14,veg_ro,Non-Grocery,Non-Mixed,0.7352049690014394,0.5105590062509996
