subgroup,food,food_type,mixed_dish,costperDGA,costper100g
1,pf_poultry,Non-Grocery,Non-Mixed,1.6005639383764705,5.519185994401623
1,pf_poultry,Total,Mixed,0.7679627403737649,2.6481473805991893
1,pf_poultry,Total,Non-Mixed,0.9193836276084847,3.1702883710637404
1,pf_redm,Grocery,Mixed,0.24984418328876976,0.8059489783508702
1,pf_redm,Grocery,Non-Mixed,0.5373708194835913,1.7334542563986817
1,pf_redm,Non-Grocery,Mixed,1.5957915662375968,5.147714729798699
1,pf_redm,Non-Grocery,Non-Mixed,2.9776621671146737,9.605361829402174
1,pf_redm,Total,Mixed,0.8720513453934625,2.8130688561079435
1,pf_redm,Total,Non-Mixed,1.452117716123322,4.684250697172007
1,pf_seafood,Grocery,Mixed,0.46724577207038454,1.6111923174840848
1,pf_seafood,Grocery,Non-Mixed,0.553936347851402,1.9101253374186278
1,pf_seafood,Non-Grocery,Mixed,1.6223452031906296,5.59429380410562
1,pf_seafood,Non-Grocery,Non-Mixed,3.772750690598289,13.009485139994101
1,pf_seafood,Total,Mixed,1.030563055298368,3.553665707925407
1,pf_seafood,Total,Non-Mixed,1.8025601098613568,6.2157245167632995
1,sat_fat,Grocery,Non-Mixed,0.00855408892614273,0.855408892614273
1,sat_fat,Non-Grocery,Non-Mixed,0.002333402430829894,0.2333402430829894
1,sat_fat,Total,Non-Mixed,0.0064359939741404516,0.6435993974140451
1,ssb,Grocery,Non-Mixed,0.27639459183904946,0.11516441326627062
1,ssb,Non-Grocery,Non-Mixed,0.11942977535244009,0.04976240639685004
1,ssb,Total,Non-Mixed,0.18987867101407913,0.07911611292253297
1,veg_dg,Grocery,Non-Mixed,1.0187200863776036,0.8633221070996641
1,veg_dg,Non-Grocery,Non-Mixed,0.9687807277747318,0.8210006167582473
1,veg_dg,Total,Non-Mixed,1.0049404896357683,0.8516444827421766
1,veg_oth,Grocery,Mixed,0,0
1,veg_oth,Grocery,Non-Mixed,0.7529653394461351,0.537832385318668
1,veg_oth,Non-Grocery,Mixed,0,0
1,veg_oth,Non-Grocery,Non-Mixed,1.7885382895564215,1.2775273496831583
1,veg_oth,Total,Mixed,0,0
1,veg_oth,Total,Non-Mixed,1.080006353325739,0.771433109518385
1,veg_ro,Grocery,Non-Mixed,0.6046389132185398,0.41988813417954157
1,veg_ro,Non-Grocery,Non-Mixed,0.7628282097798226,0.529741812347099
1,veg_ro,Total,Non-Mixed,0.6601435381747409,0.4584330126213479
1,veg_sta,Grocery,Non-Mixed,0.6181161647814835,0.4612807199861817
1,veg_sta,Non-Grocery,Non-Mixed,0.44504484255367477,0.33212301683110057
1,veg_sta,Total,Non-Mixed,0.5401064267246379,0.40306449755569995
2,added_sugar,Grocery,Non-Mixed,0.02499192416401482,0.5950458134289243
2,added_sugar,Non-Grocery,Non-Mixed,0.06975307858247481,1.6607875852970193
2,added_sugar,Total,Non-Mixed,0.045880863563285974,1.0924015134115708
2,dairy_tot,Grocery,Non-Mixed,0.39823692806538885,0.2672731060841536
2,dairy_tot,Non-Grocery,Non-Mixed,0,0
2,dairy_tot,Total,Non-Mixed,0.28476155052922175,0.19111513458337032
2,fruit_exc_juice,Grocery,Mixed,0.5589988143271705,0.36776237784682264
2,fruit_exc_juice,Grocery,Non-Mixed,0.7441193113621357,0.48955217852772087
2,fruit_exc_juice,Non-Grocery,Mixed,0.645906513219031,0.42493849553883617
2,fruit_exc_juice,Non-Grocery,Non-Mixed,0.8985125922786986,0.5911267054465122
2,fruit_exc_juice,Total,Mixed,0.5864657346845795,0.38583272018722337
2,fruit_exc_juice,Total,Non-Mixed,0.7573219232553379,0.49823810740482755
2,fruit_juice,Grocery,Mixed,0,0
2,fruit_juice,Grocery,Non-Mixed,0.4945403249739254,0.1970280179178986
2,fruit_juice,Non-Grocery,Mixed,0,0
2,fruit_juice,Non-Grocery,Non-Mixed,0.4307762622979547,0.1716240088836473
2,fruit_juice,Total,Mixed,0,0
2,fruit_juice,Total,Non-Mixed,0.47963040907387056,0.19108781238002812
2,gr_refined,Grocery,Mixed,0.1680526911858465,0.4668130310717959
2,gr_refined,Grocery,Non-Mixed,0.21254024998344004,0.5903895832873335
2,gr_refined,Non-Grocery,Mixed,0.5537515930938307,1.5381988697050852
2,gr_refined,Non-Grocery,Non-Mixed,0.541641974650561,1.5045610406960026
2,gr_refined,Total,Mixed,0.378085969959918,1.0502388054442167
2,gr_refined,Total,Non-Mixed,0.3185171531452225,0.8847698698478403
2,gr_whole,Grocery,Mixed,0.13140907237465307,0.2576648477934374
2,gr_whole,Grocery,Non-Mixed,0.21652913873218416,0.42456693869055717
2,gr_whole,Non-Grocery,Mixed,0.39810697799384775,0.7806019176349955
2,gr_whole,Non-Grocery,Non-Mixed,0.5558943511171979,1.0899889237592115
2,gr_whole,Total,Mixed,0.17080605213570735,0.33491382771707323
2,gr_whole,Total,Non-Mixed,0.2618084981102431,0.5133499962945943
2,leg_tot,Grocery,Mixed,0.3518543717009533,0.9509577613539278
2,leg_tot,Grocery,Non-Mixed,0.12791619256081352,0.34571943935355004
2,leg_tot,Non-Grocery,Mixed,1.5308873780340542,4.137533454146093
2,leg_tot,Non-Grocery,Non-Mixed,0.28777304102800444,0.7777649757513634
2,leg_tot,Total,Mixed,0.4274289916294398,1.155213490890378
2,leg_tot,Total,Non-Mixed,0.18682367409340453,0.5049288489010934
2,oil,Grocery,Non-Mixed,0.012681320000000003,1.2681320000000003
2,oil,Non-Grocery,Non-Mixed,0.003199239875556171,0.3199239875556171
2,oil,Total,Non-Mixed,0.011950005975899852,1.1950005975899851
2,pf_egg,Grocery,Mixed,0.21903402931554233,0.43806805863108467
2,pf_egg,Grocery,Non-Mixed,0.21822617695316285,0.4364523539063257
2,pf_egg,Non-Grocery,Mixed,4.51012676824886,9.02025353649772
2,pf_egg,Non-Grocery,Non-Mixed,3.0684452196529106,6.136890439305821
2,pf_egg,Total,Mixed,1.5944412349959765,3.188882469991953
2,pf_egg,Total,Non-Mixed,0.8580578222953984,1.7161156445907968
2,pf_ns,Grocery,Mixed,0.06260725743090602,0.41738171620604014
2,pf_ns,Grocery,Non-Mixed,0.1707123220972258,1.1380821473148388
2,pf_ns,Non-Grocery,Mixed,0,0
2,pf_ns,Non-Grocery,Non-Mixed,0.3265347224976201,2.176898149984134
2,pf_ns,Total,Mixed,0.06260725743090602,0.41738171620604014
2,pf_ns,Total,Non-Mixed,0.2102427130639971,1.4016180870933141
2,pf_pm,Grocery,Non-Mixed,0.33329910953154634,1.075158417843698
2,pf_pm,Non-Grocery,Non-Mixed,1.2893514392413556,4.159198191101147
2,pf_pm,Total,Non-Mixed,0.5809567644375371,1.874054078830765
2,pf_poultry,Grocery,Mixed,0.1694746920414914,0.5843954897982463
2,pf_poultry,Grocery,Non-Mixed,0.2968695449362284,1.0236880859869946
2,pf_poultry,Non-Grocery,Mixed,1.8552609592592952,6.397451583652742
2,pf_poultry,Non-Grocery,Non-Mixed,1.7237876621999877,5.944095386896509
2,pf_poultry,Total,Mixed,1.294260843744038,4.462968426703579
2,pf_poultry,Total,Non-Mixed,1.1745140736074664,4.050048529680919
2,pf_redm,Grocery,Mixed,0.21682098770793928,0.6994225409933525
2,pf_redm,Grocery,Non-Mixed,0.49730076210988733,1.604196006806088
2,pf_redm,Non-Grocery,Mixed,1.6760773017537975,5.406700973399347
2,pf_redm,Non-Grocery,Non-Mixed,2.7835115170291242,8.979069409771368
2,pf_redm,Total,Mixed,0.9800236812829715,3.161366713816037
2,pf_redm,Total,Non-Mixed,1.3621605972587263,4.394066442770085
2,pf_seafood,Grocery,Mixed,0.28004877528508104,0.9656854320175209
2,pf_seafood,Grocery,Non-Mixed,0.46388963995508636,1.5996194481209876
2,pf_seafood,Non-Grocery,Mixed,1.8003627081156137,6.2081472693641855
2,pf_seafood,Non-Grocery,Non-Mixed,3.8084673600294745,13.132646069067155
2,pf_seafood,Total,Mixed,1.0100273548720757,3.4828529478347443
2,pf_seafood,Total,Non-Mixed,2.0766220149787658,7.160765568892296
2,sat_fat,Grocery,Non-Mixed,0.008530174137361235,0.8530174137361235
2,sat_fat,Non-Grocery,Non-Mixed,0.0022544434429175686,0.22544434429175686
2,sat_fat,Total,Non-Mixed,0.004685829904644578,0.4685829904644578
2,ssb,Grocery,Non-Mixed,0.25141600555275573,0.10475666898031488
2,ssb,Non-Grocery,Non-Mixed,0.09828840916004758,0.04095350381668649
2,ssb,Total,Non-Mixed,0.16367287627185967,0.06819703177994153
2,veg_dg,Grocery,Non-Mixed,0.7655650948876429,0.6487839787183415
2,veg_dg,Non-Grocery,Non-Mixed,1.1863670533813933,1.0053958079503333
2,veg_dg,Total,Non-Mixed,0.8754919701250388,0.7419423475635922
2,veg_oth,Grocery,Mixed,0,0
2,veg_oth,Grocery,Non-Mixed,0.6813448538351109,0.48667489559650784
2,veg_oth,Non-Grocery,Mixed,0,0
2,veg_oth,Non-Grocery,Non-Mixed,1.5004237756614152,1.0717312683295823
2,veg_oth,Total,Mixed,0,0
2,veg_oth,Total,Non-Mixed,1.0170523708565458,0.7264659791832471
2,veg_ro,Grocery,Non-Mixed,0.6882293878810543,0.47793707491739884
2,veg_ro,Non-Grocery,Non-Mixed,0.7814862299278658,0.5426987707832401
2,veg_ro,Total,Non-Mixed,0.7274072865508217,0.5051439489936261
2,veg_sta,Grocery,Non-Mixed,0.6258073959038616,0.4670204447043743
2,veg_sta,Non-Grocery,Non-Mixed,0.47575105696598347,0.35503810221342047
2,veg_sta,Total,Non-Mixed,0.529780884779075,0.3953588692381157
3,added_sugar,Grocery,Non-Mixed,0.02391964185525349,0.5695152822679402
3,added_sugar,Non-Grocery,Non-Mixed,0.05841336075024058,1.3907943035771566
3,added_sugar,Total,Non-Mixed,0.038254561015661624,0.9108228813252767
3,dairy_tot,Grocery,Non-Mixed,0.4616249988606617,0.30981543547695417
3,dairy_tot,Non-Grocery,Non-Mixed,0,0
3,dairy_tot,Total,Non-Mixed,0.3562889422129578,0.23912009544493815
3,fruit_exc_juice,Grocery,Mixed,0.509684290575911,0.33531861222099407
3,fruit_exc_juice,Grocery,Non-Mixed,0.64775295906136,0.4261532625403684
3,fruit_exc_juice,Non-Grocery,Mixed,0.5236970448167897,0.34453752948473004
3,fruit_exc_juice,Non-Grocery,Non-Mixed,0.776841600063941,0.5110800000420664
3,fruit_exc_juice,Total,Mixed,0.5111904070578794,0.33630947832755226
3,fruit_exc_juice,Total,Non-Mixed,0.6750144292309265,0.44408844028350425
3,fruit_juice,Grocery,Mixed,0.5700360600000001,0.22710600000000006
3,fruit_juice,Grocery,Non-Mixed,0.4886616089021083,0.19468589996099933
3,fruit_juice,Non-Grocery,Mixed,0,0
3,fruit_juice,Non-Grocery,Non-Mixed,0.4614486368994043,0.18384407844597783
3,fruit_juice,Total,Mixed,0.5700360600000001,0.22710600000000006
3,fruit_juice,Total,Non-Mixed,0.47804342402174066,0.1904555474190202
3,gr_refined,Grocery,Mixed,0.20970454998129842,0.58251263883694
3,gr_refined,Grocery,Non-Mixed,0.21492335841210425,0.5970093289225118
3,gr_refined,Non-Grocery,Mixed,0.5795950388417261,1.6099862190047949
3,gr_refined,Non-Grocery,Non-Mixed,0.5084398671699912,1.4123329643610867
3,gr_refined,Total,Mixed,0.38453204281047665,1.0681445633624351
3,gr_refined,Total,Non-Mixed,0.2948339121687793,0.8189830893577204
3,gr_whole,Grocery,Mixed,0.37487015494283177,0.7350395194957485
3,gr_whole,Grocery,Non-Mixed,0.19564440957518842,0.38361648936311454
3,gr_whole,Non-Grocery,Mixed,0.8229268481346579,1.6135820551659958
3,gr_whole,Non-Grocery,Non-Mixed,0.5984983699331595,1.1735262155552146
3,gr_whole,Total,Mixed,0.5850992357352981,1.1472534034025452
3,gr_whole,Total,Non-Mixed,0.26569675422349154,0.5209740278891991
3,leg_tot,Grocery,Mixed,0.22142538248331428,0.5984469796846332
3,leg_tot,Grocery,Non-Mixed,0.1267334605226701,0.34252286627748674
3,leg_tot,Non-Grocery,Mixed,0.6874858220858718,1.8580697894212752
3,leg_tot,Non-Grocery,Non-Mixed,0.20077584579874747,0.5426374210776959
3,leg_tot,Total,Mixed,0.3016620060902854,0.8153027191629334
3,leg_tot,Total,Non-Mixed,0.13981589599786778,0.3778807999942373
3,oil,Grocery,Non-Mixed,0.010367230000000002,1.036723
3,oil,Non-Grocery,Non-Mixed,0.0021920842452641267,0.21920842452641268
3,oil,Total,Non-Mixed,0.008041754905166612,0.8041754905166612
3,pf_egg,Grocery,Mixed,0.2287614060497541,0.4575228120995082
3,pf_egg,Grocery,Non-Mixed,0.2099360835721277,0.4198721671442554
3,pf_egg,Non-Grocery,Mixed,3.6564330094782176,7.312866018956435
3,pf_egg,Non-Grocery,Non-Mixed,3.383612229847278,6.767224459694556
3,pf_egg,Total,Mixed,0.8776966052088321,1.7553932104176642
3,pf_egg,Total,Non-Mixed,0.5881646667988637,1.1763293335977274
3,pf_ns,Grocery,Mixed,0.06255579235368014,0.41703861569120093
3,pf_ns,Grocery,Non-Mixed,0.165282514192251,1.10188342794834
3,pf_ns,Non-Grocery,Mixed,0.1073812577100237,0.7158750514001581
3,pf_ns,Non-Grocery,Non-Mixed,0.2844012385278176,1.8960082568521175
3,pf_ns,Total,Mixed,0.06464111034855718,0.43094073565704794
3,pf_ns,Total,Non-Mixed,0.18221853244837102,1.2147902163224735
3,pf_pm,Grocery,Non-Mixed,0.3670444892896763,1.184014481579601
3,pf_pm,Non-Grocery,Non-Mixed,1.2482090682842573,4.026480865433088
3,pf_pm,Total,Non-Mixed,0.5261185248670992,1.6971565318293524
3,pf_poultry,Grocery,Mixed,0.14898583442061308,0.5137442566228038
3,pf_poultry,Grocery,Non-Mixed,0.26809798169355187,0.9244757989432824
3,pf_poultry,Non-Grocery,Mixed,2.0716965919432457,7.143781351528434
3,pf_poultry,Non-Grocery,Non-Mixed,1.7974179460817767,6.197992917523369
3,pf_poultry,Total,Mixed,1.2752158927644208,4.397296181946279
3,pf_poultry,Total,Non-Mixed,1.025172157463994,3.5350764050482555
3,pf_redm,Grocery,Mixed,0.20251241133330478,0.6532658430106606
3,pf_redm,Grocery,Non-Mixed,0.5566395451517421,1.7956114359733617
3,pf_redm,Non-Grocery,Mixed,1.6827387956503506,5.428189663388228
3,pf_redm,Non-Grocery,Non-Mixed,3.1292709191902905,10.094422319968679
3,pf_redm,Total,Mixed,0.9057594777443924,2.9218047669173948
3,pf_redm,Total,Non-Mixed,1.4797909851586184,4.773519306963285
3,pf_seafood,Grocery,Mixed,0.3219691393443146,1.1102384115321193
3,pf_seafood,Grocery,Non-Mixed,0.33852557008036643,1.1673295520012636
3,pf_seafood,Non-Grocery,Mixed,1.6800422581279704,5.793249165958519
3,pf_seafood,Non-Grocery,Non-Mixed,3.2775207272689864,11.301795611272368
3,pf_seafood,Total,Mixed,1.0563255857957128,3.6425020199852165
3,pf_seafood,Total,Non-Mixed,1.8460219210325244,6.365592831146636
3,sat_fat,Grocery,Non-Mixed,0.01164442129792322,1.164442129792322
3,sat_fat,Non-Grocery,Non-Mixed,0.0025007048283721845,0.25007048283721844
3,sat_fat,Total,Non-Mixed,0.007350924975001011,0.7350924975001011
3,ssb,Grocery,Non-Mixed,0.2838195643011581,0.11825815179214921
3,ssb,Non-Grocery,Non-Mixed,0.11563469413662744,0.0481811225569281
3,ssb,Total,Non-Mixed,0.198800286609027,0.08283345275376125
3,veg_dg,Grocery,Non-Mixed,0.8180916693265453,0.6932980248530045
3,veg_dg,Non-Grocery,Non-Mixed,0.8725518079432822,0.7394506846976968
3,veg_dg,Total,Non-Mixed,0.8409429823572689,0.7126635443705669
3,veg_oth,Grocery,Mixed,0.4088882,0.292063
3,veg_oth,Grocery,Non-Mixed,0.8365922544738754,0.5975658960527682
3,veg_oth,Non-Grocery,Mixed,0,0
3,veg_oth,Non-Grocery,Non-Mixed,1.7569488989224453,1.2549634992303182
3,veg_oth,Total,Mixed,0.4088882,0.292063
3,veg_oth,Total,Non-Mixed,1.074121146743913,0.7672293905313664
3,veg_ro,Grocery,Non-Mixed,0.5950940883430076,0.4132597835715331
3,veg_ro,Non-Grocery,Non-Mixed,0.8071611694429154,0.5605285898909135
3,veg_ro,Total,Non-Mixed,0.6764473066836598,0.4697550740858749
