subgroup,food,ghg_mean_Consumed,ghg_se_Consumed,ced_mean_Consumed,ced_se_Consumed,water_mean_Consumed,water_se_Consumed,bluewater_mean_Consumed,bluewater_se_Consumed,fl_mean_Consumed,fl_se_Consumed,fcid_consumed_mean,fcid_consumed_se,fcid_wasted_mean,fcid_wasted_se,fcid_inedible_mean,fcid_inedible_se,GHGper100g,GHGperDGA,CEDper100g,CEDperDGA,WATERper100g,WATERperDGA,BLUEWATERper100g,BLUEWATERperDGA,FLper100g,FLperDGA
0,added_sugar,0.05040790190931868,9.944159038995052e-4,0.49167588044060234,0.011148415193513835,35.75763717226774,0.7191993280862542,9.679442793490628,0.19344546675164104,0.022509607389518727,3.9388496097373776e-4,81.11697904685917,1.7060553815894475,41.278019039627154,0.8868997899040479,0,0,0.06214223273798121,0.002609973774995211,0.6061318927527786,0.0254575394956167,44.081569102334896,1.8514259022980657,11.932696344496588,0.5011732464688567,0.02774956322832919,0.001165481655589826
0,dairy_cow,0.3264774092912251,0.006713675025316253,1.7587206343829982,0.036166296544680544,91.39895438393513,1.8795263008230978,21.810577071972926,0.4485122780584854,0.03996744271619497,8.21889706157651e-4,188.9808609059079,5.038381341772131,60.42813582294785,1.5119548024790321,0,0,0.17275686422752393,0.25740772769901066,0.930634258915061,1.386645045783441,48.36413272000172,72.06255775280256,11.541156584545481,17.196323310972765,0.02114893673602982,0.03151191573668443
0,dairy_soy,0.0025113685339105437,2.1771442085844056e-4,0.01636079494603534,0.0014183426081688195,0.21893693118160198,0.018979981047427028,0.12556900962891837,0.01088577157831894,0.002744979645383756,2.3796652928208557e-4,9.721802910734135,0.8427981245407199,2.644060747794153,0.22921771402629362,0,0,0.02583233333333333,0.03849017666666666,0.16828972049999996,0.25075168354499994,2.2520198484981333,3.3555095742622187,1.2916226628115846,1.924517767589261,0.028235294117647056,0.04207058823529412
0,fruit_exc_juice,0.061727482996464036,0.0037106231069896603,0.46820354970502237,0.020435804203781615,217.42965458949394,11.235193766287123,29.401258042405917,1.4904841981380867,0.028806983627308446,0.0012430227815413619,107.31382115581667,4.028591435897426,84.42859672124067,5.0446077910107805,87.29936557307914,6.057463170716736,0.031718037217309925,0.04821141657031108,0.24058161606348352,0.365684056416495,111.72400917127081,169.82049394033163,15.107536409320033,22.96345534216645,0.014802174565610378,0.022499305339727774
0,fruit_juice,0.053609716138709664,0.0019920604482740033,0.42161825316901475,0.014312596735215006,139.91444666840917,3.9319667268783234,16.866163329039395,0.4997945496020715,0.026578850825441997,8.073849011626821e-4,56.95482468235219,1.8019101271424556,8.061096592950125,0.32642043822949945,0,0,0.09412673366602596,0.23625810150172513,0.7402678447707624,1.8580722903746134,245.65863813774945,616.603181725751,29.613230175152278,74.32920773963221,0.04666654839809844,0.11713303647922707
0,gr_refined,0.06202630336073041,0.0010699523791555397,0.3544866183270351,0.005585420203099103,96.50687341390794,1.4838490545295364,30.697219144901723,0.4513805640098504,0.00804115951916782,2.0572712760814901e-4,107.6495107888841,1.3105281575986918,31.32270544080582,0.4181129253302595,0,0,0.05761875080173169,0.020742750288623407,0.3292970081603375,0.11854692293772151,89.64915186950691,32.27369467302248,28.515892845164252,10.26572142425913,0.007469759463131859,0.002689113406727469
0,gr_whole,0.016909689826226447,4.2804938460065857e-4,0.10736817052349451,0.0023042300382356815,32.33214171497403,1.0894761905268098,6.660041805362794,0.17192346195241373,0.0019874325052096757,6.04232622876844e-5,33.5911728652093,0.83399170271505,8.205732102495567,0.18969548033180808,5.29825875661282,0.2446322368941337,0.04348145272644682,0.022175540890487882,0.2760857282965451,0.140803721431238,83.1386326994592,42.40070267672419,17.12558278076152,8.734047218188374,0.005110469406023571,0.002606339397072021
0,leg_tot,0.015831176299773143,5.135952106905565e-4,0.09556030960619034,0.0027011309869640543,24.56337162258892,1.0710943016212984,5.869518410016262,0.21302858169772973,0.003942716275199575,1.37542841529804e-4,21.547584037557222,0.5768002728905575,4.9121226462777186,0.14907454125447664,1.1774418024765514,0.06628100131304153,0.06966406291993732,0.02577570328037681,0.42050693486053403,0.1555875658983976,108.08952119788839,39.9931228432187,25.828434481584463,9.55652075818625,0.01734966685166029,0.006419376735114307
0,oil,0.03485538580362077,4.1026324465818944e-4,0.2897535764632375,0.003293709760035237,24.243631989635592,0.3157879999257303,8.92474625579863,0.08377591866815946,0.011079107228653861,1.7658743669112263e-4,31.29134109081082,0.3463101314635119,6.179656245762821,0.07058213387864946,0,0,0.11138987524525303,0.0011138987524525303,0.925986443413664,0.00925986443413664,77.47712672102476,0.7747712672102476,28.52145655853503,0.2852145655853503,0.035406303604888986,3.540630360488899e-4
0,pf_egg,0.11744828812823922,0.002621075350861966,0.7196250606015969,0.016059761604578712,32.30329154768199,0.7209075804909844,14.07723410827188,0.31415946471026623,0.010396089551261227,2.9539612735802144e-4,31.285624877796288,0.69819647021138,11.070298226208687,0.24705413990985126,5.775807838208063,0.1288978136446973,0.31690164011797956,0.15845082005898978,1.9417086924727525,0.9708543462363762,87.16147536771389,43.580737683856945,37.983512985435304,18.991756492717652,0.02805096508525385,0.014025482542626925
0,pf_ns,0.018524452602977342,0.0011222106328276802,0.1051555788140289,0.007894451809479256,235.83903871290065,18.846881286568575,40.707949454441405,3.0255171675903787,0.026788222186997238,0.001993415930133342,11.396403768463658,0.6169252842427247,1.5505480969889722,0.10903556219275808,0.23594764213439043,0.02896172952137339,0.1592494238619718,0.02388741357929577,0.9039924526198834,0.1355988678929825,2027.440801848812,304.1161202773218,349.9546052000548,52.49319078000822,0.23029068879909287,0.034543603319863926
