subgroup,food,GHGper100gram,CEDper100gram,costper100gram
5,dairy,0.20482270063990185,1.1058782164479017,0.42757793100656916
6,dairy,0.21936927216306273,1.1838541970537897,0.4501847207717195
7,dairy,0.20947051569882366,1.131321465605679,0.4325006683762929
8,dairy,0.17615702274311168,0.9524089249797607,0.40915941764267727
9,dairy,0.23038372890753028,1.2418785690732985,0.40702907393548937
10,dairy,0.24867442901982748,1.3403353795107587,0.5358795458240849
11,dairy,0.24186028225283954,1.303927885818002,0.47355441113988733
12,dairy,0.18705631339010104,1.0092928976262858,0.3292897498233494
13,dairy,0.21846325484387052,1.1784658984655496,0.4591856249820855
14,dairy,0.22140310127498242,1.195373364351348,0.45442664629189694
15,dairy,0.21349792843689996,1.1511853112442691,0.44011270482563547
16,dairy,0.18944637889394045,1.0216471130118665,0.3655421585474702
17,dairy,0.2222363118593209,1.198558588432888,0.4489490295779452
18,dairy,0.2178091591660604,1.176508757893842,0.41389979686876727
19,dairy,0.2034516091297374,1.097165795759369,0.3859666837720406
20,dairy,0.16989710107421876,0.9174171037396052,0.38768696407056363
21,dairy,0.2083971245293204,1.124084093442754,0.40147428190529927
22,dairy,0.21367315184632202,1.1541422788391142,0.4657629180674711
23,dairy,0.19674585816242354,1.0611966147854919,0.3786500647540929
24,dairy,0.18860784093766475,1.0181947379913416,0.4908433586422345
25,dairy,0.21380237651887585,1.152253548892233,0.40617768238771074
26,dairy,0.23437408656502182,1.2626838906811784,0.41278484444028696
27,dairy,0.1871622103265543,1.0106138235170476,0.3158217535926485
28,dairy,0.17619227275946073,0.9507219991181848,0.2842115689269255
29,dairy,0.19895446301263922,1.072497123379856,0.410927797502089
30,dairy,0.21580967911134855,1.164345351914441,0.5235880482198083
31,dairy,0.18428444340351477,0.9936356145736326,0.34617976356936747
32,dairy,0.1837448737469941,0.9916647011169316,0.35104493355298405
33,dairy,0.18689610469858847,1.0083749265387638,0.31760577463155126
34,dairy,0.19258459305973866,1.0398792060274713,0.3613362518096903
35,dairy,0.18244428683013653,0.9838558328238912,0.2837698907965404
36,dairy,0.1722314391555345,0.9284170000045932,0.3403990338590567
37,dairy,0.20872279016640877,1.1251647256435313,0.416692583773898
38,dairy,0.20180439763264574,1.0887866375634487,0.4135573976587429
39,dairy,0.17775519761005043,0.9592518770374422,0.3742762720251978
40,dairy,0.1654383920366886,0.8964853139851976,0.3278227941538305
41,dairy,0.1845708301474551,0.9946056427550386,0.337716118342697
42,dairy,0.20525496180402145,1.1057424637257531,0.33770062736248907
43,dairy,0.1799499541180813,0.9702369166267967,0.27570468649070573
44,dairy,0.17357376430769256,0.9354977161936956,0.3058145375750825
45,dairy,0.18986181228637106,1.0236025922483538,0.3737448249640736
46,dairy,0.17224605594494105,0.931985098279608,0.30790510395344156
47,dairy,0.17371638856268157,0.9370240115632592,0.2901506363548346
48,dairy,0.1577254879145278,0.851676634475876,0.3228650214818053
1,fruit_exc_juice,0.046498156817189835,0.431144360155287,0.40382390378920324
2,fruit_exc_juice,0.055205057461401176,0.5002542483330075,0.4274136866310752
3,fruit_exc_juice,0.06122047808272027,0.4167598158498117,0.41119513103384736
4,fruit_exc_juice,0.06194524816739253,0.44374919476197117,0.46534178432228523
5,fruit_exc_juice,0.05628214536902403,0.4339503474844988,0.48738409732333887
6,fruit_exc_juice,0.055259832357335434,0.43491067195101635,0.47582497111321775
7,fruit_exc_juice,0.0540829830242487,0.4344618472244237,0.4394904421418074
8,fruit_exc_juice,0.046229465580922766,0.41715388088141325,0.44273569798468687
9,fruit_exc_juice,0.05200380977580022,0.444429970067136,0.46018682128586813
10,fruit_exc_juice,0.055805437710768874,0.3791082924064734,0.4049393897688169
11,fruit_exc_juice,0.05353411535984802,0.4109490965837811,0.4057308838330183
12,fruit_exc_juice,0.06062038080584939,0.41076638401393595,0.383488506687445
13,fruit_exc_juice,0.0556555182418242,0.46333749585238443,0.46032429311728157
14,fruit_exc_juice,0.05392557828558456,0.44748134182374993,0.43625672616708094
15,fruit_exc_juice,0.047448361370887274,0.437939338626479,0.4414955114939763
16,fruit_exc_juice,0.06371995832316961,0.4393447747071082,0.5059083729179501
17,fruit_exc_juice,0.049159122465432754,0.43645373990481173,0.4440692746783748
18,fruit_exc_juice,0.0678963943199147,0.3786076170458702,0.34812203905269384
19,fruit_exc_juice,0.05432054863602127,0.3912046804340911,0.4011274876362502
20,fruit_exc_juice,0.05067374523455456,0.40164151744630844,0.40983315936495934
21,fruit_exc_juice,0.051555818202308555,0.4582747800531001,0.49181714580290037
22,fruit_exc_juice,0.0676944697711338,0.43670747308284424,0.42378073084431234
23,fruit_exc_juice,0.05252112545623553,0.43607047720165903,0.44020298870485197
24,fruit_exc_juice,0.06012535104015998,0.3964799840634029,0.45665455018234735
25,fruit_exc_juice,0.058858483839512324,0.4179316166050799,0.4222826063332809
26,fruit_exc_juice,0.05655802571315964,0.4151612504150042,0.40749209715655044
27,fruit_exc_juice,0.059372412066418884,0.44375467318620265,0.39376413886238404
28,fruit_exc_juice,0.04789839957635156,0.39963752544125475,0.3820181771301949
29,fruit_exc_juice,0.061600486588168975,0.43833024077742766,0.46139312597657245
30,fruit_exc_juice,0.06317162434847495,0.39586731237604916,0.40409905414358244
31,fruit_exc_juice,0.05284114354528218,0.4394285287867931,0.4139609565367087
32,fruit_exc_juice,0.050042396198747376,0.40068695105765173,0.45351224697432624
33,fruit_exc_juice,0.05734295802294221,0.4120066112351795,0.45012837138295986
34,fruit_exc_juice,0.05293542822742027,0.4025380134138496,0.3900430012676071
35,fruit_exc_juice,0.0502377198914156,0.3921791496929501,0.37405334543171703
36,fruit_exc_juice,0.04625895786379431,0.4070366977764809,0.39566194705965035
37,fruit_exc_juice,0.054255729578248826,0.4265362890592846,0.4909285396583987
38,fruit_exc_juice,0.05602369032888047,0.42200690991904544,0.40026560096605096
39,fruit_exc_juice,0.048178357399166115,0.42168518238347014,0.40622431426611433
40,fruit_exc_juice,0.04709707194959798,0.42010570693331134,0.4596770314742655
41,fruit_exc_juice,0.05216837728661891,0.44891014400567886,0.44402630128306947
42,fruit_exc_juice,0.055898926021097764,0.39488464496975917,0.3546246172304045
43,fruit_exc_juice,0.03976205374527771,0.4364498473903738,0.37510875528034193
44,fruit_exc_juice,0.040831983836769975,0.37514271032444835,0.423348387874255
45,fruit_exc_juice,0.053768761417866996,0.4128989144495757,0.4331022862293871
46,fruit_exc_juice,0.052783152892495376,0.40256069328004107,0.3696714467156909
47,fruit_exc_juice,0.04456147178922741,0.406877322618668,0.38699406026832195
48,fruit_exc_juice,0.04895443160948164,0.4267994176212107,0.39233493402878367
1,fruit_juice,0.09159927038051857,0.7185102929817944,0.21426470462489927
2,fruit_juice,0.10335797837055924,0.760499328935307,0.17594107704502376
3,fruit_juice,0.09199538523564713,0.7291290052305511,0.19146232157294654
4,fruit_juice,0.08865559896873464,0.6940636810505388,0.18612207624850208
5,fruit_juice,0.09569285886942096,0.7316541320607636,0.21364941460166811
6,fruit_juice,0.10247189588098869,0.7600582712562993,0.18517130889784977
7,fruit_juice,0.09349376567856477,0.717209712905606,0.19179457586891474
8,fruit_juice,0.10018925907635363,0.7633375537760179,0.206199179408098
9,fruit_juice,0.09137830686246039,0.733360699983742,0.23304340063105095
10,fruit_juice,0.09426366440359722,0.7576290916475641,0.19229013869246442
11,fruit_juice,0.09946779259056764,0.7419969377434764,0.18722737075375526
12,fruit_juice,0.08661966053895181,0.6820213695806909,0.21088317886008606
13,fruit_juice,0.09738959464886529,0.7755626905781843,0.23102124964711865
14,fruit_juice,0.11112545742752503,0.8201538695591244,0.19062050259727267
15,fruit_juice,0.09235986910658979,0.7123411141352275,0.2462625980246212
16,fruit_juice,0.11262839875874049,0.830630750527786,0.23672198693752733
17,fruit_juice,0.08610386869464484,0.7137666034127791,0.1975016050062753
18,fruit_juice,0.08278354089641682,0.6785260603581784,0.1694599378871298
19,fruit_juice,0.09631234336057334,0.7627692676011858,0.22622860162777497
20,fruit_juice,0.12369775892976105,0.919291475744476,0.215906769012966
21,fruit_juice,0.10395803994105354,0.7962278885022637,0.16809847951511528
22,fruit_juice,0.1006498282888939,0.754860372595664,0.1855667795226353
23,fruit_juice,0.09367159813710005,0.7456631958817314,0.18516419962938216
24,fruit_juice,0.11314435828503006,0.8114150232814966,0.2313563523073393
25,fruit_juice,0.09662275487994916,0.7767374207719794,0.19368373972277003
26,fruit_juice,0.0950200593499963,0.7303271641280626,0.1773652481342773
27,fruit_juice,0.10267684102219653,0.761060143275377,0.198182574996494
28,fruit_juice,0.09325964021485106,0.7633898999523434,0.18002941486369667
29,fruit_juice,0.09633545021548572,0.7415110823357665,0.18254839664523476
30,fruit_juice,0.0918885208180804,0.7312621506745427,0.17645870456924526
31,fruit_juice,0.09943290434171732,0.750115733076655,0.25225104262152404
32,fruit_juice,0.06348434714466576,0.6312985959311892,0.23560193434806262
33,fruit_juice,0.09534358065243867,0.7438958979252538,0.18644745756004596
34,fruit_juice,0.10170936064535754,0.757534419927288,0.19095631073159108
35,fruit_juice,0.09502708346120249,0.7387797025882754,0.17832427779990026
36,fruit_juice,0.11079912578176723,0.8273062179631849,0.30816197456579647
37,fruit_juice,0.10748403712247992,0.8002853393355495,0.20698164555508058
38,fruit_juice,0.10078760995311763,0.7510819261223262,0.17375551001799006
39,fruit_juice,0.1061492260625962,0.7837581186868913,0.18697998075553982
40,fruit_juice,0.10836471096828336,0.7756610218012424,0.17483753445472172
41,fruit_juice,0.08953167533752887,0.7251364122036316,0.2159277829398086
42,fruit_juice,0.10607105236917831,0.7596500375553145,0.23893012034153946
43,fruit_juice,0.0779269354654968,0.6765684332037215,0.21106806171302925
44,fruit_juice,0.1238655403705211,0.8712917043596076,0.18951628506956353
45,fruit_juice,0.09496427679540881,0.7400595736020179,0.17714351194359643
46,fruit_juice,0.09993718120276184,0.7719076692640525,0.17838381278597662
47,fruit_juice,0.07947669943867977,0.6769078078666955,0.18044803161558465
48,fruit_juice,0.06491330082576578,0.6074556498422069,0.22537261917500068
1,gr_refined,0.05105286775145143,0.29651665754229656,1.0081482760843188
2,gr_refined,0.056160659013015424,0.3155698396578521,0.8490691673834221
3,gr_refined,0.05854304899393418,0.340022108576245,0.9400147263286797
4,gr_refined,0.07978224416366136,0.37586262993861896,0.9618173265165423
5,gr_refined,0.05105938527629773,0.30567035145224136,1.0005463692628995
6,gr_refined,0.05402829357904069,0.30776873806594696,0.9699210089260967
7,gr_refined,0.05920152337430786,0.3525578806897482,0.9915781548410586
8,gr_refined,0.078804547220492,0.37195229070724545,0.9256825973560933
9,gr_refined,0.04635698807175,0.2899734788410777,0.9603363762282096
10,gr_refined,0.05968495850380667,0.3180960822625035,0.9041751171746906
11,gr_refined,0.05784229178571848,0.3516435415170443,0.92961767708417
12,gr_refined,0.07606776235753361,0.3634489044879098,0.8103471508639517
13,gr_refined,0.050581396931738895,0.3410248997255975,0.9199196954561786
14,gr_refined,0.05466139407603566,0.3396144460298464,0.9514646827193838
15,gr_refined,0.05866086150044654,0.3556195916346482,0.8703378855977649
16,gr_refined,0.0791110934237513,0.3753164435329295,0.841784946413061
17,gr_refined,0.049767738620997204,0.29358884346344444,1.004109538041521
18,gr_refined,0.05414053187378392,0.3130488867654571,0.8147105002136236
19,gr_refined,0.060777373540838925,0.35888462736092697,0.7613229645028493
20,gr_refined,0.08594016673289519,0.3996808915393967,0.7812576618193727
21,gr_refined,0.050721928311051566,0.31104851668260575,0.9714282576845338
22,gr_refined,0.05288713343588926,0.3069325193084111,0.8314394475340994
23,gr_refined,0.061163914507802335,0.36338484302348245,0.8512351445557392
24,gr_refined,0.0821098966320992,0.39139058742809807,0.7182917142076336
25,gr_refined,0.04823580096855054,0.29346082344707575,1.0659057621518129
26,gr_refined,0.05542764932971864,0.3117665610434736,0.7296665194695577
27,gr_refined,0.06364623872206279,0.36634333177506406,0.911820066691031
28,gr_refined,0.07103863763899028,0.35140521720739926,0.6952629978697576
29,gr_refined,0.046688997569712426,0.28759577583111234,0.9194584608589175
30,gr_refined,0.05304852510019059,0.30395281192362794,0.8030089623809155
31,gr_refined,0.05930294228670979,0.3596277863213659,0.7856223452879743
32,gr_refined,0.073829044423805,0.36501367733890916,0.6697991963206799
33,gr_refined,0.04564616072358871,0.2959304019676934,0.8991963165173937
34,gr_refined,0.053734662311578994,0.3113037094805509,0.7668640094891898
35,gr_refined,0.057988879191360185,0.34233576001388255,0.7066551117531054
36,gr_refined,0.07552130501663407,0.3606476488570954,0.757156137391042
37,gr_refined,0.047635089755291044,0.3141056107187099,0.8567485428519354
38,gr_refined,0.05427711836934655,0.3077569983651699,0.6974843310677383
39,gr_refined,0.06450545347737388,0.3684059977231638,0.6708064307356093
40,gr_refined,0.07824336537573026,0.3742089669592613,0.6813678250409095
41,gr_refined,0.045467031947919075,0.2887441810457425,0.8341810405866843
42,gr_refined,0.05489786570439078,0.31699950029872936,0.7681247254408582
43,gr_refined,0.06746813917797655,0.3775011318872321,0.6973939470536009
44,gr_refined,0.07319202187103561,0.3568905740524957,0.6680330906930723
45,gr_refined,0.04589005226484238,0.29389425733326413,0.8818994095969812
46,gr_refined,0.05238199113312373,0.31540501164838436,0.7455348423670187
47,gr_refined,0.05817282502367543,0.3424998553379165,0.7564850777575327
48,gr_refined,0.09348480692475519,0.41689594239842037,0.5523986902589014
1,gr_whole,0.06197652315788479,0.387953922975867,0.6010862751398757
2,gr_whole,0.06311727211427867,0.42443064256200375,0.9154693535076838
3,gr_whole,0.0694541961830911,0.43839428889936183,0.5354431769829814
4,gr_whole,0.07014299213149942,0.40046480338561347,0.4652078781990039
5,gr_whole,0.06428586699226681,0.377960299931431,0.605787824747065
6,gr_whole,0.0648004043121253,0.4204629733749763,0.4696423211294912
7,gr_whole,0.06503916027201556,0.4229201194082541,0.5865626588560559
8,gr_whole,0.07725743718095814,0.38975404204692793,0.5126227398340466
9,gr_whole,0.05076567730864047,0.32730683061392657,0.7047437443229573
10,gr_whole,0.0701933640119605,0.42832207809617484,0.5929162667960541
11,gr_whole,0.06150917281522473,0.3848449593053223,0.48577188099333085
12,gr_whole,0.07224730100932195,0.3740248880564253,0.5350383228246582
13,gr_whole,0.07287885415624842,0.4054435917531,0.5930534924013464
14,gr_whole,0.06559855362118568,0.40216985775983854,0.628327899807026
15,gr_whole,0.05579593490920504,0.3710569484606341,0.3897271640438994
16,gr_whole,0.07462575059243527,0.41057516874326433,0.42785212350918456
17,gr_whole,0.06100805503675187,0.375436892580836,0.6492364098649649
18,gr_whole,0.06661291938660921,0.42156591183669667,0.5371558568874052
19,gr_whole,0.06327429148513662,0.3797254234634098,0.5808997893845307
20,gr_whole,0.07450144440364762,0.4521550861725764,0.6202284641558596
21,gr_whole,0.05748225184990754,0.3719918136834731,0.6625416446754057
22,gr_whole,0.06260227151619753,0.41780814498949576,0.5255604318498146
23,gr_whole,0.060473140365087906,0.36726693457386367,0.44231573832723986
24,gr_whole,0.0751814982341595,0.37863554255461945,0.5862897180778489
25,gr_whole,0.05286883912390541,0.34339645916241485,0.5330386023098991
26,gr_whole,0.054519092648154806,0.3937738104775499,0.683002943482938
27,gr_whole,0.06932424123435402,0.38308249046071485,0.39943782952270884
28,gr_whole,0.06683131887308796,0.3634252448570226,0.39045094800653746
29,gr_whole,0.05074081075117344,0.32590025163980296,0.6095043951665917
30,gr_whole,0.07199446936483966,0.3953083662434943,0.44926214838146805
31,gr_whole,0.09466966458726717,0.42464053298910986,0.46501901814911434
32,gr_whole,0.08868298031444288,0.408602170813112,0.4786778217736962
33,gr_whole,0.05191613070731893,0.32872213138946327,0.46226576372816836
34,gr_whole,0.04813683405249774,0.32922923431486223,0.4102528936924264
35,gr_whole,0.05441792173033766,0.34114564388154184,0.38346311282139295
36,gr_whole,0.06342092402203144,0.3424783972485223,0.38857798366454954
37,gr_whole,0.052369950254594844,0.33689935287970607,0.5485019243776733
38,gr_whole,0.051123706360034764,0.36195668264058195,0.2769940915288106
39,gr_whole,0.05660079213054887,0.3442631038881022,0.3596304762127257
40,gr_whole,0.09063999206147301,0.38942762432776024,0.47788105109381246
41,gr_whole,0.04805700578467888,0.3024282686489876,0.44462444430618625
42,gr_whole,0.0619244911426285,0.39733250748000115,0.3972601282652896
43,gr_whole,0.04530014445546717,0.2918670729915035,0.29925255029363795
44,gr_whole,0.07361062610439142,0.3786466739019025,0.3971537937133801
45,gr_whole,0.047625714331123836,0.31120462182012887,0.46606615348938557
46,gr_whole,0.05294167187106497,0.36840266626016255,0.3326245370928007
47,gr_whole,0.04550765721488656,0.2988957473742515,0.2495556787421898
48,gr_whole,0.08317967700946609,0.3913932589517822,0.34593724593384234
1,leg_tot,0.0682157750954563,0.4589700918539396,0.562461611694191
2,leg_tot,0.08233965303078311,0.44948457572640776,0.5734996873527164
3,leg_tot,0.056869801909269595,0.4579439249997469,0.4198547822804456
4,leg_tot,0.09231461774989314,0.40890117287452277,0.814609968608356
5,leg_tot,0.08193934824846877,0.4251172358077386,0.6969824621291236
6,leg_tot,0.07494775731286758,0.4725656767505303,0.5091479482645114
7,leg_tot,0.06543209075020565,0.4398438854300443,0.4281246972129384
8,leg_tot,0.09455199969740088,0.37994140713969854,1.014096481633198
9,leg_tot,0.06900812799227762,0.448180994362181,0.6395697211302064
10,leg_tot,0.08022742243948885,0.4725199918378968,0.4616713670810505
11,leg_tot,0.059950026772569893,0.45577588388995927,0.3501710931620826
12,leg_tot,0.0933425150851256,0.35832934118598675,0.6001549614212222
13,leg_tot,0.0766255174247752,0.4634290117425815,0.638120008001058
14,leg_tot,0.07604421062295856,0.48422754504821447,0.4370361089609672
15,leg_tot,0.06441133197082874,0.46124909287260424,0.41518063844762987
16,leg_tot,0.10488606981115726,0.394996565923601,0.8163602258460236
17,leg_tot,0.0648936750896978,0.4638314380927775,0.691138070712949
18,leg_tot,0.07496984491279914,0.4692301340194076,0.6199279413130059
19,leg_tot,0.05998302360884157,0.4446103402619755,0.3634044868261224
20,leg_tot,0.10293709840028357,0.4136597235418098,0.7028890687095748
21,leg_tot,0.072918463265663,0.4755179264811847,0.5999388035594766
22,leg_tot,0.07679819667334661,0.49159334043178454,0.4305011434911632
23,leg_tot,0.06611400153538267,0.47299501784095443,0.3896756868970115
24,leg_tot,0.09696950868394487,0.4155826219433342,0.728605179494525
25,leg_tot,0.08020243543523606,0.456919001782139,0.5001142970190504
26,leg_tot,0.075050293684684,0.48412432855386944,0.5816221396432932
27,leg_tot,0.05427793987291118,0.464567098077174,0.3719555308204633
28,leg_tot,0.08164117367367993,0.47281421177860206,0.4094657135925254
29,leg_tot,0.07799792935941965,0.4761394494486812,0.5539569126963806
30,leg_tot,0.08007067531898457,0.4820303866772889,0.528643622758879
31,leg_tot,0.06415194874912342,0.47252289987826707,0.36343190746707127
32,leg_tot,0.08425783897769734,0.4215296704998572,0.4876891024371308
33,leg_tot,0.08239230401953321,0.4563076816362609,0.5320163815401892
34,leg_tot,0.07205127667897526,0.4991335712461711,0.4048041456037733
35,leg_tot,0.05802511369319825,0.4687307532961573,0.3621397082784177
36,leg_tot,0.07744408187597908,0.4307309685763258,0.5262093795221531
37,leg_tot,0.08336351008454129,0.4531237338360597,0.5689076127337709
38,leg_tot,0.07198860407729829,0.4994197377132269,0.4889588261058983
39,leg_tot,0.06859285915845005,0.45304984366211976,0.350180709899341
40,leg_tot,0.10310673587782522,0.4099876436948847,0.7112348549717418
41,leg_tot,0.08054215731850314,0.48556054743864335,0.4854336458738573
42,leg_tot,0.08262506532002893,0.4737311756698107,0.7231915325427783
43,leg_tot,0.06411846952458007,0.45638843093057785,0.29632066496635523
44,leg_tot,0.09492606220408176,0.4291195633645488,1.2991677366330043
45,leg_tot,0.08011138643062027,0.47584545679814594,0.4452167675545367
46,leg_tot,0.07534190457575289,0.4958275587732969,0.3917402279185583
47,leg_tot,0.06863140401760143,0.4688294464045278,0.35326078939917316
48,leg_tot,0.11806718612291016,0.34772947721994935,0.5126185747776938
1,oil,0.1137119427005304,0.9496958632290003,0.7109864954429589
2,oil,0.1096220562682054,0.9563170446220981,0.8160230958621928
3,oil,0.1129526462607263,0.9432726035884712,1.021740454890806
4,oil,0.11661669031874236,0.932339835703396,1.4505360851383164
5,oil,0.11319203555906145,0.9455743407549948,1.0216480182489063
6,oil,0.10983655444935128,0.9418833255155279,1.1950005975899851
7,oil,0.11952280144453703,0.9512506519218861,0.6870408869617568
8,oil,0.11402948667076974,0.959111612109224,1.0468333112965527
9,oil,0.11307377544012757,0.9530293903375684,1.0511407543873852
10,oil,0.10731545104675036,0.9450299323968834,1.1733401395300305
11,oil,0.1119142904998108,0.9485048945762178,0.40134590149221944
12,oil,0.11600493010971596,0.9412752911771819,0.6225312400379205
13,oil,0.1105122309928634,0.939164984240627,0.4739971728978564
14,oil,0.10917799230375268,0.947688207671276,0
15,oil,0.11018064690280432,0.938070616000147,0.6418659966505288
16,oil,0.11681483084587288,0.9770495692272806,0.8140498021359098
17,oil,0.1231146880581419,0.9380499299016638,0.8306682263780542
18,oil,0.10856892892641863,0.9448687042293725,1.036723
19,oil,0.11098024883020285,0.9370493481391564,0.6463342288744468
20,oil,0.11598553370448281,0.9556620763167143,0.7537764790670691
21,oil,0.12208336755925424,0.9460255599523175,0.4272573732142443
22,oil,0.11136996971462239,0.9467809455367497,1.036723
23,oil,0.11104342141883985,0.9425836980606533,0.775704858673996
24,oil,0.11883341799736054,0.95422774422836,0.48755519890902643
25,oil,0.11123294359799533,0.9422267884707753,0.8783989972350005
26,oil,0.10546490965293653,0.9449272610855829,0.407288
27,oil,0.11025132016535487,0.9363791296613692,0.6529666582288437
28,oil,0.105925910984533,0.9460653867608831,0.9854902456365212
29,oil,0.1205905119830164,0.9431964967057224,1.0161464955311812
30,oil,0.106706706115689,0.9447588465973613,0.9140254411891147
31,oil,0.1126086815287807,0.9509158923506282,0.925717013368906
32,oil,0.12483908531714229,0.9346332927970442,1.0157965448490711
33,oil,0.10955594024547124,0.9308853256331955,0.523555490980027
34,oil,0.10625581475226323,0.9292065820793542,0.31992398755561696
35,oil,0.11108754256948782,0.9473210020820679,0.9414045711383323
36,oil,0.10448105818480834,0.9318821009318407,0.418343
37,oil,0.11191489248225253,0.9337745144244822,1.0617932618055959
38,oil,0.10612552584290619,0.9309203575891508,1.036723
39,oil,0.1113883282251192,0.9292085966244544,0.8868847743652789
40,oil,0.12261030936478105,0.9607221906603384,1.2452629669244086
41,oil,0.10843763029029622,0.9252976747320172,1.239115902425725
42,oil,0.10061731175344858,0.9170166449997859,0
43,oil,0.10559793357812321,0.9335254052447262,0.7028936401272379
44,oil,0.10581597914760435,0.9237212878361745,0
45,oil,0.10986141159486817,0.9295832881292805,0.8682762888729422
46,oil,0.10620934198373798,0.925759418538858,1.0248474179046312
47,oil,0.10805174603845777,0.9298029527837678,0.890970867556326
48,oil,0.10782366254922389,0.9252225409029298,0.3968993746724877
1,pf_egg,0.37540656,2.3001779999999994,2.6128082423059373
2,pf_egg,0.37540655999999994,2.3001779999999994,3.679448463825785
3,pf_egg,0.37540655999999994,2.3001779999999994,2.1322485313676
4,pf_egg,0.37540656,2.3001779999999994,2.9792557487230957
5,pf_egg,0.37540656,2.3001779999999994,2.3011565698044665
6,pf_egg,0.37540655999999994,2.3001779999999994,2.475126803788655
7,pf_egg,0.37540656,2.3001779999999994,1.5150863353727662
8,pf_egg,0.3754065599999999,2.3001779999999994,3.1929974454322045
9,pf_egg,0.37540655999999994,2.300178,3.0413640395619597
10,pf_egg,0.37540655999999994,2.300178,2.927991087995678
11,pf_egg,0.37540656,2.300178,2.547982725231716
12,pf_egg,0.37540655999999994,2.3001779999999994,2.45075865660908
13,pf_egg,0.37540656,2.3001779999999994,3.443496787738413
14,pf_egg,0.37540656,2.300178,3.279949371579928
15,pf_egg,0.37540655999999994,2.3001779999999994,2.9768040430250884
16,pf_egg,0.37540656,2.300178,2.002120339324787
17,pf_egg,0.37540655999999994,2.3001779999999994,2.9711893997515304
18,pf_egg,0.37540655999999994,2.3001779999999994,2.4173127375709478
19,pf_egg,0.37540655999999994,2.3001779999999994,3.2889786212487246
