subgroup,food,fcid_consumed_mean,fcid_wasted_mean,wasted_prop_fcid
0,added_sugar,81.11697904685917,41.278019039627154,0.33725249957077025
0,babyfood,1.0871660908955751,0.1529569894514032,0.12334016830700938
0,coffee_tea,6.841266278428786,0,0
0,dairy_cow,188.9808609059079,60.42813582294785,0.24228530893230815
0,dairy_soy,9.721802910734135,2.644060747794153,0.2138193352933048
0,fruit_exc_juice,107.31382115581667,84.42859672124067,0.44032300028351135
0,fruit_juice,56.95482468235219,8.061096592950125,0.12398650107281191
0,gr_refined,107.6495107888841,31.32270544080582,0.22538825594488907
0,gr_whole,33.5911728652093,8.205732102495567,0.19632391701815896
0,leg_tot,21.547584037557222,4.9121226462777186,0.18564539301105282
0,oil,31.29134109081082,6.179656245762821,0.16491838181555832
0,other,26.652378880651767,3.9070395699586755,0.12785058643289168
0,pf_egg,31.285624877796288,11.070298226208687,0.2613636397210744
0,pf_ns,11.396403768463658,1.5505480969889722,0.11976163293897937
0,pf_poultry_tot,54.85127266384789,12.511869896105004,0.18573762180066788
0,pf_redm_tot,62.72308643071353,19.2052554556014,0.2344152830805598
0,pf_seafood,20.429303372426624,12.412814325933402,0.37795413925312243
0,sat_fat,36.724325589287396,11.1496499325488,0.2328958439531148
0,ssb,130.13596362035602,18.084202048540735,0.12200905299848556
0,veg_dg,17.274714719534508,6.580425276183336,0.2758493673633677
0,veg_oth,56.933422685690346,35.73340639502644,0.38561162337713223
0,veg_ro,71.3153065105896,45.06531359942751,0.38722352189588183
0,veg_sta,44.472314165247994,55.6119109638738,0.555651111772381
0,water,1863.4972689529013,0,0
