subgroup,food,ghg_impact_mean,ghg_impact_se,ced_impact_mean,ced_impact_se,fcid_intake_mean,fcid_intake_se,GHGper100gram,CEDper100gram,price_mean,price_se,fndds_intake_mean,fndds_intake_se,costper100gram
1,added_sugar,0.07298481514544136,0.004887565700970178,0.763075975595529,0.05402816963577472,99.83124396415162,6.47475184812242,0.07310818962813832,0.7643658891694686,0.1411183493864176,0.03584301961379313,12.311158191421665,1.9476444396256958,1.1462637973797456
2,added_sugar,0.09705913961938747,0.006474350579147827,1.024930999954746,0.071018492258896,133.93459576831722,9.306111617164012,0.07246756453223059,0.7652473911428325,0.2210794105124059,0.03410453547360845,19.1067383620563,2.134237988397684,1.1570756155401343
3,added_sugar,0.08764879986644426,0.00498861421521845,0.94892534858854,0.05509123864755704,122.27158398435604,6.769978837848486,0.07168370361314566,0.7760800323891688,0.08715402924517654,0.010128886063173165,9.072532979699192,1.2167336294929973,0.9606361248858883
4,added_sugar,0.07600326439303977,0.00637324493074809,0.7722216226187554,0.06755024735919084,101.72577013508956,7.68651789219286,0.07471387465743352,0.7591209401445299,0.1337564125186457,0.02074678934350486,12.761840630105446,1.8190352281301316,1.0480965590740223
5,added_sugar,0.06314298939291696,0.00426258066909572,0.6453128872153471,0.04546309485443658,89.42262730898983,6.002612616818451,0.07061187005245714,0.7216438463449982,0.13919873211104875,0.012985362172294755,12.09039564623737,1.0851299976127267,1.1513166002501212
6,added_sugar,0.08047840111894877,0.00477460143047715,0.8547464465882563,0.05415229689377014,112.65101289446265,6.520697478939453,0.0714404593896951,0.7587561129068829,0.1458481634752132,0.01763093043434077,13.708327968419637,1.9780151072353525,1.0639383870243606
7,added_sugar,0.06529985687439449,0.003279467746146428,0.6764873293586623,0.03792229938659819,91.1765650468549,4.480205596559166,0.07161912366498718,0.7419530764413212,0.09878470441462937,0.012808787836852912,11.014037085206077,1.2635875192821813,0.8968982367720171
8,added_sugar,0.05390799605387111,0.006533018098690086,0.5477040121676137,0.07184423137245965,75.11275891815554,9.095278579873511,0.0717694261671448,0.7291757353293382,0.10928483541257458,0.022110620396171683,10.603836867866617,1.217215122600209,1.0306159626403377
9,added_sugar,0.10652928988720345,0.01322011849392491,1.1112318878378467,0.14533945162209222,147.24573920332023,17.0424223385517,0.0723479609417461,0.7546784673364522,0.23013050273053182,0.052999517860937984,26.21021532935106,8.068991682532092,0.8780183597836533
10,added_sugar,0.09318935947607346,0.006650273819634638,0.983778996552623,0.06075623131522367,127.50956170786564,8.442132787238434,0.07308421284481986,0.7715335096253703,0.1781814387980883,0.04545850261880491,16.724723966944218,2.341438804757695,1.0653774564546306
11,added_sugar,0.09336961725825495,0.008835475820273542,0.9736119851375628,0.09355448262048485,129.8264729132484,11.77604677131852,0.07191878140342427,0.7499333250685642,0.1144356989899893,0.023509726608952442,13.051074176883313,2.7013916525255146,0.8768297340052152
12,added_sugar,0.0690573298288554,0.009018212605043445,0.6725226674151672,0.08987722396343731,93.41632643388856,12.229909234560687,0.07392426191981312,0.7199198395915479,0.1301290497058451,0.021305354635251364,13.541881820836322,1.920988300488402,0.9609377147688664
13,added_sugar,0.06279724654907558,0.005128531695554873,0.6346995513960478,0.05370269094490317,88.56686621546363,7.045319522446881,0.07090376935806189,0.7166331818176381,0.13210799338196647,0.014506668822478261,14.21082788611804,2.0242493347914325,0.9296291140857261
14,added_sugar,0.08050979478652931,0.004995696171483676,0.842516779936777,0.055416863976632195,112.8070946739905,7.1349023874924375,0.07136944269258992,0.7468650640916052,0.1746262642258601,0.029003044375060794,17.92737000024488,2.7329550645670952,0.9740763102645551
15,added_sugar,0.060035262789863444,0.0036759580710919075,0.5861767109994466,0.0381999172513523,82.38054263797716,5.220217246358951,0.07287553695013826,0.7115475235158515,0.1275048369123567,0.02176245236824453,13.692873125392458,2.2064754863763176,0.9311766474773513
16,added_sugar,0.06494946268520478,0.006223466070977526,0.6342313025681456,0.06483113047421012,89.72015414954201,9.045676955993704,0.07239116261096651,0.706899479364507,0.12682864253690437,0.02043053498438999,15.073565402862451,2.271027650374883,0.8413977658717675
17,added_sugar,0.08648317574020642,0.005177470929404275,0.8732841676036617,0.05825925257518007,119.36807919462113,7.4562914192654945,0.0724508397250841,0.7315893608205207,0.19054022932982834,0.02633669759545366,18.96219074690368,1.9875322871729788,1.0048429101523593
18,added_sugar,0.08482446649699839,0.004089791691284085,0.8772970585455111,0.04086885505079334,117.2185706203873,5.757927456168272,0.07236435835043807,0.7484283880125447,0.15271236582793446,0.019814091491543173,16.991032108678656,2.1611420165760284,0.8987821625616979
19,added_sugar,0.07821006586634402,0.0064544997938094425,0.7866683217880787,0.06784898724384973,106.10766731716332,9.08775270068866,0.07370821340607613,0.7413868777613133,0.1069233024427639,0.014858512289759639,15.04424204689101,1.9220342719246164,0.7107257521482134
20,added_sugar,0.07255453170914469,0.01516884390017282,0.7395348498337672,0.1639657938641121,104.02084323553547,22.112084109367107,0.06974999380158717,0.7109487164598645,0.12346916314918462,0.029888403085766405,15.396819559727088,3.449644538270666,0.8019134254982015
