subgroup,food,cost_mean,cost_se,ghg_impact_mean,ghg_impact_se,ced_impact_mean,ced_impact_se,intake_mean,intake_se,ghg_impact_per_fpe,ced_impact_per_fpe,cost_impact_per_fpe,race,Race_label,age,Age_label,sex,Sex_label
2,sat_fat,0.005406251929365137,0.002013828130008724,0.8311927676800032,0.07276124986443411,2.846112926153147,0.20111254078719035,24.49544417005036,0.7059528825425953,0.03393254524840463,0.11618948023130685,2.2070438453102858e-4,2,NHB,1,20-34,1,Female
2,ssb,0.34502686353230183,0.03160861081200929,NA,NA,NA,NA,393.4006464967493,33.426744184716085,NA,NA,8.770368493412042e-4,2,NHB,1,20-34,1,Female
2,veg_dg,0.11424659535453417,0.027515998667119537,0.016902698038088766,0.004260606802311239,0.14223604560600583,0.038300212766841236,0.1023183466250406,0.02058855825260324,0.1651971381049675,1.390132369195224,1.1165797642646265,2,NHB,1,20-34,1,Female
2,veg_oth,0.305966750079147,0.038015175266593676,0.0266642268282931,0.002707150559679921,0.19565466034392906,0.014591237860943643,0.28192854865492656,0.02841526980087478,0.09457795939966847,0.6939866901645545,1.0852634525269116,2,NHB,1,20-34,1,Female
2,veg_ro,0.11292080807852728,0.0144605411859961,0.06638938448477705,0.009122223815964222,0.5785455040539631,0.08376805799329701,0.26936020610373607,0.0209190431407966,0.2464706477808721,2.1478506882013355,0.4192185984407778,2,NHB,1,20-34,1,Female
2,veg_sta,0.3303871856393135,0.031050639375985525,0.07149605992332654,0.013094390268284543,0.6297369653396507,0.11623113477359989,0.4434283687671562,0.03777211267989312,0.16123474490841394,1.4201548879032704,0.7450745349420788,2,NHB,1,20-34,1,Female
2,added_sugar,0.314825294416038,0.041355646753056266,0.10609562674210131,0.0068287641008283285,1.1201064697035814,0.07334310240982282,16.852998184283518,0.6618313131641747,0.006295356207956052,0.06646333533389633,0.018680669811596634,2,NHB,1,20-34,1,Female
2,pf_seafood,1.4004738346823535,0.3469322281407752,0.46340333524699723,0.13076198680082307,8.327185930909494,1.7712813097945275,0.5836059704365679,0.10780867532961157,0.7940346033477813,14.26850709680081,2.3996907256358697,2,NHB,1,20-34,1,Female
2,leg_tot,0.06685909758520076,0.012580912408107669,0.01689192374627797,0.003907282460317859,0.09368272057464495,0.017442616933836835,0.2803807478828602,0.053433489340619,0.0602463752373441,0.3341267946606109,0.2384582325642904,2,NHB,1,20-34,1,Female
2,pf_egg,1.6266070432955475,0.3070939279428276,0.1727174122327853,0.019119745744794185,1.0582681129354363,0.11714984023659364,0.4694364517433625,0.0578723730860869,0.36792501219570534,2.2543373208563358,3.4650207440320413,2,NHB,1,20-34,1,Female
2,pf_pm,0.45670358577052306,0.07845604804500515,NA,NA,NA,NA,0.834323636420701,0.07165082654078625,NA,NA,0.547393800000452,2,NHB,1,20-34,1,Female
2,gr_whole,0.42300922042745587,0.042593523777326336,0.022683042617286427,0.002386081802766328,0.15530694262727399,0.014499609519046712,0.6067690707915521,0.08854413434595038,0.03738332045780709,0.255957249806208,0.6971502681829599,2,NHB,1,20-34,1,Female
2,fruit_juice,0.20957884498927717,0.038581833954650806,0.15410565204026153,0.02715488249931788,1.124132013262382,0.18205895406743983,0.35661522436847454,0.05356104929356189,0.43213424865179356,3.152226647791309,0.5876890011087377,2,NHB,1,20-34,1,Female
2,pf_ns,0.21045068477043577,0.085770354398671,0.016453491036599852,0.0035490517916610654,0.10572243102345756,0.025667587601158896,0.402705509677819,0.09165119411738808,0.04085737751580137,0.26253038134005136,0.5225920175236862,2,NHB,1,20-34,1,Female
2,oil,2.4078071925333705e-4,2.0235124361416427e-4,0.04470775440055887,0.0021243729790043123,0.3879176456596035,0.01766138525965936,27.74414431708752,1.1566231900299144,0.0016114302855980865,0.013981964670674179,8.678613998739946e-6,2,NHB,1,20-34,1,Female
3,dairy,0.8221293343819647,0.09633974139554652,0.6117155511016603,0.03409538353829291,3.29760411544168,0.18377516456568538,1.3515831207282747,0.07838299101485828,0.452591884080388,2.439808595467535,0.6082713832198319,3,HIS,1,20-34,1,Female
3,fruit_exc_juice,0.5313639611420634,0.06654881320653142,0.15248515103626695,0.0373096046555157,0.944839612628703,0.09217609134731578,0.545055335525939,0.0634005168764823,0.2797608629757377,1.7334746603608624,0.9748807625730984,3,HIS,1,20-34,1,Female
3,gr_refined,4.1608019008361925,0.30428391904578644,0.11750494710729117,0.006384084083879127,0.682591906510695,0.033041477635455244,6.4082564436085585,0.24914426696426384,0.018336492639037222,0.10651757034341156,0.6492876709055669,3,HIS,1,20-34,1,Female
3,pf_poultry,4.537229524114167,0.5612163149532484,0.4641872863786989,0.03486517322133917,3.2145652903346464,0.24160817233815882,2.014210426277236,0.16512715842210746,0.23045620274969628,1.5959431290781103,2.2526094915018886,3,HIS,1,20-34,1,Female
3,pf_redm,6.284032164387767,0.5553543267750018,3.328951922052347,0.19047854865441177,7.363450986426111,0.429616033996693,1.9428492982642076,0.11471203967962164,1.7134380546275616,3.790026839963764,3.2344413794739952,3,HIS,1,20-34,1,Female
3,sat_fat,0.010588533907526213,0.002239775043315559,1.0319207316506072,0.04858033538307396,3.3518318348558926,0.1513160971371508,24.648801826883886,0.5056155601972578,0.0418649449534344,0.13598356051530772,4.2957600867955944e-4,3,HIS,1,20-34,1,Female
3,ssb,0.3975999155178111,0.032007126658083813,NA,NA,NA,NA,368.7956641756924,24.45150821245254,NA,NA,0.0010781035520211443,3,HIS,1,20-34,1,Female
3,veg_dg,0.08432200418629388,0.020907993549360723,0.01344313650077547,0.002274583798658056,0.11714823426386074,0.020176148897100496,0.09479712683499984,0.01680434330556245,0.14180953526338477,1.2357783212962177,0.8894995766386616,3,HIS,1,20-34,1,Female
3,veg_oth,0.3630738957870565,0.0474475267422159,0.041390567925643336,0.004117914263368589,0.30765880717057226,0.022022456549245683,0.46479446883872494,0.03750801970094265,0.0890513349460815,0.6619244156223472,0.7811493469235676,3,HIS,1,20-34,1,Female
3,veg_ro,0.22312165115016866,0.025031728927676397,0.06500034120104678,0.0045435314041597005,0.5501050965862809,0.0419206148284676,0.36358261936808817,0.02077626539661588,0.17877736101362135,1.5130126339437553,0.6136752398614579,3,HIS,1,20-34,1,Female
3,veg_sta,0.22674850463744517,0.02783971613195116,0.04718424619263684,0.007500236486967417,0.41751787146028746,0.06641982089632502,0.2688984969249126,0.02374817421402722,0.17547233150140146,1.5526969329876004,0.8432494314044552,3,HIS,1,20-34,1,Female
3,added_sugar,0.1494395589085349,0.016194472875039022,0.09996602865041736,0.005544500783818636,1.083490566385932,0.06122109838946506,14.165786428073238,0.7462672959737962,0.007056864026434024,0.0764864394848358,0.01054933022372701,3,HIS,1,20-34,1,Female
3,pf_seafood,2.748565838163964,0.8218809210622586,0.4209463164548917,0.08797661649524137,7.917148408208533,1.6675660587555536,0.725857736818171,0.170717046187289,0.5799295028528982,10.907300434536522,3.786645369673157,3,HIS,1,20-34,1,Female
3,leg_tot,0.2168389105990379,0.027171783926648967,0.01682299315423048,0.0018159923411661244,0.13371468698068625,0.015593306255790024,0.8677684131138845,0.09720084153824088,0.01938650093734474,0.1540902906351095,0.24988108269686501,3,HIS,1,20-34,1,Female
3,pf_egg,1.3613286415337569,0.28330983690539496,0.25303121366978437,0.021460690595192327,1.5503640399798482,0.13149319599494558,0.7232773538164448,0.06981327638227748,0.34983981225824373,2.143526313659896,1.8821668262535405,3,HIS,1,20-34,1,Female
3,pf_pm,0.42224644591880217,0.08229976244248999,NA,NA,NA,NA,0.7901056099618156,0.0907969123003992,NA,NA,0.5344177292187668,3,HIS,1,20-34,1,Female
3,gr_whole,0.3150990491375552,0.06628048122840574,0.026183393772745037,0.004243928096426138,0.16609965805593555,0.021696262264015696,0.51475366961798,0.06173030362089046,0.05086587103337567,0.3226779484237674,0.6121356053107951,3,HIS,1,20-34,1,Female
