subgroup,food,GHGperDGA,CEDperDGA,costperDGA
1,added_sugar,0.00307054396438181,0.032103367345117685,0.048143079489949316
2,added_sugar,0.003043637710353685,0.03214039042799897,0.048597175852685644
3,added_sugar,0.003010715551752118,0.03259536136034509,0.04034671724520731
4,added_sugar,0.0031379827356122084,0.031883079486070255,0.04402005548110894
5,added_sugar,0.0029656985422032,0.030309041546489928,0.04835529721050509
6,added_sugar,0.003000499294367194,0.03186775674208909,0.04468541225502315
7,added_sugar,0.003008003193929462,0.031162029210535493,0.03766972594442472
8,added_sugar,0.0030143158990200815,0.030625380883832206,0.043285870430894186
9,added_sugar,0.0030386143595533366,0.03169649562813099,0.03687677111091344
10,added_sugar,0.0030695369394824344,0.032404407404265555,0.04474585317109449
11,added_sugar,0.0030205888189438193,0.0314971996528797,0.036826848828219044
12,added_sugar,0.0031048190006321514,0.030236633262845015,0.04035938402029239
13,added_sugar,0.0029779583130385995,0.030098593636340803,0.0390444227916005
14,added_sugar,0.002997516593088777,0.031368332691847425,0.040911205031111314
15,added_sugar,0.0030607725519058073,0.029884995987665763,0.039109419194048756
16,added_sugar,0.0030404288296605937,0.029689778133309298,0.03533870616661424
17,added_sugar,0.0030429352684535325,0.030726753154461873,0.042203402226399095
18,added_sugar,0.0030393030507183992,0.03143399229652688,0.037748850827591315
19,added_sugar,0.0030957449630551973,0.03113824886597516,0.029850481590224964
20,added_sugar,0.002929499739666661,0.02985984609131431,0.03368036387092447
21,added_sugar,0.0030087649304854566,0.030764488661613264,0.039289131622154395
22,added_sugar,0.0030118292193920576,0.03131955637554166,0.040218610139128995
23,added_sugar,0.0030074695971374398,0.030252395712994543,0.03829260999680794
24,added_sugar,0.002962753683059339,0.029297368583320313,0.034970626739441256
25,added_sugar,0.002995205233166093,0.030684554735280915,0.035006029700022576
26,added_sugar,0.002954074354477916,0.03119692483447557,0.033012182660312174
27,added_sugar,0.0029641814649459444,0.0299969996572962,0.02757496715644316
28,added_sugar,0.002946436533279511,0.027908437515494544,0.03837474753153635
29,added_sugar,0.0029679992584417435,0.02972358884176286,0.0409144083413448
30,added_sugar,0.003060101166479414,0.030762539536705928,0.04065353348658121
31,added_sugar,0.0030133091326333557,0.030079850040376364,0.030213351902812585
32,added_sugar,0.0030404927685237244,0.030398213355027074,0.0490806717880482
33,added_sugar,0.003171198814913377,0.030911598718905246,0.0351898100679451
34,added_sugar,0.0029294293196112996,0.030329292044739165,0.03861525077894467
35,added_sugar,0.002952320609769462,0.02946227377191613,0.029075277197007005
36,added_sugar,0.0030366344116425715,0.029166147186729833,0.03121462045380648
37,added_sugar,0.0029172383281655346,0.02958294510080121,0.039037103755556565
38,added_sugar,0.002943189114518494,0.029676640895307856,0.03554420726933032
39,added_sugar,0.0029789671080933805,0.028595511969108634,0.026411406940888858
40,added_sugar,0.0030600675074229614,0.02919377520153003,0.04168180828336609
41,added_sugar,0.0031169179440774146,0.03017891745436735,0.03788744348035638
42,added_sugar,0.0032295951555138453,0.03204519464254498,0.03539406466519646
43,added_sugar,0.002960146497005237,0.030126397017901728,0.02563277530271862
44,added_sugar,0.003165676402743559,0.02692977396647601,0.024013650356761413
45,added_sugar,0.002891945908992696,0.028233104047395468,0.03851896387704849
46,added_sugar,0.003168055027658404,0.0300037067183824,0.034220035352064485
47,added_sugar,0.002893054166726114,0.0278191182662769,0.03118995603569706
48,added_sugar,0.002921550334881029,0.029595017388168554,0.036022752297242375
1,dairy,0.34391109657164043,1.854635457998411,0.6544715040176459
2,dairy,0.3423558938587633,1.8467726028396774,0.7259491605444389
3,dairy,0.3262901220999199,1.7592531241704548,0.5723839378671002
4,dairy,0.2906938721293042,1.568802245379108,0.5654724760377681
5,dairy,0.3051858239534537,1.6477585425073735,0.6370911171997881
6,dairy,0.32686021552296346,1.7639427536101466,0.670775233949862
7,dairy,0.31211106839124725,1.6856689837524617,0.6444259958806764
8,dairy,0.26247396388723643,1.4190892982198435,0.6096475322875892
9,dairy,0.3432717560722201,1.8503990679192148,0.6064733201638791
10,dairy,0.37052489923954296,1.9970997154710304,0.7984605232778865
11,dairy,0.3603718205567309,1.9428525498688227,0.7055960725984322
12,dairy,0.27871390695125053,1.5038464174631658,0.4906417272367906
13,dairy,0.3255102497173671,1.7559141887136689,0.6841865812233073
14,dairy,0.3298906208997238,1.7811063128835085,0.6770957029749264
15,dairy,0.31811191337098094,1.715266113753961,0.6557679301901969
16,dairy,0.28227510455197125,1.5222541983876812,0.5446578162357306
17,dairy,0.33113210467038817,1.785852296765003,0.6689340540711384
18,dairy,0.32453564715743,1.7529980492618247,0.6167106973344633
19,dairy,0.3031428976033087,1.6347770356814597,0.5750903588203404
20,dairy,0.253146680600586,1.3669514845720117,0.5776535764651398
21,dairy,0.3105117155486874,1.6748852992297036,0.5981966800388959
22,dairy,0.3183729962510198,1.7196719954702802,0.6939867479205319
23,dairy,0.2931513286620111,1.581182956030383,0.5641885964835984
24,dairy,0.2810256829971205,1.517110159607099,0.7313566043769294
25,dairy,0.318565541013125,1.716857787849427,0.605204746757689
26,dairy,0.3492173889818825,1.8813989971149558,0.6150494182160275
27,dairy,0.2788716933865659,1.5058145970404009,0.4705744128530463
28,dairy,0.2625264864115965,1.4165757786860953,0.423475237701119
29,dairy,0.29644214988883244,1.5980207138359852,0.6122824182781126
30,dairy,0.3215564218759093,1.7348745743525171,0.7801461918475143
31,dairy,0.274583820671237,1.4805170657147126,0.5158078477183575
32,dairy,0.2737798618830212,1.477580404664228,0.5230569509939462
33,dairy,0.2784751960008968,1.5024786405427581,0.4732326042010114
34,dairy,0.2869510436590106,1.5494200169809322,0.5383910151964386
35,dairy,0.2718419873769034,1.465945190907598,0.4228171372868452
36,dairy,0.25662484434174637,1.3833413300068438,0.5071945604499944
37,dairy,0.3109969573479491,1.6764954412088617,0.620871949823108
38,dairy,0.30068855247264215,1.6222920899695386,0.6162005225115269
39,dairy,0.2648552444389751,1.4292852967857888,0.5576716453175448
40,dairy,0.246503204134666,1.3357631178379443,0.48845596328920743
41,dairy,0.2750105369197081,1.4819624077050075,0.5031970163306185
42,dairy,0.30582989308799197,1.6475562709513722,0.5031739347701087
43,dairy,0.2681254316359411,1.445653005773927,0.41079998287115155
44,dairy,0.2586249088184619,1.3938915971286063,0.4556636609868729
45,dairy,0.2828941003066929,1.525167862450047,0.5568797891964696
46,dairy,0.2566466233579622,1.3886577964366158,0.45877860489062794
47,dairy,0.2588374189583955,1.3961657772292562,0.4323244481687036
48,dairy,0.23501097699264645,1.2689981853690553,0.4810688820078899
1,fruit_exc_juice,0.07067719836212855,0.6553394274360362,0.613812333759589
2,fruit_exc_juice,0.08391168734132978,0.7603864574661714,0.6496688036792343
3,fruit_exc_juice,0.09305512668573482,0.6334749200917138,0.625016599171448
4,fruit_exc_juice,0.09415677721443665,0.6744987760381962,0.7073195121698735
5,fruit_exc_juice,0.08554886096091653,0.6596045281764382,0.740823827931475
6,fruit_exc_juice,0.08399494518314986,0.6610642213655449,0.723253956092091
7,fruit_exc_juice,0.08220613419685803,0.6603820077811241,0.6680254720555472
8,fruit_exc_juice,0.0702687876830026,0.6340738989397482,0.6729582609367241
9,fruit_exc_juice,0.07904579085921634,0.6755335545020468,0.6994839683545195
10,fruit_exc_juice,0.08482426532036869,0.5762446044578396,0.6155078724486017
11,fruit_exc_juice,0.08137185534696899,0.6246426268073473,0.6167109434261878
12,fruit_exc_juice,0.09214297882489107,0.6243649037011827,0.5829025301649164
13,fruit_exc_juice,0.08459638772757279,0.7042729936956243,0.699692925538268
14,fruit_exc_juice,0.08196687899408853,0.6801716395720999,0.663110223773963
15,fruit_exc_juice,0.07212150928374866,0.6656677947122481,0.671073177470844
16,fruit_exc_juice,0.0968543366512178,0.6678040575548044,0.7689807268352842
17,fruit_exc_juice,0.0747218661474578,0.6634096846553138,0.6749852975111297
18,fruit_exc_juice,0.10320251936627035,0.5754835779097227,0.5291454993600947
19,fruit_exc_juice,0.08256723392675233,0.5946311142598185,0.6097137812071004
20,fruit_exc_juice,0.07702409275652293,0.6104951065183888,0.6229464022347382
21,fruit_exc_juice,0.07836484366750901,0.6965776656807121,0.7475620616204086
22,fruit_exc_juice,0.10289559405212338,0.6637953590859232,0.6441467108833547
23,fruit_exc_juice,0.07983211069347801,0.6628271253465218,0.669108542831375
24,fruit_exc_juice,0.09139053358104317,0.6026495757763725,0.694114916277168
25,fruit_exc_juice,0.08946489543605873,0.63525605723972145,0.641869561626587
26,fruit_exc_juice,0.08596819908400266,0.6310451006308063,0.6193879876779567
27,fruit_exc_juice,0.09024606634095671,0.6745071032430281,0.5985214910708238
28,fruit_exc_juice,0.07280556735605437,0.6074490386707072,0.5806676292378963
29,fruit_exc_juice,0.09363273961401684,0.6662619659816901,0.7013175514843901
30,fruit_exc_juice,0.09602086900968193,0.6017183148115948,0.6142305622982454
31,fruit_exc_juice,0.08031853818882892,0.6679313637559255,0.6292206539357973
32,fruit_exc_juice,0.07606444222209602,0.6090441656076306,0.6893386154009759
33,fruit_exc_juice,0.08716129619487216,0.6262500490774728,0.684195124502099
34,fruit_exc_juice,0.08046185090567881,0.6118577803890514,0.5928653619267628
35,fruit_exc_juice,0.07636133423495171,0.5961123075332841,0.56856108505621
36,fruit_exc_juice,0.07031361595296735,0.618695780620251,0.6014061595306686
37,fruit_exc_juice,0.08246870895893822,0.6483351593701125,0.7462113802807661
38,fruit_exc_juice,0.08515600929989832,0.6414505030769491,0.6084037134683975
39,fruit_exc_juice,0.0732311032467325,0.6409614772228747,0.6174609576844938
40,fruit_exc_juice,0.07158754936338893,0.6385606745386333,0.6987090878408835
41,fruit_exc_juice,0.07929593347566075,0.6823434188886319,0.6749199779502656
42,fruit_exc_juice,0.0849663675520686,0.600224660354034,0.5390294181902149
43,fruit_exc_juice,0.06043832169282212,0.6634037680333682,0.5701653080261198
44,fruit_exc_juice,0.06206461543189036,0.5702169196931615,0.6434895495688676
45,fruit_exc_juice,0.08172851735515783,0.6276063499633551,0.6583154750686684
46,fruit_exc_juice,0.08023039239659298,0.6118922537856625,0.5619005990078502
47,fruit_exc_juice,0.06773343711962566,0.6184535303803753,0.5882309716078493
48,fruit_exc_juice,0.07441073604641209,0.6487351147842403,0.5963490997237512
1,fruit_juice,0.2299141686551016,1.8034608353843038,0.5378044086084971
2,fruit_juice,0.25942852571010366,1.9088533156276204,0.4416121033830096
3,fruit_juice,0.23090841694147426,1.8301138031286832,0.4805704271480958
4,fruit_juice,0.2225255534115239,1.7420998394368523,0.46716641138374015
5,fruit_juice,0.24018907576224657,1.8364518714725164,0.5362600306501869
6,fruit_juice,0.2572044586612816,1.9077462608533111,0.4647799853336029
7,fruit_juice,0.23466935185319754,1.8001963793930709,0.48140438543097597
8,fruit_juice,0.2514750402816476,1.9159772599778047,0.517559940314326
9,fruit_juice,0.22935955022477555,1.8407353569591922,0.5849389355839378
10,fruit_juice,0.236601797653029,1.9016490200353857,0.48264824811808565
11,fruit_juice,0.24966415940232475,1.8624123137361257,0.46994070059192566
12,fruit_juice,0.21741534795276904,1.711873637647534,0.529316778938816
13,fruit_juice,0.24444788256865185,1.9466623533512424,0.5798633366142678
14,fruit_juice,0.2789248981430878,2.058586212593402,0.47845746151915436
15,fruit_juice,0.23182327145754036,1.787976196479421,0.6181191210417991
16,fruit_juice,0.28269728088443863,2.0848831838247426,0.5941721872131935
17,fruit_juice,0.21612071042355854,1.7915541745660755,0.49572902856575096
18,fruit_juice,0.20778668765000619,1.7031004114990276,0.42534444409669575
19,fruit_juice,0.24174398183503906,1.9145508616789761,0.5678337900857151
20,fruit_juice,0.3104813749137002,2.3074216041186344,0.5419259902225446
21,fruit_juice,0.26093468025204436,1.9985320001406817,0.4219271835829393
22,fruit_juice,0.25263106900512367,1.8946995352151164,0.46577261660181457
23,fruit_juice,0.2351157113241211,1.8716146216631455,0.46476214106974917
24,fruit_juice,0.2839923392954254,2.0366517084365565,0.5807044442914217
25,fruit_juice,0.24252311474867236,1.9496109261376682,0.4861461867041527
26,fruit_juice,0.2385003489684907,1.833121181961437,0.44518677281703595
27,fruit_juice,0.2577188709657133,1.9102609596211961,0.4974382632411999
28,fruit_juice,0.23408169693927613,1.9161086488803818,0.4518738313078786
29,fruit_juice,0.2418019800408691,1.8611928166627736,0.4581964755795392
30,fruit_juice,0.23064018725338178,1.835467998193102,0.44291134846880553
31,fruit_juice,0.24957658989771045,1.882790490022404,0.6331501169800253
32,fruit_juice,0.15934571133311104,1.5845594757872847,0.5913608552136371
33,fruit_juice,0.23931238743762104,1.8671787037923868,0.46798311847571533
34,fruit_juice,0.2552904952198474,1.9014113940174926,0.47930033993629356
35,fruit_juice,0.23851797948761824,1.854337053496571,0.4475939372777496
36,fruit_juice,0.27810580571223575,2.076538607087594,0.773486556160149
37,fruit_juice,0.2697849331774246,2.008716201732229,0.5195239303432522
38,fruit_juice,0.2529769009823252,1.8852156345670386,0.436126330145155
39,fruit_juice,0.26643455741711647,1.9672328779040968,0.4693197516964049
40,fruit_juice,0.2719954245303912,1.9469091647211183,0.4388422114813515
41,fruit_juice,0.22472450509719744,1.8200923946311152,0.5419787351789196
42,fruit_juice,0.26623834144663755,1.9067215942638391,0.599714602057264
43,fruit_juice,0.19559660801839696,1.6981867673413409,0.5297808348997034
44,fruit_juice,0.31090250633000793,2.1869421779426146,0.4756858755246044
45,fruit_juice,0.23836033475647608,1.8575495297410647,0.444630214978427
46,fruit_juice,0.2508423248189322,1.9374882498527717,0.4477433700928013
47,fruit_juice,0.1994865155910862,1.6990385977454054,0.45292455935511744
48,fruit_juice,0.1629323850726721,1.5247136811039392,0.5656852741292516
1,gr_refined,0.018379032390522514,0.10674599671522676,0.36293337939035475
2,gr_refined,0.020217837244685552,0.11360514227682676,0.30566490025803195
3,gr_refined,0.021075497637816302,0.12240795908744818,0.33840530147832465
4,gr_refined,0.02872160789891809,0.13531054677790283,0.3462542375459552
5,gr_refined,0.018381378699467182,0.11004132652280689,0.3601966929346438
6,gr_refined,0.019450185688454646,0.1107967457037409,0.34917156321339476
7,gr_refined,0.021312548414750828,0.12692083704830934,0.3569681357427811
8,gr_refined,0.02836963699937712,0.13390282465460834,0.33324573504819355
9,gr_refined,0.01668851570583,0.10439045238278798,0.3457210954421554
10,gr_refined,0.0214865850613704,0.11451458961450127,0.3255030421828886
11,gr_refined,0.02082322504285865,0.12659167494613593,0.3346623637503012
12,gr_refined,0.027384394448712098,0.1308416056156475,0.2917249743110226
13,gr_refined,0.018209302895426,0.1227689639012151,0.33117109036422426
14,gr_refined,0.019678101867372837,0.1222612005707447,0.3425272857789782
15,gr_refined,0.021117910140160755,0.12802305298847333,0.31332163881519537
16,gr_refined,0.02847999363255047,0.1351139196718546,0.30304258070870194
17,gr_refined,0.01791638590355899,0.10569198364683999,0.36147943369494756
18,gr_refined,0.01949059147456221,0.11269759923556455,0.2932957800769045
19,gr_refined,0.02187985447470201,0.1291984658499337,0.27407626722102574
20,gr_refined,0.030938460023842266,0.1438851209541828,0.28125275825497414
21,gr_refined,0.018259894191978564,0.11197746600573806,0.34971417276643213
22,gr_refined,0.01903936803692013,0.11049570695102799,0.29931820111227575
23,gr_refined,0.02201900922280884,0.13081854348845368,0.3064446520400661
24,gr_refined,0.02955956278755571,0.1409006114741153,0.2585850171147481
25,gr_refined,0.017364888348678192,0.10564589644094727,0.3837260743746526
26,gr_refined,0.019953953758698708,0.1122359619756505,0.2626799470090408
27,gr_refined,0.022912645939942605,0.13188359943902306,0.32825522400877116
28,gr_refined,0.025573909550036498,0.12650587819466372,0.25029467923311277
29,gr_refined,0.01680803912509647,0.10353447929920044,0.33100504590921026
30,gr_refined,0.019097469036068612,0.10942301229250606,0.2890832264571295
31,gr_refined,0.021349059223215526,0.12946600307569173,0.2828240443036707
32,gr_refined,0.026578455992569798,0.1314049238420073,0.24112771067544475
33,gr_refined,0.016432617860491935,0.10653494470836962,0.32371067394626174
34,gr_refined,0.019344478432168438,0.11206933541299832,0.2760710434161083
35,gr_refined,0.020875996508889667,0.12324087360499772,0.25439584023111794
36,gr_refined,0.027187669805988263,0.12983315358855432,0.2725762094607751
37,gr_refined,0.017148632311904773,0.11307801985873556,0.30842947542669674
38,gr_refined,0.019539762612964758,0.11079251941146116,0.2510943591843858
39,gr_refined,0.023221963251854598,0.13262615918033896,0.24149031506481933
40,gr_refined,0.02816761153526289,0.13471522810533407,0.24529241701472743
41,gr_refined,0.016368131501250865,0.1039479051764673,0.3003051746112063
42,gr_refined,0.01976323165358068,0.11411982010754257,0.2765249011587089
43,gr_refined,0.024288530104071556,0.13590040747940355,0.2510618209392963
44,gr_refined,0.02634912787357282,0.12848060665889843,0.240491912649506
45,gr_refined,0.016520418815343257,0.10580193263997509,0.31748378745491324
46,gr_refined,0.01885751680792454,0.11354580419341836,0.26839254325212675
47,gr_refined,0.020942217008523153,0.12329994792164993,0.27233462799271174
48,gr_refined,0.033654530492911866,0.15008253926343132,0.19886352849320452
1,gr_whole,0.031608026810521245,0.19785650071769217,0.3065540003213366
2,gr_whole,0.03218980877828213,0.21645962770662192,0.46688937028891875
3,gr_whole,0.03542164005337646,0.22358108733867454,0.2730760202613205
4,gr_whole,0.035772925987064705,0.20423704972666287,0.23725601788149198
5,gr_whole,0.03278579216605607,0.1927597529650298,0.3089517906210032
6,gr_whole,0.0330482061991839,0.21443611642123792,0.23951758377604052
7,gr_whole,0.03316997173872794,0.21568926089820958,0.29914695601658847
8,gr_whole,0.03940129296228865,0.19877456144393324,0.26143759731536376
9,gr_whole,0.02589049542740664,0.16692648361310256,0.3594193096047082
10,gr_whole,0.03579861564609985,0.21844425982904916,0.30238729606598763
