subgroup,food,food_type,mixed_dish,ghg_mean_Consumed,ghg_se_Consumed,ced_mean_Consumed,ced_se_Consumed,water_mean_Consumed,water_se_Consumed,bluewater_mean_Consumed,bluewater_se_Consumed,fcid_consumed_mean,fcid_consumed_se,fcid_wasted_mean,fcid_wasted_se,fcid_inedible_mean,fcid_inedible_se,GHGper100gram_consumed,GHGperDGA_consumed,CEDper100gram_consumed,CEDperDGA_consumed,WATERper100gram_consumed,WATERperDGA_consumed,BLUEWATERper100gram_consumed,BLUEWATERperDGA_consumed,price_mean_Consumed,price_se_Consumed,fndds_consumed_mean,fndds_consumed_se,fndds_wasted_mean,fndds_wasted_se,fndds_inedible_mean,fndds_inedible_se,Conversion_to_grams,costper100gram_consumed,costperDGA_consumed
0,added_sugar,Grocery,Non-Mixed,0.0547347294942954,0.001113422425011332,0.547719527045994,0.012591970961101435,35.95294316190026,0.6900082623000297,9.914729449522072,0.19205016138594358,75.60474971132045,1.5518589091427228,38.47080761696345,0.8050374263243399,0,0,0.07239588743205622,0.003040627272146361,0.7244512138950747,0.03042695098359314,47.553815466856776,1.9972602496079848,13.113897588946744,0.5507836987357633,0.07871313487307874,0.0034092706020407058,11.068648925063785,0.4515000292632693,4.784476378091174,0.24967466876068578,0.1626090231997189,0.018956036304761118,4.2,0.7111358884537494,0.029867707315057477
0,added_sugar,Non-Grocery,Non-Mixed,0.0547347294942954,0.001113422425011332,0.547719527045994,0.012591970961101435,35.95294316190026,0.6900082623000297,9.914729449522072,0.19205016138594358,75.60474971132045,1.5518589091427228,38.47080761696345,0.8050374263243399,0,0,0.07239588743205622,0.003040627272146361,0.7244512138950747,0.03042695098359314,47.553815466856776,1.9972602496079848,13.113897588946744,0.5507836987357633,0.07428192087925149,0.004405793822155108,4.669298231387155,0.2756446990072987,1.9441141870257252,0.1117831962914132,0.04156918369266179,0.007776231732347548,4.2,1.5908583516881898,0.06681605077090398
0,added_sugar,Total,Non-Mixed,0.0547347294942954,0.001113422425011332,0.547719527045994,0.012591970961101435,35.95294316190026,0.6900082623000297,9.914729449522072,0.19205016138594358,75.60474971132045,1.5518589091427228,38.47080761696345,0.8050374263243399,0,0,0.07239588743205622,0.003040627272146361,0.7244512138950747,0.03042695098359314,47.553815466856776,1.9972602496079848,13.113897588946744,0.5507836987357633,0.15299505575233024,0.0063587136199173685,15.737947156450941,0.5552026868972062,6.7285905651169,0.28589559007334653,0.20417820689238067,0.021753372524424535,4.2,0.9721411200038119,0.040829927040160106
0,dairy,Grocery,Non-Mixed,0.30627484301138175,0.006659319607251554,1.6525345366643285,0.035873446349134135,85.29112372203296,1.8648155957425705,20.42152324558535,0.4449039707992098,184.91743734132166,4.939084744850007,58.70127593841102,1.4889341283191986,0,0,0.1656278863772365,0.24678555070208238,0.8936607387728777,1.3315545007715877,46.12389450574211,68.72460281355573,11.043589798343998,16.454948799532556,0.441551586962117,0.016597895882057,147.68329738230457,5.510301235729216,43.25716332271372,1.6450917602945696,1.4102493385915276,0.21967598864061874,149,0.29898546063681253,0.44548833634885066
0,dairy,Non-Grocery,Non-Mixed,0.30627484301138175,0.006659319607251554,1.6525345366643285,0.035873446349134135,85.29112372203296,1.8648155957425705,20.42152324558535,0.4449039707992098,184.91743734132166,4.939084744850007,58.70127593841102,1.4889341283191986,0,0,0.1656278863772365,0.24678555070208238,0.8936607387728777,1.3315545007715877,46.12389450574211,68.72460281355573,11.043589798343998,16.454948799532556,0.26098224664209063,0.013971868771375797,25.948927617424467,1.2979022026003746,7.145099809527422,0.3457422811850398,0.19244483358734263,0.03704754773885071,149,1.0057534958278718,1.498572708783529
0,dairy,Total,Non-Mixed,0.30627484301138175,0.006659319607251554,1.6525345366643285,0.035873446349134135,85.29112372203296,1.8648155957425705,20.42152324558535,0.4449039707992098,184.91743734132166,4.939084744850007,58.70127593841102,1.4889341283191986,0,0,0.1656278863772365,0.24678555070208238,0.8936607387728777,1.3315545007715877,46.12389450574211,68.72460281355573,11.043589798343998,16.454948799532556,0.7025338336042076,0.02328568414420785,173.63222499972903,5.7241522744620665,50.402263132241146,1.6863250837260308,1.6026941721788701,0.2344484437532474,149,0.4046102810727122,0.6028693187983412
0,fruit_exc_juice,Grocery,Mixed,0.0577904821071265,0.00358012129640559,0.43997951167297417,0.02015308735796687,204.83276969951407,11.204549404610255,27.635960357230314,1.4981152717795911,100.45094830237437,3.9956863776367575,79.9296118095633,4.947155706959574,82.59001389542554,5.896555125587163,0.057531046828116904,0.0874471911787377,0.438004338543984,0.6657665945868557,203.91322646644682,309.94810422899917,27.511895929584846,41.81808181296896,0.014895213806495841,0.001936741758533392,4.021579354744351,0.47826192361723413,1.2907899122528075,0.15509963898305068,0.7205154100262152,0.08568663675977725,152,0.3703821929790745,0.5629809333281932
0,fruit_exc_juice,Grocery,Non-Mixed,0.0577904821071265,0.00358012129640559,0.43997951167297417,0.02015308735796687,204.83276969951407,11.204549404610255,27.635960357230314,1.4981152717795911,100.45094830237437,3.9956863776367575,79.9296118095633,4.947155706959574,82.59001389542554,5.896555125587163,0.057531046828116904,0.0874471911787377,0.438004338543984,0.6657665945868557,203.91322646644682,309.94810422899917,27.511895929584846,41.81808181296896,0.33154055147888384,0.015330118674784569,76.71451550617023,3.274284406846012,61.57367901222964,4.558085982160002,64.02160009509292,5.454128101595937,152,0.4321744708825251,0.6569051957414381
0,fruit_exc_juice,Non-Grocery,Mixed,0.0577904821071265,0.00358012129640559,0.43997951167297417,0.02015308735796687,204.83276969951407,11.204549404610255,27.635960357230314,1.4981152717795911,100.45094830237437,3.9956863776367575,79.9296118095633,4.947155706959574,82.59001389542554,5.896555125587163,0.057531046828116904,0.0874471911787377,0.438004338543984,0.6657665945868557,203.91322646644682,309.94810422899917,27.511895929584846,41.81808181296896,0.0022940295962646877,8.254076378514599e-4,0.5255908711572833,0.18355076259649464,0.1727589045125509,0.060564173009740124,0.09414928112682965,0.0328791090524467,152,0.4364667885523831,0.6634295185996223
0,fruit_exc_juice,Non-Grocery,Non-Mixed,0.0577904821071265,0.00358012129640559,0.43997951167297417,0.02015308735796687,204.83276969951407,11.204549404610255,27.635960357230314,1.4981152717795911,100.45094830237437,3.9956863776367575,79.9296118095633,4.947155706959574,82.59001389542554,5.896555125587163,0.057531046828116904,0.0874471911787377,0.438004338543984,0.6657665945868557,203.91322646644682,309.94810422899917,27.511895929584846,41.81808181296896,0.06369307743977562,0.003411350809863357,11.837188771679182,0.6087326523236406,12.139143095295108,0.9979361985525609,13.510143637672373,1.2225202547420917,152,0.5380760471790663,0.8178755917121808
