subgroup,food,food_type,mixed_dish,wasted_coef_fndds,wasted_prop_fndds,inedible_coef_fndds,inedible_prop_fndds,costperDGA
0,pf_ns,Non-Grocery,Non-Mixed,0.16394169499099134,0.13712119854019036,0.031655315072626616,0.0264765759751626,0.31947053492651073
0,pf_ns,Total,Mixed,0.2438339425954181,0.19603416038529026,0,0,0.06806075731687153
0,pf_ns,Total,Non-Mixed,0.1650030386422352,0.13984787948694663,0.014872117474354681,0.012604822974071577,0.2052746663521539
0,pf_pm,Grocery,Non-Mixed,0.3795412575428591,0.2748688135939592,0.0012674729212809293,9.179207035103882e-4,0.3653947846120993
0,pf_pm,Non-Grocery,Non-Mixed,0.3807831137603911,0.2755639875586904,0.0010488053298740357,7.589963116241525e-4,1.3589769089737957
0,pf_pm,Total,Non-Mixed,0.3798047503322603,0.27501639931368416,0.0012210767823414802,8.841809894987225e-4,0.5762096291578503
0,pf_poultry,Grocery,Mixed,0.3311685898279998,0.20900685597135246,0.25331814047041423,0.1598739425370294,0.17040739289476392
0,pf_poultry,Grocery,Non-Mixed,0.20970466212245473,0.17331289041609763,2.7263165520966513e-4,2.2531964575837874e-4,0.2789586153909259
0,pf_poultry,Non-Grocery,Mixed,0.28960897271774727,0.20552730364527164,0.11949321264247979,0.0848009561577198,1.6873169737928928
0,pf_poultry,Non-Grocery,Non-Mixed,0.1902877974041308,0.15979331992341017,5.492006339399224e-4,4.6118875618135995e-4,1.6683355975284353
0,pf_poultry,Total,Mixed,0.31176725355856827,0.20748357787643762,0.19084445551960533,0.12700849751575882,0.8785484903272244
0,pf_poultry,Total,Non-Mixed,0.20074853812430096,0.16713045743382435,4.0020045189666925e-4,3.331814279479274e-4,0.91981555664886006
0,pf_redm,Grocery,Mixed,0.29681067232862096,0.21587124026078908,0.07813242787338279,0.05682593546009557,0.22482072127803338
0,pf_redm,Grocery,Non-Mixed,0.345690679196039,0.25680271774532054,4.425791710766513e-4,3.287781267758795e-4,0.5324240454706894
0,pf_redm,Non-Grocery,Mixed,0.2851887046605815,0.2128254720132406,0.05482338112414519,0.040912601987496244,1.6825439579406032
0,pf_redm,Non-Grocery,Non-Mixed,0.330605753097429,0.24838401034489782,4.209608941874775e-4,3.162678027137845e-4,2.903888372374113
0,pf_redm,Total,Mixed,0.2915684827292392,0.21451680151865107,0.06761867960540384,0.04974935128820439,0.8823394658039144
0,pf_redm,Total,Non-Mixed,0.34057876352993255,0.2539710691055107,4.352532612523944e-4,3.245702548985136e-4,1.3360558011096675
0,pf_seafood,Grocery,Mixed,0.4060716834347125,0.266778781404969,0.11605718039834274,0.07624661955761436,0.3234426853719202
0,pf_seafood,Grocery,Non-Mixed,0.5834946621605284,0.36788441818757744,0.0025868170039826366,0.001630948370537229,0.5090988718231801
0,pf_seafood,Non-Grocery,Mixed,0.4015994251506799,0.2738828259708107,0.06471896749465049,0.04413704951070921,1.842671777288165
0,pf_seafood,Non-Grocery,Non-Mixed,0.5919737157493596,0.3703667904364171,0.0063707660866462726,0.003985852961639548,2.8898091494353695
0,pf_seafood,Total,Mixed,0.40413807521485995,0.2697853012955948,0.09386079008306548,0.06265745072136503,0.9802906743301018
0,pf_seafood,Total,Non-Mixed,0.5870616378165854,0.3689333669920651,0.0041786520030442295,0.002626034565475896,1.5106181469876971
0,sat_fat,Grocery,Non-Mixed,0.15855992683942494,0.13642952569181513,0.003651302990699083,0.0031416862072764346,0.007714141699620546
0,sat_fat,Non-Grocery,Non-Mixed,0.18241541473239536,0.1524435403825715,0.014194256458700254,0.011862060620462314,0.0024637266017799716
0,sat_fat,Total,Non-Mixed,0.16457944580308198,0.1405591421427412,0.006311634593151357,0.005390454072820744,0.006389290437289596
0,ssb,Grocery,Non-Mixed,0.05894856061308099,0.055594972505378266,0.0013732267100137442,0.0012951037377819182,0.2650773868467428
0,ssb,Non-Grocery,Non-Mixed,0.06210555740504076,0.05845311078501061,3.795108997714961e-4,3.571917489410022e-4,0.10679578172122473
0,ssb,Total,Non-Mixed,0.060415224321301336,0.05692424294894632,9.115705819876063e-4,8.588971713191046e-4,0.19154361370269332
0,veg_dg,Grocery,Non-Mixed,0.37124267615404605,0.18148549630536237,0.6743349799766876,0.3296550380063355,0.8501247498151688
0,veg_dg,Non-Grocery,Non-Mixed,0.42897351332404693,0.20686159634908557,0.6447488251623115,0.3109137675745555,0.9314447584806691
0,veg_dg,Total,Non-Mixed,0.38696566415753303,0.1884656082978242,0.666277193531535,0.3244999445810479,0.8722722464282187
0,veg_oth,Grocery,Mixed,0.3582692936145971,0.23754824501489952,0.149926625038162,0.09940792385387731,0.43677072848178466
0,veg_oth,Grocery,Non-Mixed,1.12750700691552,0.2919826907793143,1.7340472650386003,0.44905422607490486,0.7041664330631761
0,veg_oth,Non-Grocery,Mixed,0.2969091115709888,0.20148880084302934,0.17666713846732982,0.11989005554530063,1.1613941662632963
0,veg_oth,Non-Grocery,Non-Mixed,0.8712229682462864,0.29103236528524096,1.122337446906854,0.37491725278891325,1.5639751570815754
0,veg_oth,Total,Mixed,0.3337964391569006,0.22336661371394873,0.16059179374334953,0.10746323492636133,0.7257790615545161
0,veg_oth,Total,Non-Mixed,1.043216171332241,0.29172104564772794,1.5328582562631954,0.4286427162797879,0.9869542186998799
0,veg_ro,Grocery,Non-Mixed,0.6117211460721668,0.3210513487061886,0.293647414244911,0.15411580749293158,0.6014240233090788
0,veg_ro,Non-Grocery,Non-Mixed,0.33327787359059324,0.22215691836012527,0.1669134148496634,0.11126142121729202,0.7555534118131083
0,veg_ro,Total,Non-Mixed,0.5126012104281006,0.2910631517295255,0.24853278191058742,0.1411208817680872,0.6562908366934448
0,veg_sta,Grocery,Non-Mixed,0.23735605195044476,0.1752178770780491,0.1172777097901841,0.08657521545859656,0.6141945393390377
0,veg_sta,Non-Grocery,Non-Mixed,0.22675077326010268,0.1692182577487105,0.11323922709097121,0.08450751651975226,0.4579948090364146
0,veg_sta,Total,Non-Mixed,0.2326192711359409,0.1725542922486332,0.11547394697282808,0.08565724196344948,0.5444289153199415
1,added_sugar,Grocery,Non-Mixed,0.41615073539071973,0.29250593355516175,0.006557960917625842,0.004609489584651085,0.03378615390769017
1,added_sugar,Non-Grocery,Non-Mixed,0.40062882998865457,0.28548871270854254,0.0026799950353997588,0.0019097685324923547,0.07757009010154772
1,added_sugar,Total,Non-Mixed,0.40994086215433145,0.2897216348786463,0.005006496975546998,0.0035382920383877333,0.05130286248895732
1,dairy_tot,Grocery,Non-Mixed,0.29060844935869745,0.22314651423168994,0.011712809654843415,0.00899379440654714,0.43175167354155863
1,dairy_tot,Non-Grocery,Non-Mixed,0.2780742830503957,0.21682665784521324,0.004398480279773244,0.0034296870900804213,0
1,dairy_tot,Total,Non-Mixed,0.2883787630390185,0.22203640786269066,0.010411673245442317,0.008016438183228163,0.33953105293988184
1,fruit_exc_juice,Grocery,Mixed,0.32256075186026356,0.2147947100353353,0.17915570943992382,0.11930062302494215,0.7002172918695494
1,fruit_exc_juice,Grocery,Non-Mixed,0.7224007091088189,0.29513995863439574,0.7252539983436945,0.296305682388726,0.7098676856922849
1,fruit_exc_juice,Non-Grocery,Mixed,0.34451654334042997,0.22612281713368856,0.17906496739559,0.11752897113400013,0.6747435123311099
1,fruit_exc_juice,Non-Grocery,Non-Mixed,0.8105880019925309,0.3096344639609166,0.8072988818617379,0.3083780612679361,0.9302873182485004
1,fruit_exc_juice,Total,Mixed,0.3299905675289174,0.21866487504165225,0.1791250024320072,0.11869535110332555,0.691596992914465
1,fruit_exc_juice,Total,Non-Mixed,0.7347248093612457,0.2972855777149198,0.7367197020364972,0.2980927545162,0.7406711445625774
1,fruit_juice,Grocery,Mixed,0.5139087377560501,0.319161743006761,0.09627402699080002,0.05979074493815988,0.5728207442284464
1,fruit_juice,Grocery,Non-Mixed,0.14647181284864946,0.12526964224870374,0.02278045146174155,0.019482922682366708,0.5475326549313214
1,fruit_juice,Non-Grocery,Mixed,NA,NA,NA,NA,0
1,fruit_juice,Non-Grocery,Non-Mixed,0.12434984989709133,0.10960557483634487,0.010171364765224596,0.008965336772703758,0.4256722711049451
1,fruit_juice,Total,Mixed,0.5139087377560501,0.319161743006761,0.09627402699080002,0.05979074493815988,0.5728207442284464
1,fruit_juice,Total,Non-Mixed,0.14241971334213102,0.12247043686015345,0.02047083390689405,0.017603405544331388,0.525211380718527
1,gr_refined,Grocery,Mixed,0.22868344903228993,0.1819177280053153,0.02838726936195154,0.02258207827656101,0.21701078950857697
1,gr_refined,Grocery,Non-Mixed,0.5608159716260983,0.3290374007306962,0.14359808702100227,0.08425070556797977,0.23489347211273023
1,gr_refined,Non-Grocery,Mixed,0.26973288215111224,0.20556316345847847,0.04243257401825306,0.03233782280942484,0.5830875496322128
1,gr_refined,Non-Grocery,Non-Mixed,0.37078340309792285,0.2583954059373675,0.064162399258165,0.04471416213268438,0.5555171322556371
1,gr_refined,Total,Mixed,0.24610325835940602,0.1922004773145207,0.03434755944307915,0.026824583158942858,0.37235976453542374
1,gr_refined,Total,Non-Mixed,0.49595430690008024,0.30758010070094294,0.11648520323029624,0.07224159573023464,0.34432831535295405
1,gr_whole,Grocery,Mixed,0.3417760035530114,0.22330456507535032,0.18876146413236672,0.12333018179413108,0.22301873402166653
1,gr_whole,Grocery,Non-Mixed,0.1878594692812902,0.1531488522059429,0.038786807039939385,0.031620205261016936,0.27689492525580073
1,gr_whole,Non-Grocery,Mixed,0.7494833363555939,0.2599371314871488,1.1338420741683273,0.3932411062691324,0.6507760137578046
1,gr_whole,Non-Grocery,Non-Mixed,0.18838491425644557,0.1565937170402827,0.014632153203450246,0.012162880809617468,0.6053603606248841
1,gr_whole,Total,Mixed,0.3522769621115182,0.22504245248377897,0.21310307273728565,0.13613503941096883,0.23403610139823952
1,gr_whole,Total,Non-Mixed,0.1879176379897557,0.15352366459393751,0.03611279723199685,0.02950318569934451,0.3132572677547942
1,leg_tot,Grocery,Mixed,0.16830757518001918,0.14033781372463489,0.03099552576656839,0.025844614044693293,0.2117065409855206
1,leg_tot,Grocery,Non-Mixed,0.11086032090369724,0.09902913361797823,0.008611463342743306,0.007692434471262725,0.22804073570577538
1,leg_tot,Non-Grocery,Mixed,0.23608393141000517,0.18383695857000545,0.04811883851399778,0.03746981367813541,0.2723761503966233
1,leg_tot,Non-Grocery,Non-Mixed,0.16135063475951725,0.1377623660217809,0.00987369463394659,0.008430233548051237,0.32752470795844785
1,leg_tot,Total,Mixed,0.20064294152112377,0.16183390616301846,0.039164873035438974,0.031589471025754844,0.2406513553013394
1,leg_tot,Total,Non-Mixed,0.13103283080963082,0.11492609931368995,0.009115765480735316,0.007995243348450141,0.267787793358841
1,oil,Grocery,Non-Mixed,0.18529936624926188,0.1563312792747199,0,0,0.010400815429131518
1,oil,Non-Grocery,Non-Mixed,0.19310119628449998,0.16184812896495848,0,0,0.00125685647027752
1,oil,Total,Non-Mixed,0.18545664519925273,0.1564432119473091,0,0,0.010216480182489064
1,pf_egg,Grocery,Mixed,0.34991600759036257,0.2365845302709699,0.12911563995476458,0.08729741528456719,0.2313224466620784
1,pf_egg,Grocery,Non-Mixed,0.3792615860064128,0.24092745412759325,0.1949117990058194,0.12381850745386909,0.21830407996520607
1,pf_egg,Non-Grocery,Mixed,0.3379733867415726,0.23145891391645287,0.12221400039689413,0.08369747710011195,4.7154615577929775
1,pf_egg,Non-Grocery,Non-Mixed,0.3790187878996346,0.24086251345964912,0.194570985185293,0.12364784552701327,4.467109495874338
1,pf_egg,Total,Mixed,0.34765947625861243,0.23562608853924827,0.12781159069288425,0.08662426092634849,1.0785904398696742
1,pf_egg,Total,Non-Mixed,0.37919402451022693,0.24090938844071766,0.1948169634573009,0.12377103142644644,1.4005853370568782
1,pf_ns,Grocery,Mixed,0.2485398435203961,0.19906440696326563,0,0,0.06274391855037878
1,pf_ns,Grocery,Non-Mixed,0.1780870787364779,0.1487791736586638,0.018902219947581563,0.01579146945454082,0.20403209273619344
1,pf_ns,Non-Grocery,Mixed,0.24318445024867963,0.19561413449149428,0,0,0.10715007843643157
1,pf_ns,Non-Grocery,Non-Mixed,0.18774086056653436,0.15303093252591354,0.039075557968608544,0.031851186027707375,0.3021012131863364
1,pf_ns,Total,Mixed,0.24779070114337515,0.19858354523424454,0,0,0.06895570067048959
1,pf_ns,Total,Non-Mixed,0.18070397269419847,0.14995251100041126,0.024370697203812623,0.020223391805152775,0.23061612925812197
1,pf_pm,Grocery,Non-Mixed,0.3682266537278037,0.2688874369857471,0.0012187091930467005,8.899290369988555e-4,0.40276874969160875
1,pf_pm,Non-Grocery,Non-Mixed,0.375391012446358,0.27278700615649243,7.412958169017271e-4,5.386806286361197e-4,1.2272342090626183
1,pf_pm,Total,Non-Mixed,0.36962451458315926,0.2696512818482939,0.001125559548179274,8.21126746166733e-4,0.5636328322315756
1,pf_poultry,Grocery,Mixed,0.4000465045484514,0.2272213574361189,0.36055605967538334,0.20479128396267857,0.16735200674112324
1,pf_poultry,Grocery,Non-Mixed,0.23489923609731947,0.19018344992922576,2.199931770161315e-4,1.7811493158064034e-4,0.30449156512984243
1,pf_poultry,Non-Grocery,Mixed,0.4460063692085,0.2415160439789037,0.4006882100032165,0.21697589548037502,1.7561026324621134
1,pf_poultry,Non-Grocery,Non-Mixed,0.20420906347071266,0.16953603670075326,3.0808488731135305e-4,2.557745962615217e-4,1.6005639383764705
1,pf_poultry,Total,Mixed,0.417421155789644,0.23278668518324408,0.3757276038185788,0.2095350995311007,0.7679627403737649
1,pf_poultry,Total,Non-Mixed,0.22033898164414562,0.1805168302637241,2.6178628560235434e-4,2.1447330894799297e-4,0.9193836276084847
1,pf_redm,Grocery,Mixed,0.28530436690905264,0.21299460760381847,0.05418666583922335,0.04045317550804865,0.24984418328876976
1,pf_redm,Grocery,Non-Mixed,0.34525345482795844,0.25642480836423587,0.001158606588294634,8.605141185945173e-4,0.5373708194835913
1,pf_redm,Non-Grocery,Mixed,0.28571539063632506,0.21310198348751075,0.055029476963980244,0.04104395869325475,1.5957915662375968
1,pf_redm,Non-Grocery,Non-Mixed,0.35535639162058846,0.26188671923065304,0.0015523995717335237,0.001144070686114004,2.9776621671146737
1,pf_redm,Total,Mixed,0.28549437575348724,0.21304427050881217,0.05457628219775911,0.04072642130766262,0.8720513453934625
1,pf_redm,Total,Non-Mixed,0.3490405559406911,0.2584821632745022,0.0013062204827867447,9.673222505454444e-4,1.452117716123322
1,pf_seafood,Grocery,Mixed,0.4031104358826998,0.2773827270817431,0.050153940467257345,0.03451122953500368,0.46724577207038454
1,pf_seafood,Grocery,Non-Mixed,0.5774274733120387,0.36583791598122956,9.422037710369787e-4,5.969474608624193e-4,0.553936347851402
1,pf_seafood,Non-Grocery,Mixed,0.382513983142443,0.26937318170895075,0.03750110787629582,0.026408950238262605,1.6223452031906296
1,pf_seafood,Non-Grocery,Non-Mixed,0.6466910687044302,0.3924068825714201,0.0013204658198886533,8.012479234678365e-4,3.772750690598289
1,pf_seafood,Total,Mixed,0.3930659864706498,0.2735229445987062,0.04398342467593153,0.030606758775843616,1.030563055298368
1,pf_seafood,Total,Non-Mixed,0.6042958048901126,0.37641805676018647,0.0010889369877343145,6.783028138541828e-4,1.8025601098613568
1,sat_fat,Grocery,Non-Mixed,0.1603357577579881,0.13777017495456415,0.003455736379737756,0.0029693775879485814,0.00855408892614273
1,sat_fat,Non-Grocery,Non-Mixed,0.14363373694735923,0.12519273254250018,0.0036671808483179553,0.0031963548459141415,0.002333402430829894
1,sat_fat,Total,Non-Mixed,0.15464885069493559,0.13352786877584472,0.003527731562562992,0.0030459358413954425,0.0064359939741404516
1,ssb,Grocery,Non-Mixed,0.0607013871752445,0.05720423316665011,4.331445718435752e-4,4.081900634507024e-4,0.27639459183904946
1,ssb,Non-Grocery,Non-Mixed,0.07151583714948749,0.06674208821108796,9.478679729382956e-6,8.845969002652755e-6,0.11942977535244009
1,ssb,Total,Non-Mixed,0.06666209938247361,0.062484291689495465,1.9962826163581068e-4,1.8711727720952036e-4,0.18987867101407913
1,veg_dg,Grocery,Non-Mixed,0.33561206197859933,0.16813748852103316,0.6604452416644008,0.3308748904447901,1.0187200863776036
1,veg_dg,Non-Grocery,Non-Mixed,0.39265390388204396,0.19948333772744456,0.5757004877941652,0.2924780670740449,0.9687807277747318
1,veg_dg,Total,Non-Mixed,0.35135142269189007,0.1766993897771651,0.6370619110212482,0.3203870645101774,1.0049404896357683
1,veg_oth,Grocery,Mixed,NA,NA,NA,NA,0
1,veg_oth,Grocery,Non-Mixed,1.2259137114902416,0.2906224982019917,1.9923203174464772,0.47231147057733947,0.7529653394461351
1,veg_oth,Non-Grocery,Mixed,NA,NA,NA,NA,0
1,veg_oth,Non-Grocery,Non-Mixed,0.8182638384414701,0.2818421884712355,1.0850056929224663,0.37371855461615994,1.7885382895564215
1,veg_oth,Total,Mixed,NA,NA,NA,NA,0
1,veg_oth,Total,Non-Mixed,1.097175096044981,0.28850561428781135,1.70578415919657,0.44854126607996603,1.080006353325739
1,veg_ro,Grocery,Non-Mixed,0.5167414356735484,0.29351497952570677,0.24378689071222903,0.13847371102100006,0.6046389132185398
1,veg_ro,Non-Grocery,Non-Mixed,0.24582488146439227,0.18265759192774755,0.09999862836065423,0.07430292875003632,0.7628282097798226
1,veg_ro,Total,Non-Mixed,0.42168366588328876,0.26110138300665997,0.19333522458552502,0.11971081312206999,0.6601435381747409
1,veg_sta,Grocery,Non-Mixed,0.2190527036075789,0.16536993833577354,0.10556956941284008,0.07969786675270009,0.6181161647814835
1,veg_sta,Non-Grocery,Non-Mixed,0.22067488623953965,0.1671107123384624,0.0998561745855113,0.07561819448845257,0.44504484255367477
1,veg_sta,Total,Non-Mixed,0.21978388217934167,0.1661532375462715,0.1029943280143339,0.07786212928262094,0.5401064267246379
2,added_sugar,Grocery,Non-Mixed,0.405314292070541,0.2877090939994716,0.003449978937470034,0.002448939832213004,0.02499192416401482
2,added_sugar,Non-Grocery,Non-Mixed,0.4985085817556335,0.33154243271661515,0.005095580375046653,0.003388910794065619,0.06975307858247481
2,added_sugar,Total,Non-Mixed,0.448805794800577,0.3088771255010953,0.0042179410052828985,0.002902871371845547,0.045880863563285974
2,dairy_tot,Grocery,Non-Mixed,0.2872621795853719,0.2224336508801769,0.004188904585869817,0.0032435642644242685,0.39823692806538885
2,dairy_tot,Non-Grocery,Non-Mixed,0.30028091798303497,0.2289562860309514,0.011239823327564225,0.008570069060693847,0
2,dairy_tot,Total,Non-Mixed,0.29039958449490433,0.2240240221481009,0.005888115861278594,0.004542290927901813,0.28476155052922175
2,fruit_exc_juice,Grocery,Mixed,0.3212314542663771,0.21409825796957999,0.17916120335169222,0.11940954418966396,0.5589988143271705
2,fruit_exc_juice,Grocery,Non-Mixed,0.6377888481890108,0.27950814082711023,0.644036812779895,0.2822462836649952,0.7441193113621357
2,fruit_exc_juice,Non-Grocery,Mixed,0.30700514952945746,0.2065670532184469,0.17921999986450796,0.12058738202457957,0.645906513219031
2,fruit_exc_juice,Non-Grocery,Non-Mixed,1.549427080001698,0.37895162868572135,1.5392928586760042,0.3764730482307902,0.8985125922786986
2,fruit_exc_juice,Total,Mixed,0.31673527286735714,0.2117334610872387,0.17917978581510333,0.11977938504938734,0.5864657346845795
2,fruit_exc_juice,Total,Non-Mixed,0.7157456458564709,0.2937792447343924,0.7205927227834952,0.29576873724061187,0.7573219232553379
2,fruit_juice,Grocery,Mixed,NA,NA,NA,NA,0
2,fruit_juice,Grocery,Non-Mixed,0.1359542105546998,0.11821523125372019,0.014102420159046596,0.012262370201973771,0.4945403249739254
2,fruit_juice,Non-Grocery,Mixed,NA,NA,NA,NA,0
2,fruit_juice,Non-Grocery,Non-Mixed,0.1371626575002852,0.11841049414604338,0.021203064131731328,0.018304291758442594,0.4307762622979547
2,fruit_juice,Total,Mixed,NA,NA,NA,NA,0
2,fruit_juice,Total,Non-Mixed,0.1362367810430314,0.11826114178549793,0.015762759855514175,0.013682956716475266,0.47963040907387056
2,gr_refined,Grocery,Mixed,0.2026193387986836,0.16537952044911658,0.022558592836599008,0.01841250340388466,0.1680526911858465
2,gr_refined,Grocery,Non-Mixed,0.2412889277609035,0.1932762989667721,0.007125539252383492,0.0057076711626313234,0.21254024998344004
2,gr_refined,Non-Grocery,Mixed,0.25519123709049557,0.19894151992542466,0.02755374840150581,0.021480301005376744,0.5537515930938307
2,gr_refined,Non-Grocery,Non-Mixed,0.2712403189118409,0.21046482288382784,0.01752763382846048,0.013600302359467858,0.541641974650561
2,gr_refined,Total,Mixed,0.23124749437544104,0.1840371432626694,0.025278716995869286,0.020117938461690625,0.378085969959918
2,gr_refined,Total,Non-Mixed,0.25093383522158047,0.19893137485051962,0.010475208023289048,0.008304370481079197,0.3185171531452225
2,gr_whole,Grocery,Mixed,0.2233442304412717,0.17828945271467225,0.029361563651345828,0.023438515084552258,0.13140907237465307
2,gr_whole,Grocery,Non-Mixed,0.17060422775566828,0.1404571066022454,0.04403155595583339,0.0362508305339798,0.21652913873218416
2,gr_whole,Non-Grocery,Mixed,0.3249095714908282,0.20744702862545494,0.24131952151513433,0.15407677113951787,0.39810697799384775
2,gr_whole,Non-Grocery,Non-Mixed,0.21157179779450933,0.17250672681497328,0.014883550937696083,0.012135420138271893,0.5558943511171979
2,gr_whole,Total,Mixed,0.2383476016768423,0.18348264288938207,0.060672283384096054,0.04670620063775995,0.17080605213570735
2,gr_whole,Total,Non-Mixed,0.17607027217901353,0.14476929784817053,0.0401425215286029,0.033006166138269837,0.2618084981102431
