subgroup,food,price_mean,price_se,fndds_intake_mean,fndds_intake_se,costper100gram,costperDGA
1,dairy,0.7941384781460971,0.05313929376155525,180.79722725495185,14.583397992059895,0.43924262014607107,0.6544715040176459
1,fruit_exc_juice,0.26222844081234614,0.032139072706005106,64.93633446454666,8.65198595682388,0.40382390378920324,0.613812333759589
1,gr_refined,3.2214624620376195,0.2193350175790358,319.5425254854262,18.069126890374285,1.0081482760843188,0.36293337939035475
1,pf_poultry,3.651441898065708,0.48866980355375983,93.04839307414422,7.164088374018139,3.9242396106250985,1.1380294870812786
1,pf_redm,3.153197121861709,0.3351818915712265,87.21673930194723,6.6509501082586135,3.6153577250179425,1.120760894755562
1,sat_fat,0.00906381523538833,0.0023073042318605412,1.2612482855736058,0.20781002258574097,0.7186384583481259,0.0071863845834812595
1,ssb,0.22640090272018742,0.017279331567930482,341.5273603061851,25.24654858722178,0.06629070728541783,0.1590976974850028
1,veg_dg,0.10541321711544249,0.03813520401933194,13.689358767986302,4.295710882641085,0.7700376540788749,0.9086444318130723
1,veg_oth,0.29778269336688307,0.043627903347602,39.354117903246106,4.834078839606619,0.7566748010945015,1.059344721532302
1,veg_ro,0.13475012074395223,0.016321233053562954,31.020979699263027,3.5548020202840664,0.43438383329703006,0.6255127199477233
1,veg_sta,0.2024806017194129,0.025437111769948274,48.98773670483077,6.565439673110371,0.4133291622338738,0.5538610773933909
1,added_sugar,0.1411183493864176,0.03584301961379313,12.311158191421665,1.9476444396256958,1.1462637973797456,0.048143079489949316
1,pf_seafood,0.5781639503561352,0.18358757025586508,13.018822798021402,3.300486411691862,4.440984867264684,1.2878856115067583
1,leg_tot,0.08468740956169446,0.013071174993644203,15.056567026255795,2.383707152123926,0.562461611694191,0.20811079632685064
1,pf_egg,0.7998225286731484,0.12538518644658433,30.611604622284258,3.6423795271157555,2.6128082423059373,1.3064041211529687
1,pf_pm,0.5382877481590936,0.09478846658000555,24.49724678897759,3.119009610465052,2.1973397777961456,0.6811753311168052
1,gr_whole,0.23539525143025483,0.031382692641498885,39.161641375936796,5.728854072098891,0.6010862751398757,0.3065540003213366
1,fruit_juice,0.09989017301268352,0.02454500886494043,46.61998493291531,9.18881228798401,0.21426470462489927,0.5378044086084971
1,pf_ns,0.16036698890005846,0.04652102763931051,13.338444468094519,2.2065927791639517,1.2022915361956588,0.18034373042934881
1,oil,8.919295111321621e-4,4.6361601139900514e-4,0.1254495713841192,0.05522079862938561,0.7109864954429589,0.007109864954429589
2,dairy,0.6450194165333301,0.12221562402200481,132.3892887917775,15.961121823808394,0.48721420170767715,0.7259491605444389
2,fruit_exc_juice,0.2292824615811929,0.03358800567229702,53.64415524182769,8.49338170770851,0.4274136866310752,0.6496688036792343
2,gr_refined,2.5483484359478004,0.1959567926050922,300.13437465890445,21.727223069830657,0.8490691673834221,0.30566490025803195
2,pf_poultry,5.028748856987048,0.5798255903457266,114.284926286109,8.315936331711521,4.400185589128107,1.2760538208471508
2,pf_redm,4.1299081011981675,0.48860370508052253,93.67504895874501,10.10742040599011,4.408760013583768,1.366715604210968
2,sat_fat,0.0027031259646825684,0.001006914065004362,0.5017503445306055,0.1678709135508385,0.538739234391833,0.00538739234391833
2,ssb,0.27356332897712526,0.028633948746729237,439.85946003976426,37.23566663392947,0.06219334897387328,0.14926403753729586
2,veg_dg,0.06364398899668684,0.014814683368577783,9.48741108113673,2.316546956816453,0.6708256704848229,0.791574291172091
2,veg_oth,0.19371649992402476,0.030195251362753642,28.292504237386872,4.779316339770663,0.6846919533833271,0.9585687347366579
2,veg_ro,0.07335690300815592,0.01049909947970295,17.56197953467837,3.053019818556921,0.4177029295775192,0.6014922185916276
2,veg_sta,0.20850184329864777,0.019822873157504826,49.93603763186927,5.444868519748157,0.41753782075328605,0.5595006798094033
2,added_sugar,0.2210794105124059,0.03410453547360845,19.1067383620563,2.134237988397684,1.1570756155401343,0.048597175852685644
