subgroup,food,ghg_impact_mean,ghg_impact_se,ced_impact_mean,ced_impact_se,intake_mean,intake_se,GHGper100gram,CEDper100gram
1,added_sugar,0.05864156014469979,0.0039535257191383975,0.6060553715721142,0.04351423478970452,76.77348685116453,4.585014410432636,0.07638256714636935,0.7894071201260299
2,added_sugar,0.0752732209725856,0.0053699768700967675,0.7835351472948983,0.05438431849879141,99.7029400198737,6.646057309733233,0.07549749381270147,0.7858696515255387
3,added_sugar,0.06846674144600172,0.0038595215664531434,0.7363347502032901,0.04254241149364658,94.01924100388321,4.975104841482087,0.07282205292762775,0.7831745314481722
4,added_sugar,0.06323956288960839,0.006781744419321202,0.6193531311798387,0.06876616918870489,77.65819105336344,5.355844680049139,0.08143321655039946,0.7975374172110774
5,added_sugar,0.049081988464169515,0.0030232435014185175,0.48817802581526365,0.03223647149021289,67.56467062644943,4.256107591358068,0.07264445753836839,0.7225344566752872
6,added_sugar,0.06115289982929276,0.0032715197798672394,0.6420512965578068,0.03763381075390432,83.70205748001118,4.448684127047681,0.07306021102754451,0.7670675200679918
7,added_sugar,0.052568036276765526,0.002891927555645391,0.5340440027636502,0.03002971412802811,70.71428851464901,3.6342529518592697,0.07433863421517088,0.755213711374638
8,added_sugar,0.043815582405976855,0.004543290990016799,0.43710751346705207,0.048437821627378065,58.154258950351675,6.142554187784329,0.07534372064371718,0.7516345687428088
9,added_sugar,0.07877801786145266,0.009825572669397471,0.8063038686148118,0.10608525550822566,105.3905419524255,11.400847054876037,0.07474865998602984,0.7650628355045245
10,added_sugar,0.07311156161724165,0.005974233508511942,0.7538917910549091,0.046716133690318,95.52878209681985,6.575770067548928,0.07653354309818583,0.7891776431220786
11,added_sugar,0.07400274059420242,0.006563953814826327,0.7620021822391386,0.06635514908801894,101.98136015052742,8.937049588100779,0.07256496724987022,0.7471975085588205
12,added_sugar,0.05403468504505697,0.006514924013830201,0.5128468342576988,0.06347992461304693,69.31655526908918,7.608249682836957,0.0779535059630308,0.7398619741947798
13,added_sugar,0.04759129118717318,0.003477837199873116,0.47257934351188374,0.03636307565694542,65.06322644038181,4.775855548835019,0.07314622067010715,0.7263386237768483
