diet_pattern,age_gp,food,BLUEWATER,CED,GHG,WATER,Food_price
Med,20-34,added_sugar,-6.19861691864264,-0.356064564616288,-0.0348619642110023,-22.2743554493964,-0.538122094531718
Med,35-44,added_sugar,-6.79956880634574,-0.376800951957291,-0.0376018631256095,-24.6678189155287,-0.524818129307774
Med,45-54,added_sugar,-6.97901219329821,-0.39259240833977,-0.0392413715786747,-25.1182098625437,-0.503822334743771
Med,55-64,added_sugar,-6.97636026554838,-0.377028552214541,-0.0378893094615911,-25.3553234872873,-0.490268636102073
Med,65-74,added_sugar,-5.87612444421815,-0.308413335390223,-0.031523328145506103,-21.5610443096858,-0.391174298326639
Med,75+,added_sugar,-7.23288548577581,-0.360473288839724,-0.0377969860319464,-26.7569926106323,-0.465582781388274
US,20-34,added_sugar,-6.20238885881257,-0.356401845602317,-0.0348951184642609,-22.2880779920018,-0.53871417734123
US,35-44,added_sugar,-6.81600331331744,-0.377667521850819,-0.0376844978244703,-24.7228652025431,-0.526053697468731
US,45-54,added_sugar,-6.98833802279432,-0.393608972509078,-0.0393334133655463,-25.1459083671358,-0.504754348316194
US,55-64,added_sugar,-6.98896178134644,-0.377707833458917,-0.03795487052502,-25.404389074278,-0.490282143983078
US,65-74,added_sugar,-5.89467077969777,-0.309137333777172,-0.0316284933144856,-21.6278017173031,-0.391619288207921
US,75+,added_sugar,-7.24393812063862,-0.360965566948271,-0.0378393536861088,-26.7891345589674,-0.466063365324726
Veg,20-34,added_sugar,-5.95386892796436,-0.341977128152565,-0.0334850818165589,-21.3955888149991,-0.516697108558637
Veg,35-44,added_sugar,-6.53511141945243,-0.362128244109186,-0.0361202789275648,-23.7053047370292,-0.505667716054094
Veg,45-54,added_sugar,-6.72393891022697,-0.37856865655606,-0.0378349239057548,-24.1908422997871,-0.485840886053685
Veg,55-64,added_sugar,-6.73300423198067,-0.363869576493704,-0.0365709186568579,-24.4696471530939,-0.471996133432417
Veg,65-74,added_sugar,-5.6142456483396,-0.294227741221917,-0.030069894536208,-20.5936189526935,-0.373312077334673
Veg,75+,added_sugar,-6.97932388406182,-0.347516140351846,-0.0364344637346088,-25.8146320486746,-0.449072981019645
Vegan,20-34,added_sugar,-5.95859311410528,-0.342256317782062,-0.0335160004466346,-21.4125860673882,-0.516662865047123
Vegan,35-44,added_sugar,-6.53813789408832,-0.362461381225127,-0.0361511212842135,-23.7104731567463,-0.505314195754468
Vegan,45-54,added_sugar,-6.7543302671409,-0.380353428922472,-0.0380122581064446,-24.3047412849136,-0.487909498878068
Vegan,55-64,added_sugar,-6.75481750048677,-0.365166413413574,-0.0366963784592106,-24.5552008724671,-0.474353575657329
Vegan,65-74,added_sugar,-5.62303930747575,-0.294871160722056,-0.0301420478764216,-20.6340455312614,-0.374119865962556
Vegan,75+,added_sugar,-6.99643392490675,-0.348368374421698,-0.0365412134305122,-25.8752356688411,-0.450166779947319
