diet_pattern,sex_gp,BLUEWATER,CED,GHG,WATER,Food_price
Med,Female,114.45085622369,12.0868668902127,0.806765535700904,1025.82393811621,5.97331466717903
Med,Male,94.182932201261,11.7235053358473,0.359443594509858,914.292952258075,5.13598197061218
US,Female,94.9939106349049,6.64625474474023,0.646282705869792,794.359613392048,3.70710810474693
US,Male,75.6846559110961,6.21462703817802,0.225832484872763,703.438075009907,3.04268836665844
Veg,Female,44.2365639430521,-4.04104325420015,-1.02506616361377,604.970543638668,-2.10839423581827
Veg,Male,25.695537331119,-4.69635585510467,-1.466285182513,523.339154612343,-2.88915641313946
Vegan,Female,-20.1349427053169,-9.75815758237357,-2.07177703878929,375.481118759062,-5.85632179776702
Vegan,Male,-43.3795601874783,-10.7436816667999,-2.57613982895388,271.684244832148,-6.69855371447876
