diet_pattern,food,BLUEWATER,CED,GHG,WATER,Food_price
Med,added_sugar,-6.62036015820116,-0.363950428478959,-0.0364353929431924,-24.0076856749886,-0.497111504872627
US,added_sugar,-6.63698801041531,-0.364844472390496,-0.0365306793379913,-24.0656111742501,-0.498143707036117
Veg,added_sugar,-6.37943344133148,-0.35076857682213203,-0.0351117972140389,-23.1315814598395,-0.478205506076342
Vegan,added_sugar,-6.38531414917121,-0.350987230781839,-0.0351370781800722,-23.1533624022801,-0.479259876478449
Med,dairy,13.2362185897143,1.07142955084351,0.198546274666661,55.263286679233,0.608145477484642
US,dairy,35.0060968994339,2.83330802031029,0.525067287044362,146.175776936306,1.60308137362172
Veg,dairy,35.0128533236682,2.83385177458755,0.52516814696955,146.203297101649,1.60266799947654
Vegan,dairy,-30.3061480378972,-2.45244979653845,-0.454524468409681,-126.57174808406,-1.38010191618097
Med,fruit_exc_juice,86.4066629967695,1.40161503995,0.18347550520998,640.980458581063,2.16209376663437
US,fruit_exc_juice,59.0090709864808,0.960235671133681,0.125653823098825,437.684055802658,1.48110281518791
Veg,fruit_exc_juice,58.9874575192919,0.960021933137521,0.125551209348224,437.611337567094,1.48043121215406
Vegan,fruit_exc_juice,58.9502312757836,0.960172348864729,0.125604942548709,437.454968588255,1.4801408309695
Med,fruit_juice,35.5788835398566,0.877872762807925,0.111452434363246,303.284562628821,0.242223674651749
US,fruit_juice,24.3121256381744,0.598755520045553,0.0759202827383413,208.040214366715,0.165444887157436
Veg,fruit_juice,24.3359409806296,0.599420651586617,0.0760223729420176,208.197501112272,0.165682034448961
Vegan,fruit_juice,24.3247560341968,0.599240808157682,0.0759942137143945,208.126155653499,0.165642309740609
Med,gr_refined,-30.0301396952779,-0.35056263651492803,-0.060985928379276,-94.3984704875347,-1.04437446800446
US,gr_refined,-30.0188399156236,-0.350533670224422,-0.0609727097446993,-94.3656110392003,-1.0442341782022
Veg,gr_refined,-30.0159774644311,-0.350457652366785,-0.0609544905751635,-94.3483018707188,-1.04513654774681
Vegan,gr_refined,-29.9889850857994,-0.350207609866682,-0.06090727437435,-94.2676417687988,-1.04338413755772
Med,gr_whole,26.9083524408791,0.44105270484921,0.0696864278237374,124.441578437988,0.743203526653402
US,gr_whole,26.9123949300071,0.441141965121434,0.0697081289774169,124.42670290941,0.743271225131022
Veg,gr_whole,33.2915608193533,0.545243171670298,0.0861869823553747,153.793276214058,0.917641010759494
Vegan,gr_whole,33.2829564746255,0.545039886612059,0.0861681294253901,153.744771885188,0.917517192876737
Med,leg_tot,3.7684501742901,0.0716686173582737,0.0122239776098137,14.8351362871604,0.0827211926197971
US,leg_tot,3.74486507261367,0.071463084381979,0.0121851683160516,14.7350202588042,0.0825316417121758
Veg,leg_tot,27.6486481052769,0.463584612180553,0.0767631572240154,114.813102642009,0.524531554212663
Vegan,leg_tot,30.9684338978579,0.518223672110767,0.0857696328412476,128.707221780452,0.586226942884014
Med,oil,-0.282575885405622,-0.00911268452517712,-0.00111560351698937,-0.786484076993086,-0.00694975091493838
US,oil,-0.283699734379524,-0.00915856013656274,-0.00112066996867233,-0.789470180530548,-0.0070599967147279
Veg,oil,-0.278545402957071,-0.00897999438649439,-0.00109847867188606,-0.773648943344029,-0.0069435503497682
Vegan,oil,-0.281805454526509,-0.00906403418280145,-0.00110921161587238,-0.783298698019894,-0.00687404336095179
Med,pf_egg,-4.0651682745714,-0.207810493413983,-0.0339162545091928,-9.32841742588508,-0.251155091028336
US,pf_egg,-4.04821812936466,-0.206944005780277,-0.0337748371311237,-9.28952161168056,-0.251746930074058
Veg,pf_egg,-5.30395330550924,-0.271136907260945,-0.0442516073294634,-12.1710805308323,-0.33651543055777
Vegan,pf_egg,-18.3898885543839,-0.940086991778366,-0.153429353591011,-42.199620105243,-1.22479460070341
Med,pf_ns,-8.703736679248,-0.0211943609135157,-0.00379713213524925,-50.256322218527004,-0.0303250858520086
US,pf_ns,-8.77187794957526,-0.0213871973191997,-0.00380330784738868,-50.7782574995758,-0.0304891542013581
Veg,pf_ns,13.6884357491545,0.0373279185298415,0.00643826981687952,79.7976477869137,0.0630115270062164
Vegan,pf_ns,22.188725021676,0.0595796257889804,0.0103304818747969,129.109690940164,0.0983807330587336
Med,pf_poultry,-10.2545914697216,-0.320365080151913,-0.0465749916173913,-22.0163022361626,-0.37410435674068
US,pf_poultry,-10.2594599910844,-0.320520213601804,-0.0466121682903497,-22.0267674956723,-0.373144330100182
Veg,pf_poultry,-49.5438723980269,-1.54789875371812,-0.223915235574608,-106.364719739134,-1.6578997800659
Vegan,pf_poultry,-49.5600958753843,-1.54840352419356,-0.223967974574995,-106.399400407049,-1.65691237487238
Med,pf_redm,-13.1684052475771,-0.582082145261835,-0.254243405515269,-75.2273039283891,-0.532594788169771
US,pf_redm,-13.1073425402678,-0.579447428190267,-0.25322132074,-74.9170195910832,-0.529376487346734
Veg,pf_redm,-74.0212272140274,-3.25968118340398,-1.41442992889515,-418.843712385882,-3.006310621963
Vegan,pf_redm,-74.0473917594243,-3.26060451297914,-1.41472786967812,-418.943119433559,-3.00687399828762
Med,pf_seafood,3.27406120343713,9.91689244341295,0.584281843659154,22.6656960339156,3.72079676723174
US,pf_seafood,1.13045883580077,3.40421715804696,0.202893505763647,7.8089493473827,1.29901918117023
Veg,pf_seafood,-1.31573427748672,-4.02627012935449,-0.232334505347119,-9.14636459501002,-1.46825686857524
