diet_pattern,food,BLUEWATER,CED,GHG,WATER,Food_price
Vegan,pf_seafood,-1.31355923662275,-4.0217405240754,-0.231909238290461,-9.13090302374082,-1.46546586032148
Med,sat_fat,-15.1390185082482,-0.850476582079251,-0.2299979094884,-68.4389020311335,-0.0870665008204593
US,sat_fat,-15.1394232766104,-0.850468094399853,-0.230008990715562,-68.4385766754363,-0.0870748639586765
Veg,sat_fat,-14.4691390857848,-0.813046982081319,-0.21985191515398,-65.4154575712197,-0.0832253684002963
Vegan,sat_fat,-14.4715489582737,-0.813150243177103,-0.219895131930059,-65.4270437679355,-0.08325891647976
Med,veg_dg,2.5997813532106,0.0422085773304705,0.00480816840963661,32.6508549612806,0.0739008305774523
US,veg_dg,2.61035792315617,0.0425900429035459,0.00485704358244651,32.9259105799606,0.0746804685509901
Veg,veg_dg,2.60072634671574,0.0423537852507785,0.00482270097217887,32.7307155184139,0.0744991796915869
Vegan,veg_dg,2.59304120998819,0.0422046560842137,0.00480825743281851,32.6535170287775,0.0739999814529911
Med,veg_oth,0.518264783559867,0.00822529071701544,7.7082715702102e-4,4.26002094209192,0.0645598047124815
US,veg_oth,0.518784149018511,0.00823972151780001,7.6615898205198e-4,4.29813287692424,0.0640559208774026
Veg,veg_oth,0.525813959022284,0.00852972936311818,7.8658220822463e-4,4.31747391922621,0.0654454538173136
Vegan,veg_oth,0.519289921809118,0.00832394314843641,7.8466027848097e-4,4.30255727139827,0.0643158646447436
Med,veg_ro,8.27838027544761,0.46609046235555,0.0561964100223517,63.9050541745648,0.489175440007064
US,veg_ro,8.274793682549,0.46587709667485,0.0561729662319296,63.8817438206808,0.488973927132979
Veg,veg_ro,8.27191142520009,0.465686811170139,0.0561460077738513,63.8572519926582,0.488555948503885
Vegan,veg_ro,8.27642618731202,0.465928083750072,0.056173586105909,63.8889396812057,0.489018728840748
Med,veg_sta,12.315812602881,0.316246133092095,0.035946696883187,54.3783755998468,0.209192779540358
US,veg_sta,12.3550562384421,0.317091236913795,0.0360385753451704,54.5531691606275,0.209714147462307
Veg,veg_sta,12.3286849006418,0.316475563483886,0.0359663988984333,54.4341847525908,0.209311176512538
Vegan,veg_sta,12.3368719703925,0.316987333433683,0.0360049002124376,54.4948282151613,0.209574387849879
