diet_pattern,sex_gp,food,BLUEWATER,CED,GHG,WATER,Food_price
Vegan,Female,veg_dg,2.01524985752228,0.0266894805057185,0.00298850937123752,23.4830380842605,0.0387505466961515
Vegan,Male,veg_dg,3.20326830808046,0.0588458193222259,0.00675942238110452,42.3536029156218,0.111806969705833
Med,Female,veg_oth,-1.04187445861938,-0.0224831541850619,-0.00444122443212233,-9.94672992304866,-0.0905431258129309
Med,Male,veg_oth,2.2134345997461,0.0416975139315277,0.0064396852931277,19.8060896730546,0.231804326650412
US,Female,veg_oth,-1.08823689465761,-0.0231880338609035,-0.00458873307728193,-10.32853838426,-0.0928704996412937
US,Male,veg_oth,2.23582363905982,0.0418795802024783,0.00648458233483717,19.9764064832902,0.233520250080361
Veg,Female,veg_oth,-1.06706357615955,-0.0228298783336131,-0.00452417371530471,-10.1177914859186,-0.0922797895071238
Veg,Male,veg_oth,2.23193862492531,0.0421271383776144,0.00651309585804734,19.9385503774442,0.233174534417102
Vegan,Female,veg_oth,-1.04583882792359,-0.0223931203381881,-0.00444793885456441,-9.96449556197142,-0.0907269498515667
Vegan,Male,veg_oth,2.23154775250427,0.0418896554440969,0.00649689780606204,19.9558270975059,0.233377718011383
Med,Female,veg_ro,8.82197623509515,0.458443678545836,0.0557973393361398,67.644295798419,0.525066280551503
Med,Male,veg_ro,7.69246088155755,0.474199333877369,0.0565957572352008,59.8854311037517,0.450727359531637
US,Female,veg_ro,8.81528706557432,0.457973662112701,0.055734039950579,67.5955219949441,0.52474812870873
US,Male,veg_ro,7.69272792027239,0.474394158907989,0.0566270314757872,59.8914440428474,0.450605088530713
Veg,Female,veg_ro,8.81796469139855,0.458206272475113,0.0557686347029528,67.6087386710256,0.524230410131849
Veg,Male,veg_ro,7.68378220450193,0.473809094677151,0.0565604987976627,59.8179466912519,0.450306536162966
Vegan,Female,veg_ro,8.8210068435529,0.458402500206736,0.0557851714212869,67.6325610640777,0.524684741702762
Vegan,Male,veg_ro,7.69161208820362,0.474481591378931,0.0566375423868547,59.8828941903547,0.450865465921021
Med,Female,veg_sta,13.2653110110832,0.327342070300438,0.0383530338558185,57.3826169027461,0.209422175337369
Med,Male,veg_sta,11.285283590799,0.30438606102947,0.0333357549733739,51.149392155881,0.208698045363453
US,Female,veg_sta,13.3015819267804,0.328144251762299,0.0384211503686621,57.5466728074351,0.209985767267216
US,Male,veg_sta,11.3371745277239,0.305672178934737,0.0334740125225886,51.3541393809947,0.20961993376116
Veg,Female,veg_sta,13.2668825162518,0.32735247398764,0.0383501377511405,57.3886107103554,0.209330631944436
Veg,Male,veg_sta,11.2973066609326,0.304419587365515,0.0333832239865407,51.1785421578328,0.209078559710458
Vegan,Female,veg_sta,13.2848422314545,0.327832510656506,0.0383595565515927,57.4710407833515,0.209657748671238
Vegan,Male,veg_sta,11.3277340629417,0.30540365183762,0.0334454620794954,51.3132611445898,0.209427020962152
