diet_pattern,race_gp,food,BLUEWATER,CED,GHG,WATER,Food_price
Med,HIS,added_sugar,-6.04995248985934,-0.340051978829965,-0.0338020639362872,-21.8289139352635,-0.417810960791022
Med,NHB,added_sugar,-8.36514458126106,-0.487071762332251,-0.0476224743795138,-29.9263881390986,-0.636353591377627
Med,NHW,added_sugar,-6.77726573405707,-0.36719205897362,-0.0369309195316533,-24.6431596385781,-0.519870620757902
Med,OTH,added_sugar,-4.66530795660136,-0.246635754021331,-0.0253872777183314,-17.090171435378,-0.328741713165873
US,HIS,added_sugar,-6.04112063212573,-0.339615002118367,-0.0337518363795242,-21.8041565576867,-0.417344727759
US,NHB,added_sugar,-8.37230830375898,-0.487620095365737,-0.047663159618735,-29.9556163207831,-0.63668124760435
US,NHW,added_sugar,-6.79610480787138,-0.36835065277561,-0.037040200206053,-24.7174880553613,-0.520557919916338
US,OTH,added_sugar,-4.67422862223191,-0.246837073472015,-0.0254322101084631,-17.1159257229286,-0.328668842387871
Veg,HIS,added_sugar,-5.79229493091875,-0.325635969001462,-0.0323513740896811,-20.9013574769109,-0.399985984324429
Veg,NHB,added_sugar,-8.11872155119215,-0.472756347963397,-0.0462167649767577,-29.0454242464553,-0.617255209461688
Veg,NHW,added_sugar,-6.54874824889802,-0.354906529078619,-0.0356880663659289,-23.812107787494,-0.500672817502569
Veg,OTH,added_sugar,-4.3918542929376,-0.232128879214926,-0.023890716126211,-16.083750808692,-0.31029848951214
Vegan,HIS,added_sugar,-5.80509960751996,-0.326249692910002,-0.0324150944762364,-20.9481714660642,-0.400627203648823
Vegan,NHB,added_sugar,-8.14212663337488,-0.474119629187891,-0.0463603629429305,-29.131258040586,-0.617739795931035
Vegan,NHW,added_sugar,-6.54600469765846,-0.354857467684275,-0.0356789311634919,-23.8070102706318,-0.50201331192372
Vegan,OTH,added_sugar,-4.40994734642038,-0.233158158475923,-0.0240028127431766,-16.1386046713889,-0.311100177337958
Med,HIS,dairy,15.3012205533752,1.23850443453344,0.229513851826403,63.8906941093713,0.687536579945483
Med,NHB,dairy,22.4724148864998,1.82081747727216,0.33726868552337,93.740019707659,1.11029073519203
Med,NHW,dairy,10.6619128205043,0.862296148297405,0.159855115567038,44.5550747541365,0.475065561643953
Med,OTH,dairy,15.298513613767,1.24111681921157,0.229759596833425,63.740689647984,0.730675339839209
US,HIS,dairy,37.1707768127509,3.00873655304944,0.55755970090062,155.204476647355,1.66770436659814
US,NHB,dairy,45.4005411022555,3.67856933151299,0.681377811813282,189.384430214168,2.25067085383264
US,NHW,dairy,32.7196062962938,2.64632967174656,0.490577287319432,136.72248799602,1.46388359043434
US,OTH,dairy,33.8456931666599,2.74596244347448,0.508326805045468,141.004908206874,1.62451348012518
Veg,HIS,dairy,37.1801108115289,3.00948100519485,0.557697458298878,155.244296674612,1.66757972023965
Veg,NHB,dairy,45.4221779804043,3.68032917264477,0.681703221786595,189.480328128311,2.25003484474726
Veg,NHW,dairy,32.7290257592891,2.64711284279828,0.490720172760677,136.761730762092,1.46307820944785
Veg,OTH,dairy,33.8782710234388,2.74860921551304,0.508823191154198,141.141529342177,1.62518349731784
Vegan,HIS,dairy,-28.3299554663643,-2.29309055322578,-0.424942368297755,-118.289549052098,-1.27003941769676
Vegan,NHB,dairy,-23.4112755424571,-1.89690300580385,-0.351361414535993,-97.657609999204,-1.16612495065191
Vegan,NHW,dairy,-33.4959820377981,-2.70924769748566,-0.502229636247943,-139.960937515982,-1.5015464875414
Vegan,OTH,dairy,-21.8060977426079,-1.76935514680839,-0.327528495248398,-90.8335514738467,-1.05465700107165
Med,HIS,fruit_exc_juice,71.5654302835405,1.18912627654725,0.156319715963386,529.200306916129,1.73909888618508
Med,NHB,fruit_exc_juice,92.7720666783025,1.59002353826301,0.224549588700313,679.999377403537,2.41431137072736
Med,NHW,fruit_exc_juice,89.8355970058376,1.45821136687725,0.186345685835028,669.046273528374,2.26395831693052
Med,OTH,fruit_exc_juice,81.6241103928298,1.17569682776252,0.161444114156997,598.709591036462,1.90688421789025
US,HIS,fruit_exc_juice,46.9915639436495,0.781770281687415,0.103143684475649,347.788281830524,1.14419708571628
US,NHB,fruit_exc_juice,66.989099296159,1.1519005733829,0.162115463998897,491.04477529492,1.75182563775708
US,NHW,fruit_exc_juice,61.8437930207288,1.00672131247021,0.128537758669207,460.506536452762,1.5628868555805
US,OTH,fruit_exc_juice,51.4646479367941,0.738862592625249,0.101737618032243,378.276727012124,1.20300679251262
Veg,HIS,fruit_exc_juice,47.1510153078142,0.784121780802445,0.103413415946192,348.789580114129,1.14784531603921
Veg,NHB,fruit_exc_juice,66.9570415869624,1.15095199321507,0.161840951677706,490.724604576287,1.75017430991596
Veg,NHW,fruit_exc_juice,61.7864000237962,1.00674751631564,0.128521722216616,460.048243943782,1.56178080678562
Veg,OTH,fruit_exc_juice,51.4845290926174,0.74024027909834,0.101748298224864,378.305921491306,1.20355751237662
Vegan,HIS,fruit_exc_juice,47.0477976126993,0.783104611622035,0.103196013902873,348.142270215093,1.14620486277132
Vegan,NHB,fruit_exc_juice,66.9901053938986,1.15219955357029,0.16203503701099,491.070603464598,1.75233416734078
Vegan,NHW,fruit_exc_juice,61.8069529182207,1.00647915242352,0.128554554333726,460.48271237246,1.56236933119426
Vegan,OTH,fruit_exc_juice,51.2501639621761,0.736176314206683,0.101435525307192,376.834207293375,1.1985034807243
Med,HIS,fruit_juice,25.1763461748656,0.654835375461976,0.0842301311975845,206.280775953589,0.19096771600513
Med,NHB,fruit_juice,23.8168458417279,0.607098548002813,0.0794930404862267,195.917085955362,0.148651104693167
Med,NHW,fruit_juice,40.2307346987171,0.971611158113256,0.122555040482433,345.737384235247,0.264721049517189
Med,OTH,fruit_juice,36.5154217318849,0.954214941148753,0.121545364804262,314.50236522823,0.2894724590465
US,HIS,fruit_juice,14.8319889320236,0.385610341587639,0.049573331739934,121.644065338035,0.112660856891464
US,NHB,fruit_juice,13.0124057825825,0.331352081827496,0.0432673805409492,107.394932009571,0.0813992188168083
US,NHW,fruit_juice,28.5742230969122,0.69043370303359,0.0870949093266725,246.166955400338,0.1879483733108
US,OTH,fruit_juice,25.5196398080496,0.665176577287767,0.0846572766507643,220.608571137118,0.203005540281224
Veg,HIS,fruit_juice,14.7295486381156,0.383206087195662,0.0493065488788721,120.868101437445,0.112215341412865
Veg,NHB,fruit_juice,12.9190767893707,0.328770356468261,0.0429611169839606,106.505602115906,0.0808575673989411
Veg,NHW,fruit_juice,28.6349373717195,0.692053726942068,0.0873149278734057,246.706994514159,0.18838458349784
Veg,OTH,fruit_juice,25.6019893236207,0.66771743392066,0.0849007913832672,221.219395883595,0.20373234470411
Vegan,HIS,fruit_juice,14.8094116684892,0.384998168050982,0.0495375132977617,121.441498918154,0.112703528034698
Vegan,NHB,fruit_juice,12.9647788554715,0.329627368569905,0.0430697086222682,107.13499307187,0.0810829568838311
Vegan,NHW,fruit_juice,28.6232054446565,0.691596144498976,0.0872356044286219,246.579741858264,0.188270046138834
Vegan,OTH,fruit_juice,25.6119922053593,0.667557899528091,0.084894722756272,221.161298574974,0.203599513887919
Med,HIS,gr_refined,-43.7015372556271,-0.563884432595506,-0.0952515915267159,-137.769430978665,-1.44300369548775
Med,NHB,gr_refined,-27.969922598912,-0.31476031182398,-0.0552896241327794,-87.7678036854266,-0.924801674196369
Med,NHW,gr_refined,-24.3497321736058,-0.281461928414868,-0.0469443496259538,-75.9093539364277,-0.980068941060001
Med,OTH,gr_refined,-45.3024615707176,-0.477923122585135,-0.098914829116361,-145.769000930487,-0.949989618298655
US,HIS,gr_refined,-43.7707655166022,-0.564630797363389,-0.0953889351269059,-137.989279967102,-1.44270798675661
US,NHB,gr_refined,-28.0087135686681,-0.315320720472455,-0.0553722454302415,-87.8949289447494,-0.927248167350014
US,NHW,gr_refined,-24.3643003726732,-0.281602878825665,-0.046948286294419,-75.937770682675,-0.980182533365481
US,OTH,gr_refined,-45.2783369349478,-0.477650253132499,-0.0989146077919891,-145.716591383911,-0.949895170405356
Veg,HIS,gr_refined,-43.7746078264706,-0.5647310773884,-0.0954041110080243,-137.991646026299,-1.44526982342171
Veg,NHB,gr_refined,-27.9758687824334,-0.314907673671608,-0.0552925743867238,-87.7869023843027,-0.926355954000704
Veg,NHW,gr_refined,-24.3687189887826,-0.281652844832924,-0.0469651568486134,-75.9660273637334,-0.980347659915183
Veg,OTH,gr_refined,-45.2402355938442,-0.477308201422305,-0.0988088132259564,-145.585072301067,-0.950703616970764
Vegan,HIS,gr_refined,-43.7628470876317,-0.564626383254871,-0.0953735762862387,-137.961044195404,-1.44557624176832
Vegan,NHB,gr_refined,-27.9565101063172,-0.314702670085282,-0.0552573402950551,-87.7376520538955,-0.924815556744114
Vegan,NHW,gr_refined,-24.3468610100965,-0.281390229660214,-0.0469171174880734,-75.8932143153671,-0.980074924204294
Vegan,OTH,gr_refined,-45.1539214094052,-0.47637404113426,-0.0986307650786447,-145.304513808386,-0.948498107889173
Med,HIS,gr_whole,28.6699362285328,0.49977852896939,0.0791822881188727,138.987506542476,0.687275272034691
Med,NHB,gr_whole,27.675888713431,0.515192310049192,0.0779882776850878,127.168638045889,0.806987764805792
Med,NHW,gr_whole,26.1751720126776,0.415230251312008,0.0645831684277673,121.112273820248,0.778355601109996
Med,OTH,gr_whole,27.8263238682198,0.425587625852128,0.0767325140871029,119.470018041329,0.546577610111981
US,HIS,gr_whole,28.6597110386826,0.499715501097014,0.0791649323915647,138.872767095395,0.68711974080255
US,NHB,gr_whole,27.6517174667224,0.514711839524213,0.0779231161208931,127.062980855232,0.806749065318619
US,NHW,gr_whole,26.1817113385256,0.415334643689187,0.0646021165768857,121.140843855399,0.778972445111696
US,OTH,gr_whole,27.8241848952347,0.425362391102509,0.0767392603536911,119.446098658765,0.546386573135886
Veg,HIS,gr_whole,34.8207342752812,0.606798709191585,0.0961934484416515,168.597089920675,0.833123916738978
Veg,NHB,gr_whole,33.7774236422097,0.628623066743572,0.0951672955544868,155.056639628106,0.982569911213963
Veg,NHW,gr_whole,32.4718086608505,0.515145226299863,0.0801343192651112,150.198419495185,0.96479671401198
Veg,OTH,gr_whole,35.2648420144206,0.538969597471109,0.0972305034707421,151.257522206582,0.692596448474542
Vegan,HIS,gr_whole,34.8138452665741,0.606542225391243,0.0961646328849198,168.531594144541,0.83273480604859
Vegan,NHB,gr_whole,33.7588550392769,0.628200165721573,0.0951036568909427,155.019549919368,0.98180590069746
Vegan,NHW,gr_whole,32.4788996827411,0.515260009458963,0.0801407541114017,150.197996626148,0.964892028341013
Vegan,OTH,gr_whole,35.2729456900434,0.539155406654082,0.0972684545303514,151.307987442603,0.692694062965313
Med,HIS,leg_tot,-1.6221267151722,-0.0161451383035382,-0.0019562661979586,-8.21052123602348,-0.0118904061950001
Med,NHB,leg_tot,6.21045032567497,0.119265138751699,0.0189954476107828,25.7493179831836,0.121339753660282
Med,NHW,leg_tot,4.85759097480417,0.0901868565593377,0.0148422562407904,19.7543011294174,0.102804198773828
Med,OTH,leg_tot,2.65758711230784,0.0416914306367784,0.0105371568805172,8.02089009089285,0.0631529213916083
US,HIS,leg_tot,-1.64333742963159,-0.0164268187381781,-0.00200276147063861,-8.27831423380702,-0.0120427289334305
US,NHB,leg_tot,6.22053220807839,0.119469116737594,0.0190312433550422,25.7852296552477,0.121645518774014
US,NHW,leg_tot,4.84972252397503,0.0900051339221134,0.0148091299591089,19.7256837241388,0.102641469124691
US,OTH,leg_tot,2.64190622645058,0.0416407592792473,0.010544621208579,7.99558619544596,0.0631601017951062
Veg,HIS,leg_tot,31.6810097044009,0.364640644421109,0.048033421712642,152.917417119908,0.29700609086136
Veg,NHB,leg_tot,27.9407857379493,0.538955851985046,0.0856724028517709,115.717185455343,0.551295959837563
Veg,NHW,leg_tot,27.061100835504,0.48796256206032,0.0799872880032856,110.861276214709,0.568836429657891
Veg,OTH,leg_tot,24.6899698842933,0.384836824042952,0.0910626225999502,79.4342897580776,0.573261272905637
Vegan,HIS,leg_tot,36.2766621954509,0.417234653747799,0.0549748694264943,175.183593639096,0.340045354830383
Vegan,NHB,leg_tot,30.9632767242839,0.597360521933314,0.0949547625816543,128.236727849827,0.611296125663349
Vegan,NHW,leg_tot,30.1582747457064,0.543446389574298,0.0890918019753125,123.593617888945,0.634047800877301
Vegan,OTH,leg_tot,27.7864397306378,0.43300749908141,0.102390033220437,89.4638242982677,0.644990586077869
Med,HIS,oil,0.511425688601001,0.0167449589338351,0.00197806450255253,1.3301928196028,0.0105191458031909
Med,NHB,oil,-1.06620100693536,-0.0354069554388754,-0.00412936113532988,-2.76486555026583,-0.0223078454797098
