diet_pattern,BLUEWATER,CED,GHG,WATER,Food_price
Med,104.657885607743,11.9152810990329,0.591025545816248,972.17827612633,5.57347915239629
US,85.6438453636204,6.44247833393786,0.443964068537393,750.757457887096,3.3895451521881
Veg,35.3536020280282,-4.36352554324026,-1.23808515804031,565.217382034337,-2.49131753748196
Vegan,-31.3006840272297,-10.2298215228032,-2.31441697388266,325.734675606479,-6.26225257960169
