note,inAnalysis_num,N,mean,mean_SE,P_25,P_25_SE,median,median_SE,P_75,P_75_SE,StdDev,z_StdDev,z_Sum,StdDev_SE,z_StdDev_SE,z_Sum_SE,No_replicates
gr_refined_adj,Overall,16147,5.45,0.04,4.34,0.05,5.41,0.04,6.55,0.06,1.74,0.01,3.04,0.06,0.00,0.21,36
gr_refined_adj,1,9759,5.23,0.05,4.17,0.05,5.20,0.05,6.29,0.07,1.66,,,0.06,,,36
gr_refined_adj,2,6388,6.07,0.06,4.95,0.05,6.05,0.06,7.22,0.09,1.82,,,0.07,,,36
