disease,subgroup,Sex,Age_label,Race_label,count,se,X1,X2,X3
BC_medSBP,6,2,20-34,NHB,0,0,0,0,0
BC_medSBP,7,2,20-34,HIS,0,0,0,0,0
BC_medSBP,8,2,20-34,OTH,0,0,0,0,0
BC_medSBP,9,1,35-44,NHW,0,0,0,0,0
BC_medSBP,10,1,35-44,NHB,0,0,0,0,0
BC_medSBP,11,1,35-44,HIS,0,0,0,0,0
BC_medSBP,12,1,35-44,OTH,0,0,0,0,0
BC_medSBP,13,2,35-44,NHW,0,0,0,0,0
BC_medSBP,14,2,35-44,NHB,0,0,0,0,0
BC_medSBP,15,2,35-44,HIS,0,0,0,0,0
BC_medSBP,16,2,35-44,OTH,0,0,0,0,0
BC_medSBP,17,1,45-54,NHW,13717,580,13111.986109410198,12966.253441314948,15320.943816038936
BC_medSBP,18,1,45-54,NHB,2405,207,2277.3509031696067,2284.731725590356,2330.467582437446
BC_medSBP,19,1,45-54,HIS,2280,184,2460.9539260026995,1954.8902123478777,2098.521441956158
BC_medSBP,20,1,45-54,OTH,1713,178,1895.1214695690169,1694.5550504561954,1400.7438330540938
BC_medSBP,21,2,45-54,NHW,0,0,0,0,0
BC_medSBP,22,2,45-54,NHB,0,0,0,0,0
BC_medSBP,23,2,45-54,HIS,0,0,0,0,0
BC_medSBP,24,2,45-54,OTH,0,0,0,0,0
BC_medSBP,25,1,55-64,NHW,52979,511,53041.79116885241,52594.38926644131,53560.02210131526
BC_medSBP,26,1,55-64,NHB,9228,212,9313.847997960635,9561.126541102916,9501.152064793047
BC_medSBP,27,1,55-64,HIS,7071,150,7064.916972879265,6841.6262743344705,7161.2652024188965
BC_medSBP,28,1,55-64,OTH,7758,175,7670.72957883678,7857.563988440216,7710.773187028106
BC_medSBP,29,2,55-64,NHW,0,0,0,0,0
BC_medSBP,30,2,55-64,NHB,0,0,0,0,0
BC_medSBP,31,2,55-64,HIS,0,0,0,0,0
BC_medSBP,32,2,55-64,OTH,0,0,0,0,0
BC_medSBP,33,1,65-74,NHW,54872,489,53938.22359151242,55335.567608923906,54210.635031401995
BC_medSBP,34,1,65-74,NHB,6141,149,6385.683795368838,6367.051186737489,5945.1822981316045
BC_medSBP,35,1,65-74,HIS,5750,135,5815.0653026660775,5833.337395038446,5674.798162241774
BC_medSBP,36,1,65-74,OTH,4430,101,4388.775733117145,4438.534813545144,4303.76463362711
BC_medSBP,37,2,65-74,NHW,0,0,0,0,0
BC_medSBP,38,2,65-74,NHB,0,0,0,0,0
BC_medSBP,39,2,65-74,HIS,0,0,0,0,0
BC_medSBP,40,2,65-74,OTH,0,0,0,0,0
BC_medSBP,41,1,75+,NHW,41091,416,41182.55684670523,40801.62415121654,40779.86804416295
BC_medSBP,42,1,75+,NHB,5114,157,5187.740127088964,5106.740023936795,5202.578333091641
BC_medSBP,43,1,75+,HIS,2025,64,1926.3453470429522,2004.946300253613,2163.80767096673
BC_medSBP,44,1,75+,OTH,2017,63,1981.8812347947458,1997.3793126420717,1992.4236140771734
BC_medSBP,45,2,75+,NHW,0,0,0,0,0
BC_medSBP,46,2,75+,NHB,0,0,0,0,0
BC_medSBP,47,2,75+,HIS,0,0,0,0,0
BC_medSBP,48,2,75+,OTH,0,0,0,0,0
CC_medSBP,1,1,20-34,NHW,803,61,874.2674846376508,866.4822486362126,856.4679032133812
CC_medSBP,2,1,20-34,NHB,160,26,158.65163442654833,105.37751215419279,171.07490380103224
CC_medSBP,3,1,20-34,HIS,290,28,272.7365955369351,302.7397114187491,336.318539468689
CC_medSBP,4,1,20-34,OTH,130,21,137.28933381889453,123.77135555165303,99.70407304437842
CC_medSBP,5,2,20-34,NHW,827,60,821.8567538796465,776.2203229536552,795.3060870202381
CC_medSBP,6,2,20-34,NHB,111,20,112.6050048807966,93.62610593236994,85.30091799979175
CC_medSBP,7,2,20-34,HIS,253,26,244.5623298368199,279.87445188258215,252.85548005588979
CC_medSBP,8,2,20-34,OTH,101,18,96.05629058440141,95.64155928459104,94.71077519394639
CC_medSBP,9,1,35-44,NHW,1742,85,1817.1150926837463,1687.84804135263,1868.3520033339903
CC_medSBP,10,1,35-44,NHB,587,51,569.9988148615498,585.937212641725,604.950536285984
CC_medSBP,11,1,35-44,HIS,587,43,573.1253055277963,547.5489176162561,570.7997550806101
CC_medSBP,12,1,35-44,OTH,324,33,297.58993357517693,296.50292799224945,363.6193124894538
CC_medSBP,13,2,35-44,NHW,2069,90,2148.802127291623,2063.0889261012835,1909.9439259948408
CC_medSBP,14,2,35-44,NHB,444,42,423.48774116347676,452.2263347738116,420.93081383363256
CC_medSBP,15,2,35-44,HIS,585,41,639.1937545580824,558.8304049123777,613.291197265841
CC_medSBP,16,2,35-44,OTH,367,34,395.53865103679794,346.19438894900475,367.52595856451666
CC_medSBP,17,1,45-54,NHW,5415,156,5137.253297881681,5628.437469783876,5109.070881485381
CC_medSBP,18,1,45-54,NHB,1164,64,1134.3872464886144,995.3134153435605,1174.0318141119874
CC_medSBP,19,1,45-54,HIS,1116,52,1103.1469434277515,1163.2342691667238,1152.235260166704
CC_medSBP,20,1,45-54,OTH,796,45,902.9402121083099,787.9807608760085,786.0415521817168
CC_medSBP,21,2,45-54,NHW,6081,149,5800.8070770537,6040.486847771388,6133.860428873793
CC_medSBP,22,2,45-54,NHB,1476,77,1481.628221539152,1413.1321785077564,1465.6268884270062
CC_medSBP,23,2,45-54,HIS,1382,59,1390.82107673312,1365.602760804282,1380.9374818519746
CC_medSBP,24,2,45-54,OTH,1756,86,1704.2211786120795,1781.1382967468935,1807.09513522296
CC_medSBP,25,1,55-64,NHW,9947,222,10189.052484128897,10068.881084815763,9814.69033038788
CC_medSBP,26,1,55-64,NHB,2489,110,2477.1543119457992,2553.8138670258422,2558.366901827292
CC_medSBP,27,1,55-64,HIS,1766,75,1787.5245893605934,1764.0601937379035,1827.6625290137856
CC_medSBP,28,1,55-64,OTH,1770,84,1834.256775644221,1655.5359392726646,1649.824872415791
CC_medSBP,29,2,55-64,NHW,13970,259,14467.230386194657,14056.98344767867,14122.875835722167
CC_medSBP,30,2,55-64,NHB,2309,94,2250.273581107173,2398.229112993182,2280.2375215352918
CC_medSBP,31,2,55-64,HIS,2384,88,2343.777011252107,2466.49154752839,2271.511373279027
CC_medSBP,32,2,55-64,OTH,2184,93,2197.60317516482,2202.0898633234824,2188.9360238126737
CC_medSBP,33,1,65-74,NHW,11891,227,11829.47003245195,11560.615152911127,11834.905391596223
CC_medSBP,34,1,65-74,NHB,1864,82,1849.2581376642281,1799.7130600934174,1887.7593116202456
CC_medSBP,35,1,65-74,HIS,1490,69,1488.5951173904336,1484.7929089914426,1498.428006002294
CC_medSBP,36,1,65-74,OTH,916,46,892.8958260710502,922.0628852216349,918.8568401165436
CC_medSBP,37,2,65-74,NHW,14501,251,14665.031031130782,14828.472190267154,14470.609819818616
CC_medSBP,38,2,65-74,NHB,2124,90,2298.3538983963645,2229.6100991413605,2130.3011143992007
CC_medSBP,39,2,65-74,HIS,1715,68,1664.7274194527201,1652.3922048568438,1695.3188472436002
CC_medSBP,40,2,65-74,OTH,1460,62,1465.8052551873934,1508.0623735713943,1626.4040651998641
CC_medSBP,41,1,75+,NHW,18004,276,17842.361689062018,17557.770814183285,18713.414990799953
CC_medSBP,42,1,75+,NHB,2255,105,2274.77717832786,2342.852864346816,2384.551025003313
CC_medSBP,43,1,75+,HIS,1092,47,1126.5879404967095,1161.8349241409471,1032.1703402521784
CC_medSBP,44,1,75+,OTH,1030,45,1007.2598454650904,1060.5120148976728,1027.1519934616838
CC_medSBP,45,2,75+,NHW,15376,259,15034.928897472184,14904.720428287223,15553.341034209738
CC_medSBP,46,2,75+,NHB,1687,87,1586.5823805971686,1690.3934105351066,1833.7019846432095
CC_medSBP,47,2,75+,HIS,1134,51,1052.7830785377666,1061.7411638830588,1097.334408012889
CC_medSBP,48,2,75+,OTH,1166,55,1131.3221631707531,1200.1017690478454,1151.9137084405356
CM_medSBP,1,1,20-34,NHW,98,10,89.18845719055001,93.71522639899923,91.17911274625827
CM_medSBP,2,1,20-34,NHB,59,8,73.58513264972143,56.868129321482314,38.03153992498938
CM_medSBP,3,1,20-34,HIS,28,6,24.028720410669926,24.975535176803554,25.30097757906785
CM_medSBP,4,1,20-34,OTH,9,2,7.191693775094415,8.12673662864833,9.680127836356947
CM_medSBP,5,2,20-34,NHW,215,16,200.36573256842541,198.233504434748,214.53563714957363
CM_medSBP,6,2,20-34,NHB,143,12,144.82057737366733,151.29524008218726,164.2933979104536
CM_medSBP,7,2,20-34,HIS,65,9,57.481000853396424,65.21328367424839,62.149482692061504
CM_medSBP,8,2,20-34,OTH,25,5,34.96219664682046,24.30705696009255,30.946558377852057
CM_medSBP,9,1,35-44,NHW,144,12,150.25316026656452,145.18890503533336,144.6247443117413
CM_medSBP,10,1,35-44,NHB,109,11,105.9164197444996,91.03192742338075,144.1268977637116
CM_medSBP,11,1,35-44,HIS,32,6,34.741153949318175,31.558112066510123,27.25098498711629
CM_medSBP,12,1,35-44,OTH,20,5,22.508457975808106,19.85140758025043,22.00033371449346
CM_medSBP,13,2,35-44,NHW,324,18,314.9644201778619,332.69086780392917,274.6876813969675
CM_medSBP,14,2,35-44,NHB,237,16,222.306269056231,241.39181175005726,240.21590725826013
CM_medSBP,15,2,35-44,HIS,88,10,71.45948272526509,106.5024406987368,75.39242128290591
CM_medSBP,16,2,35-44,OTH,47,7,45.301606138246704,39.19586071356276,48.145313627392476
CM_medSBP,17,1,45-54,NHW,310,18,288.32118640201304,353.4171062057069,320.13496869352707
CM_medSBP,18,1,45-54,NHB,164,13,172.12419196911085,166.52325835242038,154.5083656028264
CM_medSBP,19,1,45-54,HIS,45,7,39.08914091876916,45.90595399101685,44.739678988365455
CM_medSBP,20,1,45-54,OTH,16,4,11.199099909233077,14.107959991299783,12.456498546812197
CM_medSBP,21,2,45-54,NHW,749,28,767.3907636710607,756.8739369628211,787.6277490910345
CM_medSBP,22,2,45-54,NHB,394,20,389.12079367163744,392.2094486819243,396.56675679592564
CM_medSBP,23,2,45-54,HIS,116,11,117.17644980188082,111.82148828162097,111.92591028292551
CM_medSBP,24,2,45-54,OTH,63,8,63.382703458605,58.04293257127261,69.28595198057725
CM_medSBP,25,1,55-64,NHW,640,26,643.8206287572311,699.111262191806,643.9398957055392
CM_medSBP,26,1,55-64,NHB,288,18,268.8026673624698,321.7250663158118,301.3476421004079
CM_medSBP,27,1,55-64,HIS,71,9,66.16787759030716,72.17031958882815,67.46900751424296
CM_medSBP,28,1,55-64,OTH,36,6,46.479837668301784,31.504307986334588,36.55963761556441
CM_medSBP,29,2,55-64,NHW,1465,38,1444.1594619135149,1448.5968957808234,1471.073806578014
CM_medSBP,30,2,55-64,NHB,594,25,545.666865835908,609.1482994365892,599.2074877699495
CM_medSBP,31,2,55-64,HIS,173,14,159.26351237779372,154.45157032462788,190.8618322449292
CM_medSBP,32,2,55-64,OTH,91,10,90.7358010767577,117.12877296296632,82.38995739786051
CM_medSBP,33,1,65-74,NHW,982,32,991.1038547579772,1013.9112081771557,996.7624622214016
CM_medSBP,34,1,65-74,NHB,316,18,309.6471758977221,311.86016196566146,321.7137400085222
CM_medSBP,35,1,65-74,HIS,78,9,76.70805136145457,85.27983253907044,77.6289998998459
CM_medSBP,36,1,65-74,OTH,44,7,47.63191952612595,46.775621935948614,44.0073734372681
CM_medSBP,37,2,65-74,NHW,2002,45,1995.8759092484754,1952.419806073028,1981.8493273103647
CM_medSBP,38,2,65-74,NHB,549,24,599.4739432237735,561.6116169313053,581.63830077237
CM_medSBP,39,2,65-74,HIS,152,13,135.3575292249114,166.06445303431767,147.89308417311642
CM_medSBP,40,2,65-74,OTH,88,10,87.79240877286551,95.23531364474509,99.08939768332365
CM_medSBP,41,1,75+,NHW,3851,88,3777.489469977202,3994.222163531161,3811.7876785179537
CM_medSBP,42,1,75+,NHB,529,33,568.1521194672478,573.5917896449171,527.0814176448291
CM_medSBP,43,1,75+,HIS,296,25,324.5306103694843,335.2259828452504,326.5084177792369
CM_medSBP,44,1,75+,OTH,137,17,134.68202541795893,164.91132707753889,118.21466248514363
CM_medSBP,45,2,75+,NHW,4298,93,4439.376788170643,4335.8839945375275,4443.928533888962
CM_medSBP,46,2,75+,NHB,482,31,497.63560567417534,534.542612037191,484.57522502519816
CM_medSBP,47,2,75+,HIS,289,25,300.87079560840044,300.6745053849878,229.52295618832767
CM_medSBP,48,2,75+,OTH,144,17,164.2492650228984,147.1948364857775,118.86914674736528
DIAB_medSBP,1,1,20-34,NHW,169,13,159.91639917135365,154.71463858344143,173.87274420602583
DIAB_medSBP,2,1,20-34,NHB,109,11,115.49978817926481,115.85426708704598,98.72245858393315
DIAB_medSBP,3,1,20-34,HIS,39,7,35.68302116253605,41.58990520320526,33.82301235052327
DIAB_medSBP,4,1,20-34,OTH,10,4,10.927511684025026,9.560568739225202,4.301106308059137
DIAB_medSBP,5,2,20-34,NHW,263,16,262.7301033901011,284.8019053326689,286.5601909781002
DIAB_medSBP,6,2,20-34,NHB,148,12,148.36519500870605,139.5830261209039,134.4958328231001
DIAB_medSBP,7,2,20-34,HIS,59,8,56.55555161701568,65.98727808956895,41.71732857683404
DIAB_medSBP,8,2,20-34,OTH,21,5,30.22416571117696,25.628592083220205,20.848983470083663
DIAB_medSBP,9,1,35-44,NHW,389,21,362.5598402999752,442.3555099881194,434.3428322131573
DIAB_medSBP,10,1,35-44,NHB,241,16,257.46265965867076,244.98687593529525,251.1294759643098
DIAB_medSBP,11,1,35-44,HIS,75,9,62.90226492926253,78.9110858503645,64.84529225765482
DIAB_medSBP,12,1,35-44,OTH,41,7,29.388835026757558,39.728944443808096,29.916986873637654
DIAB_medSBP,13,2,35-44,NHW,636,26,622.3472311514773,625.4266403837147,631.2700856835784
DIAB_medSBP,14,2,35-44,NHB,381,20,387.0217787157816,392.543396823105,349.53777675446383
DIAB_medSBP,15,2,35-44,HIS,192,14,199.7923432092076,209.08426258134358,200.3722356088456
DIAB_medSBP,16,2,35-44,OTH,81,10,93.23033548014928,77.17529915948646,89.5372695503412
DIAB_medSBP,17,1,45-54,NHW,1108,33,1126.4630191153728,1097.875282910701,1160.8906093539854
DIAB_medSBP,18,1,45-54,NHB,606,25,584.2504948760239,623.87375247112,611.6558581178783
DIAB_medSBP,19,1,45-54,HIS,281,17,289.6057132329408,280.5589887488367,269.39394102630143
DIAB_medSBP,20,1,45-54,OTH,99,11,78.74554877603474,90.70454170460287,89.7136143505932
DIAB_medSBP,21,2,45-54,NHW,2078,46,2063.0702638338953,2101.391232493307,2113.93856288211
DIAB_medSBP,22,2,45-54,NHB,837,29,827.0381391515621,861.4975102152941,843.5018646148094
DIAB_medSBP,23,2,45-54,HIS,519,23,555.2253655995278,539.7939130800468,514.1003508100532
DIAB_medSBP,24,2,45-54,OTH,170,14,186.19996234114566,165.52159789936508,149.1395679343887
DIAB_medSBP,25,1,55-64,NHW,2868,54,2910.62444309827,2914.0963875165444,2958.513626949243
DIAB_medSBP,26,1,55-64,NHB,1189,35,1191.0795945691045,1258.4774338170587,1242.9575958385371
DIAB_medSBP,27,1,55-64,HIS,525,23,491.1922288830505,557.6684626229508,519.2400341212555
DIAB_medSBP,28,1,55-64,OTH,194,14,218.3608168907993,169.3157176808103,201.443887249731
DIAB_medSBP,29,2,55-64,NHW,5368,73,5406.132221495921,5351.537550534279,5265.888827098677
DIAB_medSBP,30,2,55-64,NHB,1726,42,1780.6137229715382,1768.1460465553055,1711.9753539175517
DIAB_medSBP,31,2,55-64,HIS,923,31,960.6197725470545,944.0233283230586,961.0061061236013
DIAB_medSBP,32,2,55-64,OTH,362,20,371.8675469954862,366.76710195075134,356.9804304528011
DIAB_medSBP,33,1,65-74,NHW,4785,70,4710.412034210234,4788.119971061722,4732.329310877828
DIAB_medSBP,34,1,65-74,NHB,1617,41,1651.2452934871387,1685.4043552674927,1645.0927869837074
DIAB_medSBP,35,1,65-74,HIS,796,29,767.0825257271082,803.0778168388132,847.0254326449179
DIAB_medSBP,36,1,65-74,OTH,316,18,297.31028671319893,300.10635482438465,338.02296470899995
DIAB_medSBP,37,2,65-74,NHW,7948,89,7915.696015407206,7982.375163061266,7993.9185580386575
DIAB_medSBP,38,2,65-74,NHB,1915,44,1909.9959150199504,1860.6028023587196,1885.01815052765
DIAB_medSBP,39,2,65-74,HIS,1023,32,1052.6838939887593,1004.9100287897469,951.322649209203
DIAB_medSBP,40,2,65-74,OTH,459,22,452.3844619084629,445.30219020755544,456.27481444287
DIAB_medSBP,41,1,75+,NHW,11096,150,11252.074027053433,10984.573332721224,11055.472552814152
DIAB_medSBP,42,1,75+,NHB,2722,74,2794.3153404270665,2791.291021614157,2621.0734339498913
DIAB_medSBP,43,1,75+,HIS,1622,57,1720.3466466180794,1731.213792972719,1666.682348514547
DIAB_medSBP,44,1,75+,OTH,855,42,897.6423564487072,887.743153884373,840.5365265434394
DIAB_medSBP,45,2,75+,NHW,11960,155,11649.050891275307,12064.7076271535,12145.851339374321
DIAB_medSBP,46,2,75+,NHB,1872,61,1878.4324274853145,1909.017807958877,1932.50770111434
DIAB_medSBP,47,2,75+,HIS,1428,54,1398.4049549900762,1346.7784138492216,1446.0724618728113
DIAB_medSBP,48,2,75+,OTH,695,38,755.1225368670086,749.7576981774334,714.3822532905858
ECA_medSBP,1,1,20-34,NHW,9,6,11.825485929893874,0,6.072052215613352
ECA_medSBP,2,1,20-34,NHB,0,0,0,0,0
ECA_medSBP,3,1,20-34,HIS,3,3,2.8051638560502146,4.638814764787704,0
ECA_medSBP,4,1,20-34,OTH,0,0,0,0,0
ECA_medSBP,5,2,20-34,NHW,36,14,35.57435119152546,31.678917948029948,52.74775398764639
ECA_medSBP,6,2,20-34,NHB,0,0,0,0,0
ECA_medSBP,7,2,20-34,HIS,11,5,5.52706850182202,7.354180955607464,4.301734452212268
ECA_medSBP,8,2,20-34,OTH,0,0,0,0,0
ECA_medSBP,9,1,35-44,NHW,0,0,0,0,0
ECA_medSBP,10,1,35-44,NHB,5,5,13.112514602705655,4.894487857717507,2.994248437238743
ECA_medSBP,11,1,35-44,HIS,0,0,0,0,0
ECA_medSBP,12,1,35-44,OTH,4,4,4.8733851982647245,2.6551458988623926,5.319804952568191
ECA_medSBP,13,2,35-44,NHW,139,24,185.1798895261299,200.06358336953673,152.75821250250107
ECA_medSBP,14,2,35-44,NHB,8,6,9.234610560432845,19.731202640383735,10.058848005930917
ECA_medSBP,15,2,35-44,HIS,23,9,37.05720081612775,26.17786665182158,28.268407347108614
ECA_medSBP,16,2,35-44,OTH,13,7,19.279936667982508,17.27305701597676,21.76615808477772
ECA_medSBP,17,1,45-54,NHW,111,23,131.88649023017297,87.64679895214832,64.68655133586543
ECA_medSBP,18,1,45-54,NHB,4,4,0,5.370278753659501,4.17867866566561
ECA_medSBP,19,1,45-54,HIS,12,6,14.765430432190575,10.582719530775627,9.440075197422672
ECA_medSBP,20,1,45-54,OTH,6,4,6.277227884296844,8.6689535181584,3.518980145604624
ECA_medSBP,21,2,45-54,NHW,619,48,575.798420674846,647.7535310402268,702.5026091295697
ECA_medSBP,22,2,45-54,NHB,16,8,8.218179709650538,19.968182774292597,5.23066574570541
ECA_medSBP,23,2,45-54,HIS,65,13,57.69802339654301,72.14219947120924,49.07577748763182
ECA_medSBP,24,2,45-54,OTH,13,8,17.832868309912314,25.62394491443697,13.31619798597955
ECA_medSBP,25,1,55-64,NHW,291,39,329.6229386665107,319.0329284136028,348.59127589926015
ECA_medSBP,26,1,55-64,NHB,25,11,21.897043022842993,14.806427537061628,34.716918966884336
ECA_medSBP,27,1,55-64,HIS,16,7,27.509764441843068,20.626511798679086,22.735479567921477
ECA_medSBP,28,1,55-64,OTH,8,6,13.88127467717047,10.42768866851186,5.4657830011316655
ECA_medSBP,29,2,55-64,NHW,2319,106,2251.637175093511,2402.1066036092775,2467.70660464708
ECA_medSBP,30,2,55-64,NHB,77,18,47.48165059571603,75.2966719318969,71.32925641871148
ECA_medSBP,31,2,55-64,HIS,158,23,210.26534991870398,171.03637947908274,164.07833373628827
ECA_medSBP,32,2,55-64,OTH,67,17,53.23111162461603,60.4935380539666,64.28845767337906
ECA_medSBP,33,1,65-74,NHW,374,41,381.5322638922705,339.76764946447827,360.143078857901
ECA_medSBP,34,1,65-74,NHB,18,8,17.63847363689642,23.979335308145394,22.790884423763938
ECA_medSBP,35,1,65-74,HIS,35,11,30.699953067899937,38.70662268794078,39.98219658989563
ECA_medSBP,36,1,65-74,OTH,3,3,4.982736669875221,0.7813934525114599,4.29409235650537
ECA_medSBP,37,2,65-74,NHW,2921,112,2800.168666656792,2902.4481833110644,2875.402113173471
ECA_medSBP,38,2,65-74,NHB,60,15,65.51333511787762,59.42858277449235,84.31185806509757
ECA_medSBP,39,2,65-74,HIS,158,21,151.64685546421805,110.93687251992156,125.69574937212482
ECA_medSBP,40,2,65-74,OTH,63,13,51.89562841414678,76.82578350884187,71.17748211052493
ECA_medSBP,41,1,75+,NHW,534,48,511.7441008416706,490.99550569000155,607.7444732705877
ECA_medSBP,42,1,75+,NHB,25,11,30.365266608495226,27.921726531392117,13.216475167360262
ECA_medSBP,43,1,75+,HIS,23,7,16.064259460206586,31.979799117533563,26.470148491842576
ECA_medSBP,44,1,75+,OTH,14,6,4.4086267987426915,16.894366822443608,14.73744687816697
ECA_medSBP,45,2,75+,NHW,2293,100,2105.8908823134525,2344.318492862668,2199.2283049477746
ECA_medSBP,46,2,75+,NHB,67,18,103.08444244816877,96.91976568513192,91.24221417686002
ECA_medSBP,47,2,75+,HIS,67,13,84.42657638164121,63.490520808919555,50.419719347727465
ECA_medSBP,48,2,75+,OTH,52,12,45.25906387757095,55.38943597210804,54.52279621559961
ENDO_medSBP,1,1,20-34,NHW,74,10,73.23336341753024,59.85075950535109,78.3442060058579
ENDO_medSBP,2,1,20-34,NHB,9,2,10.232673379818717,8.47158014526162,9.298625143648861
ENDO_medSBP,3,1,20-34,HIS,9,2,8.708196376220497,9.78644492258546,8.216491808901385
ENDO_medSBP,4,1,20-34,OTH,8,1,7.3153420363097625,6.344237897878728,7.945322671233433
ENDO_medSBP,5,2,20-34,NHW,63,8,63.33083023678268,57.37206276785812,61.97979695450012
ENDO_medSBP,6,2,20-34,NHB,9,2,10.55451994216072,8.740063814759033,10.575167352895122
ENDO_medSBP,7,2,20-34,HIS,13,4,8.28133004272324,12.907773631803105,11.774030771547862
ENDO_medSBP,8,2,20-34,OTH,8,1,9.17102483984015,6.549807339122565,7.785466814217338
ENDO_medSBP,9,1,35-44,NHW,50,8,45.99813020489941,47.55384946491642,49.04747994306644
ENDO_medSBP,10,1,35-44,NHB,10,4,6.646241588277246,16.69241070054274,10.40487562023815
ENDO_medSBP,11,1,35-44,HIS,9,2,7.952004201518887,11.902365170342215,6.4037683645494425
ENDO_medSBP,12,1,35-44,OTH,6,1,6.494065377534559,6.850550177196915,7.108088568574945
ENDO_medSBP,13,2,35-44,NHW,66,9,70.76555153829304,54.28332662511559,74.98865831920187
ENDO_medSBP,14,2,35-44,NHB,13,4,9.746387901264356,10.100629235114111,11.430835324851728
ENDO_medSBP,15,2,35-44,HIS,16,4,14.892936021331055,19.422567118187015,17.44260781300362
ENDO_medSBP,16,2,35-44,OTH,9,1,8.914411396122498,8.921477081388353,8.931132540956266
ENDO_medSBP,17,1,45-54,NHW,44,7,41.52596221421787,46.13528237844804,45.311924749294604
ENDO_medSBP,18,1,45-54,NHB,12,4,18.705263352510016,13.612804901118096,9.30780297828506
ENDO_medSBP,19,1,45-54,HIS,9,2,8.596321172260792,12.664876489379644,9.489874314724238
ENDO_medSBP,20,1,45-54,OTH,5,1,6.043475491665497,6.787248166111245,5.066759416613406
ENDO_medSBP,21,2,45-54,NHW,92,10,95.746457182202107,89.2798777509449,91.84031672905004
ENDO_medSBP,22,2,45-54,NHB,16,4,14.21858750944767,14.105311627222932,14.348298520416245
ENDO_medSBP,23,2,45-54,HIS,15,4,15.110488882756803,11.299043494866469,10.122775024649075
ENDO_medSBP,24,2,45-54,OTH,9,1,9.00130728994116,9.906981176072396,9.232817392338406
ENDO_medSBP,25,1,55-64,NHW,77,10,62.400094888549454,93.86859165589631,66.93439000975653
ENDO_medSBP,26,1,55-64,NHB,24,5,32.79484203206957,17.560581329854458,24.45015331309447
ENDO_medSBP,27,1,55-64,HIS,10,4,9.893094206619446,7.051975111418011,12.800999748188648
ENDO_medSBP,28,1,55-64,OTH,8,1,9.235109769198512,6.757588697548018,8.103474499310346
ENDO_medSBP,29,2,55-64,NHW,137,12,154.23382140378843,128.81784528162763,145.44539439199644
ENDO_medSBP,30,2,55-64,NHB,26,6,15.121270101601873,24.28696437577813,14.839503331645231
ENDO_medSBP,31,2,55-64,HIS,19,5,18.81056562733843,11.335467072916897,16.18129667351897
ENDO_medSBP,32,2,55-64,OTH,9,1,9.18318845068394,9.969075636236061,8.430636414567122
ENDO_medSBP,33,1,65-74,NHW,103,10,107.87310578461887,118.59822132295197,101.06167262753046
ENDO_medSBP,34,1,65-74,NHB,17,5,17.333821132554146,11.007413000126581,22.861121780178255
ENDO_medSBP,35,1,65-74,HIS,16,4,13.39742097245883,19.597274004796525,16.760765727144097
ENDO_medSBP,36,1,65-74,OTH,9,1,7.667663365168581,10.021018796604722,9.498836421708962
ENDO_medSBP,37,2,65-74,NHW,145,13,137.56846205106342,145.18414194827972,155.00912257059133
ENDO_medSBP,38,2,65-74,NHB,30,6,22.270460677562642,25.219978264437483,31.15890974850571
ENDO_medSBP,39,2,65-74,HIS,17,5,12.802051253903542,23.40524839784554,19.384381944038893
ENDO_medSBP,40,2,65-74,OTH,9,1,8.417351080936772,8.732193730114401,8.30536674254985
ENDO_medSBP,41,1,75+,NHW,176,19,188.40622149351896,157.4699478605129,195.97191842549867
ENDO_medSBP,42,1,75+,NHB,21,5,17.03578074438848,24.30831432869216,26.324114566369254
ENDO_medSBP,43,1,75+,HIS,9,2,10.636103333028169,8.511628466866307,14.724545492960532
ENDO_medSBP,44,1,75+,OTH,9,1,8.048558433295323,8.532709658885377,9.133656637895571
ENDO_medSBP,45,2,75+,NHW,223,21,231.7560667504071,221.2499183972698,227.81451887055738
ENDO_medSBP,46,2,75+,NHB,11,4,9.775300409284615,11.60610868338592,14.864783951282444
ENDO_medSBP,47,2,75+,HIS,9,2,3.5887716783693824,10.018170912421963,5.855828602962362
ENDO_medSBP,48,2,75+,OTH,9,1,10.20724000448447,10.137753395911512,8.799780403972669
GC_medSBP,1,1,20-34,NHW,0,0,0,0,0
GC_medSBP,2,1,20-34,NHB,4,5,5.214279628492791,9.803825220254613,4.344974942333264
GC_medSBP,3,1,20-34,HIS,3,3,2.8198736755996068,0,1.1530273371340005
GC_medSBP,4,1,20-34,OTH,4,4,8.193055140858402,0,4.2294058659667355
GC_medSBP,5,2,20-34,NHW,5,4,8.033356977886635,1.2129799985421847,1.4903398537223111
GC_medSBP,6,2,20-34,NHB,0,0,0,0,0
GC_medSBP,7,2,20-34,HIS,0,0,0,0,0
GC_medSBP,8,2,20-34,OTH,0,0,0,0,0
GC_medSBP,9,1,35-44,NHW,21,9,18.583834828136677,22.596881350483898,23.546175444439193
GC_medSBP,10,1,35-44,NHB,13,8,5.975735104722501,18.148353968209847,23.554071339954817
GC_medSBP,11,1,35-44,HIS,35,11,35.90453640720559,34.80493463316892,34.31942555575957
GC_medSBP,12,1,35-44,OTH,20,8,24.962605168182705,28.870158676341596,16.288303737750205
GC_medSBP,13,2,35-44,NHW,20,9,25.280114780269656,24.071602585263005,25.71621703640176
GC_medSBP,14,2,35-44,NHB,0,0,0,0,0
GC_medSBP,15,2,35-44,HIS,6,5,7.301729840033255,6.213822561232025,7.948328634104971
