disease,subgroup,Sex,Age_label,Race_label,count,se,X1,X2,X3
OSTK,11,1,35-44,HIS,18,5,20.249066312191403,21.410164957828517,18.358766389054644
OSTK,12,1,35-44,OTH,9,2,6.704946824325721,9.439146360084912,8.13478075725183
OSTK,13,2,35-44,NHW,81,10,80.69188019753881,73.22554687609818,71.84189854121301
OSTK,14,2,35-44,NHB,62,8,54.90756574948681,52.01902670588352,62.71427827020187
OSTK,15,2,35-44,HIS,26,6,35.91241673554466,26.88522855614103,25.843383922320008
OSTK,16,2,35-44,OTH,13,4,7.806227587601217,14.46364190049695,12.613811583868747
OSTK,17,1,45-54,NHW,315,18,337.80851999886056,285.1178982635939,306.40348435267526
OSTK,18,1,45-54,NHB,174,14,167.47355701915316,174.98012638067712,184.11198316144652
OSTK,19,1,45-54,HIS,61,8,69.80621804213723,58.339917140874434,47.23883303111591
OSTK,20,1,45-54,OTH,29,6,30.07058893362169,28.209556542555557,27.428391157985725
OSTK,21,2,45-54,NHW,481,23,449.5523886991034,541.1910737548349,472.420288039372
OSTK,22,2,45-54,NHB,259,17,217.0646403857202,253.31624197463617,282.3803127765733
OSTK,23,2,45-54,HIS,95,10,95.44053604261705,97.15401758429482,89.28301456676071
OSTK,24,2,45-54,OTH,31,6,20.735385371753374,34.669629635332356,32.42536692380497
OSTK,25,1,55-64,NHW,1250,36,1276.3504259152414,1245.6853777096821,1233.8159703261433
OSTK,26,1,55-64,NHB,546,24,544.6390724779858,565.4875573419031,534.2165411699212
OSTK,27,1,55-64,HIS,154,13,172.51998553040178,144.53164152742906,146.72676604730685
OSTK,28,1,55-64,OTH,86,10,61.200536299964014,94.30983837589554,82.83182691027976
OSTK,29,2,55-64,NHW,1794,43,1782.2601793345773,1782.3547859037953,1760.619549623208
OSTK,30,2,55-64,NHB,812,29,816.6711594057531,844.2898328513289,789.434476351311
OSTK,31,2,55-64,HIS,240,16,237.00460881863253,248.74885008528943,247.96729551236527
OSTK,32,2,55-64,OTH,114,11,115.49078613070088,83.33362523448976,100.69289592448287
OSTK,33,1,65-74,NHW,3277,57,3302.9340875987778,3235.930274176791,3364.048248728581
OSTK,34,1,65-74,NHB,999,32,982.8924968203467,1036.1227482209142,1009.4328095753041
OSTK,35,1,65-74,HIS,315,18,328.3964037707981,308.13745156360545,313.00943520171506
OSTK,36,1,65-74,OTH,196,14,187.8322604429644,181.8053685424898,216.14770557089486
OSTK,37,2,65-74,NHW,4046,64,4000.1767910399453,4013.551899753107,4196.832453471382
OSTK,38,2,65-74,NHB,1244,36,1223.6245456141653,1267.1464713176545,1261.9367816198114
OSTK,39,2,65-74,HIS,444,22,467.7818605685696,460.0236769216584,421.000450878978
OSTK,40,2,65-74,OTH,242,16,266.7404917929321,258.48188095218137,235.31538690454127
OSTK,41,1,75+,NHW,27260,228,27607.464206115652,27091.68223731702,27801.918108869184
OSTK,42,1,75+,NHB,3210,80,3251.066092813727,3139.1119742059013,3199.6961931512133
OSTK,43,1,75+,HIS,1756,59,1705.6243119131307,1771.4668032885363,1782.9763950056092
OSTK,44,1,75+,OTH,1160,48,1251.6753563994628,1127.346120110932,1183.781180992399
OSTK,45,2,75+,NHW,15356,175,15329.049911556698,15404.182860312932,15333.18760235798
OSTK,46,2,75+,NHB,1864,61,1900.0040627117303,1832.0057897927102,1733.8042352625412
OSTK,47,2,75+,HIS,1219,50,1245.4510641940053,1245.2070384301974,1244.3040086177057
OSTK,48,2,75+,OTH,817,41,886.750016326867,867.9020283095244,870.5802248610406
OTH,1,1,20-34,NHW,155,13,170.62661847346752,154.32769227390094,158.46784633112736
OTH,2,1,20-34,NHB,85,10,80.51637837001425,88.94047756863354,84.69867671527952
OTH,3,1,20-34,HIS,28,6,29.531471998970293,37.836472729228944,26.467621708069952
OTH,4,1,20-34,OTH,9,2,8.252544202972224,8.084697469105404,8.83476170348548
OTH,5,2,20-34,NHW,172,14,170.9672995535585,186.27911524683722,157.92226980023216
OTH,6,2,20-34,NHB,83,9,87.83632624770978,83.09964213388068,76.08042731019792
OTH,7,2,20-34,HIS,31,6,28.93107967587669,26.609056345862896,39.091968819910385
OTH,8,2,20-34,OTH,15,4,18.094041736829563,13.227997071909435,9.27032664443778
OTH,9,1,35-44,NHW,253,16,260.1505731700404,240.55015609650454,247.6366466067353
OTH,10,1,35-44,NHB,139,12,150.73587357099336,151.50276682131235,119.99441579664906
OTH,11,1,35-44,HIS,46,7,41.367671103112464,47.701992296130285,49.7560241107016
OTH,12,1,35-44,OTH,9,2,7.848875361053588,6.51539514845043,11.020066883395582
OTH,13,2,35-44,NHW,258,16,259.51730898602915,247.73048935976027,225.18822064107582
OTH,14,2,35-44,NHB,137,12,135.01025150280316,124.90637353361357,143.11109887376875
OTH,15,2,35-44,HIS,75,9,73.64982244439541,73.66245823902047,81.32413089392192
OTH,16,2,35-44,OTH,38,7,37.8241858221908,40.951579757492674,35.415604374907524
OTH,17,1,45-54,NHW,499,23,507.9476110298727,487.1496631146694,524.194739436324
OTH,18,1,45-54,NHB,244,16,235.71803703786546,264.43678290120033,255.59975100949794
OTH,19,1,45-54,HIS,77,9,75.69232105073382,85.4295523451849,67.38424410756419
OTH,20,1,45-54,OTH,31,6,34.66742666978239,18.348307587319045,25.204051599966956
OTH,21,2,45-54,NHW,603,25,609.7649059170631,582.4574660704163,615.2474223913513
OTH,22,2,45-54,NHB,250,16,244.51020722039058,267.87357100900795,281.8534202420388
OTH,23,2,45-54,HIS,113,11,75.60932145788998,111.9682640088061,107.87042811803248
OTH,24,2,45-54,OTH,33,6,34.57008002938522,22.369355410989314,30.72024877287224
OTH,25,1,55-64,NHW,1071,33,1099.2522120802123,1067.6350336560636,1077.9917340373897
OTH,26,1,55-64,NHB,387,20,402.25336111523103,395.4244208856159,402.43143699792967
OTH,27,1,55-64,HIS,123,12,123.7797705099042,128.578146690106,136.81885749053146
OTH,28,1,55-64,OTH,49,7,47.035036351612696,54.81683988003644,38.516317175836974
OTH,29,2,55-64,NHW,1496,40,1469.298799738253,1544.438735835325,1495.5051169890821
OTH,30,2,55-64,NHB,366,20,339.13869009073716,382.68289816921117,361.2712771059741
OTH,31,2,55-64,HIS,168,13,163.3319143586152,173.90867114007668,146.60581379280603
OTH,32,2,55-64,OTH,51,8,52.78544383168653,44.54622589415263,42.897126228213956
OTH,33,1,65-74,NHW,2153,47,2083.7561866020833,2180.915956242326,2161.672503948622
OTH,34,1,65-74,NHB,538,24,554.410711885612,557.6219629070482,564.656603797615
OTH,35,1,65-74,HIS,212,15,221.3708132964696,212.41102976391448,230.65877277554316
OTH,36,1,65-74,OTH,74,9,86.13706431208865,66.17091601005929,73.14670643997896
OTH,37,2,65-74,NHW,2372,49,2342.7593871763734,2352.7384728057314,2310.0314292554535
OTH,38,2,65-74,NHB,364,20,368.61486283171087,347.6578714285362,317.8037166047076
OTH,39,2,65-74,HIS,161,13,183.18884471629008,154.14327483148278,155.82396489969145
OTH,40,2,65-74,OTH,76,9,93.89575649413288,82.64834359643875,67.79890770800306
OTH,41,1,75+,NHW,14844,169,14879.39628757505,14868.202914837959,14816.077933607132
OTH,42,1,75+,NHB,1083,47,1069.3224357587624,1064.8347921041702,1049.2532222156854
OTH,43,1,75+,HIS,663,37,688.6771306612111,628.7837296738671,662.7192013383385
OTH,44,1,75+,OTH,419,29,424.1044105262659,430.8497087307791,408.78196015413715
OTH,45,2,75+,NHW,9270,136,9544.7994754777,9489.99537448535,9147.105148350758
OTH,46,2,75+,NHB,551,34,544.6853188150282,530.9498513808522,528.3961993253054
OTH,47,2,75+,HIS,395,29,434.1699001829016,387.02950172264445,382.3692813140589
OTH,48,2,75+,OTH,250,23,225.094592191172,298.4468268975292,267.830872308961
PC,1,1,20-34,NHW,89,21,78.65447791056897,89.54208134756473,52.76223381787199
PC,2,1,20-34,NHB,44,14,25.352638879919763,52.28947944128798,41.50350557176765
PC,3,1,20-34,HIS,60,13,84.79883963415264,77.61807715289791,51.56837814354594
PC,4,1,20-34,OTH,23,9,18.485837949278476,32.8531058939226,13.553668715889751
PC,5,2,20-34,NHW,85,20,94.58193286103615,101.4797603690314,82.08072927236555
PC,6,2,20-34,NHB,8,6,15.190822624446467,11.909951642696683,20.698129573552905
PC,7,2,20-34,HIS,23,8,24.284208710541996,19.821392149036434,2.9964672732664397
PC,8,2,20-34,OTH,4,4,4.077964573485015,0,0
PC,9,1,35-44,NHW,242,32,243.31530094688375,287.4083787808044,218.47796605631382
PC,10,1,35-44,NHB,86,20,81.91969270814845,74.00382469103383,91.83059447939897
PC,11,1,35-44,HIS,101,18,141.64966839388114,104.50192339905702,93.20536477065613
PC,12,1,35-44,OTH,42,12,49.764834399204645,56.32309946175412,37.39793730621322
PC,13,2,35-44,NHW,265,33,281.772422023475,242.86731757602607,253.85062161292169
PC,14,2,35-44,NHB,47,14,24.993485035815006,54.56637243590785,36.354240814672536
PC,15,2,35-44,HIS,80,16,77.34873876743315,102.55814613307159,73.47512156488865
PC,16,2,35-44,OTH,28,10,27.186544919989743,22.378037705477947,20.423552952226412
PC,17,1,45-54,NHW,887,63,921.4894551322683,809.9334885178611,964.3599825579342
PC,18,1,45-54,NHB,216,28,231.27574485212787,213.95062278421688,250.19925620078817
PC,19,1,45-54,HIS,193,22,183.81175973682176,197.26282754108016,159.62890398361964
PC,20,1,45-54,OTH,156,20,146.381642528019,109.76742966215681,157.0782182203943
PC,21,2,45-54,NHW,1180,65,1194.3451623861924,1199.8942862885099,1234.2399666701413
PC,22,2,45-54,NHB,260,32,222.80342062865975,285.5083086431577,257.42484810754866
PC,23,2,45-54,HIS,256,26,263.77139537039795,239.9325227116343,255.00916956450286
PC,24,2,45-54,OTH,232,32,275.484220191576,217.95246314889488,223.60621050795126
PC,25,1,55-64,NHW,3517,132,3486.0683406608664,3629.0012917690237,3578.71174549718
PC,26,1,55-64,NHB,1025,71,1088.9573506815486,1107.576032985526,932.486556980751
PC,27,1,55-64,HIS,562,42,527.6394231536439,527.3010792852108,468.7778378114714
PC,28,1,55-64,OTH,453,43,436.5837689230374,438.3637505747291,455.6598966066994
PC,29,2,55-64,NHW,5229,158,4957.3467761896345,4958.8056210016275,5107.4784472603515
PC,30,2,55-64,NHB,845,57,879.3853290180723,863.0023717487284,864.8353950795321
PC,31,2,55-64,HIS,776,50,785.1724670173397,834.6224564042301,771.546459053549
PC,32,2,55-64,OTH,535,46,472.6680697079207,567.2549050479633,549.7602491474483
PC,33,1,65-74,NHW,5635,157,5668.894121737505,5669.474745253399,5501.244585775202
PC,34,1,65-74,NHB,907,57,918.3248579092098,963.1998793580502,981.700337865262
PC,35,1,65-74,HIS,769,49,728.5550790921573,690.6189323391402,789.8980896493167
PC,36,1,65-74,OTH,414,31,428.1486280159171,421.78246713308164,416.1700976959368
PC,37,2,65-74,NHW,6940,173,6938.260197234945,6842.635001015775,6928.162969164184
PC,38,2,65-74,NHB,922,59,856.5059636106369,914.2936023385511,897.3001107288339
PC,39,2,65-74,HIS,607,41,630.962518777219,622.8668519371495,630.1224254190624
PC,40,2,65-74,OTH,538,38,593.0617460251693,563.9805454427357,565.1851348895069
PC,41,1,75+,NHW,7651,180,7419.420723376381,7281.6662428141335,7648.415148149469
PC,42,1,75+,NHB,1202,76,1054.6202860597268,1306.3076372539338,978.8070591145603
PC,43,1,75+,HIS,615,36,647.0480890944295,659.7906699094899,633.7019179241016
PC,44,1,75+,OTH,536,33,562.6835111661354,549.486661809231,554.6453238607203
PC,45,2,75+,NHW,7271,179,7273.363735031347,6997.43210683856,7166.841094116631
PC,46,2,75+,NHB,751,58,769.4466548851798,778.0866262695876,698.233822784909
PC,47,2,75+,HIS,503,34,522.3831491549345,488.4197019202101,516.0873041445026
PC,48,2,75+,OTH,498,36,458.8768676511308,456.94910314659427,533.1338278724411
PVD,1,1,20-34,NHW,0,0,0,0,0
PVD,2,1,20-34,NHB,0,0,0,0,0
PVD,3,1,20-34,HIS,0,0,0,0,0
PVD,4,1,20-34,OTH,0,0,0,0,0
PVD,5,2,20-34,NHW,5,2,6.614728915790902,6.8408738778485825,3.290393134606283
PVD,6,2,20-34,NHB,2,1,2.38738197426897,0,1.7231743603932723
PVD,7,2,20-34,HIS,2,1,0.475096178372455,3.5817141379883606,1.1817299940674997
PVD,8,2,20-34,OTH,1,1,0.9860411011349182,2.0648968734018895,0.22097484397447809
PVD,9,1,35-44,NHW,12,4,7.652135747455777,9.570767535933047,15.39451347690326
PVD,10,1,35-44,NHB,3,1,4.013238298187522,3.3956738016759904,5.024953936074672
PVD,11,1,35-44,HIS,4,1,3.8458837555733423,2.886989654184722,3.6854906319464584
PVD,12,1,35-44,OTH,2,1,2.1032547847083842,2.893275819220101,2.059560334295917
PVD,13,2,35-44,NHW,9,3,1.9551776996821957,9.883262230433738,8.719298394715373
PVD,14,2,35-44,NHB,2,1,2.1400300294317676,2.1235526526816586,2.798050994282708
PVD,15,2,35-44,HIS,4,1,5.893011264074809,2.5752752819217264,2.517729068990584
PVD,16,2,35-44,OTH,2,1,0.7979911491096972,0,4.00891301770365
PVD,17,1,45-54,NHW,51,7,55.67490910309765,43.81193274042535,53.08869478397197
PVD,18,1,45-54,NHB,20,5,27.29983044943187,19.47402833114053,24.780626013945696
PVD,19,1,45-54,HIS,9,2,8.889434418159658,11.619072096426288,7.590590386850646
PVD,20,1,45-54,OTH,7,1,5.839713573521505,5.5739667464137685,7.420581144481986
PVD,21,2,45-54,NHW,56,8,44.31866407719208,67.48544240060914,57.226741598894634
PVD,22,2,45-54,NHB,25,5,24.236503812442464,29.794527546591162,27.02449810942087
PVD,23,2,45-54,HIS,13,4,14.068925692306882,13.640672673757633,9.849190488384652
PVD,24,2,45-54,OTH,7,1,4.708336885816284,5.870014761388703,6.935218046648356
PVD,25,1,55-64,NHW,200,14,206.56458906857563,194.32896735152156,203.18420176491244
PVD,26,1,55-64,NHB,64,9,45.309087854324986,61.45495107266606,73.35052163378097
PVD,27,1,55-64,HIS,35,7,40.86417656372423,37.9679692380903,32.953256248963804
PVD,28,1,55-64,OTH,9,2,7.598450530996129,10.002614309358352,7.819133771500641
PVD,29,2,55-64,NHW,312,18,352.41306782155215,323.06666946402277,296.8213336364296
PVD,30,2,55-64,NHB,107,11,92.46178446839406,106.77743430887102,130.2443256187913
PVD,31,2,55-64,HIS,38,7,28.581926925276882,53.811576337207605,33.24252613652451
PVD,32,2,55-64,OTH,11,4,13.394092135263557,7.103425135674195,13.471380095527813
PVD,33,1,65-74,NHW,427,21,390.20517966680353,431.9989365810474,379.0983899845879
PVD,34,1,65-74,NHB,109,11,142.796230775595,104.34360271738885,102.79397434305122
PVD,35,1,65-74,HIS,32,6,34.09772555906822,45.00992565428565,42.687267686496654
PVD,36,1,65-74,OTH,11,4,12.389555079454087,10.873877624513046,11.9262089599633
PVD,37,2,65-74,NHW,643,26,696.7460087025653,621.5560281539248,623.9704704104338
PVD,38,2,65-74,NHB,147,13,160.00391945815434,146.35785275479765,156.76889834020434
PVD,39,2,65-74,HIS,62,8,62.70321620620245,55.16958898413071,54.311143067257404
PVD,40,2,65-74,OTH,16,5,21.8288135076869,15.223334780913202,13.093802737243067
PVD,41,1,75+,NHW,2411,69,2424.4807711460576,2314.8131275242094,2283.7534850786533
PVD,42,1,75+,NHB,385,28,348.67673688504283,365.51604364946286,381.3094754803324
PVD,43,1,75+,HIS,173,19,192.42315941146316,190.79915366773005,192.88982412106853
PVD,44,1,75+,OTH,74,12,85.28404973754505,68.19715304207934,75.37971886818188
PVD,45,2,75+,NHW,1665,58,1630.1995574388275,1702.1508749811517,1701.5685049623842
PVD,46,2,75+,NHB,279,24,292.4941161690301,304.09347522150097,259.33111960287374
PVD,47,2,75+,HIS,129,16,149.77024786306328,126.88183161335783,123.04398657719764
PVD,48,2,75+,OTH,40,9,39.34232250934635,31.066657295530007,35.01816904667259
RHD,1,1,20-34,NHW,44,8,57.87788351927919,56.982775921692536,43.061260334184055
RHD,2,1,20-34,NHB,8,2,6.6672937475311524,8.669930476790764,6.680817371622089
RHD,3,1,20-34,HIS,9,2,9.356801817482514,7.920535448270188,12.015818160544445
RHD,4,1,20-34,OTH,5,1,4.77801756771908,6.5210376904617835,5.971772281792992
RHD,5,2,20-34,NHW,23,4,28.621154546056736,24.955869506838962,20.519592625069926
RHD,6,2,20-34,NHB,6,1,6.876076546149712,6.379915539523089,4.852001900984912
RHD,7,2,20-34,HIS,9,2,8.923786244265857,7.699267910503982,9.331618845281971
RHD,8,2,20-34,OTH,4,1,2.4759592707060696,3.285917011794664,4.761602501285337
RHD,9,1,35-44,NHW,33,6,34.85552990382301,28.272711815902397,29.41813149250308
RHD,10,1,35-44,NHB,15,4,20.79121052162684,17.755095907851242,8.151468465949272
RHD,11,1,35-44,HIS,9,2,4.454720726401004,9.312612675418475,11.46140467665477
RHD,12,1,35-44,OTH,5,1,3.889553311478899,4.575497662650225,4.500662558290462
RHD,13,2,35-44,NHW,23,5,25.873104688187947,22.49724069770547,14.829816894886484
RHD,14,2,35-44,NHB,5,1,4.434487712709554,5.052420192866899,5.087541014163059
RHD,15,2,35-44,HIS,9,2,10.147919243068712,9.843470216840553,9.200226556005248
RHD,16,2,35-44,OTH,4,1,2.8337008673581074,3.2602469648818495,6.374854744534376
RHD,17,1,45-54,NHW,44,7,34.78730571448925,45.605262668319476,53.44263165744762
RHD,18,1,45-54,NHB,22,5,22.476588915783907,22.734339753886204,28.941034958628016
RHD,19,1,45-54,HIS,9,2,9.421121278496418,8.416696265708781,7.415112116162726
RHD,20,1,45-54,OTH,7,1,6.469137807549374,5.6939601852394475,6.498981864747473
RHD,21,2,45-54,NHW,49,7,45.77663785695943,40.73168291975228,50.91574465725223
RHD,22,2,45-54,NHB,17,5,24.48752446361021,13.951283126812646,17.907648230252715
RHD,23,2,45-54,HIS,9,2,8.004227902686365,9.74885773429785,7.281948458386446
RHD,24,2,45-54,OTH,6,1,4.057619198563897,5.4327452738813955,6.988283642205893
RHD,25,1,55-64,NHW,128,11,138.5107575716589,114.94742199046532,114.06415098689449
RHD,26,1,55-64,NHB,33,6,31.95613398581354,23.13233030755498,34.51973663143807
RHD,27,1,55-64,HIS,22,5,21.458168813620002,20.997701993902236,18.848100003998233
RHD,28,1,55-64,OTH,17,5,16.454857671618786,18.662084951049465,16.82215013414523
RHD,29,2,55-64,NHW,116,11,114.9531853819513,111.485381440996,115.03547341134185
RHD,30,2,55-64,NHB,28,6,29.93183152975843,31.203840681656143,33.480524124558265
RHD,31,2,55-64,HIS,13,4,10.498292332254804,11.673915710172736,11.590250715444679
RHD,32,2,55-64,OTH,11,4,8.786113882244598,13.461536865766428,10.618960042257003
RHD,33,1,65-74,NHW,252,16,252.8224641931067,236.16860944030407,258.0356422176629
RHD,34,1,65-74,NHB,50,8,43.2934051414325,48.966673403274925,36.63955415160143
RHD,35,1,65-74,HIS,36,6,46.52650366724007,36.507915218582724,33.227072013364996
RHD,36,1,65-74,OTH,21,5,20.68034812627721,13.666521486214618,25.05626889577198
RHD,37,2,65-74,NHW,201,15,193.46504431952144,176.39633033267268,205.46384929463778
RHD,38,2,65-74,NHB,26,6,28.70776040894968,34.55105364586763,31.725443089120258
RHD,39,2,65-74,HIS,15,4,21.007998837942885,18.502146847229998,16.43894277796485
RHD,40,2,65-74,OTH,14,4,16.97300579415953,16.678705236757494,9.262747512573727
RHD,41,1,75+,NHW,1380,53,1382.4103859641061,1388.450149623549,1358.9127727652992
RHD,42,1,75+,NHB,72,13,65.44600643117678,81.54178502283322,64.0681949282262
RHD,43,1,75+,HIS,76,13,56.083470865149,88.12300134214257,78.28992353186098
RHD,44,1,75+,OTH,37,9,40.59765938653872,27.219947598565987,28.281908819832573
RHD,45,2,75+,NHW,567,34,572.0920022807209,511.8144465882582,583.6750077034626
RHD,46,2,75+,NHB,25,8,27.736395845761795,38.440525001101484,25.747859803771092
RHD,47,2,75+,HIS,32,8,29.12350943407626,31.126829820126023,31.538254791487024
RHD,48,2,75+,OTH,15,4,15.258958530351016,10.114606046978594,11.086863090147482
SCC,1,1,20-34,NHW,18,10,22.25894250703613,40.85931758451859,20.948055433215796
SCC,2,1,20-34,NHB,0,0,0,0,0
SCC,3,1,20-34,HIS,3,3,0,5.5032607181349285,7.490558031433854
SCC,4,1,20-34,OTH,4,4,3.5126307402582797,0,0
SCC,5,2,20-34,NHW,27,12,42.90347150032679,17.21673464999904,35.536128052993405
SCC,6,2,20-34,NHB,4,4,6.26157189910642,1.5134409407764218,0
SCC,7,2,20-34,HIS,16,7,18.094324917151386,15.736507646239934,26.905879654481136
SCC,8,2,20-34,OTH,13,7,17.74239209757631,22.790812108800896,12.779764151086392
SCC,9,1,35-44,NHW,25,10,39.2129850350143,0.95270096038643,37.583176349048266
SCC,10,1,35-44,NHB,22,10,21.292430358308046,27.282315236823926,24.840678300250186
SCC,11,1,35-44,HIS,19,8,21.006517566496683,20.553516367939093,7.968456680705213
SCC,12,1,35-44,OTH,10,6,0,15.664326056010172,5.689211920210752
SCC,13,2,35-44,NHW,111,22,94.45426884999338,92.02862115870045,91.82309886753814
SCC,14,2,35-44,NHB,12,7,23.69030543776945,14.928420263337404,7.9331805222479845
SCC,15,2,35-44,HIS,46,12,47.74490513657206,37.72054259889228,56.018306149496695
SCC,16,2,35-44,OTH,22,8,13.286303349617947,34.66087787935356,17.000592337717478
SCC,17,1,45-54,NHW,67,17,26.390124362358264,40.75454064666992,68.93714857116812
SCC,18,1,45-54,NHB,7,5,11.447961783447708,7.27785685699872,13.834724183195982
SCC,19,1,45-54,HIS,43,10,33.44982211451133,44.47623079620031,51.377634659102505
SCC,20,1,45-54,OTH,21,8,16.674437581788958,30.45101889598361,8.696432859195948
SCC,21,2,45-54,NHW,359,37,335.34356948989773,323.3681992409754,405.6997892933624
SCC,22,2,45-54,NHB,32,12,29.380826939773534,49.63783723266717,45.14973641480788
SCC,23,2,45-54,HIS,65,13,57.45680669283696,52.9609950772428,58.188803377158564
SCC,24,2,45-54,OTH,59,16,82.05599905099814,58.14191093712447,45.73819242494495
SCC,25,1,55-64,NHW,291,39,331.47042266993697,255.78363863541125,295.71529689510834
SCC,26,1,55-64,NHB,34,13,39.86807746258522,37.105333856443906,8.007018263666527
SCC,27,1,55-64,HIS,38,12,44.78692306621809,32.15105033125429,44.62613351952911
SCC,28,1,55-64,OTH,44,14,49.25419386169693,38.371810812324895,66.34397291630171
SCC,29,2,55-64,NHW,1379,81,1403.416098554684,1391.5268732694653,1441.347382846484
SCC,30,2,55-64,NHB,81,18,86.29116879113045,115.16077398821733,121.21895131379858
SCC,31,2,55-64,HIS,100,18,77.45004617145227,99.6525666267273,130.30790515276442
SCC,32,2,55-64,OTH,71,17,84.06384740144236,80.17067241177722,103.70898000085275
SCC,33,1,65-74,NHW,374,41,349.02653662677284,369.76818272258674,360.5282944114552
SCC,34,1,65-74,NHB,40,12,35.876812897783175,48.83442378540983,50.35178888676966
SCC,35,1,65-74,HIS,32,10,28.685544469045187,22.71956390997054,25.310541557089824
SCC,36,1,65-74,OTH,35,9,41.524944748446,39.6934270009349,29.42278839869018
SCC,37,2,65-74,NHW,1765,87,1626.9401478973568,1472.988451641032,1662.0372901363237
SCC,38,2,65-74,NHB,127,22,88.10657891533646,82.85483574435312,158.70016976398972
SCC,39,2,65-74,HIS,96,17,70.8036690824667,84.28687614349852,63.87063883441792
SCC,40,2,65-74,OTH,113,18,99.50590895800731,82.1217571512279,102.25764802429575
SCC,41,1,75+,NHW,475,45,429.03958519486685,471.2595158590101,476.36420576457215
SCC,42,1,75+,NHB,58,17,63.12929121740528,59.33260047728251,19.156274081375237
SCC,43,1,75+,HIS,37,9,34.90233133554747,38.45102047162351,45.172779654833064
SCC,44,1,75+,OTH,37,9,16.85540766430758,30.926401612445126,40.29594490533348
SCC,45,2,75+,NHW,1450,80,1623.5221577216444,1339.8367112228345,1335.7759023514889
SCC,46,2,75+,NHB,102,22,107.38423853163748,124.11284287665174,93.8982866341627
SCC,47,2,75+,HIS,72,13,97.95571667719679,58.49386463998648,69.16942668108499
SCC,48,2,75+,OTH,85,15,100.81730524447057,61.127618383802215,87.409150021535
SCNC,1,1,20-34,NHW,40,13,27.191456868731635,32.29301086017445,60.62458913042332
SCNC,2,1,20-34,NHB,16,8,22.330548640577643,24.556538604995037,14.012599246754043
SCNC,3,1,20-34,HIS,37,10,32.09243427041099,17.305332417125864,45.223063889407285
SCNC,4,1,20-34,OTH,10,6,7.601354652954775,0,22.60979946437994
SCNC,5,2,20-34,NHW,14,8,15.510601590303326,19.21613168149879,5.633438261101359
SCNC,6,2,20-34,NHB,8,6,1.3761992002129908,11.455992368237204,5.971786412022025
SCNC,7,2,20-34,HIS,41,11,34.465379490060286,58.77298376605221,38.8274250789581
SCNC,8,2,20-34,OTH,7,5,3.970998356685272,6.002169905266309,2.7591240885043904
SCNC,9,1,35-44,NHW,119,22,144.95967023166918,75.63212006583078,121.60482581345738
SCNC,10,1,35-44,NHB,77,19,64.86694596255595,35.07775261040948,79.10827866072916
SCNC,11,1,35-44,HIS,133,21,161.06910048735955,113.85301601120543,132.33615556786705
SCNC,12,1,35-44,OTH,61,15,61.41489629826666,48.674191722613486,58.950943686306445
SCNC,13,2,35-44,NHW,75,18,88.21898605124655,75.85810506535772,65.86233419008252
SCNC,14,2,35-44,NHB,39,13,23.349501762472094,18.9258400810043,66.58397713536343
SCNC,15,2,35-44,HIS,83,16,109.73298573072857,96.23177477103823,58.14462340167308
SCNC,16,2,35-44,OTH,37,11,10.890948634249316,34.54630446855146,35.61445058777058
SCNC,17,1,45-54,NHW,231,33,230.90071628653752,288.2148996664057,173.94759963648684
SCNC,18,1,45-54,NHB,73,16,60.783855670140014,51.369288792072,76.05068486634511
SCNC,19,1,45-54,HIS,160,20,149.70648247914957,185.1714682794277,169.20923325010278
SCNC,20,1,45-54,OTH,61,13,43.23744495784368,56.82472047661058,63.38465085443174
SCNC,21,2,45-54,NHW,225,29,231.8271583974798,227.61555570620294,249.36776222275455
SCNC,22,2,45-54,NHB,91,19,110.99619768855293,68.61405909622724,111.34238207629903
SCNC,23,2,45-54,HIS,137,19,129.75497733143456,140.08707117988376,121.62306707144703
SCNC,24,2,45-54,OTH,123,23,141.4217953252138,126.85101487467992,160.91418495304882
SCNC,25,1,55-64,NHW,504,50,570.2130314950736,502.53460519343025,404.51123377956657
SCNC,26,1,55-64,NHB,286,37,287.49017619261934,326.8768210448379,287.80723091100947
SCNC,27,1,55-64,HIS,275,30,265.6526183553794,340.6830241220757,266.15453590224814
SCNC,28,1,55-64,OTH,225,30,202.39101301476572,202.42928470936698,287.36947296497914
SCNC,29,2,55-64,NHW,616,55,651.8034164522506,716.0448149971427,678.6996410940868
SCNC,30,2,55-64,NHB,291,34,308.71643030096266,341.1612494200806,283.83468964834134
SCNC,31,2,55-64,HIS,367,35,345.5360215696008,340.23375800831116,424.057487213857
SCNC,32,2,55-64,OTH,293,34,289.5671553290025,238.2607493507344,311.42876565536716
SCNC,33,1,65-74,NHW,791,59,833.1353302722823,750.5752772170575,810.9289054485763
SCNC,34,1,65-74,NHB,215,28,235.19266488462756,181.23115121228508,250.26422912301607
SCNC,35,1,65-74,HIS,294,31,298.74269887757697,231.56579491044428,255.85478031452033
SCNC,36,1,65-74,OTH,202,22,189.01917133832018,161.20472985697722,228.96935010584474
SCNC,37,2,65-74,NHW,898,63,861.5147486906955,1008.4133579389643,802.6888300326774
SCNC,38,2,65-74,NHB,284,33,343.39599683355425,221.1591111852337,292.2570951452231
SCNC,39,2,65-74,HIS,296,29,333.0937021857457,304.9753037684571,305.58471354146906
SCNC,40,2,65-74,OTH,275,27,270.1162664846632,272.62461148496624,275.0752152283966
