subgroup,outcome,risk_factor,RR,SE,RR_unit
25,MMC,fruit_exc_juice,0,0,1 cup eq/day
25,MMC,veg_exc_sta,0,0,1 cup eq/day
25,MMC,gr_whole,0,0,1 oz eq/day
25,MMC,leg_tot,0,0,1 oz eq/day
25,MMC,pf_pm,0,0,1 oz eq/day
25,MMC,pf_redm,0,0,1 oz eq/day
25,MMC,pf_seafood,0,0,1 oz eq/day
25,MMC,pf_poultry,0,0,1 oz eq/day
25,MMC,pf_egg,0,0,1 oz eq/day
25,MMC,pf_leg,0,0,1 oz eq/day
25,MMC,pf_soy,0,0,1 oz eq/day
25,MMC,fruit_juice,0,0,1 cup eq/day
25,MMC,veg_dg,0,0,1 cup eq/day
25,MMC,veg_leg,0,0,1 cup eq/day
25,MMC,veg_oth,0,0,1 cup eq/day
25,MMC,veg_ro,0,0,1 cup eq/day
25,MMC,veg_sta,0,0,1 cup eq/day
25,MMC,added_sugar,0,0,1 tsp eq/day
25,MMC,gr_refined,0,0,1 oz eq/day
25,MMC,oil,0,0,1 g/day
25,MMC,sodium,0,0,1 mg/day
25,MMC,pf_animal,0,0,1 oz eq/day
25,MMC,pf_plant,0,0,1 oz eq/day
25,MMC,babyfood,0,0,1 oz eq/day
25,MMC,coffee_tea,0,0,1 cup eq/day
25,MMC,other,0,0,1 cup eq/day
25,MMC,water,0,0,1 oz eq/day
25,MMC,sea_omega3_fa,0,0,1 mg/day
25,MMC,fiber,0,0,1 g/day
25,MMC,pufa_rep_carb,0,0,1 %E/day
25,MMC,pufa_rep_sfa,0,0,1 %E/day
25,MMC,pufa_rep_carbsfa,0,0,1 %E/day
25,MMC,sat_fat,0,0,1 g/day
25,MMC,ssb,0,0,1 cup (8 fl oz)/day
25,MMC,pf_ns,0,0,1 oz eq/day
25,OC,dairy,0,0,1 cup eq/day
25,OC,fruit,0,0,1 cup eq/day
25,OC,fruit_exc_juice,0,0,1 cup eq/day
25,OC,veg_exc_sta,0,0,1 cup eq/day
25,OC,gr_whole,0,0,1 oz eq/day
25,OC,leg_tot,0,0,1 oz eq/day
25,OC,pf_pm,0,0,1 oz eq/day
25,OC,pf_redm,0,0,1 oz eq/day
25,OC,pf_seafood,0,0,1 oz eq/day
25,OC,pf_poultry,0,0,1 oz eq/day
25,OC,pf_egg,0,0,1 oz eq/day
25,OC,pf_leg,0,0,1 oz eq/day
25,OC,pf_soy,0,0,1 oz eq/day
25,OC,fruit_juice,0,0,1 cup eq/day
25,OC,veg_dg,0,0,1 cup eq/day
25,OC,veg_leg,0,0,1 cup eq/day
25,OC,veg_oth,0,0,1 cup eq/day
25,OC,veg_ro,0,0,1 cup eq/day
25,OC,veg_sta,0,0,1 cup eq/day
25,OC,added_sugar,0,0,1 tsp eq/day
25,OC,gr_refined,0,0,1 oz eq/day
25,OC,oil,0,0,1 g/day
25,OC,sodium,0,0,1 mg/day
25,OC,pf_animal,0,0,1 oz eq/day
25,OC,pf_plant,0,0,1 oz eq/day
25,OC,babyfood,0,0,1 oz eq/day
25,OC,coffee_tea,0,0,1 cup eq/day
25,OC,other,0,0,1 cup eq/day
25,OC,water,0,0,1 oz eq/day
25,OC,sea_omega3_fa,0,0,1 mg/day
25,OC,fiber,0,0,1 g/day
25,OC,pufa_rep_carb,0,0,1 %E/day
25,OC,pufa_rep_sfa,0,0,1 %E/day
25,OC,pufa_rep_carbsfa,0,0,1 %E/day
25,OC,sat_fat,0,0,1 g/day
25,OC,ssb,0,0,1 cup (8 fl oz)/day
25,OC,pf_ns,0,0,1 oz eq/day
25,OSTK,dairy,0,0,1 cup eq/day
25,OSTK,fruit,-0.44972753388134346,0.10443118608349335,1 cup eq/day
25,OSTK,fruit_exc_juice,-0.37559662170310004,0.08721725431148895,1 cup eq/day
25,OSTK,veg_exc_sta,-0.25908957354183276,0.07214659753291096,1 cup eq/day
25,OSTK,gr_whole,-0.03894180105782895,0.012065602302060953,1 oz eq/day
25,OSTK,leg_tot,-0.06695643648894616,0.01885822605043402,1 oz eq/day
25,OSTK,pf_pm,0.025576359508679047,0.01019368690850133,1 oz eq/day
25,OSTK,pf_redm,0.043326202019999996,0.0025111834914822227,1 oz eq/day
25,OSTK,pf_seafood,-0.017943867159999995,0.006935905174780829,1 oz eq/day
25,OSTK,pf_poultry,0,0,1 oz eq/day
25,OSTK,pf_egg,0,0,1 oz eq/day
25,OSTK,pf_leg,0,0,1 oz eq/day
25,OSTK,pf_soy,0,0,1 oz eq/day
25,OSTK,fruit_juice,0,0,1 cup eq/day
25,OSTK,veg_dg,0,0,1 cup eq/day
25,OSTK,veg_leg,0,0,1 cup eq/day
25,OSTK,veg_oth,0,0,1 cup eq/day
25,OSTK,veg_ro,0,0,1 cup eq/day
25,OSTK,veg_sta,0,0,1 cup eq/day
25,OSTK,added_sugar,0,0,1 tsp eq/day
25,OSTK,gr_refined,0,0,1 oz eq/day
25,OSTK,oil,0,0,1 g/day
25,OSTK,sodium,0,0,1 mg/day
25,OSTK,pf_animal,0,0,1 oz eq/day
25,OSTK,pf_plant,0,0,1 oz eq/day
25,OSTK,babyfood,0,0,1 oz eq/day
25,OSTK,coffee_tea,0,0,1 cup eq/day
25,OSTK,other,0,0,1 cup eq/day
25,OSTK,water,0,0,1 oz eq/day
25,OSTK,sea_omega3_fa,0,0,1 mg/day
25,OSTK,fiber,0,0,1 g/day
25,OSTK,pufa_rep_carb,0,0,1 %E/day
25,OSTK,pufa_rep_sfa,0,0,1 %E/day
25,OSTK,pufa_rep_carbsfa,0,0,1 %E/day
25,OSTK,sat_fat,0,0,1 g/day
25,OSTK,ssb,0,0,1 cup (8 fl oz)/day
25,OSTK,pf_ns,0,0,1 oz eq/day
25,OTH,dairy,0,0,1 cup eq/day
25,OTH,fruit,0,0,1 cup eq/day
25,OTH,fruit_exc_juice,0,0,1 cup eq/day
25,OTH,veg_exc_sta,0,0,1 cup eq/day
25,OTH,gr_whole,0,0,1 oz eq/day
25,OTH,leg_tot,0,0,1 oz eq/day
25,OTH,pf_pm,0,0,1 oz eq/day
25,OTH,pf_redm,0,0,1 oz eq/day
25,OTH,pf_seafood,0,0,1 oz eq/day
25,OTH,pf_poultry,0,0,1 oz eq/day
25,OTH,pf_egg,0,0,1 oz eq/day
25,OTH,pf_leg,0,0,1 oz eq/day
25,OTH,pf_soy,0,0,1 oz eq/day
25,OTH,fruit_juice,0,0,1 cup eq/day
25,OTH,veg_dg,0,0,1 cup eq/day
25,OTH,veg_leg,0,0,1 cup eq/day
25,OTH,veg_oth,0,0,1 cup eq/day
25,OTH,veg_ro,0,0,1 cup eq/day
25,OTH,veg_sta,0,0,1 cup eq/day
25,OTH,added_sugar,0,0,1 tsp eq/day
25,OTH,gr_refined,0,0,1 oz eq/day
25,OTH,oil,0,0,1 g/day
25,OTH,sodium,0,0,1 mg/day
25,OTH,pf_animal,0,0,1 oz eq/day
25,OTH,pf_plant,0,0,1 oz eq/day
25,OTH,babyfood,0,0,1 oz eq/day
25,OTH,coffee_tea,0,0,1 cup eq/day
25,OTH,other,0,0,1 cup eq/day
25,OTH,water,0,0,1 oz eq/day
25,OTH,sea_omega3_fa,0,0,1 mg/day
25,OTH,fiber,0,0,1 g/day
25,OTH,pufa_rep_carb,0,0,1 %E/day
25,OTH,pufa_rep_sfa,0,0,1 %E/day
25,OTH,pufa_rep_carbsfa,0,0,1 %E/day
25,OTH,sat_fat,0,0,1 g/day
25,OTH,ssb,0,0,1 cup (8 fl oz)/day
25,OTH,pf_ns,0,0,1 oz eq/day
25,PC,dairy,0,0,1 cup eq/day
25,PC,fruit,0,0,1 cup eq/day
25,PC,fruit_exc_juice,0,0,1 cup eq/day
25,PC,veg_exc_sta,0,0,1 cup eq/day
25,PC,gr_whole,0,0,1 oz eq/day
25,PC,leg_tot,0,0,1 oz eq/day
25,PC,pf_pm,0,0,1 oz eq/day
25,PC,pf_redm,0,0,1 oz eq/day
25,PC,pf_seafood,0,0,1 oz eq/day
25,PC,pf_poultry,0,0,1 oz eq/day
25,PC,pf_egg,0,0,1 oz eq/day
25,PC,pf_leg,0,0,1 oz eq/day
25,PC,pf_soy,0,0,1 oz eq/day
25,PC,fruit_juice,0,0,1 cup eq/day
25,PC,veg_dg,0,0,1 cup eq/day
25,PC,veg_leg,0,0,1 cup eq/day
25,PC,veg_oth,0,0,1 cup eq/day
25,PC,veg_ro,0,0,1 cup eq/day
25,PC,veg_sta,0,0,1 cup eq/day
25,PC,added_sugar,0,0,1 tsp eq/day
25,PC,gr_refined,0,0,1 oz eq/day
25,PC,oil,0,0,1 g/day
25,PC,sodium,0,0,1 mg/day
25,PC,pf_animal,0,0,1 oz eq/day
25,PC,pf_plant,0,0,1 oz eq/day
25,PC,babyfood,0,0,1 oz eq/day
25,PC,coffee_tea,0,0,1 cup eq/day
25,PC,other,0,0,1 cup eq/day
25,PC,water,0,0,1 oz eq/day
25,PC,sea_omega3_fa,0,0,1 mg/day
25,PC,fiber,0,0,1 g/day
25,PC,pufa_rep_carb,0,0,1 %E/day
25,PC,pufa_rep_sfa,0,0,1 %E/day
25,PC,pufa_rep_carbsfa,0,0,1 %E/day
25,PC,sat_fat,0,0,1 g/day
25,PC,ssb,0,0,1 cup (8 fl oz)/day
25,PC,pf_ns,0,0,1 oz eq/day
25,PVD,dairy,0,0,1 cup eq/day
25,PVD,fruit,0,0,1 cup eq/day
25,PVD,fruit_exc_juice,0,0,1 cup eq/day
25,PVD,veg_exc_sta,0,0,1 cup eq/day
25,PVD,gr_whole,0,0,1 oz eq/day
25,PVD,leg_tot,0,0,1 oz eq/day
25,PVD,pf_pm,0,0,1 oz eq/day
25,PVD,pf_redm,0,0,1 oz eq/day
25,PVD,pf_seafood,0,0,1 oz eq/day
25,PVD,pf_poultry,0,0,1 oz eq/day
25,PVD,pf_egg,0,0,1 oz eq/day
25,PVD,pf_leg,0,0,1 oz eq/day
25,PVD,pf_soy,0,0,1 oz eq/day
25,PVD,fruit_juice,0,0,1 cup eq/day
25,PVD,veg_dg,0,0,1 cup eq/day
25,PVD,veg_leg,0,0,1 cup eq/day
25,PVD,veg_oth,0,0,1 cup eq/day
25,PVD,veg_ro,0,0,1 cup eq/day
25,PVD,veg_sta,0,0,1 cup eq/day
25,PVD,added_sugar,0,0,1 tsp eq/day
25,PVD,gr_refined,0,0,1 oz eq/day
25,PVD,oil,0,0,1 g/day
25,PVD,sodium,0,0,1 mg/day
25,PVD,pf_animal,0,0,1 oz eq/day
25,PVD,pf_plant,0,0,1 oz eq/day
25,PVD,babyfood,0,0,1 oz eq/day
25,PVD,coffee_tea,0,0,1 cup eq/day
25,PVD,other,0,0,1 cup eq/day
25,PVD,water,0,0,1 oz eq/day
25,PVD,sea_omega3_fa,0,0,1 mg/day
25,PVD,fiber,0,0,1 g/day
25,PVD,pufa_rep_carb,0,0,1 %E/day
25,PVD,pufa_rep_sfa,0,0,1 %E/day
25,PVD,pufa_rep_carbsfa,0,0,1 %E/day
25,PVD,sat_fat,0,0,1 g/day
25,PVD,ssb,0,0,1 cup (8 fl oz)/day
25,PVD,pf_ns,0,0,1 oz eq/day
25,RHD,dairy,0,0,1 cup eq/day
25,RHD,fruit,0,0,1 cup eq/day
25,RHD,fruit_exc_juice,0,0,1 cup eq/day
25,RHD,veg_exc_sta,0,0,1 cup eq/day
25,RHD,gr_whole,0,0,1 oz eq/day
25,RHD,leg_tot,0,0,1 oz eq/day
25,RHD,pf_pm,0,0,1 oz eq/day
25,RHD,pf_redm,0,0,1 oz eq/day
25,RHD,pf_seafood,0,0,1 oz eq/day
25,RHD,pf_poultry,0,0,1 oz eq/day
25,RHD,pf_egg,0,0,1 oz eq/day
25,RHD,pf_leg,0,0,1 oz eq/day
25,RHD,pf_soy,0,0,1 oz eq/day
25,RHD,fruit_juice,0,0,1 cup eq/day
25,RHD,veg_dg,0,0,1 cup eq/day
25,RHD,veg_leg,0,0,1 cup eq/day
25,RHD,veg_oth,0,0,1 cup eq/day
25,RHD,veg_ro,0,0,1 cup eq/day
25,RHD,veg_sta,0,0,1 cup eq/day
25,RHD,added_sugar,0,0,1 tsp eq/day
25,RHD,gr_refined,0,0,1 oz eq/day
25,RHD,oil,0,0,1 g/day
25,RHD,sodium,0,0,1 mg/day
25,RHD,pf_animal,0,0,1 oz eq/day
25,RHD,pf_plant,0,0,1 oz eq/day
25,RHD,babyfood,0,0,1 oz eq/day
25,RHD,coffee_tea,0,0,1 cup eq/day
25,RHD,other,0,0,1 cup eq/day
25,RHD,water,0,0,1 oz eq/day
25,RHD,sea_omega3_fa,0,0,1 mg/day
25,RHD,fiber,0,0,1 g/day
25,RHD,pufa_rep_carb,0,0,1 %E/day
25,RHD,pufa_rep_sfa,0,0,1 %E/day
25,RHD,pufa_rep_carbsfa,0,0,1 %E/day
25,RHD,sat_fat,0,0,1 g/day
25,RHD,ssb,0,0,1 cup (8 fl oz)/day
25,RHD,pf_ns,0,0,1 oz eq/day
25,SCC,dairy,0,0,1 cup eq/day
25,SCC,fruit,0,0,1 cup eq/day
25,SCC,fruit_exc_juice,0,0,1 cup eq/day
25,SCC,veg_exc_sta,0,0,1 cup eq/day
25,SCC,gr_whole,0,0,1 oz eq/day
25,SCC,leg_tot,0,0,1 oz eq/day
25,SCC,pf_pm,0,0,1 oz eq/day
25,SCC,pf_redm,0,0,1 oz eq/day
25,SCC,pf_seafood,0,0,1 oz eq/day
25,SCC,pf_poultry,0,0,1 oz eq/day
25,SCC,pf_egg,0,0,1 oz eq/day
25,SCC,pf_leg,0,0,1 oz eq/day
25,SCC,pf_soy,0,0,1 oz eq/day
25,SCC,fruit_juice,0,0,1 cup eq/day
25,SCC,veg_dg,0,0,1 cup eq/day
25,SCC,veg_leg,0,0,1 cup eq/day
25,SCC,veg_oth,0,0,1 cup eq/day
25,SCC,veg_ro,0,0,1 cup eq/day
25,SCC,veg_sta,0,0,1 cup eq/day
25,SCC,added_sugar,0,0,1 tsp eq/day
25,SCC,gr_refined,0,0,1 oz eq/day
25,SCC,oil,0,0,1 g/day
25,SCC,sodium,0,0,1 mg/day
25,SCC,pf_animal,0,0,1 oz eq/day
25,SCC,pf_plant,0,0,1 oz eq/day
25,SCC,babyfood,0,0,1 oz eq/day
25,SCC,coffee_tea,0,0,1 cup eq/day
25,SCC,other,0,0,1 cup eq/day
25,SCC,water,0,0,1 oz eq/day
25,SCC,sea_omega3_fa,0,0,1 mg/day
25,SCC,fiber,0,0,1 g/day
25,SCC,pufa_rep_carb,0,0,1 %E/day
25,SCC,pufa_rep_sfa,0,0,1 %E/day
25,SCC,pufa_rep_carbsfa,0,0,1 %E/day
25,SCC,sat_fat,0,0,1 g/day
25,SCC,ssb,0,0,1 cup (8 fl oz)/day
25,SCC,pf_ns,0,0,1 oz eq/day
25,SCNC,dairy,0,0,1 cup eq/day
25,SCNC,fruit,0,0,1 cup eq/day
25,SCNC,fruit_exc_juice,0,0,1 cup eq/day
25,SCNC,veg_exc_sta,0,0,1 cup eq/day
25,SCNC,gr_whole,0,0,1 oz eq/day
25,SCNC,leg_tot,0,0,1 oz eq/day
25,SCNC,pf_pm,0,0,1 oz eq/day
25,SCNC,pf_redm,0,0,1 oz eq/day
25,SCNC,pf_seafood,0,0,1 oz eq/day
25,SCNC,pf_poultry,0,0,1 oz eq/day
25,SCNC,pf_egg,0,0,1 oz eq/day
25,SCNC,pf_leg,0,0,1 oz eq/day
25,SCNC,pf_soy,0,0,1 oz eq/day
25,SCNC,fruit_juice,0,0,1 cup eq/day
25,SCNC,veg_dg,0,0,1 cup eq/day
25,SCNC,veg_leg,0,0,1 cup eq/day
25,SCNC,veg_oth,0,0,1 cup eq/day
25,SCNC,veg_ro,0,0,1 cup eq/day
25,SCNC,veg_sta,0,0,1 cup eq/day
25,SCNC,added_sugar,0,0,1 tsp eq/day
25,SCNC,gr_refined,0,0,1 oz eq/day
25,SCNC,oil,0,0,1 g/day
25,SCNC,sodium,0,0,1 mg/day
25,SCNC,pf_animal,0,0,1 oz eq/day
25,SCNC,pf_plant,0,0,1 oz eq/day
25,SCNC,babyfood,0,0,1 oz eq/day
25,SCNC,coffee_tea,0,0,1 cup eq/day
25,SCNC,other,0,0,1 cup eq/day
25,SCNC,water,0,0,1 oz eq/day
25,SCNC,sea_omega3_fa,0,0,1 mg/day
25,SCNC,fiber,0,0,1 g/day
25,SCNC,pufa_rep_carb,0,0,1 %E/day
25,SCNC,pufa_rep_sfa,0,0,1 %E/day
25,SCNC,pufa_rep_carbsfa,0,0,1 %E/day
25,SCNC,sat_fat,0,0,1 g/day
25,SCNC,ssb,0,0,1 cup (8 fl oz)/day
25,SCNC,pf_ns,0,0,1 oz eq/day
25,TC,dairy,0,0,1 cup eq/day
25,TC,fruit,0,0,1 cup eq/day
25,TC,fruit_exc_juice,0,0,1 cup eq/day
25,TC,veg_exc_sta,0,0,1 cup eq/day
25,TC,gr_whole,0,0,1 oz eq/day
25,TC,leg_tot,0,0,1 oz eq/day
25,TC,pf_pm,0,0,1 oz eq/day
25,TC,pf_redm,0,0,1 oz eq/day
25,TC,pf_seafood,0,0,1 oz eq/day
25,TC,pf_poultry,0,0,1 oz eq/day
25,TC,pf_egg,0,0,1 oz eq/day
25,TC,pf_leg,0,0,1 oz eq/day
25,TC,pf_soy,0,0,1 oz eq/day
25,TC,fruit_juice,0,0,1 cup eq/day
25,TC,veg_dg,0,0,1 cup eq/day
25,TC,veg_leg,0,0,1 cup eq/day
25,TC,veg_oth,0,0,1 cup eq/day
25,TC,veg_ro,0,0,1 cup eq/day
25,TC,veg_sta,0,0,1 cup eq/day
25,TC,added_sugar,0,0,1 tsp eq/day
25,TC,gr_refined,0,0,1 oz eq/day
25,TC,oil,0,0,1 g/day
25,TC,sodium,0,0,1 mg/day
25,TC,pf_animal,0,0,1 oz eq/day
25,TC,pf_plant,0,0,1 oz eq/day
25,TC,babyfood,0,0,1 oz eq/day
25,TC,coffee_tea,0,0,1 cup eq/day
25,TC,other,0,0,1 cup eq/day
25,TC,water,0,0,1 oz eq/day
25,TC,sea_omega3_fa,0,0,1 mg/day
25,TC,fiber,0,0,1 g/day
25,TC,pufa_rep_carb,0,0,1 %E/day
25,TC,pufa_rep_sfa,0,0,1 %E/day
25,TC,pufa_rep_carbsfa,0,0,1 %E/day
25,TC,sat_fat,0,0,1 g/day
25,TC,ssb,0,0,1 cup (8 fl oz)/day
25,TC,pf_ns,0,0,1 oz eq/day
25,TSTK,dairy,0,0,1 cup eq/day
25,TSTK,fruit,0,0,1 cup eq/day
25,TSTK,fruit_exc_juice,0,0,1 cup eq/day
25,TSTK,veg_exc_sta,0,0,1 cup eq/day
25,TSTK,gr_whole,0,0,1 oz eq/day
25,TSTK,leg_tot,0,0,1 oz eq/day
25,TSTK,pf_pm,0,0,1 oz eq/day
25,TSTK,pf_redm,0,0,1 oz eq/day
25,TSTK,pf_seafood,0,0,1 oz eq/day
25,TSTK,pf_poultry,0,0,1 oz eq/day
25,TSTK,pf_egg,0,0,1 oz eq/day
25,TSTK,pf_leg,0,0,1 oz eq/day
25,TSTK,pf_soy,0,0,1 oz eq/day
25,TSTK,fruit_juice,0,0,1 cup eq/day
25,TSTK,veg_dg,0,0,1 cup eq/day
25,TSTK,veg_leg,0,0,1 cup eq/day
25,TSTK,veg_oth,0,0,1 cup eq/day
25,TSTK,veg_ro,0,0,1 cup eq/day
25,TSTK,veg_sta,0,0,1 cup eq/day
25,TSTK,added_sugar,0,0,1 tsp eq/day
25,TSTK,gr_refined,0,0,1 oz eq/day
25,TSTK,oil,0,0,1 g/day
25,TSTK,sodium,0,0,1 mg/day
25,TSTK,pf_animal,0,0,1 oz eq/day
25,TSTK,pf_plant,0,0,1 oz eq/day
25,TSTK,babyfood,0,0,1 oz eq/day
25,TSTK,coffee_tea,0,0,1 cup eq/day
25,TSTK,other,0,0,1 cup eq/day
25,TSTK,water,0,0,1 oz eq/day
25,TSTK,sea_omega3_fa,0,0,1 mg/day
25,TSTK,fiber,0,0,1 g/day
25,TSTK,pufa_rep_carb,0,0,1 %E/day
25,TSTK,pufa_rep_sfa,0,0,1 %E/day
25,TSTK,pufa_rep_carbsfa,0,0,1 %E/day
25,TSTK,sat_fat,0,0,1 g/day
25,TSTK,ssb,0,0,1 cup (8 fl oz)/day
25,TSTK,pf_ns,0,0,1 oz eq/day
25,UC,dairy,0,0,1 cup eq/day
25,UC,fruit,0,0,1 cup eq/day
25,UC,fruit_exc_juice,0,0,1 cup eq/day
25,UC,veg_exc_sta,0,0,1 cup eq/day
25,UC,gr_whole,0,0,1 oz eq/day
25,UC,leg_tot,0,0,1 oz eq/day
25,UC,pf_pm,0,0,1 oz eq/day
25,UC,pf_redm,0,0,1 oz eq/day
25,UC,pf_seafood,0,0,1 oz eq/day
25,UC,pf_poultry,0,0,1 oz eq/day
25,UC,pf_egg,0,0,1 oz eq/day
25,UC,pf_leg,0,0,1 oz eq/day
25,UC,pf_soy,0,0,1 oz eq/day
25,UC,fruit_juice,0,0,1 cup eq/day
25,UC,veg_dg,0,0,1 cup eq/day
25,UC,veg_leg,0,0,1 cup eq/day
25,UC,veg_oth,0,0,1 cup eq/day
25,UC,veg_ro,0,0,1 cup eq/day
25,UC,veg_sta,0,0,1 cup eq/day
25,UC,added_sugar,0,0,1 tsp eq/day
25,UC,gr_refined,0,0,1 oz eq/day
25,UC,oil,0,0,1 g/day
25,UC,sodium,0,0,1 mg/day
25,UC,pf_animal,0,0,1 oz eq/day
25,UC,pf_plant,0,0,1 oz eq/day
25,UC,babyfood,0,0,1 oz eq/day
25,UC,coffee_tea,0,0,1 cup eq/day
25,UC,other,0,0,1 cup eq/day
25,UC,water,0,0,1 oz eq/day
25,UC,sea_omega3_fa,0,0,1 mg/day
25,UC,fiber,0,0,1 g/day
25,UC,pufa_rep_carb,0,0,1 %E/day
25,UC,pufa_rep_sfa,0,0,1 %E/day
25,UC,pufa_rep_carbsfa,0,0,1 %E/day
25,UC,sat_fat,0,0,1 g/day
25,UC,ssb,0,0,1 cup (8 fl oz)/day
25,UC,pf_ns,0,0,1 oz eq/day
26,AA,dairy,0,0,1 cup eq/day
26,AA,fruit,0,0,1 cup eq/day
26,AA,fruit_exc_juice,0,0,1 cup eq/day
26,AA,veg_exc_sta,0,0,1 cup eq/day
26,AA,gr_whole,0,0,1 oz eq/day
26,AA,leg_tot,0,0,1 oz eq/day
26,AA,pf_pm,0,0,1 oz eq/day
26,AA,pf_redm,0,0,1 oz eq/day
26,AA,pf_seafood,0,0,1 oz eq/day
26,AA,pf_poultry,0,0,1 oz eq/day
26,AA,pf_egg,0,0,1 oz eq/day
26,AA,pf_leg,0,0,1 oz eq/day
26,AA,pf_soy,0,0,1 oz eq/day
26,AA,fruit_juice,0,0,1 cup eq/day
26,AA,veg_dg,0,0,1 cup eq/day
26,AA,veg_leg,0,0,1 cup eq/day
26,AA,veg_oth,0,0,1 cup eq/day
26,AA,veg_ro,0,0,1 cup eq/day
26,AA,veg_sta,0,0,1 cup eq/day
26,AA,added_sugar,0,0,1 tsp eq/day
26,AA,gr_refined,0,0,1 oz eq/day
26,AA,oil,0,0,1 g/day
26,AA,sodium,0,0,1 mg/day
26,AA,pf_animal,0,0,1 oz eq/day
26,AA,pf_plant,0,0,1 oz eq/day
26,AA,babyfood,0,0,1 oz eq/day
26,AA,coffee_tea,0,0,1 cup eq/day
26,AA,other,0,0,1 cup eq/day
26,AA,water,0,0,1 oz eq/day
26,AA,sea_omega3_fa,0,0,1 mg/day
26,AA,fiber,0,0,1 g/day
26,AA,pufa_rep_carb,0,0,1 %E/day
26,AA,pufa_rep_sfa,0,0,1 %E/day
26,AA,pufa_rep_carbsfa,0,0,1 %E/day
26,AA,sat_fat,0,0,1 g/day
26,AA,ssb,0,0,1 cup (8 fl oz)/day
26,AA,pf_ns,0,0,1 oz eq/day
26,AFF,dairy,0,0,1 cup eq/day
26,AFF,fruit,0,0,1 cup eq/day
26,AFF,fruit_exc_juice,0,0,1 cup eq/day
26,AFF,veg_exc_sta,0,0,1 cup eq/day
26,AFF,gr_whole,0,0,1 oz eq/day
26,AFF,leg_tot,0,0,1 oz eq/day
26,AFF,pf_pm,0,0,1 oz eq/day
26,AFF,pf_redm,0,0,1 oz eq/day
26,AFF,pf_seafood,0,0,1 oz eq/day
26,AFF,pf_poultry,0,0,1 oz eq/day
26,AFF,pf_egg,0,0,1 oz eq/day
26,AFF,pf_leg,0,0,1 oz eq/day
26,AFF,pf_soy,0,0,1 oz eq/day
26,AFF,fruit_juice,0,0,1 cup eq/day
26,AFF,veg_dg,0,0,1 cup eq/day
26,AFF,veg_leg,0,0,1 cup eq/day
26,AFF,veg_oth,0,0,1 cup eq/day
26,AFF,veg_ro,0,0,1 cup eq/day
26,AFF,veg_sta,0,0,1 cup eq/day
26,AFF,added_sugar,0,0,1 tsp eq/day
26,AFF,gr_refined,0,0,1 oz eq/day
26,AFF,oil,0,0,1 g/day
26,AFF,sodium,0,0,1 mg/day
26,AFF,pf_animal,0,0,1 oz eq/day
26,AFF,pf_plant,0,0,1 oz eq/day
26,AFF,babyfood,0,0,1 oz eq/day
26,AFF,coffee_tea,0,0,1 cup eq/day
26,AFF,other,0,0,1 cup eq/day
26,AFF,water,0,0,1 oz eq/day
26,AFF,sea_omega3_fa,0,0,1 mg/day
26,AFF,fiber,0,0,1 g/day
26,AFF,pufa_rep_carb,0,0,1 %E/day
26,AFF,pufa_rep_sfa,0,0,1 %E/day
26,AFF,pufa_rep_carbsfa,0,0,1 %E/day
26,AFF,sat_fat,0,0,1 g/day
26,AFF,ssb,0,0,1 cup (8 fl oz)/day
26,AFF,pf_ns,0,0,1 oz eq/day
26,ALL,dairy,0,0,1 cup eq/day
26,ALL,fruit,0,0,1 cup eq/day
26,ALL,fruit_exc_juice,0,0,1 cup eq/day
26,ALL,veg_exc_sta,0,0,1 cup eq/day
26,ALL,gr_whole,0,0,1 oz eq/day
26,ALL,leg_tot,0,0,1 oz eq/day
26,ALL,pf_pm,0,0,1 oz eq/day
26,ALL,pf_redm,0,0,1 oz eq/day
26,ALL,pf_seafood,0,0,1 oz eq/day
26,ALL,pf_poultry,0,0,1 oz eq/day
26,ALL,pf_egg,0,0,1 oz eq/day
26,ALL,pf_leg,0,0,1 oz eq/day
26,ALL,pf_soy,0,0,1 oz eq/day
26,ALL,fruit_juice,0,0,1 cup eq/day
26,ALL,veg_dg,0,0,1 cup eq/day
26,ALL,veg_leg,0,0,1 cup eq/day
26,ALL,veg_oth,0,0,1 cup eq/day
26,ALL,veg_ro,0,0,1 cup eq/day
26,ALL,veg_sta,0,0,1 cup eq/day
26,ALL,added_sugar,0,0,1 tsp eq/day
26,ALL,gr_refined,0,0,1 oz eq/day
26,ALL,oil,0,0,1 g/day
26,ALL,sodium,0,0,1 mg/day
26,ALL,pf_animal,0,0,1 oz eq/day
26,ALL,pf_plant,0,0,1 oz eq/day
26,ALL,babyfood,0,0,1 oz eq/day
26,ALL,coffee_tea,0,0,1 cup eq/day
26,ALL,other,0,0,1 cup eq/day
26,ALL,water,0,0,1 oz eq/day
26,ALL,sea_omega3_fa,0,0,1 mg/day
26,ALL,fiber,0,0,1 g/day
26,ALL,pufa_rep_carb,0,0,1 %E/day
26,ALL,pufa_rep_sfa,0,0,1 %E/day
26,ALL,pufa_rep_carbsfa,0,0,1 %E/day
26,ALL,sat_fat,0,0,1 g/day
26,ALL,ssb,0,0,1 cup (8 fl oz)/day
26,ALL,pf_ns,0,0,1 oz eq/day
26,APCA,dairy,0,0,1 cup eq/day
26,APCA,fruit,0,0,1 cup eq/day
26,APCA,fruit_exc_juice,0,0,1 cup eq/day
26,APCA,veg_exc_sta,0,0,1 cup eq/day
26,APCA,gr_whole,0,0,1 oz eq/day
