diet_pattern,food_group,outcome,impact_median_year,LB_year,UB_year,combined_consumed_impact_median_year,LB_consumed_year,UB_consumed_year,combined_unconsumed_impact_median_year,LB_unconsumed_year,UB_unconsumed_year,sum,sum_LB,sum_UB,sum_consumed,sum_consumed_LB,sum_consumed_UB,sum_unconsumed,sum_unconsumed_LB,sum_unconsumed_UB,prop,prop_LB,prop_UB,prop_consumed,prop_consumed_LB,prop_consumed_UB,prop_unconsumed,prop_unconsumed_LB,prop_unconsumed_UB
Med,pf_egg,WATER (litereq),-3140.872395879844,-3618.9548458862755,-2654.7143567556536,-2319.962554593237,-2673.0916353792177,-1960.868550054204,-820.9098412866066,-945.8632105070578,-693.8458067014496,327187.2271800132,295950.9692592118,357074.73158997815,199786.778534091,176625.47642774283,221598.07504609763,127386.17137556402,119121.09127099671,135596.25992021113,-0.9599618001444129,-1.2228224340487208,-0.7434618363877984,-1.1612192616626862,-1.5134235951928343,-0.8848761658449863,-0.6444261825456499,-0.7940350448563714,-0.5116998117128961
Med,pf_ns,WATER (litereq),-18104.02566098504,-24053.289654403823,-12969.143894180545,-15891.449769952183,-21137.25246811798,-11371.939842920645,-2204.5901694183503,-2941.4671421007024,-1565.3563706677944,327187.2271800132,295950.9692592118,357074.73158997815,199786.778534091,176625.47642774283,221598.07504609763,127386.17137556402,119121.09127099671,135596.25992021113,-5.533231176846795,-8.127457637530659,-3.632053110123949,-7.954204921143226,-11.967272726233915,-5.13178638422514,-1.7306353944171116,-2.469308424491308,-1.1544244447368215
Med,pf_pm,WATER (litereq),0,0,0,0,0,0,0,0,0,327187.2271800132,295950.9692592118,357074.73158997815,199786.778534091,176625.47642774283,221598.07504609763,127386.17137556402,119121.09127099671,135596.25992021113,0,0,0,0,0,0,0,0,0
Med,pf_poultry,WATER (litereq),0,0,0,0,0,0,0,0,0,327187.2271800132,295950.9692592118,357074.73158997815,199786.778534091,176625.47642774283,221598.07504609763,127386.17137556402,119121.09127099671,135596.25992021113,0,0,0,0,0,0,0,0,0
Med,pf_poultry_tot,WATER (litereq),-9228.945292729048,-10394.205709988386,-8096.484427616852,-7531.661498557487,-8475.532230614572,-6605.324104616672,-1699.2786047034783,-1915.1263418119095,-1486.4630252918853,327187.2271800132,295950.9692592118,357074.73158997815,199786.778534091,176625.47642774283,221598.07504609763,127386.17137556402,119121.09127099671,135596.25992021113,-2.820692412803581,-3.5121377490352166,-2.2674481589791924,-3.7698498137965157,-4.798589876178987,-2.980767817248687,-1.333958455893623,-1.607713899677982,-1.0962419067948956
Med,pf_redm,WATER (litereq),0,0,0,0,0,0,0,0,0,327187.2271800132,295950.9692592118,357074.73158997815,199786.778534091,176625.47642774283,221598.07504609763,127386.17137556402,119121.09127099671,135596.25992021113,0,0,0,0,0,0,0,0,0
Med,pf_redm_tot,WATER (litereq),-45928.924444626326,-51929.685621776734,-40524.303311670985,-35200.19351639023,-39782.691400112366,-31059.210100209155,-10735.933176466677,-12141.595027152955,-9468.32213638346,327187.2271800132,295950.9692592118,357074.73158997815,199786.778534091,176625.47642774283,221598.07504609763,127386.17137556402,119121.09127099671,135596.25992021113,-14.037505326990335,-17.546719225742276,-11.348969760818651,-17.618880375702027,-22.523756031530024,-14.01601078608111,-8.427863920028377,-10.192649259341664,-6.982731044318554
Med,pf_seafood,WATER (litereq),8360.065726656243,8164.530988063559,8563.452841378865,5222.862056292121,5099.846120987861,5350.2450356005475,3136.828501168122,3064.6555396676067,3212.3126411973003,327187.2271800132,295950.9692592118,357074.73158997815,199786.778534091,176625.47642774283,221598.07504609763,127386.17137556402,119121.09127099671,135596.25992021113,2.5551320565630355,2.7587444665243073,2.398224260576385,2.614218065186385,2.887378550440428,2.414391476319264,2.4624560635549857,2.5727228545074463,2.369027466603814
Med,sat_fat,WATER (litereq),-25039.661399676053,-25403.73663195802,-24692.4130020919,-19251.079712243434,-19532.221417344525,-18983.91266455058,-5788.039099361501,-5870.927942174603,-5708.4531762859215,327187.2271800132,295950.9692592118,357074.73158997815,199786.778534091,176625.47642774283,221598.07504609763,127386.17137556402,119121.09127099671,135596.25992021113,-7.653007000147848,-8.583765309350243,-6.915194724684611,-9.635812666631736,-11.058552714129618,-8.566822008991494,-4.543694999904674,-4.928537742168956,-4.209889844782552
Med,veg_dg,WATER (litereq),12286.825395787515,9615.16230696128,14778.006958314407,8966.78677629924,6943.921043987388,10829.145015830194,3321.5506968966574,2662.1795694153225,3919.3317060890577,327187.2271800132,295950.9692592118,357074.73158997815,199786.778534091,176625.47642774283,221598.07504609763,127386.17137556402,119121.09127099671,135596.25992021113,3.755288830094672,3.248903806947744,4.138631398674185,4.48817826789733,3.9314379694415904,4.886840742446647,2.6074656778120398,2.23485156239792,2.890442338450418
Med,veg_oth,WATER (litereq),1656.1679873727753,83.53522357308276,3274.842956676432,993.4755118494195,28.97907836459644,1996.765771387138,668.0034065252754,57.511485498721356,1285.0582821659955,327187.2271800132,295950.9692592118,357074.73158997815,199786.778534091,176625.47642774283,221598.07504609763,127386.17137556402,119121.09127099671,135596.25992021113,0.5061835700760954,0.02822603479967574,0.917130972022089,0.49726789687431494,0.016407077252217194,0.9010754136613163,0.5243924040670366,0.048279851103684525,0.9477092383832431
Med,veg_ro,WATER (litereq),23314.739278418798,22748.191185610638,23851.771176260772,14181.830140784374,13824.997587957096,14529.774648208755,9131.697953280654,8915.671157702462,9344.560838294974,327187.2271800132,295950.9692592118,357074.73158997815,199786.778534091,176625.47642774283,221598.07504609763,127386.17137556402,119121.09127099671,135596.25992021113,7.125809732661538,7.686472946025864,6.679770105841398,7.098482814949854,7.827295284671392,6.556814469253047,7.168515903000403,7.484544560979208,6.891459133012659
Med,veg_sta,WATER (litereq),20051.522880153167,19097.58564235722,20963.964332773867,8901.383383641532,8482.262351297339,9315.871900650953,11156.651986271621,10622.120911990502,11668.193405897002,327187.2271800132,295950.9692592118,357074.73158997815,199786.778534091,176625.47642774283,221598.07504609763,127386.17137556402,119121.09127099671,135596.25992021113,6.1284552740566305,6.452955937316224,5.87102992122287,4.455441670842411,4.802400266853586,4.203949830662126,8.758134313793937,8.917078242530128,8.605099737089294
US,added_sugar,BLUEWATER (L),-3712.2306816562495,-3789.4909450676196,-3638.759861596663,-2460.6758718484157,-2511.899951737715,-2411.9354174795353,-1251.553810321373,-1277.5909933299013,-1226.8244441171275,26666.060283830724,21101.393876632534,32044.261541391796,14609.329334443568,10460.346298561748,18630.41848986092,12053.283507132786,10619.992892009042,13437.972355434145,-13.92118161492046,-17.958486378779284,-11.355418057914836,-16.843181610308577,-24.013544867850985,-12.94622243076377,-10.383509270156464,-12.030055069916457,-9.129535406589934
US,dairy_cow,BLUEWATER (L),13483.903960155094,13254.724888303923,13684.443781989927,10209.456140443122,10035.672843664972,10361.05276537002,3274.506884498619,3219.0704465693134,3323.2537831484174,26666.060283830724,21101.393876632534,32044.261541391796,14609.329334443568,10460.346298561748,18630.41848986092,12053.283507132786,10619.992892009042,13437.972355434145,50.565789684092245,62.814451812029674,42.70481865938348,69.8831267796317,95.94015874067988,55.613634073806395,27.166928269469974,30.311418089474294,24.730321623295616
US,dairy_soy,BLUEWATER (L),-8.27328298331695,-10.660233546126003,-5.580403057904676,-6.504295115130722,-8.380869495221944,-4.387204985394781,-1.7689878681862417,-2.2793640509040465,-1.193198072509905,26666.060283830724,21101.393876632534,32044.261541391796,14609.329334443568,10460.346298561748,18630.41848986092,12053.283507132786,10619.992892009042,13437.972355434145,-0.0310255166877184,-0.050519096550920434,-0.01741467204883605,-0.044521517492222745,-0.08012038278669872,-0.023548612114013403,-0.01467639807144174,-0.021462952697634496,-0.008879301437373406
US,dairy_tot,BLUEWATER (L),0,0,0,0,0,0,0,0,0,26666.060283830724,21101.393876632534,32044.261541391796,14609.329334443568,10460.346298561748,18630.41848986092,12053.283507132786,10619.992892009042,13437.972355434145,0,0,0,0,0,0,0,0,0
US,fruit_exc_juice,BLUEWATER (L),22246.953869346795,21436.280565605844,23028.616916538256,12458.8428147858,12022.661060280016,12886.410863222252,9785.491025051686,9397.201294008792,10154.438874276002,26666.060283830724,21101.393876632534,32044.261541391796,14609.329334443568,10460.346298561748,18630.41848986092,12053.283507132786,10619.992892009042,13437.972355434145,83.42797410848311,101.58703586564563,71.86502608834357,85.28004626066105,114.93559311638735,69.16866022218083,81.18527220620766,88.48594711470726,75.56526093142078
US,fruit_juice,BLUEWATER (L),7891.914892850655,7545.939954143998,8226.394331484986,6869.053056324343,6563.128861672171,7159.602128319116,1022.3526250821793,980.3177888954109,1064.6071259029193,26666.060283830724,21101.393876632534,32044.261541391796,14609.329334443568,10460.346298561748,18630.41848986092,12053.283507132786,10619.992892009042,13437.972355434145,29.595353827486882,35.76038624870319,25.67197350096177,47.01826414529225,62.74294057142805,38.42963663009249,8.481942903584574,9.23087048045998,7.922379193408637
US,gr_refined,BLUEWATER (L),-10990.797751438777,-11248.133310078623,-10720.61879256992,-8501.159125472412,-8700.755647593385,-8290.577575266136,-2490.617245952833,-2547.962492701244,-2430.1645644559926,26666.060283830724,21101.393876632534,32044.261541391796,14609.329334443568,10460.346298561748,18630.41848986092,12053.283507132786,10619.992892009042,13437.972355434145,-41.21642880295735,-53.305167307145005,-33.45565875725369,-58.18993419109063,-83.17846655602311,-44.500221934241836,-20.663392215730735,-23.992129925232295,-18.084309895705843
US,gr_whole,BLUEWATER (L),9839.172516003144,9703.056811283546,9987.341902187736,7884.111734289209,7774.60340531227,8003.21393578853,1955.3956914696926,1928.0975623027116,1984.6277399344997,26666.060283830724,21101.393876632534,32044.261541391796,14609.329334443568,10460.346298561748,18630.41848986092,12053.283507132786,10619.992892009042,13437.972355434145,36.897735965778345,45.98301357726236,31.167333624733455,53.966281092050515,74.32453174500776,42.9577786464864,16.222929547061142,18.155356429226035,14.768803562331644
US,leg_tot,BLUEWATER (L),1361.1971416064189,1239.632970116969,1473.0546217819115,1093.5716262300878,992.9662290425085,1186.813840813115,267.8575214998422,246.71904809068974,287.0751119355631,26666.060283830724,21101.393876632534,32044.261541391796,14609.329334443568,10460.346298561748,18630.41848986092,12053.283507132786,10619.992892009042,13437.972355434145,5.104605356464287,5.874649690747329,4.596937332692646,7.4854334596444305,9.49267070803418,6.370301566006178,2.2222784467098267,2.3231564333374664,2.1362978308217278
US,oil,BLUEWATER (L),-103.97475262253585,-143.53964797880442,-64.3519208263285,-86.56383957170131,-119.5371910994269,-53.53882647297059,-17.375539303866237,-23.952588665849248,-10.804133554691433,26666.060283830724,21101.393876632534,32044.261541391796,14609.329334443568,10460.346298561748,18630.41848986092,12053.283507132786,10619.992892009042,13437.972355434145,-0.3899141887321921,-0.6802377549938005,-0.2008219810065046,-0.5925243903401832,-1.1427651407283022,-0.28737318220794444,-0.14415606580218487,-0.22554241711284237,-0.08040002813610773
US,pf_egg,BLUEWATER (L),-1370.0507123257378,-1592.893974083346,-1157.3486508328197,-1011.9692715498318,-1176.5694073271566,-854.8597950248798,-358.0814407759048,-416.3245667561893,-302.48885580794064,26666.060283830724,21101.393876632534,32044.261541391796,14609.329334443568,10460.346298561748,18630.41848986092,12053.283507132786,10619.992892009042,13437.972355434145,-5.137807001645774,-7.54876186566661,-3.6117189011763133,-6.926870141560644,-11.247901109057256,-4.588516331450703,-2.9708206943278364,-3.9201962844010048,-2.2510007299249875
US,pf_ns,BLUEWATER (L),-3199.5652975590506,-4180.226247295479,-2237.265195731589,-2809.4360495497504,-3671.8362414161297,-1965.2616189615078,-390.95721581199484,-509.12439315361695,-272.8745431989495,26666.060283830724,21101.393876632534,32044.261541391796,14609.329334443568,10460.346298561748,18630.41848986092,12053.283507132786,10619.992892009042,13437.972355434145,-11.99864270725865,-19.81019013120559,-6.981796702794034,-19.23042451323283,-35.102434820164525,-10.548671357173463,-3.2435743802146333,-4.7940182100941415,-2.030622894447334
US,pf_pm,BLUEWATER (L),0,0,0,0,0,0,0,0,0,26666.060283830724,21101.393876632534,32044.261541391796,14609.329334443568,10460.346298561748,18630.41848986092,12053.283507132786,10619.992892009042,13437.972355434145,0,0,0,0,0,0,0,0,0
US,pf_poultry,BLUEWATER (L),0,0,0,0,0,0,0,0,0,26666.060283830724,21101.393876632534,32044.261541391796,14609.329334443568,10460.346298561748,18630.41848986092,12053.283507132786,10619.992892009042,13437.972355434145,0,0,0,0,0,0,0,0,0
US,pf_poultry_tot,BLUEWATER (L),-4303.68206386876,-4837.751057791281,-3765.782603344522,-3510.47471561723,-3945.5615978757082,-3070.1897658333723,-792.317260234289,-892.3195529575327,-689.5301683226215,26666.060283830724,21101.393876632534,32044.261541391796,14609.329334443568,10460.346298561748,18630.41848986092,12053.283507132786,10619.992892009042,13437.972355434145,-16.139174733953286,-22.926215614355964,-11.751815839101907,-24.0289929486413,-37.71922539905018,-16.479446060238725,-6.573455770499537,-8.402261301219456,-5.131206926793419
US,pf_redm,BLUEWATER (L),0,0,0,0,0,0,0,0,0,26666.060283830724,21101.393876632534,32044.261541391796,14609.329334443568,10460.346298561748,18630.41848986092,12053.283507132786,10619.992892009042,13437.972355434145,0,0,0,0,0,0,0,0,0
US,pf_redm_tot,BLUEWATER (L),-8089.096578063031,-9133.556535601325,-7105.901384431462,-6197.32803847669,-6998.629580080535,-5445.780707439988,-1891.8525859075842,-2135.3606808851096,-1660.6835480830057,26666.060283830724,21101.393876632534,32044.261541391796,14609.329334443568,10460.346298561748,18630.41848986092,12053.283507132786,10619.992892009042,13437.972355434145,-30.334801961607916,-43.284138427062544,-22.175269588449463,-42.42034590777285,-66.90628952736311,-29.230587119681182,-15.695744522959576,-20.106987853935856,-12.358140827782298
US,pf_seafood,BLUEWATER (L),418.3173154175898,390.4758924279072,446.93440917254924,261.80861722626975,244.3244833462228,279.69725094592656,156.50304387603336,145.93907618817508,167.06581152071757,26666.060283830724,21101.393876632534,32044.261541391796,14609.329334443568,10460.346298561748,18630.41848986092,12053.283507132786,10619.992892009042,13437.972355434145,1.568725604626497,1.8504744033062015,1.394740860528931,1.7920645858055837,2.3357207913835163,1.5012934416805714,1.2984266385455827,1.3741918443089183,1.2432367555299983
US,sat_fat,BLUEWATER (L),-5533.6361837867835,-5603.587885681395,-5457.324192666409,-4255.351054457358,-4309.445775550655,-4196.648101570901,-1278.2267901387213,-1294.1951734589948,-1260.7670836044101,26666.060283830724,21101.393876632534,32044.261541391796,14609.329334443568,10460.346298561748,18630.41848986092,12053.283507132786,10619.992892009042,13437.972355434145,-20.751607567399706,-26.555534285755172,-17.03058185821241,-29.127627675726114,-41.19792646007508,-22.525785472048355,-10.60480149979301,-12.18640338669911,-9.382122914507796
US,veg_dg,BLUEWATER (L),975.8804619177096,776.9868191584231,1157.183718349947,710.1303343821625,563.0895126553094,849.3120544383952,265.5823724610222,216.128752701229,311.17825214316775,26666.060283830724,21101.393876632534,32044.261541391796,14609.329334443568,10460.346298561748,18630.41848986092,12053.283507132786,10619.992892009042,13437.972355434145,3.6596349499346403,3.682158741270881,3.6112041990894523,4.860800370267028,5.383086721829962,4.5587384679555605,2.2034026852837085,2.0351120278418824,2.3156637319419042
US,veg_oth,BLUEWATER (L),204.61587698850525,15.715768872807534,380.8503514119711,122.99769230552663,6.526859152158077,231.42289511262098,81.21325443319051,9.730519163176696,148.56817613744076,26666.060283830724,21101.393876632534,32044.261541391796,14609.329334443568,10460.346298561748,18630.41848986092,12053.283507132786,10619.992892009042,13437.972355434145,0.7673269872286925,0.07447739691836668,1.1885134282780212,0.8419119693300506,0.062396205305894056,1.2421776528453528,0.6737853165498915,0.09162453555405271,1.1055847728199981
US,veg_ro,BLUEWATER (L),3020.5490022372906,2951.1775076660992,3085.824215341224,1836.621992892778,1791.4424019172268,1877.1767379447433,1184.0691238994302,1157.4370459317267,1209.8860988730207,26666.060283830724,21101.393876632534,32044.261541391796,14609.329334443568,10460.346298561748,18630.41848986092,12053.283507132786,10619.992892009042,13437.972355434145,11.327316334272428,13.985699356733978,9.629880880092191,12.571569514575053,17.126033410227944,10.07586994874186,9.823622942235883,10.898661210994163,9.003487035629734
US,veg_sta,BLUEWATER (L),4534.862551611764,4327.242536177016,4726.550298190904,2002.1975872227883,1908.5469036948268,2088.895030940886,2533.062841175843,2418.46116411716,2642.601920779646,26666.060283830724,21101.393876632534,32044.261541391796,14609.329334443568,10460.346298561748,18630.41848986092,12053.283507132786,10619.992892009042,13437.972355434145,17.00612127679592,20.506903768897274,14.750067783854485,13.704924718907687,18.245542252814744,11.212281850124345,21.015541861907167,22.772719235404747,19.665183488125063
US,added_sugar,CED (mJ),-187.2160515970218,-191.13825259282592,-183.52555154659032,-124.0925306704724,-126.6913088949195,-121.64419398846795,-63.12422326422869,-64.4469436979064,-61.88135755812273,2192.143243189986,1962.5962938999146,2418.5525796707966,1394.1617686385007,1233.489989453231,1551.933723338225,798.1241150599155,728.9059084642581,866.6542264063419,-8.540320171987792,-9.739050928961618,-7.588239060387558,-8.900870290802601,-10.270963686626915,-7.838233821403795,-7.909073547976924,-8.841599848420842,-7.14025913364771
US,dairy_cow,CED (mJ),1087.289898314381,1068.809783767052,1103.4606544347944,823.2510822970785,809.2378689398025,835.475248190621,264.0435787734052,259.5733986877874,267.9743402674575,2192.143243189986,1962.5962938999146,2418.5525796707966,1394.1617686385007,1233.489989453231,1551.933723338225,798.1241150599155,728.9059084642581,866.6542264063419,49.59940011639782,54.45897289672338,45.62483626405149,59.04989656265229,65.60554814867314,53.83446700246357,33.0830222757501,35.611372561746165,30.92056002295595
US,dairy_soy,CED (mJ),-1.0779529664252383,-1.3889565239100867,-0.727088876597947,-0.8474657796667475,-1.0919707632163336,-0.5716232163046195,-0.23048718675849067,-0.29698576069375326,-0.15546566029332745,2192.143243189986,1962.5962938999146,2418.5525796707966,1394.1617686385007,1233.489989453231,1551.933723338225,798.1241150599155,728.9059084642581,866.6542264063419,-0.04917347302800392,-0.0707713821852819,-0.030062975794262668,-0.06078676081430341,-0.08852692543539584,-0.036832965719377005,-0.02887861454244969,-0.040744046281566935,-0.017938602911795574
US,dairy_tot,CED (mJ),0,0,0,0,0,0,0,0,0,2192.143243189986,1962.5962938999146,2418.5525796707966,1394.1617686385007,1233.489989453231,1551.933723338225,798.1241150599155,728.9059084642581,866.6542264063419,0,0,0,0,0,0,0,0,0
US,fruit_exc_juice,CED (mJ),361.159140577345,348.95528715592445,373.01351518455556,203.4132794256307,196.76438804813432,209.91778455102875,157.78117361689823,152.15827912927278,163.06243196207907,2192.143243189986,1962.5962938999146,2418.5525796707966,1394.1617686385007,1233.489989453231,1551.933723338225,798.1241150599155,728.9059084642581,866.6542264063419,16.475161543357434,17.780288704331973,15.423006236040923,14.59036418881852,15.95184312240378,13.526208071533718,19.769002168923755,20.874886231867315,18.815166071275254
US,fruit_juice,CED (mJ),194.98398635717916,186.4772894865071,202.94529805170038,169.81692731979965,162.28806650520474,176.67854037094514,25.222245003708252,24.19572285829345,26.239225832581322,2192.143243189986,1962.5962938999146,2418.5525796707966,1394.1617686385007,1233.489989453231,1551.933723338225,798.1241150599155,728.9059084642581,866.6542264063419,8.89467360141303,9.50156127707519,8.39118817418162,12.180575535767137,13.156820719488948,11.384412730648563,3.160190818418612,3.319457638815379,3.0276464399630965
US,gr_refined,CED (mJ),-128.27015444896503,-131.31749121516805,-125.05978618126758,-99.25668423026637,-101.64774941090393,-96.78927405429744,-29.00513434912626,-29.679580696555714,-28.29674469047307,2192.143243189986,1962.5962938999146,2418.5525796707966,1394.1617686385007,1233.489989453231,1551.933723338225,798.1241150599155,728.9059084642581,866.6542264063419,-5.851358247114705,-6.691008824551707,-5.1708524855924445,-7.119452452579996,-8.240662695281484,-6.236688629080289,-3.6341633840933163,-4.071798616516641,-3.2650558698372723
US,gr_whole,CED (mJ),160.65909626749058,158.40576612105298,163.0194709468283,128.7489644136914,126.93653474588871,130.6513362102529,31.91212624519648,31.469858466241657,32.36844573492089,2192.143243189986,1962.5962938999146,2418.5525796707966,1394.1617686385007,1233.489989453231,1551.933723338225,798.1241150599155,728.9059084642581,866.6542264063419,7.328859405816063,8.071235363757959,6.740373242950866,9.234865516318385,10.290844338522428,8.418615707971123,3.9983914334928747,4.317410258416746,3.7348742726542166
US,leg_tot,CED (mJ),26.1645762762178,24.32492093458605,27.861017856784418,21.007504631704567,19.51012681108946,22.395201348925966,5.155337076649376,4.825653777712044,5.462213313991991,2192.143243189986,1962.5962938999146,2418.5525796707966,1394.1617686385007,1233.489989453231,1551.933723338225,798.1241150599155,728.9059084642581,866.6542264063419,1.1935614316035004,1.2394256022082621,1.1519707320391084,1.5068197324202848,1.5817012685881395,1.4430514017540428,0.6459317516376963,0.6620406998592288,0.630264429291661
US,oil,CED (mJ),-3.351631090516256,-4.632645894570514,-2.0590511726927065,-2.790055665844321,-3.859465162790085,-1.7125053811332756,-0.5605414802296395,-0.773166192009761,-0.3465457915594278,2192.143243189986,1962.5962938999146,2418.5525796707966,1394.1617686385007,1233.489989453231,1551.933723338225,798.1241150599155,728.9059084642581,866.6542264063419,-0.15289288694652062,-0.23604680743408976,-0.08513567949690704,-0.20012424157700234,-0.31288986500011,-0.11034655381092302,-0.07023236983480437,-0.10607215321367823,-0.039986626846142605
US,pf_egg,CED (mJ),-70.03668613462466,-81.42838385830933,-59.163404301371315,-51.731642932476724,-60.14596507649682,-43.700241614875395,-18.305043202147974,-21.2824187818125,-15.463162686495878,2192.143243189986,1962.5962938999146,2418.5525796707966,1394.1617686385007,1233.489989453231,1551.933723338225,798.1241150599155,728.9059084642581,866.6542264063419,-3.1948955138856685,-4.149013432431453,-2.446231882600807,-3.7105911305397794,-4.876080518752951,-2.8158574659281026,-2.2935083474797406,-2.919775863341912,-1.7842366904059586
US,pf_ns,CED (mJ),-7.8198228706085855,-10.40317286635801,-5.2556213933700935,-6.863712230569368,-9.122605436621875,-4.6024209563981495,-0.954992056710198,-1.2769172770934556,-0.6494968201606754,2192.143243189986,1962.5962938999146,2418.5525796707966,1394.1617686385007,1233.489989453231,1551.933723338225,798.1241150599155,728.9059084642581,866.6542264063419,-0.3567204330693853,-0.5300719714335982,-0.21730440915555646,-0.49231820761175205,-0.7395767711633924,-0.296560406361832,-0.11965457986926085,-0.17518273103092416,-0.07494301653081083
US,pf_pm,CED (mJ),0,0,0,0,0,0,0,0,0,2192.143243189986,1962.5962938999146,2418.5525796707966,1394.1617686385007,1233.489989453231,1551.933723338225,798.1241150599155,728.9059084642581,866.6542264063419,0,0,0,0,0,0,0,0,0
US,pf_poultry,CED (mJ),0,0,0,0,0,0,0,0,0,2192.143243189986,1962.5962938999146,2418.5525796707966,1394.1617686385007,1233.489989453231,1551.933723338225,798.1241150599155,728.9059084642581,866.6542264063419,0,0,0,0,0,0,0,0,0
US,pf_poultry_tot,CED (mJ),-134.45222504754722,-151.14159430145548,-117.6592023089525,-109.67328042499236,-123.2674315255285,-95.92553221515007,-24.75486856147375,-27.877628714043833,-21.543017338886752,2192.143243189986,1962.5962938999146,2418.5525796707966,1394.1617686385007,1233.489989453231,1551.933723338225,798.1241150599155,728.9059084642581,866.6542264063419,-6.13336858643843,-7.701104642418283,-4.864860218377712,-7.866610811749357,-9.993387265361534,-6.181032783333897,-3.1016314498422832,-3.8245853669617786,-2.4857684509561295
US,pf_redm,CED (mJ),0,0,0,0,0,0,0,0,0,2192.143243189986,1962.5962938999146,2418.5525796707966,1394.1617686385007,1233.489989453231,1551.933723338225,798.1241150599155,728.9059084642581,866.6542264063419,0,0,0,0,0,0,0,0,0
US,pf_redm_tot,CED (mJ),-356.7374227369839,-403.0006054697468,-313.43027842058956,-273.3271241981613,-308.6476245598117,-240.15491439032746,-83.41595571703351,-94.18626958038696,-73.24182510772744,2192.143243189986,1962.5962938999146,2418.5525796707966,1394.1617686385007,1233.489989453231,1551.933723338225,798.1241150599155,728.9059084642581,866.6542264063419,-16.273454020179035,-20.534055155527486,-12.959415522124079,-19.60512261536801,-25.02230477740852,-15.474559949232358,-10.451501733006957,-12.92159502161662,-8.451101128466322
US,pf_seafood,CED (mJ),1255.702457310787,1174.9275625068763,1340.5893206327514,786.3151532066087,735.8113251698511,839.4196915080634,469.38335359741524,439.0189222221472,500.86495822069884,2192.143243189986,1962.5962938999146,2418.5525796707966,1394.1617686385007,1233.489989453231,1551.933723338225,798.1241150599155,728.9059084642581,866.6542264063419,57.28195277437712,59.86598294100281,55.429405666062756,56.40056777446293,59.65280070866357,54.08863013186305,58.810822119085884,60.2298482045676,57.79294013225776
US,sat_fat,CED (mJ),-310.61717806390214,-314.57555527669945,-306.2897076851496,-238.968572975707,-242.04947939620732,-235.61536695728788,-71.65597212257602,-72.56109879626345,-70.67434072786173,2192.143243189986,1962.5962938999146,2418.5525796707966,1394.1617686385007,1233.489989453231,1551.933723338225,798.1241150599155,728.9059084642581,866.6542264063419,-14.169565744795717,-16.028541185696422,-12.664174029528045,-17.140663182083742,-19.623140963105875,-15.182050844959852,-8.978048748370018,-9.954796353502392,-8.154848678338432
US,veg_dg,CED (mJ),15.6919746594159,12.279690101898888,18.91609942794648,11.46473442520372,8.854391858453225,13.896426908605305,4.215093307244955,3.3695533590133064,5.023799353324187,2192.143243189986,1962.5962938999146,2418.5525796707966,1394.1617686385007,1233.489989453231,1551.933723338225,798.1241150599155,728.9059084642581,866.6542264063419,0.7158279783113574,0.6256859925837152,0.7821247959191057,0.8223388908734643,0.7178324862107808,0.8954265700673061,0.5281250406684588,0.46227548986571737,0.5796774769282339
US,veg_oth,CED (mJ),3.3067959756774146,-0.17504116371577363,6.591667634973886,1.9811073223140188,-0.1634272847284072,4.015409365253381,1.319546591829135,-0.0099435995831235,2.585265300143954,2192.143243189986,1962.5962938999146,2418.5525796707966,1394.1617686385007,1233.489989453231,1551.933723338225,798.1241150599155,728.9059084642581,866.6542264063419,0.15084762302601157,-0.008918857345233533,0.2725459719329781,0.14210024739444066,-0.013249178033528233,0.2587358793013529,0.16533100139820683,-0.0013641815037655281,0.2983041242254116
US,veg_ro,CED (mJ),170.14971861247872,166.50631893581368,173.65807141689666,103.98288188005037,101.53392073781494,106.16327891276134,66.20760180661865,64.81684735037335,67.59537251350281,2192.143243189986,1962.5962938999146,2418.5525796707966,1394.1617686385007,1233.489989453231,1551.933723338225,798.1241150599155,728.9059084642581,866.6542264063419,7.761797461961402,8.483982133938795,7.18024792500208,7.458451681801398,8.231434515558727,6.840709581618154,8.295401749845437,8.892347640168929,7.79957801553602
US,veg_sta,CED (mJ),116.61472379560841,111.1113740529625,121.66715597014675,51.7312028245758,49.240394148216325,54.03687874601021,64.89127698123454,61.86862570976592,67.73013028922234,2192.143243189986,1962.5962938999146,2418.5525796707966,1394.1617686385007,1233.489989453231,1551.933723338225,798.1241150599155,728.9059084642581,866.6542264063419,5.319667141181512,5.661448276363085,5.030577254876452,3.71055956261769,3.991957338060207,3.4819063426095505,8.130474415794732,8.487875457083039,7.815127212852962
US,dairy_tot,CVD (deaths),0,0,0,NA,NA,NA,NA,NA,NA,209923.31621043666,181485.0480219618,240673.42284585914,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA
US,fruit_exc_juice,CVD (deaths),39346.7270002041,35468.4109076334,43296.5708134953,NA,NA,NA,NA,NA,NA,209923.31621043666,181485.0480219618,240673.42284585914,NA,NA,NA,NA,NA,NA,18.743381016695235,19.54343418050688,17.989759858621728,NA,NA,NA,NA,NA,NA
US,gr_whole,CVD (deaths),50128.7648128309,45569.5439834725,54658.3668726959,NA,NA,NA,NA,NA,NA,209923.31621043666,181485.0480219618,240673.42284585914,NA,NA,NA,NA,NA,NA,23.87956026884577,25.109255269314556,22.71059522334637,NA,NA,NA,NA,NA,NA
