diet_pattern,outcome,age_gp,sex_gp,perc_change,perc_change_LB,perc_change_UB
Veg,BLUEWATER (L),45-54,Female,-1.2708573929443856,20.84804210089865,-16.508913953499675
Veg,BLUEWATER (L),45-54,Male,-4.567176574232156,13.256175507367068,-17.666016253692312
Veg,BLUEWATER (L),55-64,Female,-0.35220978600385444,18.028401607430578,-13.705628805776952
Veg,BLUEWATER (L),55-64,Male,-5.835662393544789,12.703394107239092,-19.011337476255406
Veg,BLUEWATER (L),65-74,Female,-1.1934522915830772,19.504871680833734,-15.822820340605404
Veg,BLUEWATER (L),65-74,Male,-6.156349045339583,14.022839008765741,-20.52815766066831
Veg,BLUEWATER (L),75+,Female,-2.3309890364323897,20.625332263718494,-18.280829140997763
Veg,BLUEWATER (L),75+,Male,-3.6443959700337683,21.99413775722704,-20.33297506951797
Vegan,BLUEWATER (L),20-34,Female,-9.014893593607292,3.2180988310754777,-18.66919262568375
Vegan,BLUEWATER (L),20-34,Male,-16.798776806896548,-6.016587674982343,-25.30266709316484
Vegan,BLUEWATER (L),35-44,Female,-9.3764579415354,5.150958564389316,-20.39184583616681
Vegan,BLUEWATER (L),35-44,Male,-16.608680656582496,-0.7517473199121754,-27.97214177995872
Vegan,BLUEWATER (L),45-54,Female,-12.68569561351309,6.78747265718377,-26.385426961545445
Vegan,BLUEWATER (L),45-54,Male,-15.467890892403835,0.35847049375023743,-27.079031846886775
Vegan,BLUEWATER (L),55-64,Female,-10.531671226111595,5.844208809726512,-22.47539706814658
Vegan,BLUEWATER (L),55-64,Male,-16.79235131441141,-0.44273109671451427,-28.55378403870089
Vegan,BLUEWATER (L),65-74,Female,-10.939672551970803,7.991641182716995,-24.049495547474386
Vegan,BLUEWATER (L),65-74,Male,-15.390618557517325,2.819544058600289,-28.21311847632726
Vegan,BLUEWATER (L),75+,Female,-12.628210417494262,8.177040187846117,-26.644105785945055
Vegan,BLUEWATER (L),75+,Male,-14.389130201717329,8.035701881778417,-29.20195462717654
Med,CED (mJ),20-34,Female,65.05357105589307,89.5448290762708,46.50311714373988
Med,CED (mJ),20-34,Male,54.31031340387303,78.34079863662367,36.07502533262136
Med,CED (mJ),35-44,Female,55.56787977941822,84.12578675475659,34.561108153438994
Med,CED (mJ),35-44,Male,53.53142588241645,87.17100441511033,30.175064203095964
Med,CED (mJ),45-54,Female,55.21607076093685,89.61796412035174,31.46472606004613
Med,CED (mJ),45-54,Male,55.236415835438116,86.9662919916846,33.010699845531015
Med,CED (mJ),55-64,Female,49.50232026774532,82.30704067341648,27.22690915992078
Med,CED (mJ),55-64,Male,41.503885079876035,75.23250057823556,18.93885378725889
Med,CED (mJ),65-74,Female,40.21412597478354,70.55241962069152,19.06541294850128
Med,CED (mJ),65-74,Male,37.936747161890644,68.4833759678332,16.977699488802788
Med,CED (mJ),75+,Female,46.411508428551365,96.33128815127048,16.735022053323316
Med,CED (mJ),75+,Male,48.848672492921246,93.95336821710768,20.297093480520882
US,CED (mJ),20-34,Female,34.837922702267235,55.124102143886965,19.388798808762424
US,CED (mJ),20-34,Male,29.421357564685803,49.621015194973886,14.131052527678351
US,CED (mJ),35-44,Female,29.13537107167803,53.331007579795255,11.911475239324645
US,CED (mJ),35-44,Male,26.388416726199303,54.0932302137186,6.960677095430784
US,CED (mJ),45-54,Female,28.81116370453849,57.07851606724553,9.132621445678161
US,CED (mJ),45-54,Male,24.848521879437723,50.693322599545134,6.890624815262942
US,CED (mJ),55-64,Female,24.317614647601438,51.23704556279296,5.590394513500028
US,CED (mJ),55-64,Male,16.75247193370849,44.05992675839861,-2.1891324398740095
US,CED (mJ),65-74,Female,20.516350057110248,47.02493747915334,1.903974672374694
US,CED (mJ),65-74,Male,13.911083297175503,38.756659978171356,-3.3827577708408394
US,CED (mJ),75+,Female,19.535180799273704,61.210186914681394,-4.938103770418122
US,CED (mJ),75+,Male,22.49621566126089,60.5188466479592,-1.0942451603264645
Veg,CED (mJ),20-34,Female,-28.803162076608828,-18.43608928851803,-36.91038406571265
Veg,CED (mJ),20-34,Male,-29.22128759008541,-18.216231649673333,-37.51950723927073
Veg,CED (mJ),35-44,Female,-29.115656320085613,-15.872951366100342,-38.658863384492136
Veg,CED (mJ),35-44,Male,-32.86528995390691,-18.44494985736961,-43.121771066200346
Veg,CED (mJ),45-54,Female,-29.921511388469657,-14.427350658706159,-40.67544336029361
Veg,CED (mJ),45-54,Male,-36.30186709219061,-23.24093007589808,-45.62835883830567
Veg,CED (mJ),55-64,Female,-32.534412038727275,-18.056430591436968,-42.699165916362325
Veg,CED (mJ),55-64,Male,-37.26226816211642,-22.35229823990908,-47.11557284182964
Veg,CED (mJ),65-74,Female,-30.486415142252714,-15.265396505601094,-41.06722913166968
Veg,CED (mJ),65-74,Male,-38.560454985714706,-25.09680715493179,-47.97791124901654
Veg,CED (mJ),75+,Female,-37.355008566945614,-15.580968677982515,-50.38609066514276
Veg,CED (mJ),75+,Male,-34.14813807594737,-13.891275277679144,-46.73696802170562
Vegan,CED (mJ),20-34,Female,-53.926454192293185,-47.16209036722789,-59.25612438400427
Vegan,CED (mJ),20-34,Male,-56.32675599868456,-49.51021385632239,-61.47965617554901
Vegan,CED (mJ),35-44,Female,-54.47700581310947,-46.04467961749981,-60.560307505077795
Vegan,CED (mJ),35-44,Male,-58.145720197267046,-48.90396028184704,-64.50101891691145
Vegan,CED (mJ),45-54,Female,-55.60441392321837,-45.84737884094615,-62.433827141987855
Vegan,CED (mJ),45-54,Male,-58.95420693814787,-50.55800021818402,-64.9520360786137
Vegan,CED (mJ),55-64,Female,-54.77834010433843,-44.95521456171015,-61.56575270744755
Vegan,CED (mJ),55-64,Male,-59.51742501778292,-50.03057561589791,-66.00887426514294
Vegan,CED (mJ),65-74,Female,-53.3552888651893,-43.05271473128611,-60.38728094933824
Vegan,CED (mJ),65-74,Male,-58.444101026020356,-49.170625721058535,-64.85471687713965
Vegan,CED (mJ),75+,Female,-57.61227205626004,-42.74214557281345,-66.291249893901
Vegan,CED (mJ),75+,Male,-57.87678749187878,-45.27577970458264,-65.83994285417126
Med,FL (mrh-eq),20-34,Female,48.54424715880585,70.33807801475407,31.907680411876342
Med,FL (mrh-eq),20-34,Male,35.29047795844771,54.76695408532783,20.305082118343524
Med,FL (mrh-eq),35-44,Female,42.58658290381933,67.76664244944214,23.851073523958412
Med,FL (mrh-eq),35-44,Male,31.205659767843088,57.91453333043602,12.371435366431136
Med,FL (mrh-eq),45-54,Female,38.067800821834986,70.46154899113466,16.121170606635452
Med,FL (mrh-eq),45-54,Male,30.27512112897343,56.91508835779906,11.443915168772712
Med,FL (mrh-eq),55-64,Female,35.707022249615825,63.014359052986904,16.496887215587762
Med,FL (mrh-eq),55-64,Male,28.703892568392725,56.95575415499094,9.251810693383005
Med,FL (mrh-eq),65-74,Female,29.982039025743777,57.95206247962105,10.425798207899
Med,FL (mrh-eq),65-74,Male,25.825750402819104,54.47553274412367,6.393585295532669
Med,FL (mrh-eq),75+,Female,30.888322376784693,68.25939987679973,7.376257050420969
Med,FL (mrh-eq),75+,Male,33.65205360027241,70.34564072409889,9.664624533602206
US,FL (mrh-eq),20-34,Female,33.4475449507649,53.036995222375594,18.32312523784506
US,FL (mrh-eq),20-34,Male,24.998636027425032,43.08193274224118,11.011797347263892
US,FL (mrh-eq),35-44,Female,28.72483208327835,51.76636087433031,12.006748240813879
US,FL (mrh-eq),35-44,Male,19.058216719568204,43.19986311404477,1.9090411226405983
US,FL (mrh-eq),45-54,Female,25.13748814620646,54.037615721298074,5.214451606751407
US,FL (mrh-eq),45-54,Male,16.62968839491496,40.87860914174384,-0.2725853637823126
US,FL (mrh-eq),55-64,Female,22.451107321205058,46.98252645718025,4.992502254094442
US,FL (mrh-eq),55-64,Male,15.730170386146202,41.31757397543957,-1.94817447616927
US,FL (mrh-eq),65-74,Female,19.540415162436652,45.51040082843896,1.26455367903796
US,FL (mrh-eq),65-74,Male,13.243175254222047,38.61424510186456,-4.372614556269549
US,FL (mrh-eq),75+,Female,19.18827692294239,52.97101728573465,-2.563501055269456
US,FL (mrh-eq),75+,Male,20.477849613614424,53.950833019709506,-1.2082696290283184
Veg,FL (mrh-eq),20-34,Female,-4.673329244115199,9.228481890899381,-15.548006882731578
Veg,FL (mrh-eq),20-34,Male,-10.227619889285467,2.6926634628966846,-20.19381886633761
Veg,FL (mrh-eq),35-44,Female,-5.419812936601253,11.406076493697508,-17.797895217156924
Veg,FL (mrh-eq),35-44,Male,-14.183555785076429,2.957511770271992,-26.563356042984378
Veg,FL (mrh-eq),45-54,Female,-8.125241980923454,12.935265133680565,-22.613079353834305
Veg,FL (mrh-eq),45-54,Male,-16.841651824818577,0.09688577804445973,-29.006589410103544
Veg,FL (mrh-eq),55-64,Female,-11.245343462890183,6.547140613731807,-23.901688570110448
Veg,FL (mrh-eq),55-64,Male,-17.579391060758844,0.600314063753341,-29.892873252690773
Veg,FL (mrh-eq),65-74,Female,-9.17875625375086,10.586221192601936,-22.96515309623396
Veg,FL (mrh-eq),65-74,Male,-17.19153098723537,1.4419066428218106,-30.205838664245505
Veg,FL (mrh-eq),75+,Female,-14.288086719707394,9.930702171820906,-30.134716627312997
Veg,FL (mrh-eq),75+,Male,-11.396089585734643,13.235102128873185,-27.220933403815927
Vegan,FL (mrh-eq),20-34,Female,0.6051176463007618,15.417658970083577,-10.899365523919965
Vegan,FL (mrh-eq),20-34,Male,-6.686817357902078,6.775186634394119,-17.05993823355591
Vegan,FL (mrh-eq),35-44,Female,-0.6574630689523622,16.99209561799021,-13.634572992449783
Vegan,FL (mrh-eq),35-44,Male,-10.147326281625237,8.234612308770348,-23.030804904583228
Vegan,FL (mrh-eq),45-54,Female,-9.10390510936204,11.77132958235973,-23.654437687610947
Vegan,FL (mrh-eq),45-54,Male,-11.318332205364527,6.85780225796783,-24.30881754688882
Vegan,FL (mrh-eq),55-64,Female,-3.376602984977775,15.977678976124352,-17.145321291179645
Vegan,FL (mrh-eq),55-64,Male,-17.524249764782024,0.5147452550508181,-30.04755982735256
Vegan,FL (mrh-eq),65-74,Female,-1.2775743200723335,20.322522716625844,-16.11409766806398
Vegan,FL (mrh-eq),65-74,Male,-8.605327320401262,12.112717643223577,-22.873856061662686
Vegan,FL (mrh-eq),75+,Female,-4.594555863323023,22.785239416413862,-21.86948960856917
Vegan,FL (mrh-eq),75+,Male,-16.61182277331675,6.026001124067038,-31.3845120413832
Med,Food_price ($),20-34,Female,34.64436567014383,56.83097670715799,18.187801049596732
Med,Food_price ($),20-34,Male,18.85816337409758,39.39337716309812,3.7098660154422016
Med,Food_price ($),35-44,Female,24.89251488818315,48.619537385865804,7.803244123481912
Med,Food_price ($),35-44,Male,22.473904137471195,51.36886291188472,2.8402233406464172
Med,Food_price ($),45-54,Female,29.707493737237073,57.28021519683926,10.320507668625647
Med,Food_price ($),45-54,Male,23.137125914717473,49.013949250831025,5.105335459431416
Med,Food_price ($),55-64,Female,23.7114896158532,48.94331870562341,6.047667540114666
Med,Food_price ($),55-64,Male,15.674413599132498,41.52583364801636,-2.053804917686973
Med,Food_price ($),65-74,Female,22.405305957824275,46.37717932921498,5.185277430497454
Med,Food_price ($),65-74,Male,16.73803845978136,43.190259003502554,-1.348998510416827
Med,Food_price ($),75+,Female,19.688383468946157,52.762742070269354,-1.7200078565713535
Med,Food_price ($),75+,Male,32.14192549956299,75.95369498336618,5.71308704867448
US,Food_price ($),20-34,Female,15.975859220809879,34.84542618864738,1.760022691683771
US,Food_price ($),20-34,Male,5.097596597010538,23.201575389326393,-8.442974854538274
US,Food_price ($),35-44,Female,10.553415762106244,31.44124637483073,-4.555325475789878
US,Food_price ($),35-44,Male,6.0518064610308775,31.16196920327176,-11.029987847405945
US,Food_price ($),45-54,Female,13.536943958730093,37.5479070951512,-3.2399760760005365
US,Food_price ($),45-54,Male,6.9678218833202425,29.538795429079475,-8.75923752142988
US,Food_price ($),55-64,Female,9.4677656876739391,31.388597548813358,-6.224710040941287
US,Food_price ($),55-64,Male,3.42062723123356,26.30662143017442,-12.388173485813763
US,Food_price ($),65-74,Female,9.912533183766927,31.68317965432927,-5.6002890548022854
US,Food_price ($),65-74,Male,2.6828656923248517,25.905433339855772,-13.39131372578246
US,Food_price ($),75+,Female,6.156998062863535,35.52581266132633,-12.545850223019428
US,Food_price ($),75+,Male,13.624350414229419,52.15027517852562,-9.347156623218773
Veg,Food_price ($),20-34,Female,-24.13644049455973,-11.87005210676697,-33.45074721279865
Veg,Food_price ($),20-34,Male,-32.72475055165874,-21.17728510175634,-41.40977419584837
Veg,Food_price ($),35-44,Female,-24.530710561371325,-10.194910599594309,-34.86437017377532
Veg,Food_price ($),35-44,Male,-31.458933233581366,-15.153085115048807,-42.57135507795012
Veg,Food_price ($),45-54,Female,-22.732250088538137,-6.357752689558113,-34.25596312393011
Veg,Food_price ($),45-54,Male,-31.216077611414793,-16.962398348288467,-41.429892910480916
Veg,Food_price ($),55-64,Female,-25.107655616615503,-10.010868962179584,-35.71321926598783
Veg,Food_price ($),55-64,Male,-28.0882359887481,-12.250271639112668,-39.01791750317729
Veg,Food_price ($),65-74,Female,-22.017202701017276,-6.644499237568242,-33.128707757489536
Veg,Food_price ($),65-74,Male,-31.192945806726268,-15.699896507247352,-41.91022991990041
Veg,Food_price ($),75+,Female,-27.547176783911976,-7.320051767156052,-40.736492364120046
Veg,Food_price ($),75+,Male,-21.80700097494537,4.9411186178187,-37.53346311133463
Vegan,Food_price ($),20-34,Female,-33.35715467135784,-22.37181693492321,-41.56243253015756
Vegan,Food_price ($),20-34,Male,-43.201554590151595,-33.50412227818549,-50.439815720980086
Vegan,Food_price ($),35-44,Female,-36.619956867507824,-24.699770815559667,-45.35123129064792
Vegan,Food_price ($),35-44,Male,-40.26564804488994,-26.02497728201062,-50.00413018543014
Vegan,Food_price ($),45-54,Female,-34.364294416938264,-20.498608013447683,-44.14118912175333
Vegan,Food_price ($),45-54,Male,-41.389542836202644,-28.925138995703385,-50.04240337325187
Vegan,Food_price ($),55-64,Female,-37.51239061351953,-24.948086778885777,-46.37811584822653
Vegan,Food_price ($),55-64,Male,-40.09342872115818,-26.827106510427555,-49.328142723574814
Vegan,Food_price ($),65-74,Female,-33.45238272849565,-20.34060848137476,-42.81341948363254
Vegan,Food_price ($),65-74,Male,-41.61723998558183,-28.61883500703431,-50.739135397512534
Vegan,Food_price ($),75+,Female,-38.74732822415174,-21.94888561075557,-49.649912852765205
Vegan,Food_price ($),75+,Male,-33.20175820471181,-11.29136852024025,-46.61774007360533
Med,GHG (kgCO2eq),20-34,Female,23.90607775087425,39.097816357869,11.84282148175047
Med,GHG (kgCO2eq),20-34,Male,6.15470249920673,18.72473832735301,-3.8883934578525396
Med,GHG (kgCO2eq),35-44,Female,18.96827550527431,35.638408005347635,5.756513024601253
Med,GHG (kgCO2eq),35-44,Male,4.52767804424856,20.21853824548098,-7.405259830390035
Med,GHG (kgCO2eq),45-54,Female,20.028768111783513,42.94290437962987,3.7581763136263726
Med,GHG (kgCO2eq),45-54,Male,5.201390113773682,23.435689610217253,-8.087019225053695
Med,GHG (kgCO2eq),55-64,Female,14.073217966597518,32.16099367403997,0.4135039406776563
Med,GHG (kgCO2eq),55-64,Male,1.0360895298431463,18.168759401307977,-11.717682916950805
Med,GHG (kgCO2eq),65-74,Female,11.36057444643606,32.127613123079534,-4.065765532070133
Med,GHG (kgCO2eq),65-74,Male,2.4629619158159533,21.007851043862967,-10.880774332847558
Med,GHG (kgCO2eq),75+,Female,11.82791055541705,42.07912647847791,-7.261585194736332
Med,GHG (kgCO2eq),75+,Male,3.5630266283617873,25.79071032266883,-12.289980508086735
US,GHG (kgCO2eq),20-34,Female,18.26660075216074,33.01742084545637,6.596650000869052
US,GHG (kgCO2eq),20-34,Male,4.2987598698080065,16.71320643032739,-5.682387773821305
US,GHG (kgCO2eq),35-44,Female,15.478051052118735,31.954741696434606,2.8072863191117974
US,GHG (kgCO2eq),35-44,Male,1.2865828667631924,16.337517166604798,-10.2838102844147
US,GHG (kgCO2eq),45-54,Female,17.131176082014278,38.820192646578114,1.1667365150773084
US,GHG (kgCO2eq),45-54,Male,-0.14483173510546896,17.459172499817967,-12.77535792966971
US,GHG (kgCO2eq),55-64,Female,12.081141118970002,29.58485667275083,-1.3630286663201407
US,GHG (kgCO2eq),55-64,Male,-1.5838406083786196,15.041289009721304,-14.127942032435016
US,GHG (kgCO2eq),65-74,Female,11.523263086985917,32.690673957563924,-4.005298732204229
US,GHG (kgCO2eq),65-74,Male,-0.03111175532437613,17.488305992763504,-13.339832379167424
US,GHG (kgCO2eq),75+,Female,9.668088423650454,38.9697400239943,-9.647122450199253
US,GHG (kgCO2eq),75+,Male,1.7587752973775648,24.027122759666387,-13.734478762472529
Veg,GHG (kgCO2eq),20-34,Female,-39.443093951304,-31.9619007457903,-45.51326170465054
Veg,GHG (kgCO2eq),20-34,Male,-45.416547987881785,-38.99382393073953,-50.58845504209381
Veg,GHG (kgCO2eq),35-44,Female,-38.596464325998795,-29.86290045822033,-45.291929567255075
Veg,GHG (kgCO2eq),35-44,Male,-47.25342074306212,-39.4162119054154,-53.31154184702448
Veg,GHG (kgCO2eq),45-54,Female,-37.70195074182028,-26.227520789623636,-46.14838579738098
Veg,GHG (kgCO2eq),45-54,Male,-49.479353676552314,-40.85321878508202,-55.93736688998796
Veg,GHG (kgCO2eq),55-64,Female,-40.48951598614488,-31.116039300084235,-47.65382230859762
Veg,GHG (kgCO2eq),55-64,Male,-48.51247328092212,-39.78627947741886,-54.857857950163094
Veg,GHG (kgCO2eq),65-74,Female,-39.28223091158829,-27.646879288066295,-47.596058925156
Veg,GHG (kgCO2eq),65-74,Male,-47.24691808184908,-37.79581224821915,-54.34231657596954
Veg,GHG (kgCO2eq),75+,Female,-42.64528361668898,-27.706091967096135,-52.9593109896661
Veg,GHG (kgCO2eq),75+,Male,-44.960798214670824,-33.051318246779246,-53.2870151170618
Vegan,GHG (kgCO2eq),20-34,Female,-63.84069501743311,-59.31471207269177,-67.46633089800146
Vegan,GHG (kgCO2eq),20-34,Male,-69.11610567124269,-65.43536860044993,-72.0646432592026
Vegan,GHG (kgCO2eq),35-44,Female,-63.720817881627,-58.57836360381672,-67.71244868787782
Vegan,GHG (kgCO2eq),35-44,Male,-69.3623398616024,-64.79248484926595,-72.85238953325775
Vegan,GHG (kgCO2eq),45-54,Female,-63.238997656940946,-56.30409584071179,-68.32926054497304
Vegan,GHG (kgCO2eq),45-54,Male,-69.64052385031975,-64.44679790991543,-73.54067752182392
Vegan,GHG (kgCO2eq),55-64,Female,-62.679911587492775,-56.86922848127922,-67.16741997270799
Vegan,GHG (kgCO2eq),55-64,Male,-69.2037622024538,-64.02248324490635,-73.07401160075337
Vegan,GHG (kgCO2eq),65-74,Female,-62.00369175542833,-54.73974558185244,-67.17859382057277
Vegan,GHG (kgCO2eq),65-74,Male,-66.80470950982385,-60.86031627018518,-71.26065995953522
Vegan,GHG (kgCO2eq),75+,Female,-63.70716429515192,-53.856245418354135,-70.03528122180526
Vegan,GHG (kgCO2eq),75+,Male,-67.38960822469652,-60.46490998920462,-72.29749232624356
Med,WATER (litereq),20-34,Female,44.26931611246824,67.08495845247194,27.109808830965555
Med,WATER (litereq),20-34,Male,33.677488701861414,53.793349497398644,18.343620056769534
Med,WATER (litereq),35-44,Female,39.159317339840136,64.6882175101558,20.271456214260624
Med,WATER (litereq),35-44,Male,29.110125564459693,56.43703263521331,10.117480901467818
Med,WATER (litereq),45-54,Female,32.672032102595175,67.70958388383323,9.946442398338315
Med,WATER (litereq),45-54,Male,25.692600538109016,51.92454311301553,7.18527675945688
Med,WATER (litereq),55-64,Female,32.97204415516488,60.25755820191452,13.758995399239538
Med,WATER (litereq),55-64,Male,26.835325330460986,54.92327322751328,7.471871610652568
Med,WATER (litereq),65-74,Female,27.172703773761913,55.90531077845278,7.494028984543117
Med,WATER (litereq),65-74,Male,24.20080502771612,53.87524739349413,4.426200192019841
Med,WATER (litereq),75+,Female,31.36954693399121,66.12564282594816,8.83935772084933
Med,WATER (litereq),75+,Male,33.40256747959511,71.7186481093514,8.980785993695878
US,WATER (litereq),20-34,Female,35.740501075567074,56.91039324678724,19.480118781192946
US,WATER (litereq),20-34,Male,27.341098254484773,46.60504827814779,12.571330846623702
US,WATER (litereq),35-44,Female,30.682640391984407,54.92376145940171,13.122155834201424
US,WATER (litereq),35-44,Male,21.724665650568713,47.3443748485971,3.786024808672371
US,WATER (litereq),45-54,Female,24.26108808315063,56.315513483259316,2.824549487611452
US,WATER (litereq),45-54,Male,19.12900204477849,44.452836946324894,1.5864215547269591
US,WATER (litereq),55-64,Female,24.19233239118738,49.61186238560208,6.155161167382457
US,WATER (litereq),55-64,Male,19.52794554599839,46.858517780556035,1.1029529237483549
US,WATER (litereq),65-74,Female,19.865780145787276,46.96732824131883,1.0217097484401578
US,WATER (litereq),65-74,Male,16.726090258705344,44.285447055833686,-2.073527675442684
US,WATER (litereq),75+,Female,23.694753139554347,55.64299187585367,2.242625708238581
US,WATER (litereq),75+,Male,24.50035111835009,60.08096747448963,1.6342508343994482
Veg,WATER (litereq),20-34,Female,21.553537490973536,40.641965403419356,6.834017345512174
Veg,WATER (litereq),20-34,Male,14.08785427208061,31.285805357165163,1.0117200571800555
Veg,WATER (litereq),35-44,Female,17.831077147469436,39.65580997321806,1.8963708122722727
Veg,WATER (litereq),35-44,Male,9.179871000555085,31.92010775879452,-6.9907400412122715
Veg,WATER (litereq),45-54,Female,11.950006232524052,40.59029348574087,-6.956810873815112
Veg,WATER (litereq),45-54,Male,7.25132105685018,29.569673003128997,-8.626557038757056
Veg,WATER (litereq),55-64,Female,12.377549346953188,35.587378436761334,-3.9033859554114105
Veg,WATER (litereq),55-64,Male,7.689893577171978,31.785276181515947,-8.697020321214143
Veg,WATER (litereq),65-74,Female,8.665690006871287,33.31096474118094,-8.371642409933914
Veg,WATER (litereq),65-74,Male,6.21227346870136,31.224398582888472,-11.075158815101723
Veg,WATER (litereq),75+,Female,9.712680263752276,38.1357342228973,-9.380625529301804
Veg,WATER (litereq),75+,Male,12.951132555594146,45.557351677763535,-7.723148449963535
Vegan,WATER (litereq),20-34,Female,11.582906379229023,29.29701973094856,-1.8162404957823581
Vegan,WATER (litereq),20-34,Male,3.6311285306603347,19.160586993602337,-8.28626929543876
Vegan,WATER (litereq),35-44,Female,8.152403046745784,28.237364354388365,-6.45701332548486
Vegan,WATER (litereq),35-44,Male,-0.20732759193415323,21.082145844316226,-14.935591186943656
Vegan,WATER (litereq),45-54,Female,3.461228429830665,29.841986522494178,-14.4010410046369
Vegan,WATER (litereq),45-54,Male,-1.2535394512658993,19.32487485948094,-15.922479748295132
Vegan,WATER (litereq),55-64,Female,4.856781739119576,26.3470666639113,-10.326944627273296
Vegan,WATER (litereq),55-64,Male,-0.4806199149075629,21.7351207911683,-15.792659118964625
Vegan,WATER (litereq),65-74,Female,1.2668025482590102,24.44904882997963,-14.45468482283988
Vegan,WATER (litereq),65-74,Male,-0.9181450881500621,22.518660298996608,-16.88826290135249
Vegan,WATER (litereq),75+,Female,1.6773354898633408,28.369069679894544,-15.708834448111661
Vegan,WATER (litereq),75+,Male,4.756716295041945,34.50609533248266,-14.312671766383675
Med,CVD (deaths),20-34,Male,-53.30172705722993,NA,NA
Med,CVD (deaths),20-34,Female,-42.459115687462145,NA,NA
Med,CVD (deaths),35-44,Male,-67.92408346103973,NA,NA
Med,CVD (deaths),35-44,Female,-46.61383285302594,NA,NA
Med,CVD (deaths),45-54,Male,-63.2702053881035,NA,NA
Med,CVD (deaths),45-54,Female,-50.58058140492465,NA,NA
Med,CVD (deaths),55-64,Male,-52.96022058367929,NA,NA
Med,CVD (deaths),55-64,Female,-43.50349558105791,NA,NA
Med,CVD (deaths),65-74,Male,-39.413822783112195,NA,NA
Med,CVD (deaths),65-74,Female,-38.41811120583499,NA,NA
Med,CVD (deaths),75+,Male,-22.805390338221148,NA,NA
Med,CVD (deaths),75+,Female,-20.905614343441638,NA,NA
Med,Cancer (cases),20-34,Male,-2.6878054324355043,NA,NA
Med,Cancer (cases),20-34,Female,-1.782960315967651,NA,NA
Med,Cancer (cases),35-44,Male,-5.661302181194347,NA,NA
Med,Cancer (cases),35-44,Female,-2.0753281339166825,NA,NA
Med,Cancer (cases),45-54,Male,-5.8489534410968895,NA,NA
Med,Cancer (cases),45-54,Female,-2.9073226970136488,NA,NA
Med,Cancer (cases),55-64,Male,-3.992109867617444,NA,NA
Med,Cancer (cases),55-64,Female,-2.8631408107822036,NA,NA
Med,Cancer (cases),65-74,Male,-2.768504479911633,NA,NA
Med,Cancer (cases),65-74,Female,-2.639274493250594,NA,NA
Med,Cancer (cases),75+,Male,-2.8464410081476186,NA,NA
Med,Cancer (cases),75+,Female,-2.980821214870202,NA,NA
US,CVD (deaths),20-34,Male,-49.576701659329494,NA,NA
US,CVD (deaths),20-34,Female,-38.885523924894,NA,NA
US,CVD (deaths),35-44,Male,-62.90227513851232,NA,NA
US,CVD (deaths),35-44,Female,-41.54658981748319,NA,NA
US,CVD (deaths),45-54,Male,-58.198376709979804,NA,NA
