diet_pattern,outcome,age_gp,sex_gp,race_gp,total_impact_current,total_LB_current,total_UB_current,total_impact_CF,total_LB_CF,total_UB_CF,perc_change,perc_change_LB,perc_change_UB
Med,BLUEWATER (L),75+,Female,OTH,540.1663931662554,383.6679842850939,693.0883785116878,629.1894987622688,629.1894987622688,629.1894987622688,16.480682012480077,63.993224489311096,-9.219441810095418
Med,BLUEWATER (L),75+,Male,HIS,502.5067460953741,382.6238767369035,622.5086386706198,587.7208250852501,587.7208250852501,587.7208250852501,16.95779801007938,53.6027573860409,-5.588326237473554
Med,BLUEWATER (L),75+,Male,NHB,517.4004076849469,402.6551493864431,632.1362726625082,587.6736161901221,587.6736161901221,587.6736161901221,13.581977799284145,45.949609010490974,-7.033713835960231
Med,BLUEWATER (L),75+,Male,NHW,537.254329209783,475.93669577707516,599.1823978535753,622.975844351933,622.975844351933,622.975844351933,15.955481506911806,30.89468617980442,3.9709855602554365
Med,BLUEWATER (L),75+,Male,OTH,555.0235761815964,408.83656927673024,701.9081822005417,638.9659696646569,638.9659696646569,638.9659696646569,15.124113116159895,56.2888493059823,-8.967300016158182
US,BLUEWATER (L),20-34,Female,HIS,517.3112796638852,460.257210919476,573.1480504547789,604.1948575035271,604.1948575035271,604.1948575035271,16.795221997883587,31.27330613604089,5.416891329232197
US,BLUEWATER (L),20-34,Female,NHB,455.0094678056167,406.8085244982654,504.9482938072883,569.7768289981877,569.7768289981877,569.7768289981877,25.22307101565643,40.06019900908375,12.838648231108001
US,BLUEWATER (L),20-34,Female,NHW,487.4023292079631,437.3408964272622,539.6161794081926,588.5320592984939,588.5320592984939,588.5320592984939,20.748717031136948,34.57055219540338,9.064939443429642
US,BLUEWATER (L),20-34,Female,OTH,559.3730267427825,477.93394497749046,639.5211032936057,664.8053185374549,664.8053185374549,664.8053185374549,18.848297424815506,39.09983283752019,3.953617028997578
US,BLUEWATER (L),20-34,Male,HIS,549.4229734142168,488.451166849669,610.1239685674684,597.8223689320596,597.8223689320596,597.8223689320596,8.809132100370668,22.39143019921413,-2.0162459220037166
US,BLUEWATER (L),20-34,Male,NHB,478.7774573222571,420.0321549700254,537.0227831290404,570.134345395291,570.134345395291,570.134345395291,19.081284357868824,35.73588084845012,6.165764899828155
US,BLUEWATER (L),20-34,Male,NHW,498.48188362622176,446.1253415455427,552.0313048320529,555.1485675658031,555.1485675658031,555.1485675658031,11.367852233135897,24.437801637217856,0.564689485263623
US,BLUEWATER (L),20-34,Male,OTH,571.997583891435,501.1493395014736,641.6149189502231,624.0323636578361,624.0323636578361,624.0323636578361,9.097027895187264,24.52024066889968,-2.74035948558595
US,BLUEWATER (L),35-44,Female,HIS,532.7998302199018,468.6241582589246,598.0107491319011,587.9782083819152,587.9782083819152,587.9782083819152,10.356305507687527,25.469034837304537,-1.6776522436343386
US,BLUEWATER (L),35-44,Female,NHB,479.64826396262777,415.59733261072415,542.4954592464339,613.9507451862979,613.9507451862979,613.9507451862979,28.000201671559573,47.72730646020884,13.171591526152243
US,BLUEWATER (L),35-44,Female,NHW,491.21771151972763,425.6565041900989,558.6700563923936,583.574570268589,583.574570268589,583.574570268589,18.801614148465465,37.099883244815565,4.457821497900942
US,BLUEWATER (L),35-44,Female,OTH,573.6734305799814,480.3331954085871,664.4409697136983,674.8745229148162,674.8745229148162,674.8745229148162,17.64088886468403,40.50132894536801,1.570275415980687
US,BLUEWATER (L),35-44,Male,HIS,552.653145145827,482.12008649187027,624.3978872100863,574.3120103134114,574.3120103134114,574.3120103134114,3.919070280848457,19.122191006886354,-8.021468029058672
US,BLUEWATER (L),35-44,Male,NHB,544.7305850431424,461.48770044893894,628.7205857375625,640.2146973569331,640.2146973569331,640.2146973569331,17.528685727501145,38.72844210888549,1.828174849068559
US,BLUEWATER (L),35-44,Male,NHW,586.4948764371999,482.56192882447584,688.8732523007033,681.4952877511873,681.4952877511873,681.4952877511873,16.19799509436291,41.22442054459508,-1.0710191642475522
US,BLUEWATER (L),35-44,Male,OTH,587.0027366133077,486.166204577615,686.0978020579104,595.8382063999479,595.8382063999479,595.8382063999479,1.5051837471178078,22.55854084255338,-13.155499899173858
US,BLUEWATER (L),45-54,Female,HIS,553.0227743558838,484.49392038930137,621.2618853751227,624.1487097430476,624.1487097430476,624.1487097430476,12.861303129876609,28.824879627288315,0.4646710889372824
US,BLUEWATER (L),45-54,Female,NHB,519.2381201912898,442.6136956015495,596.5454210884028,623.6562721639325,623.6562721639325,623.6562721639325,20.109877898443695,40.90306702243607,4.54464155069126
US,BLUEWATER (L),45-54,Female,NHW,500.990602502166,413.2420197228269,587.7360107227945,596.62175253936,596.62175253936,596.62175253936,19.088411950158406,44.37586790896315,1.5118593474709685
US,BLUEWATER (L),45-54,Female,OTH,607.6140000459217,441.15345589785653,781.054066087854,629.7527507260016,629.7527507260016,629.7527507260016,3.6435550659475893,42.75140369110309,-19.37142663115383
US,BLUEWATER (L),45-54,Male,HIS,552.1434535381368,473.9209075661647,628.2480597925025,605.7692828356193,605.7692828356193,605.7692828356193,9.712300119443238,27.8207551438416,-3.578009769629461
US,BLUEWATER (L),45-54,Male,NHB,549.6285896919853,465.6568291939862,634.7187317360837,627.2145163020435,627.2145163020435,627.2145163020435,14.116064568900565,34.69458128375363,-1.182289896111084
US,BLUEWATER (L),45-54,Male,NHW,519.7345171297093,455.0613322848233,581.5146390616928,600.3722542843607,600.3722542843607,600.3722542843607,15.515178326038864,31.932162038454,3.242844454113088
US,BLUEWATER (L),45-54,Male,OTH,600.9463247591426,472.8765780507178,729.3644869553442,591.6455732350181,591.6455732350181,591.6455732350181,-1.5476842341705341,25.116277840168667,-18.8820426800898
US,BLUEWATER (L),55-64,Female,HIS,544.414738655608,473.56922217609673,615.6967958395996,616.1692598114597,616.1692598114597,616.1692598114597,13.180120974138992,30.111762115811054,0.07673646753606805
US,BLUEWATER (L),55-64,Female,NHB,499.6235394102374,430.62743073833946,568.8599103551342,603.5267089583327,603.5267089583327,603.5267089583327,20.79629187822977,40.150549147216644,6.094083617450981
US,BLUEWATER (L),55-64,Female,NHW,521.5474987819352,455.33259526759076,587.2069452995265,595.0351829970508,595.0351829970508,595.0351829970508,14.090314762652437,30.681437960170488,1.333130978812113
US,BLUEWATER (L),55-64,Female,OTH,607.5371832529229,478.76725809523396,738.1312839662719,670.7258930282301,670.7258930282301,670.7258930282301,10.400797106273773,40.09435308853403,-9.131897319924708
US,BLUEWATER (L),55-64,Male,HIS,572.3804799854469,493.72707372023933,650.232038778126,602.2835107165595,602.2835107165595,602.2835107165595,5.2243274843811776,21.987134750044415,-7.374064211241932
US,BLUEWATER (L),55-64,Male,NHB,519.337789971106,451.2840343351463,588.9224348775052,615.8892075039342,615.8892075039342,615.8892075039342,18.591255902675606,36.474849683368994,4.579002433832914
US,BLUEWATER (L),55-64,Male,NHW,551.0670484215395,468.43026003424774,634.2346331984816,619.6625595411397,619.6625595411397,619.6625595411397,12.447761359726211,32.28491248533668,-2.2975840319305942
US,BLUEWATER (L),55-64,Male,OTH,566.0603378391771,426.4968836787931,700.7635234405898,569.127258764669,569.127258764669,569.127258764669,0.541801062621568,33.442301818386774,-18.784691307791903
US,BLUEWATER (L),65-74,Female,HIS,527.1653123175622,426.4362155001551,626.0857192219052,594.9259058321121,594.9259058321121,594.9259058321121,12.853765589517998,39.511111910216215,-4.9769244742586105
US,BLUEWATER (L),65-74,Female,NHB,496.1518154091144,424.8139412482928,568.5668508391007,609.7332417865056,609.7332417865056,609.7332417865056,22.892474208470798,43.52948022252693,7.240378310246342
US,BLUEWATER (L),65-74,Female,NHW,558.9733927354123,481.8791819033152,635.0270919184898,632.1005775557518,632.1005775557518,632.1005775557518,13.082408889353692,31.174078751253703,-0.4608487417279536
US,BLUEWATER (L),65-74,Female,OTH,629.3897528067982,493.9083865337796,768.2836861433171,645.7734861429808,645.7734861429808,645.7734861429808,2.603114089976584,30.747625217498666,-15.945958792294732
US,BLUEWATER (L),65-74,Male,HIS,578.2745431493033,464.7488637912206,691.7295891907203,604.6766144368281,604.6766144368281,604.6766144368281,4.565663766511005,30.108250185732004,-12.584827382581482
US,BLUEWATER (L),65-74,Male,NHB,539.5908922232609,454.0369798444015,627.0860241568746,597.1081500861468,597.1081500861468,597.1081500861468,10.659419699598562,31.51090695096593,-4.780504255541886
US,BLUEWATER (L),65-74,Male,NHW,574.8320515194276,499.88197779267955,648.932966750767,604.3876074031169,604.3876074031169,604.3876074031169,5.1415984556822165,20.906060680943355,-6.864400736287212
US,BLUEWATER (L),65-74,Male,OTH,530.647892279261,410.7239067764986,650.8276287041231,582.7513041816871,582.7513041816871,582.7513041816871,9.818829521517443,41.88395040242928,-10.459962288015364
US,BLUEWATER (L),75+,Female,HIS,480.98946018154777,390.72183878503273,573.3014250485018,560.4404130444779,560.4404130444779,560.4404130444779,16.518231570592338,43.43718661521269,-2.2433246180987347
US,BLUEWATER (L),75+,Female,NHB,491.98719813021046,398.0807474874533,585.7245724578262,548.8570671116208,548.8570671116208,548.8570671116208,11.559217231168496,37.875813029345174,-6.294341586439062
US,BLUEWATER (L),75+,Female,NHW,507.2591002638008,458.46367809860465,555.6611918911232,593.193608673458,593.193608673458,593.193608673458,16.940949578818174,29.38726381414149,6.75455067405337
US,BLUEWATER (L),75+,Female,OTH,539.8775782372455,389.20502769054315,697.7125152247356,607.9741389136959,607.9741389136959,607.9741389136959,12.61333372998977,56.20922024601801,-12.86179828408763
US,BLUEWATER (L),75+,Male,HIS,501.3818487837252,380.12951873423293,620.8844585621683,574.1065710039957,574.1065710039957,574.1065710039957,14.504857404927876,51.02919997259712,-7.534072871867329
US,BLUEWATER (L),75+,Male,NHB,517.4802596275872,401.6487583513023,632.4850269919407,570.6756321911707,570.6756321911707,570.6756321911707,10.279691171575593,42.08325566191069,-9.772467673224073
US,BLUEWATER (L),75+,Male,NHW,537.092596161701,476.69069823938696,601.666610686088,598.1658524525193,598.1658524525193,598.1658524525193,11.371085121499457,25.48301333795469,-0.5818435278595165
US,BLUEWATER (L),75+,Male,OTH,556.8751470701795,412.6852315670089,702.2224914308122,609.3745293923375,609.3745293923375,609.3745293923375,9.427496019236395,47.66085209264186,-13.222014841662567
Veg,BLUEWATER (L),20-34,Female,HIS,517.401382708202,460.26939078293253,574.1746754374392,526.1046429778646,526.1046429778646,526.1046429778646,1.6821099750657078,14.3036346785834,-8.372022402930272
Veg,BLUEWATER (L),20-34,Female,NHB,454.6655679905245,405.0254822822783,504.4938245622513,480.13139821832635,480.13139821832635,480.13139821832635,5.601002587539812,18.543503858777896,-4.8290831637164615
Veg,BLUEWATER (L),20-34,Female,NHW,487.1712894155857,436.7890765730368,538.7036372881887,501.08643442384783,501.08643442384783,501.08643442384783,2.8563146701347777,14.720459210032386,-6.982912358584448
Veg,BLUEWATER (L),20-34,Female,OTH,559.0915971842094,478.60392232296346,642.2858692292825,585.7509031675579,585.7509031675579,585.7509031675579,4.768325282943723,22.387401324365104,-8.80215006591447
Veg,BLUEWATER (L),20-34,Male,HIS,549.7977421000816,490.26160546462467,609.7298726278481,526.6188129648219,526.6188129648219,526.6188129648219,-4.21590111423926,7.415879011317082,-13.63080003031989
Veg,BLUEWATER (L),20-34,Male,NHB,478.3008491836753,420.79596965777677,537.3250771871278,478.9713445360677,478.9713445360677,478.9713445360677,0.1401827643703175,13.8250789154667,-10.860042668497668
Veg,BLUEWATER (L),20-34,Male,NHW,498.59086194959986,445.5770956097434,551.6545223470343,469.63713795382233,469.63713795382233,469.63713795382233,-5.807110840852979,5.399748456808422,-14.867526879733722
Veg,BLUEWATER (L),20-34,Male,OTH,572.0761164908516,500.79311710510586,640.1219679228745,546.11910203809,546.11910203809,546.11910203809,-4.537335802792031,9.050840234186195,-14.685149173963447
Veg,BLUEWATER (L),35-44,Female,HIS,532.3897577906797,467.0316700197641,597.1361318060626,510.55509515161305,510.55509515161305,510.55509515161305,-4.1012552025186455,9.319159261727822,-14.499379964260694
Veg,BLUEWATER (L),35-44,Female,NHB,478.5931880579963,414.3545085824589,542.3805773458679,524.1663153633829,524.1663153633829,524.1663153633829,9.522310062604559,26.501897410649462,-3.3582069018061587
Veg,BLUEWATER (L),35-44,Female,NHW,491.4850537541576,422.91751592118027,560.7800181257074,503.164694704124,503.164694704124,503.164694704124,2.376397992319938,18.97466426949776,-10.27413986934679
Veg,BLUEWATER (L),35-44,Female,OTH,574.3342979272131,485.1268137341385,663.3769821999924,602.315309446426,602.315309446426,602.315309446426,4.871903283540099,24.156260259097877,-9.204671610863608
Veg,BLUEWATER (L),35-44,Male,HIS,552.3821497560288,482.07556567899786,623.1453210563316,492.2281613022653,492.2281613022653,492.2281613022653,-10.88992257992619,2.1060174682298207,-21.009089746857224
Veg,BLUEWATER (L),35-44,Male,NHB,544.3578873204069,461.41203203278735,629.5232967014174,558.9578941234544,558.9578941234544,558.9578941234544,2.682060303179541,21.14072787849094,-11.209339344185091
Veg,BLUEWATER (L),35-44,Male,NHW,587.0145673673128,482.8131669724569,689.7336688028508,596.1220337382895,596.1220337382895,596.1220337382895,1.5514889880539988,23.46847072882263,-13.572142306325302
Veg,BLUEWATER (L),35-44,Male,OTH,585.8655045902906,487.14528852097953,684.4912103940732,515.0375279780858,515.0375279780858,515.0375279780858,-12.089460133300808,5.7256510766613,-24.75615169965879
Veg,BLUEWATER (L),45-54,Female,HIS,552.6389216325264,482.78097504232517,621.5404755765978,547.1985571426259,547.1985571426259,547.1985571426259,-0.9844338277567134,13.343024151822313,-11.960913465049172
Veg,BLUEWATER (L),45-54,Female,NHB,519.5674037434243,442.7177028921338,595.9671876220199,542.5261750515996,542.5261750515996,542.5261750515996,4.418824418691387,22.544495399088138,-8.967106525387129
Veg,BLUEWATER (L),45-54,Female,NHW,500.2518809180034,412.61436551192014,588.1447436927566,510.13593160004467,510.13593160004467,510.13593160004467,1.9758147963188526,23.635038970863754,-13.263539788338786
Veg,BLUEWATER (L),45-54,Female,OTH,608.6274876231112,443.767049680471,773.5058087894599,553.5065413351977,553.5065413351977,553.5065413351977,-9.05659823271847,24.72907615239644,-28.441837792861847
Veg,BLUEWATER (L),45-54,Male,HIS,551.9451155152319,475.5298054822672,631.8302882778537,537.8986897908378,537.8986897908378,537.8986897908378,-2.5448953762879123,13.115662486249011,-14.866586839804762
Veg,BLUEWATER (L),45-54,Male,NHB,548.6460954558105,468.4792320395091,631.3381351096488,560.2108768939646,560.2108768939646,560.2108768939646,2.1078763767645503,19.580728147778242,-11.266111495598313
Veg,BLUEWATER (L),45-54,Male,NHW,519.0692785097156,455.09337465171996,581.041631546645,513.130989640156,513.130989640156,513.130989640156,-1.1440262630469624,12.752902639563121,-11.68774115646776
Veg,BLUEWATER (L),45-54,Male,OTH,599.9713904817363,471.2215354763786,728.5518549396145,507.01681638170015,507.01681638170015,507.01681638170015,-15.493167770116495,7.596274408200489,-30.407586921355943
Veg,BLUEWATER (L),55-64,Female,HIS,545.2482799642702,474.60581173202934,619.3101396171229,542.9158837071847,542.9158837071847,542.9158837071847,-0.4277677422913394,14.393012113750595,-12.335379484851899
Veg,BLUEWATER (L),55-64,Female,NHB,499.77872522522,430.7159714194863,568.7141069210287,507.2560869557179,507.2560869557179,507.2560869557179,1.4961344597308102,17.770438204086698,-10.806487691687389
Veg,BLUEWATER (L),55-64,Female,NHW,521.3027058836454,454.94769959505277,587.103738666735,509.1827666256383,509.1827666256383,509.1827666256383,-2.324933118745851,11.921165241380482,-13.272096038435887
Veg,BLUEWATER (L),55-64,Female,OTH,608.8742170767939,476.1890454802392,736.6727464685032,608.1879097609045,608.1879097609045,608.1879097609045,-0.11271742120800524,27.71984478297768,-17.441236603842807
Veg,BLUEWATER (L),55-64,Male,HIS,572.3751103024662,492.36591289320825,651.6421530177614,530.0809528735955,530.0809528735955,530.0809528735955,-7.389237698774275,7.65996162463169,-18.654594332367047
Veg,BLUEWATER (L),55-64,Male,NHB,520.1703185908485,452.622494559243,587.7114139845096,527.6514959237428,527.6514959237428,527.6514959237428,1.4382168811863258,16.576507413216813,-10.219287329061435
Veg,BLUEWATER (L),55-64,Male,NHW,549.8953661805523,467.89916023380385,629.7210803264866,537.6705764975122,537.6705764975122,537.6705764975122,-2.223111965454566,14.911635282449407,-14.6176627565413
Veg,BLUEWATER (L),55-64,Male,OTH,566.7659079757876,432.91740985034943,699.5377898431842,484.88183298926486,484.88183298926486,484.88183298926486,-14.447600646794879,12.00331101419055,-30.68539826876814
Veg,BLUEWATER (L),65-74,Female,HIS,527.6960138376571,431.8871851253298,626.1629230026288,528.2735350504684,528.2735350504684,528.2735350504684,0.10944202678569137,22.31748318653357,-15.633213714212435
Veg,BLUEWATER (L),65-74,Female,NHB,495.5939202903353,425.7712266863642,568.437170567089,527.0794281177798,527.0794281177798,527.0794281177798,6.3530859718777934,23.794045976254353,-7.2756928277666155
Veg,BLUEWATER (L),65-74,Female,NHW,557.3846407577669,480.92798159373615,635.500029016561,549.3505701517129,549.3505701517129,549.3505701517129,-1.4413871532469296,14.227200574030373,-13.556169147335021
Veg,BLUEWATER (L),65-74,Female,OTH,629.5403518069788,488.8178247537009,764.2337275589194,579.1335326812514,579.1335326812514,579.1335326812514,-8.00692425529897,18.476353224855817,-24.22036455639123
Veg,BLUEWATER (L),65-74,Male,HIS,578.1112297547882,467.60984243767655,691.1678446189298,544.1650383866021,544.1650383866021,544.1650383866021,-5.871913504012836,16.371596361154197,-21.26875655122189
Veg,BLUEWATER (L),65-74,Male,NHB,539.3928484111427,454.0218551857464,627.2046059274485,512.520472741318,512.520472741318,512.520472741318,-4.981967363672144,12.884537800859622,-18.284963487560304
Veg,BLUEWATER (L),65-74,Male,NHW,575.1020245987737,498.68776733044325,650.8728478968599,517.4037915190008,517.4037915190008,517.4037915190008,-10.032695176134476,3.753054599423504,-20.506164423532557
Veg,BLUEWATER (L),65-74,Male,OTH,532.4079413720418,410.9227944248363,658.1436632424604,513.9451106249414,513.9451106249414,513.9451106249414,-3.467797775427757,25.070966516789177,-21.909889993789424
Veg,BLUEWATER (L),75+,Female,HIS,482.21109440863034,390.2714768024645,572.6877155906443,479.56330776932407,479.56330776932407,479.56330776932407,-0.549092849585604,22.879415041662014,-16.260940349536906
Veg,BLUEWATER (L),75+,Female,NHB,492.50497886122963,399.45149520171645,588.88843684972,465.9186941262603,465.9186941262603,465.9186941262603,-5.398175830920975,16.63961700555883,-20.881670453794417
Veg,BLUEWATER (L),75+,Female,NHW,507.77021000058164,458.79616010288754,556.4386726838741,505.24645302251537,505.24645302251537,505.24645302251537,-0.49702738135492097,10.12438572049319,-9.199975158887314
Veg,BLUEWATER (L),75+,Female,OTH,537.4413677379424,386.9941733455219,696.1596435857348,522.1149040014126,522.1149040014126,522.1149040014126,-2.8517461915962987,34.91544316747378,-25.00069361789828
Veg,BLUEWATER (L),75+,Male,HIS,502.976696843,379.9635047575623,626.0172306015397,505.35998540511486,505.35998540511486,505.35998540511486,0.47383677555518355,33.00224339376026,-19.273789809345242
Veg,BLUEWATER (L),75+,Male,NHB,517.3776370860227,404.90139934272963,633.4686040580964,488.70981409995505,488.70981409995505,488.70981409995505,-5.5409861059188215,20.69847496039045,-22.851770242565212
Veg,BLUEWATER (L),75+,Male,NHW,538.2057484528176,476.6194117639529,599.5688987702534,513.3546422390328,513.3546422390328,513.3546422390328,-4.6173988823464525,7.707455795626131,-14.379374365156442
