,FNDDS_food_code,FNDDS_food_code_descr,food_item_cluster,rep_food,food_grp,dga_subgrp,commodity,prop_dga_subgrp,gwp_100g,od_100g,htnc_100g,htc_100g,pm_100g,irh_100g,ire_100g,pof_100g,acid_100g,teu_100g,feu_100g,meu_100g,feco_100g,lu_100g,wd_100g,md_100g,FPED,FPED_CF
143,75113000,"Lettuce, raw","Lettuce (Incl. Iceberg, manoa)","Lettuce, iceberg, raw",veg,other,lettuce,0.223140496,0.016175775,1.36E-09,1.13E-08,5.26E-10,1.16E-05,0.000783706,3.88E-09,8.10E-05,0.000129355,0.000446706,3.56E-06,0.000140474,0.072462915,0.118671,0.000994436,1.61E-06,0.91,1.098901099
179,75219011,"Mushrooms, cooked, from fresh, fat not added in cooking",Mushrooms (Incl. shiitake),"Mushrooms, cooked, boiled, drained, without salt",veg,other,other_o,0.038567493,0.179431812,7.98E-09,1.48E-07,1.05E-08,0.000161519,0.011529529,4.19E-08,0.00044541,0.001654629,0.004296968,7.25E-05,0.000663038,6.66037679,1.34367649,0.021841399,3.92E-06,0.65,1.538461538
187,75220011,"Okra, cooked, from fresh, fat not added in cooking",Okra (Incl. horseradish pods),"Okra, cooked, boiled, drained, without salt",veg,other,other_o,0.002754821,0.13017312,5.79E-09,1.07E-07,7.61E-09,0.000117178,0.008364374,3.04E-08,0.000323133,0.00120039,0.003117338,5.26E-05,0.000481017,4.8319304,0.9748024,0.015845368,2.84E-06,0.63,1.587301587
189,75510020,"Olives, black",Olives,"Olives, ripe, canned (small-extra large)",veg,other,other_o,0.011019284,0.12277692,5.46E-09,1.01E-07,7.17E-09,0.00011052,0.007889125,2.86E-08,0.000304774,0.001132186,0.002940217,4.96E-05,0.000453686,4.5573889,0.9194159,0.014945063,2.68E-06,0.74,1.351351351
190,75221011,"Onions, mature, cooked, from fresh, fat not added in cooking",Unknown other vegetable,"Onions, cooked, boiled, drained, without salt",veg,other,other_o,0.016528926,0.0165259,2.24E-09,3.25E-08,1.98E-09,5.02E-05,0.002024762,6.14E-09,9.92E-05,0.001979863,0.008762314,9.39E-06,0.000359053,0.94564846,0.38177484,2.94E-05,8.10E-07,0.48,2.083333333
191,75221011,"Onions, mature, cooked, from fresh, fat not added in cooking","Onions, mature, cooked (includes Leeks)","Onions, cooked, boiled, drained, without salt",veg,other,onion,0.110192837,0.0165259,2.24E-09,3.25E-08,1.98E-09,5.02E-05,0.002024762,6.14E-09,9.92E-05,0.001979863,0.008762314,9.39E-06,0.000359053,0.94564846,0.38177484,2.94E-05,8.10E-07,0.48,2.083333333
192,75117020,"Onions, mature, raw","Onions, mature, raw","Onions, raw",veg,other,onion,0.049586777,0.01554555,2.11E-09,3.06E-08,1.86E-09,4.72E-05,0.001904649,5.78E-09,9.33E-05,0.001862414,0.008242516,8.84E-06,0.000337753,0.88955067,0.35912718,2.77E-05,7.62E-07,0.63,1.587301587
193,75117010,"Onions, young green, raw",Spring Onions/Scallions,"Onions, spring or scallions (includes tops and bulb), raw",veg,other,other_o,0.013774105,0.0145652,1.97E-09,2.87E-08,1.74E-09,4.42E-05,0.001784536,5.41E-09,8.75E-05,0.001744964,0.007722718,8.28E-06,0.000316453,0.83345288,0.33647952,2.59E-05,7.14E-07,1,1
213,75122100,"Pepper, sweet, green, raw","Raw Green Peppers (sweet, bell) (Incl. color NS)","Pepper, sweet, green, raw",veg,other,other_o,0.019283747,0.284931,8.18E-09,5.01E-08,9.97E-09,0.00025639,0.010890159,4.21E-08,0.000512698,0.001612694,0.001585817,0.000102891,0.00023048,0.97632208,0.3821772,0.002723211,2.36E-06,0.83,1.204819277
214,75226010,"Peppers, green, cooked, fat not added in cooking","Green Peppers, cooked, sweet, bell","Peppers, sweet, green, cooked, boiled, drained, without salt",veg,other,other_o,0.03030303,0.378351,1.09E-08,6.65E-08,1.32E-08,0.000340453,0.014460703,5.59E-08,0.000680795,0.002141446,0.002105757,0.000136626,0.000306047,1.29642768,0.5074812,0.003616067,3.14E-06,0.74,1.351351351
215,75226100,"Peppers, hot, cooked, NS as to form, fat not added in cooking","Chili Pepper, hot, red, ckd and raw (Incl. color NS) RO ","Peppers, hot chili, green, raw",veg,other,other_o,0.002754821,0.33327585,9.57E-09,5.86E-08,1.17E-08,0.000299893,0.012737916,4.92E-08,0.000599688,0.001886323,0.001854886,0.000120349,0.000269586,1.141976728,0.44702202,0.003185264,2.76E-06,0.74,1.351351351
240,75125000,"Radish, raw",Radishes,"Radish, raw",veg,other,other_o,0.002754821,0.031241838,2.00E-09,9.76E-09,1.29E-09,2.90E-05,0.003103116,1.12E-08,9.54E-05,0.000216279,0.000517962,1.26E-05,0.000161495,0.30105198,0.14024295,0.000858453,1.65E-06,0.8,1.25
260,75231011,"Snowpea (pea pod), cooked, from fresh, fat not added in cooking","Edible-pod Green Peas, ckd and raw (Incl. snowpeas, fern shoots)","Peas, edible-podded, boiled, drained, without salt",veg,other,other_o,0.008264463,-0.089552722,4.01E-09,-2.63E-08,5.45E-09,2.23E-05,0.003649686,1.16E-08,0.000182076,0.000224143,0.000660921,2.03E-05,0.001256969,1.9465946,2.7859132,0.007146032,6.17E-06,0.63,1.587301587
268,75233011,"Squash, summer, cooked, from fresh, fat not added in cooking","Summer Squash, ckd and raw, yellow and zucchini (Incl. spaghetti squash, chayote, bitter and winter melons)","Squash, summer, all varieties, cooked, boiled, drained,",veg,other,other_o,0.027548209,0.18342576,8.16E-09,1.51E-07,1.07E-08,0.000165115,0.011786163,4.28E-08,0.000455324,0.001691459,0.004392613,7.42E-05,0.000677796,6.8086292,1.3735852,0.022327564,4.01E-06,0.56,1.785714286
282,74101000,"Tomatoes, raw",Tomatillos,"Tomatillos, raw",veg,other,other_o,0.005509642,0.01757778,4.16E-09,3.26E-08,1.34E-09,1.15E-05,0.001935087,5.91E-09,9.16E-05,0.000280069,0.001132835,5.83E-06,0.000266685,1.0588061,0.4001217,0.006406312,4.15E-07,0.59,1.694915254
292,75234011,"Turnip, cooked, from fresh, fat not added in cooking","Turnips, ckd and raw (Incl. rutabaga, jicama, kohlrabi, celeriac, fennel bulb)","Turnips, cooked, boiled, drained, without salt",veg,other,other_o,0.005509642,0.027132551,1.74E-09,8.48E-09,1.12E-09,2.52E-05,0.002694958,9.74E-09,8.28E-05,0.000187832,0.000449833,1.09E-05,0.000140253,0.261454152,0.12179658,0.000745539,1.43E-06,0.65,1.538461538
79,25230310,"Chicken or turkey loaf, prepkgd/deli, lunch meat","Luncheon meats, poultry","Chicken roll, light meat",protein,poultry,chicken,0.122247782,0.390469248,2.69E-08,-8.85E-08,2.91E-08,0.000282387,0.037978387,1.12E-07,0.001244805,0.007571472,0.031793206,0.00018947,0.002445188,2.24391024,9.8747064,0.001738227,6.54E-06,3.53,0.283286119
80,24102020,"Chicken, part NS, rstd, brld, bkd, no skin",Chicken,"Chicken, meat only, roasted",protein,poultry,chicken,0.824515281,0.612402624,4.22E-08,-1.39E-07,4.57E-08,0.000442888,0.059564394,1.75E-07,0.001952323,0.011874916,0.049863703,0.00029716,0.003834974,3.51929512,15.4872532,0.002726193,1.03E-05,3.5,0.285714286
290,24201320,"Turkey, light & dark mt, rst, no skin",Turkey,"Turkey, meat only, roasted",protein,poultry,turkey,0.053236937,0.56734848,3.91E-08,-1.29E-07,4.23E-08,0.000410305,0.055182272,1.63E-07,0.001808691,0.011001285,0.046195256,0.000275298,0.003552837,3.2603824,14.347864,0.002525629,9.50E-06,3.51,0.284900285
47,73102210,"Carrots, cooked, NS as to form, fat not added in cooking","Carrots, cooked","Carrots, cooked, boiled, drained, without salt",veg,red,carrot,0.101694915,0.006234569,6.18E-10,-9.64E-09,5.87E-10,2.95E-06,0.000502386,1.53E-09,3.58E-05,6.51E-05,0.000271486,3.08E-06,9.78E-05,0.10921766,0.18365908,0.000249453,1.70E-07,0.69,1.449275362
48,73101010,"Carrots, raw","Carrots, raw","Carrots, raw",veg,red,carrot,0.076271186,0.007428422,7.36E-10,-1.15E-08,6.99E-10,3.51E-06,0.000598587,1.82E-09,4.27E-05,7.76E-05,0.000323473,3.67E-06,0.000116584,0.13013168,0.21882784,0.00029722,2.03E-07,0.8,1.25
216,75226100,"Peppers, hot, cooked, NS as to form, fat not added in cooking","Chili Pepper, hot, red, (Incl. color NS)","Peppers, hot chili, red, raw",veg,red,red_o,0.021186441,0.33327585,9.57E-09,5.86E-08,1.17E-08,0.000299893,0.012737916,4.92E-08,0.000599688,0.001886323,0.001854886,0.000120349,0.000269586,1.141976728,0.44702202,0.003185264,2.76E-06,0.74,1.351351351
217,75226050,"Peppers, red, cooked, fat not added in cooking","Red Peppers, sweet, bell (Incl.","Peppers, sweet, red, cooked, boiled, without salt",veg,red,red_o,0.008474576,0.2947401,8.46E-09,5.18E-08,1.03E-08,0.000265217,0.011265066,4.36E-08,0.000530348,0.001668213,0.001640411,0.000106433,0.000238415,1.009933168,0.39533412,0.002816961,2.44E-06,0.74,1.351351351
239,73201013,"Pumpkin, cooked, from canned, fat not added in cooking",Pumpkin,"Pumpkin, canned, without salt",veg,red,red_o,0.004237288,0.250435332,1.11E-08,2.07E-07,1.46E-08,0.000225435,0.016091914,5.84E-08,0.000621665,0.002309387,0.005997334,0.000101247,0.000925411,9.29597519,1.87538689,0.030484327,5.47E-06,0.41,2.43902439
269,73303010,"Squash, winter type, baked, no fat or sugar added in cooking",Ckd Winter Squash,"Squash, winter, all varieties, baked, without salt",veg,red,red_o,0.008474576,0.21892752,9.74E-09,1.81E-07,1.28E-08,0.000197072,0.014067356,5.11E-08,0.000543452,0.002018838,0.005242796,8.85E-05,0.000808983,8.1264284,1.6394404,0.026649028,4.78E-06,0.49,2.040816327
276,73403010,"Sweetpotato, baked, peel not eaten, fat not added in cooking",Ckd Sweet Potatoes/orange yams,"Sweet potato, cooked, baked in skin, without salt",veg,red,red_o,0.025423729,0.032526789,2.76E-09,1.86E-07,3.70E-09,4.49E-05,0.004245614,1.28E-08,0.000195324,0.001445474,0.00627779,2.04E-05,0.000618036,0.560123572,0.878192128,0.009106209,8.51E-07,0.5,2
280,74301100,Tomato juice,Tomato Juice,"Tomato juice, canned, without salt added",veg,red,tomato,0.050847458,0.024449094,5.78E-09,4.53E-08,1.86E-09,1.60E-05,0.00269153,8.21E-09,0.000127366,0.00038955,0.001575671,8.11E-06,0.000370935,1.47270303,0.55653291,0.008910598,5.78E-07,0.41,2.43902439
281,74403120,Tomato puree,"Tomatoes, cooked","Tomatoes, canned, puree, without salt added",veg,red,tomato,0.474576271,0.038671116,9.14E-09,7.17E-08,2.94E-09,2.53E-05,0.004257191,1.30E-08,0.000201455,0.000616151,0.002492237,1.28E-05,0.000586707,2.32937342,0.88026774,0.014093886,9.14E-07,0.83,1.204819277
283,74101000,"Tomatoes, raw","Tomatoes, raw","Tomatoes, red, ripe, raw",veg,red,tomato,0.228813559,0.01757778,4.16E-09,3.26E-08,1.34E-09,1.15E-05,0.001935087,5.91E-09,9.16E-05,0.000280069,0.001132835,5.83E-06,0.000266685,1.0588061,0.4001217,0.006406312,4.15E-07,0.59,1.694915254
15,51180010,BAGEL,Bagels and English Muffins,"Bagels, plain, enriched",grain,refined,wheat,0.041902605,0.069512601,4.64E-09,2.60E-08,9.58E-09,5.78E-05,0.006955765,2.08E-08,0.000251827,0.001661673,0.007065324,6.21E-05,0.000833066,0.428094683,3.872086685,0.000623674,2.77E-06,4.23,0.236406619
26,52101150,"BISCUITS,PLN/BTTRMLK,REFR DOUGH,LO FAT,BKD",Biscuits,"Biscuits, plain or buttermilk, refrigerated dough, lower fat, baked",grain,refined,wheat,0.020385051,0.088366287,5.13E-09,1.56E-08,9.78E-09,6.35E-05,0.007809979,2.32E-08,0.000290736,0.001862747,0.00792754,6.63E-05,0.00093037,0.449165037,4.130958785,0.000883678,2.82E-06,4.16,0.240384615
31,51107010,"BREAD, FRENCH OR VIENNA",French Bread,"Bread, french or vienna",grain,refined,wheat,0.024915062,0.075153577,4.78E-09,2.33E-08,9.90E-09,5.89E-05,0.007100169,2.12E-08,0.000262451,0.001682266,0.007143254,6.49E-05,0.000871522,0.437691798,4.07862576,0.000590616,2.87E-06,4.06,0.246305419
32,51109100,"BREAD, PITA",Pizza Crust,"Bread, pita, white, enriched",grain,refined,wheat,0.095130238,0.074312685,4.90E-09,2.74E-08,1.05E-08,6.03E-05,0.007221535,2.16E-08,0.000266062,0.001707088,0.007242624,6.78E-05,0.000895767,0.456513922,4.26981591,0.000519671,3.03E-06,4.69,0.213219616
33,51101000,"BREAD, WHITE",Breadings and Stuffings/Dressings,"Bread, white, commercially prepared",grain,refined,wheat,0.045300113,0.07287414,4.57E-09,1.84E-08,8.25E-09,5.81E-05,0.007173116,2.14E-08,0.000254321,0.001750442,0.007480494,5.50E-05,0.000790522,0.398184839,3.339894985,0.001017933,2.36E-06,3.39,0.294985251
34,51101000,"BREAD, WHITE",White Bread,"Bread, white, commercially prepared",grain,refined,wheat,0.130237826,0.07287414,4.57E-09,1.84E-08,8.25E-09,5.81E-05,0.007173116,2.14E-08,0.000254321,0.001750442,0.007480494,5.50E-05,0.000790522,0.398184839,3.339894985,0.001017933,2.36E-06,3.39,0.294985251
87,57135000,"CORN FLAKES, KELLOGG",Refined grain RTE Cereal,"Cereals ready-to-eat, Corn Flakes",grain,refined,corn_flour,0.021517554,0.150522435,3.97E-09,6.09E-08,3.21E-09,0.000114818,0.005921077,1.79E-08,0.000245279,0.003196861,0.013932633,3.63E-05,0.00044994,0.77369409,1.77956235,0.00071278,1.38E-05,3,0.333333333
96,54101010,"CRACKER, ANIMAL","Flour-based Desserts (cakes, cookies, etc)","Cookies, animal crackers",grain,refined,wheat,0.088335221,0.103321532,6.85E-09,5.04E-08,1.21E-08,8.29E-05,0.010670948,3.20E-08,0.000374286,0.002307333,0.009816905,7.77E-05,0.001192813,0.672617881,5.054486835,0.001073756,4.54E-06,4.49,0.222717149
97,54101010,"CRACKER, ANIMAL",Snack Bars containing refined grains,"Cookies, animal crackers",grain,refined,wheat,0.002265006,0.103321532,6.85E-09,5.04E-08,1.21E-08,8.29E-05,0.010670948,3.20E-08,0.000374286,0.002307333,0.009816905,7.77E-05,0.001192813,0.672617881,5.054486835,0.001073756,4.54E-06,4.49,0.222717149
118,50010000,"FLOUR, WHITE",Refined Grain as Thickener,"Wheat flour, white, all-purpose, enriched, bleached",grain,refined,wheat,0.005662514,0.0977844,6.42E-09,3.58E-08,1.39E-08,7.87E-05,0.00939949,2.80E-08,0.000348584,0.002213,0.00938115,8.98E-05,0.00118118,0.600156,5.681,0.000613224,4.02E-06,6.25,0.16
126,56201000," Grits, cooked, corn or hominy, NS as to regular, quick, or instant, fat not added in cooking ",Cooked Cereal,"Cereals, corn grits, white, regular and quick, enriched, cooked without salt",grain,refined,corn_flour,0.003397508,0.0200118,4.34E-10,7.93E-09,3.66E-10,1.44E-05,0.00058273,1.75E-09,2.80E-05,0.000384238,0.001673904,4.60E-06,4.92E-05,0.10073652,0.2403468,1.04E-05,1.95E-06,0.42,2.380952381
198,55101000,"PANCAKES, PLAIN",Quick Breads,"Pancakes, plain, frozen, ready-to-heat",grain,refined,wheat,0.028312571,0.126525267,5.99E-09,2.93E-08,9.02E-09,7.63E-05,0.009503389,2.81E-08,0.00034859,0.001985049,0.008408897,5.01E-05,0.000941815,0.691460191,3.822199345,0.001711326,5.44E-06,1.92,0.520833333
219,53391000,PIE SHELL,Pie and Pastry Crusts,"Pie crust, standard-type, frozen, ready-to-bake, enriched, baked",grain,refined,wheat,0.019252548,0.180879113,5.69E-09,-6.66E-08,8.72E-09,6.30E-05,0.008440904,2.34E-08,0.000406177,0.001835566,0.007720938,7.89E-05,0.001243738,0.387821179,5.255020125,0.00101876,2.61E-06,3,0.333333333
235,54408030,"PRETZELS, HARD, UNSALTED",Pretzels and Crackers,"Pretzels, hard, plain, made with enriched flour, unsalted",grain,refined,wheat,0.046432616,0.10291924,5.97E-09,2.12E-08,1.26E-08,7.21E-05,0.008710647,2.58E-08,0.000336283,0.002025248,0.008571744,8.43E-05,0.001128892,0.54207936,5.3781088,0.000577705,3.66E-06,5.75,0.173913043
246,56205010,"RICE, WHITE, COOKED, REGULAR, FAT NOT ADDED IN COOKING",White Rice,"Rice, white, long-grain, regular, cooked",grain,refined,rice,0.064552661,0.04531104,1.96E-09,2.20E-08,2.56E-09,2.62E-05,0.00203854,6.17E-09,0.000212653,0.000712991,0.003134599,8.14E-06,0.000336654,0.147222,0.71856,0.0283716,4.72E-07,1.2,0.833333333
247,56205010,"RICE, WHITE, COOKED, REGULAR, FAT NOT ADDED IN COOKING",Other Foods Containing Refined Grains,"Rice, white, long-grain, regular, cooked",grain,refined,refined_o,0.001132503,0.04531104,1.96E-09,2.20E-08,2.56E-09,2.62E-05,0.00203854,6.17E-09,0.000212653,0.000712991,0.003134599,8.14E-06,0.000336654,0.147222,0.71856,0.0283716,4.72E-07,1.2,0.833333333
249,51150000,"ROLL, WHITE, SOFT",White Rolls and Buns,"Rolls, hamburger or hotdog, plain",grain,refined,wheat,0.103057758,0.073673285,4.58E-09,1.61E-08,7.55E-09,5.94E-05,0.00742708,2.22E-08,0.000257129,0.001841394,0.007895534,5.10E-05,0.000767334,0.387373233,3.014781555,0.001292938,2.13E-06,3.25,0.307692308
264,56130010,"SPAGHETTI, COOKED, FAT NOT ADDED IN COOKING",Pasta and noodles,"Spaghetti, cooked, enriched, without salt",grain,refined,wheat,0.110985277,0.035984659,2.36E-09,1.32E-08,5.10E-09,2.90E-05,0.003459012,1.03E-08,0.000128279,0.000814384,0.003452263,3.31E-05,0.000434674,0.220857408,2.090608,0.000225666,1.48E-06,1.4,0.714285714
284,52215100,"TORTILLA, CORN",Corn Tortilla,"Tortillas, ready-to-bake or -fry, corn",grain,refined,corn_flour,0.086070215,0.102226945,2.22E-09,4.05E-08,1.87E-09,7.35E-05,0.002976777,8.96E-09,0.000142841,0.001962814,0.00855086,2.35E-05,0.00025108,0.514595723,1.22777157,5.30E-05,9.98E-06,3.83,0.261096606
285,52215200,"TORTILLA, FLOUR (WHEAT)",Flour Tortilla,"Tortillas, ready-to-bake or -fry, flour",grain,refined,wheat,0.061155153,0.094754938,4.96E-09,8.24E-09,1.02E-08,5.91E-05,0.0072164,2.12E-08,0.000288815,0.001658101,0.007007268,7.06E-05,0.000961684,0.438215436,4.54305908,0.000485873,2.99E-06,4.53,0.220750552
2,26101180,"ANCHOVY, CANNED",Anchovy,"Anchovy, European, canned in oil, drained",protein,seafood,seafood_o,0.000967118,0.567422832,6.63E-08,1.69E-07,2.70E-08,0.000356368,0.17118812,3.93E-07,0.00235515,0.004667117,0.015323421,0.002591307,0.019267039,4.898252928,4.60409496,0.016423802,2.00E-05,3.51,0.289700285
51,26107160,"Catfish, steamed or poached",Catfish,"Catfish, channel, farmed, cooked, dry heat",protein,seafood,seafood_o,0.02417795,0.761565,8.96E-08,2.33E-07,3.65E-08,0.000481578,0.23148375,5.31E-07,0.003176925,0.006300125,0.0206775,0.003504163,0.026038,6.6256375,6.12085,0.022207875,2.70E-05,3.52,0.286390909
83,26303160,"Clams, steamed or boiled",Clams,"Clams, mixed species, cooked, moist heat",protein,seafood,seafood_o,0.015473888,0.75547248,8.89E-08,2.31E-07,3.62E-08,0.000477725,0.22963188,5.27E-07,0.00315151,0.006249724,0.02051208,0.003476129,0.025829696,6.5726324,6.0718832,0.022030212,2.68E-05,3.49,0.286532951
85,26109160,"Cod, steamed or poached",Cod,"Cod, Pacific, cooked, dry heat",protein,seafood,cod,0.067698259,0.761565,8.96E-08,2.33E-07,3.65E-08,0.000481578,0.23148375,5.31E-07,0.003176925,0.006300125,0.0206775,0.003504163,0.026038,6.6256375,6.12085,0.022207875,2.70E-05,3.53,0.283286119
93,26305160,"Crab, hard shell, steamed",Crab,"Crab, blue, cooked, moist heat",protein,seafood,crab,0.047388781,0.65799216,7.74E-08,2.01E-07,3.16E-08,0.000416083,0.20000196,4.59E-07,0.002744863,0.005443308,0.01786536,0.003027596,0.022496832,5.7245508,5.2884144,0.019187604,2.33E-05,3.5,0.285714286
101,26309160,"Crayfish, boiled or steamed",Crayfish,"Crayfish, mixed species, wild, cooked, moist heat",protein,seafood,seafood_o,0.00483559,0.7006398,8.25E-08,2.14E-07,3.36E-08,0.000443051,0.21296505,4.89E-07,0.002922771,0.005796115,0.0190233,0.00322383,0.02395496,6.0955865,5.631182,0.020431245,2.48E-05,3.5,0.285714286
102,26111160,"Croaker, steamed or poached",Croaker,"Croaker, Atlantic, raw",protein,seafood,seafood_o,0.006769826,0.761565,8.96E-08,2.33E-07,3.65E-08,0.000481578,0.23148375,5.31E-07,0.003176925,0.006300125,0.0206775,0.003504163,0.026038,6.6256375,6.12085,0.022207875,2.70E-05,3.53,0.283286119
114,26100160,"Fish, NS as to type, steamed",Unknown Fish,"Fish, pollock, Atlantic, cooked, dry heat",protein,seafood,seafood_o,0.050290135,0.761565,8.96E-08,2.33E-07,3.65E-08,0.000481578,0.23148375,5.31E-07,0.003176925,0.006300125,0.0206775,0.003504163,0.026038,6.6256375,6.12085,0.022207875,2.70E-05,3.53,0.283286119
116,26115160,"Flounder, steamed or poached",Flounder,"Flatfish (flounder and sole), cooked, dry heat",protein,seafood,flounder,0.047388781,0.761565,8.96E-08,2.33E-07,3.65E-08,0.000481578,0.23148375,5.31E-07,0.003176925,0.006300125,0.0206775,0.003504163,0.026038,6.6256375,6.12085,0.022207875,2.70E-05,3.53,0.283286119
117,26115160,"Flounder, steamed or poached",Halibut,"Halibut, Atlantic and Pacific, cooked, dry heat",protein,seafood,seafood_o,0.00967118,0.761565,8.96E-08,2.33E-07,3.65E-08,0.000481578,0.23148375,5.31E-07,0.003176925,0.006300125,0.0206775,0.003504163,0.026038,6.6256375,6.12085,0.022207875,2.70E-05,3.53,0.283286119
127,26117160,"Haddock, steamed or poached (includes pollock)",Fish sticks,"Fish, pollock, Atlantic, cooked, dry heat",protein,seafood,seafood_o,0.020309478,0.761565,8.96E-08,2.33E-07,3.65E-08,0.000481578,0.23148375,5.31E-07,0.003176925,0.006300125,0.0206775,0.003504163,0.026038,6.6256375,6.12085,0.022207875,2.70E-05,3.53,0.283286119
128,26117160,"Haddock, steamed or poached",Haddock,"Haddock, cooked, dry heat",protein,seafood,seafood_o,0.012572534,0.761565,8.96E-08,2.33E-07,3.65E-08,0.000481578,0.23148375,5.31E-07,0.003176925,0.006300125,0.0206775,0.003504163,0.026038,6.6256375,6.12085,0.022207875,2.70E-05,3.53,0.283286119
129,26117160,"Haddock, steamed or poached (includes pollock)",Restructured fish,"Fish, pollock, Atlantic, cooked, dry heat",protein,seafood,seafood_o,0.001934236,0.761565,8.96E-08,2.33E-07,3.65E-08,0.000481578,0.23148375,5.31E-07,0.003176925,0.006300125,0.0206775,0.003504163,0.026038,6.6256375,6.12085,0.022207875,2.70E-05,3.53,0.283286119
132,26119120,"Herring, baked or broiled",Herring,"Herring, Atlantic, cooked, dry heat",protein,seafood,seafood_o,0.006769826,0.753907382,8.92E-08,2.35E-07,3.63E-08,0.000476841,0.228622706,5.25E-07,0.003147583,0.006260354,0.020576409,0.00345488,0.025704561,6.73691872,5.952234505,0.023278136,2.66E-05,3.31,0.326614804
146,26311160,"Lobster, steamed or boiled",Lobster,"Lobster, northern, cooked, moist heat",protein,seafood,seafood_o,0.008704062,0.622046292,7.32E-08,1.90E-07,2.98E-08,0.000393353,0.189075927,4.34E-07,0.002594912,0.005145942,0.016889382,0.0028622,0.021267838,5.41182071,4.99951028,0.018139392,2.20E-05,3.5,0.285714286
147,26121110,"Mackerel, ckd, method NS",Mackerel,"Mackerel, Atlantic, cooked, dry heat",protein,seafood,seafood_o,0.000967118,0.72070393,8.48E-08,2.28E-07,3.48E-08,0.000455558,0.217193321,4.99E-07,0.003003598,0.006005423,0.019804605,0.003275238,0.024417448,6.43011101,5.883491129,0.022061384,2.56E-05,3.07,0.413032899
180,26313160,"Mussels, steamed or poached",Mussels,"Mussel, blue, cooked, moist heat",protein,seafood,seafood_o,0.001934236,1.208146716,1.42E-07,3.69E-07,5.79E-08,0.000763975,0.367225821,8.43E-07,0.005039874,0.009994518,0.032802786,0.005559003,0.041306683,10.51091133,9.71011644,0.035230573,4.28E-05,3.47,0.288184438
185,26125160,"Ocean perch, steamed or poached",Perch,"Ocean perch, Atlantic, cooked, dry heat",protein,seafood,seafood_o,0.023210832,0.761565,8.96E-08,2.33E-07,3.65E-08,0.000481578,0.23148375,5.31E-07,0.003176925,0.006300125,0.0206775,0.003504163,0.026038,6.6256375,6.12085,0.022207875,2.70E-05,3.53,0.283286119
186,26205160,"Octopus, steamed",Octopus/squid,"Octopus, common, cooked, moist heat",protein,seafood,seafood_o,0.01450677,1.208146716,1.42E-07,3.69E-07,5.79E-08,0.000763975,0.367225821,8.43E-07,0.005039874,0.009994518,0.032802786,0.005559003,0.041306683,10.51091133,9.71011644,0.035230573,4.28E-05,3.47,0.288184438
197,26315130,"Oysters, steamed",Oysters,"Mollusks, oyster, Pacific, cooked, moist heat",protein,seafood,seafood_o,0.021276596,0.75547248,8.89E-08,2.31E-07,3.62E-08,0.000477725,0.22963188,5.27E-07,0.00315151,0.006249724,0.02051208,0.003476129,0.025829696,6.5726324,6.0718832,0.022030212,2.68E-05,3.49,0.286532951
220,26129160,"Pike, steamed or poached",Pike,"Pike, northern, cooked, dry heat",protein,seafood,seafood_o,0.007736944,0.761565,8.96E-08,2.33E-07,3.65E-08,0.000481578,0.23148375,5.31E-07,0.003176925,0.006300125,0.0206775,0.003504163,0.026038,6.6256375,6.12085,0.022207875,2.70E-05,3.53,0.283286119
230,26131160,"Pompano, steamed or poached",Pompano,"Pompano, Florida, cooked, dry heat",protein,seafood,seafood_o,0.012572534,0.761565,8.96E-08,2.33E-07,3.65E-08,0.000481578,0.23148375,5.31E-07,0.003176925,0.006300125,0.0206775,0.003504163,0.026038,6.6256375,6.12085,0.022207875,2.70E-05,3.42,0.322297661
232,26133160,"Porgy, steamed or poached",Porgy,"sheepshead, cooked, dry heat",protein,seafood,seafood_o,0.003868472,0.761565,8.96E-08,2.33E-07,3.65E-08,0.000481578,0.23148375,5.31E-07,0.003176925,0.006300125,0.0206775,0.003504163,0.026038,6.6256375,6.12085,0.022207875,2.70E-05,3.53,0.283286119
233,26133160,"Porgy, steamed or poached",Snapper,"Snapper, mixed species, cooked, dry heat",protein,seafood,seafood_o,0.007736944,0.761565,8.96E-08,2.33E-07,3.65E-08,0.000481578,0.23148375,5.31E-07,0.003176925,0.006300125,0.0206775,0.003504163,0.026038,6.6256375,6.12085,0.022207875,2.70E-05,3.53,0.283286119
251,26137160,"Salmon, steamed or poached",Salmon,"Fish, salmon, Atlantic, farmed, cooked, dry heat",protein,seafood,salmon,0.131528046,0.761565,8.96E-08,2.33E-07,3.65E-08,0.000481578,0.23148375,5.31E-07,0.003176925,0.006300125,0.0206775,0.003504163,0.026038,6.6256375,6.12085,0.022207875,2.70E-05,3.53,0.283286119
252,26139180,"Sardines, canned in oil",Sardines,"Sardine, Atlantic, canned in oil, drained with bone",protein,seafood,seafood_o,0.00483559,0.608106304,7.12E-08,1.82E-07,2.90E-08,0.000382502,0.183768281,4.22E-07,0.002526847,0.005008166,0.016441841,0.002781762,0.020680214,5.25859066,4.92380876,0.01763062,2.14E-05,3.44,0.314697674
253,26317130,"Scallops, steamed or boiled",Scallops,"Scallops (bay and sea), cooked, steamed",protein,seafood,seafood_o,0.008704062,0.592813938,6.95E-08,1.84E-07,2.85E-08,0.000374633,0.179050068,4.11E-07,0.002468534,0.004921736,0.016209054,0.002704614,0.020138274,5.15133644,4.92437612,0.017143739,2.12E-05,3.4,0.318317647
