,FNDDS_food_code,FNDDS_food_code_descr,food_item_cluster,rep_food,food_grp,dga_subgrp,commodity,prop_dga_subgrp,gwp_100g,od_100g,htnc_100g,htc_100g,pm_100g,irh_100g,ire_100g,pof_100g,acid_100g,teu_100g,feu_100g,meu_100g,feco_100g,lu_100g,wd_100g,md_100g,FPED,FPED_CF
27,41102020,"Black, brown, or Bayo beans, dry, cooked, fat not added in cooking",Black beans,"Beans, black, cooked, boiled, without salt",veg,bean,black,0.083333333,0.069245232,5.15E-10,-5.49E-08,3.39E-10,4.91E-06,0.000732181,1.91E-09,3.68E-05,0.00014345,0.000583629,1.60E-05,0.000318665,-0.001833922,1.29523632,0.000118682,1.82E-07,0.57,1.754385965
81,41302020,"Chickpeas, dry, cooked, fat not added in cooking",Chickpeas,"Chickpeas, cooked, boiled, without salt",veg,bean,chickpea,0.05,0.101806978,7.57E-10,-8.07E-08,4.98E-10,7.22E-06,0.00107648,2.80E-09,5.41E-05,0.000210905,0.000858073,2.35E-05,0.000468514,-0.002696301,1.90430578,0.000174491,2.67E-07,0.57,1.754385965
125,41303000,"Green or yellow split peas, dry, cooked, fat not added in cooking",Split Peas,"Peas, split, cooked, boiled, without salt",veg,bean,bean_o,0.016666667,0.069657406,5.18E-10,-5.52E-08,3.41E-10,4.94E-06,0.000736539,1.92E-09,3.70E-05,0.000144304,0.000587103,1.61E-05,0.000320562,-0.001844838,1.30294606,0.000119389,1.83E-07,0.57,1.754385965
141,41305000,"Lentils, dry, cooked, fat not added in cooking",Lentils,"Lentils, cooked, boiled, without salt",veg,bean,lentil,0.066666667,0.069657406,5.18E-10,-5.52E-08,3.41E-10,4.94E-06,0.000736539,1.92E-09,3.70E-05,0.000144304,0.000587103,1.61E-05,0.000320562,-0.001844838,1.30294606,0.000119389,1.83E-07,0.57,1.754385965
144,41103020,"Lima beans, dry, cooked, fat not added in cooking",Lima beans (mature) (Incl. fava and mung beans),"Lima beans, large, cooked, boiled, without salt",veg,bean,bean_o,0.016666667,0.069657406,5.18E-10,-5.52E-08,3.41E-10,4.94E-06,0.000736539,1.92E-09,3.70E-05,0.000144304,0.000587103,1.61E-05,0.000320562,-0.001844838,1.30294606,0.000119389,1.83E-07,0.57,1.754385965
225,41104020,"Pinto, calico, or red Mexican beans, dry, cooked, fat not added in cooking",Pinto beans (Incl. pink beans),"Beans, pinto, cooked, boiled, without salt",veg,bean,pinto,0.383333333,0.068214797,5.07E-10,-5.41E-08,3.34E-10,4.84E-06,0.000721285,1.88E-09,3.63E-05,0.000141315,0.000574944,1.58E-05,0.000313923,-0.001806631,1.27596197,0.000116916,1.79E-07,0.57,1.754385965
244,41106020,"Red kidney beans, dry, cooked, fat not added in cooking",Kidney Beans,"Beans, kidney, cooked, boiled, without salt",veg,bean,kidney,0.133333333,0.075840016,5.64E-10,-6.02E-08,3.71E-10,5.38E-06,0.000801912,2.09E-09,4.03E-05,0.000157112,0.000639212,1.75E-05,0.000349015,-0.002008581,1.41859216,0.000129985,1.99E-07,0.57,1.754385965
300,41101120,"White beans, dry, cooked, fat not added in cooking",White beans (Incl. navy and pea beans),"Beans, small white, cooked, boiled, without salt",veg,bean,white,0.25,0.085938279,6.39E-10,-6.82E-08,4.21E-10,6.09E-06,0.000908689,2.37E-09,4.57E-05,0.000178031,0.000724325,1.99E-05,0.000395487,-0.002276028,1.60748079,0.000147293,2.26E-07,0.57,1.754385965
56,14204010,"Cheese, cottage, lowfat (1-2% fat)","Cottage cheeses, lowfat and fat NFS","Cheese, cottage, lowfat, (1% milkfat) no sodium added",dairy,dairy,dairy,0.001003009,0.70751,1.78E-08,1.70E-07,1.87E-08,0.000242478,0.0464845,1.33E-07,0.00137949,0.00606993,0.0253641,0.000111817,0.0021636,2.32235,7.48653,0.0143723,1.83E-05,0.2,5
57,14204010,"Cheese, cottage, lowfat (1-2% fat)","Cottage cheeses, regular","Cheese, cottage, lowfat, (1% milkfat) no sodium added",dairy,dairy,dairy,0.001003009,0.70751,1.78E-08,1.70E-07,1.87E-08,0.000242478,0.0464845,1.33E-07,0.00137949,0.00606993,0.0253641,0.000111817,0.0021636,2.32235,7.48653,0.0143723,1.83E-05,0.2,5
58,14120020,"Cheese, Mexican blend, reduced fat ",Cheese in egg or meat dishes and frozen meals,"Cheese, Mexican, blend, reduced fat",dairy,dairy,dairy,0.020060181,0.70751,1.78E-08,1.70E-07,1.87E-08,0.000242478,0.0464845,1.33E-07,0.00137949,0.00606993,0.0253641,0.000111817,0.0021636,2.32235,7.48653,0.0143723,1.83E-05,3.53,0.283286119
59,14120020,"Cheese, Mexican blend, reduced fat ","Cheese in pasta and Italian dishes, regular and NFS","Cheese, Mexican, blend, reduced fat",dairy,dairy,dairy,0.023069208,0.70751,1.78E-08,1.70E-07,1.87E-08,0.000242478,0.0464845,1.33E-07,0.00137949,0.00606993,0.0253641,0.000111817,0.0021636,2.32235,7.48653,0.0143723,1.83E-05,3.53,0.283286119
60,14120020,"Cheese, Mexican blend, reduced fat ",Cheese NFS,"Cheese, Mexican, blend, reduced fat",dairy,dairy,dairy,0.030090271,0.70751,1.78E-08,1.70E-07,1.87E-08,0.000242478,0.0464845,1.33E-07,0.00137949,0.00606993,0.0253641,0.000111817,0.0021636,2.32235,7.48653,0.0143723,1.83E-05,3.53,0.283286119
61,14120020,"Cheese, Mexican blend, reduced fat ",Cheese in Mexican dishes,"Cheese, Mexican, blend, reduced fat",dairy,dairy,dairy,0.017051153,0.70751,1.78E-08,1.70E-07,1.87E-08,0.000242478,0.0464845,1.33E-07,0.00137949,0.00606993,0.0253641,0.000111817,0.0021636,2.32235,7.48653,0.0143723,1.83E-05,3.53,0.283286119
62,14120020,"Cheese, Mexican blend, reduced fat ","Cheese in pasta and Italian dishes, reduced fat, lowfat, and nonfat","Cheese, Mexican, blend, reduced fat",dairy,dairy,dairy,0.003009027,0.70751,1.78E-08,1.70E-07,1.87E-08,0.000242478,0.0464845,1.33E-07,0.00137949,0.00606993,0.0253641,0.000111817,0.0021636,2.32235,7.48653,0.0143723,1.83E-05,3.53,0.283286119
63,14107060,"cheese, mozzarella, nonfat or fat free","Cheese in grains products (incl fried cheese, gnocchi), desserts/sweets, reduced fat, lowfat, nonfat","Cheese, mozzarella, nonfat or fat free",dairy,dairy,dairy,0.003009027,0.70751,1.78E-08,1.70E-07,1.87E-08,0.000242478,0.0464845,1.33E-07,0.00137949,0.00606993,0.0253641,0.000111817,0.0021636,2.32235,7.48653,0.0143723,1.83E-05,3.53,0.283286119
64,14107060,"cheese, mozzarella, nonfat or fat free","Natural cheeses (incl low sodium cheeses), fat NFS","Cheese, mozzarella, nonfat or fat free",dairy,dairy,dairy,0.009027081,0.70751,1.78E-08,1.70E-07,1.87E-08,0.000242478,0.0464845,1.33E-07,0.00137949,0.00606993,0.0253641,0.000111817,0.0021636,2.32235,7.48653,0.0143723,1.83E-05,3.53,0.283286119
65,14107060,"cheese, mozzarella, nonfat or fat free","Cheese on pizza and calzone, reduced-fat and lowfat","cheese, mozzarella, nonfat or fat free",dairy,dairy,dairy,0.08224674,0.70751,1.78E-08,1.70E-07,1.87E-08,0.000242478,0.0464845,1.33E-07,0.00137949,0.00606993,0.0253641,0.000111817,0.0021636,2.32235,7.48653,0.0143723,1.83E-05,3.53,0.283286119
66,14107060,"cheese, mozzarella, nonfat or fat free","Cheese on pizza and calzone, regular","cheese, mozzarella, nonfat or fat free",dairy,dairy,dairy,0.080240722,0.70751,1.78E-08,1.70E-07,1.87E-08,0.000242478,0.0464845,1.33E-07,0.00137949,0.00606993,0.0253641,0.000111817,0.0021636,2.32235,7.48653,0.0143723,1.83E-05,3.53,0.283286119
67,14107060,"Cheese, Mozzarella, nonfat or fat free","Natural cheeses (incl low sodium cheeses), regular","Cheese, mozzarella, nonfat or fat free",dairy,dairy,dairy,0.075225677,0.70751,1.78E-08,1.70E-07,1.87E-08,0.000242478,0.0464845,1.33E-07,0.00137949,0.00606993,0.0253641,0.000111817,0.0021636,2.32235,7.48653,0.0143723,1.83E-05,3.53,0.283286119
68,14107060,"Cheese, Mozzarella, nonfat or fat free","Natural cheeses (incl low sodium cheeses), lowfat and fat-free","Cheese, mozzarella, nonfat or fat free",dairy,dairy,dairy,0.002006018,0.70751,1.78E-08,1.70E-07,1.87E-08,0.000242478,0.0464845,1.33E-07,0.00137949,0.00606993,0.0253641,0.000111817,0.0021636,2.32235,7.48653,0.0143723,1.83E-05,3.53,0.283286119
69,14107060,"cheese, mozzarella, nonfat or fat free","Natural cheeses (incl low sodium cheeses), reduced-fat","Cheese, mozzarella, nonfat or fat free",dairy,dairy,dairy,0.017051153,0.70751,1.78E-08,1.70E-07,1.87E-08,0.000242478,0.0464845,1.33E-07,0.00137949,0.00606993,0.0253641,0.000111817,0.0021636,2.32235,7.48653,0.0143723,1.83E-05,3.53,0.283286119
70,14410300,"Cheese, processed, American or Cheddar type, lowfat ","Cheese in grains products, snacks (incl breads and cereals), desserts/sweets, regular and NFS","Cheese, pasturized processed, American, lowfat",dairy,dairy,dairy,0.004012036,0.70751,1.78E-08,1.70E-07,1.87E-08,0.000242478,0.0464845,1.33E-07,0.00137949,0.00606993,0.0253641,0.000111817,0.0021636,2.32235,7.48653,0.0143723,1.83E-05,2.35,0.425531915
71,14410300,"Cheese, processed, American or Cheddar type, lowfat ",Cheese on sandwiches,"Cheese, pasturized processed, American, lowfat",dairy,dairy,dairy,0.019057172,0.70751,1.78E-08,1.70E-07,1.87E-08,0.000242478,0.0464845,1.33E-07,0.00137949,0.00606993,0.0253641,0.000111817,0.0021636,2.32235,7.48653,0.0143723,1.83E-05,2.35,0.425531915
72,14410300,"Cheese, processed, American or Cheddar type, lowfat ","Processed cheeses (incl low sodium cheeses), lowfat and fat-free","Cheese, pasturized processed, American, lowfat",dairy,dairy,dairy,0.002006018,0.70751,1.78E-08,1.70E-07,1.87E-08,0.000242478,0.0464845,1.33E-07,0.00137949,0.00606993,0.0253641,0.000111817,0.0021636,2.32235,7.48653,0.0143723,1.83E-05,2.35,0.425531915
73,14410300,"Cheese, processed, American or Cheddar type, lowfat ","Processed cheeses (incl low sodium cheeses), reduced-fat","Cheese, pasturized processed, American, lowfat",dairy,dairy,dairy,0.001003009,0.70751,1.78E-08,1.70E-07,1.87E-08,0.000242478,0.0464845,1.33E-07,0.00137949,0.00606993,0.0253641,0.000111817,0.0021636,2.32235,7.48653,0.0143723,1.83E-05,2.35,0.425531915
74,14410300,"Cheese, processed, American or Cheddar type, lowfat ","Processed cheeses (incl low sodium cheeses), regular","Cheese, pasturized processed, American, lowfat",dairy,dairy,dairy,0.04112337,0.70751,1.78E-08,1.70E-07,1.87E-08,0.000242478,0.0464845,1.33E-07,0.00137949,0.00606993,0.0253641,0.000111817,0.0021636,2.32235,7.48653,0.0143723,1.83E-05,2.35,0.425531915
75,14410300,"Cheese, processed, American or Cheddar type, lowfat ","Cheese on vegetables (cheese sauce), in salads & dressings","Cheese, pasturized processed, American, lowfat",dairy,dairy,dairy,0.008024072,0.70751,1.78E-08,1.70E-07,1.87E-08,0.000242478,0.0464845,1.33E-07,0.00137949,0.00606993,0.0253641,0.000111817,0.0021636,2.32235,7.48653,0.0143723,1.83E-05,2.35,0.425531915
76,14410300,"Cheese, processed, American or Cheddar type, lowfat ","Cheese spreads, dips, sauces, soups","Cheese, pasturized processed, American, lowfat",dairy,dairy,dairy,0.009027081,0.70751,1.78E-08,1.70E-07,1.87E-08,0.000242478,0.0464845,1.33E-07,0.00137949,0.00606993,0.0253641,0.000111817,0.0021636,2.32235,7.48653,0.0143723,1.83E-05,2.35,0.425531915
109,13160400," Fat free ice cream, flavors other than chocolate","Ice cream, regular and rich","Ice creams, vanilla, fat-free",dairy,dairy,dairy,0.015045135,0.056715316,1.80E-09,1.42E-08,1.57E-09,2.46E-05,0.003646352,1.04E-08,0.000120658,0.000602892,0.002505602,9.14E-06,0.000191663,0.21192812,0.5947122,0.001256117,1.42E-06,0.48,2.083333333
110,13160400," Fat free ice cream, flavors other than chocolate","Ice cream sundaes, cones, sticks/bars/novelties, light and lowfat","Ice creams, vanilla, fat-free",dairy,dairy,dairy,0.002006018,0.056715316,1.80E-09,1.42E-08,1.57E-09,2.46E-05,0.003646352,1.04E-08,0.000120658,0.000602892,0.002505602,9.14E-06,0.000191663,0.21192812,0.5947122,0.001256117,1.42E-06,0.48,2.083333333
111,13160400," Fat free ice cream, flavors other than chocolate","Ice cream sundaes, cones, sticks/bars/novelties, regular, rich, NFS","Ice creams, vanilla, fat-free",dairy,dairy,dairy,0.002006018,0.056715316,1.80E-09,1.42E-08,1.57E-09,2.46E-05,0.003646352,1.04E-08,0.000120658,0.000602892,0.002505602,9.14E-06,0.000191663,0.21192812,0.5947122,0.001256117,1.42E-06,0.48,2.083333333
112,13160400," Fat free ice cream, flavors other than chocolate","Ice cream, light and fat-free","Ice creams, vanilla, fat-free",dairy,dairy,dairy,0.004012036,0.056715316,1.80E-09,1.42E-08,1.57E-09,2.46E-05,0.003646352,1.04E-08,0.000120658,0.000602892,0.002505602,9.14E-06,0.000191663,0.21192812,0.5947122,0.001256117,1.42E-06,0.48,2.083333333
152,11114320," Milk, cow's, fluid, lactose reduced, nonfat","Low lactose, calcium-fortified, acidopholus, buttermilk, goat's milk & imitation milks, 1% and fat-free","Milk, nonfat, fluid, added vitamin A and D",dairy,dairy,dairy,0.002006018,0.112357,3.23E-09,2.65E-08,2.91E-09,4.34E-05,0.00657325,1.86E-08,0.000223848,0.000974248,0.00398928,1.68E-05,0.000340474,0.40344,1.18502,0.00226124,2.89E-06,0.41,2.43902439
153,11114320," Milk, cow's, fluid, lactose reduced, nonfat","Low lactose, calcium-fortified, acidopholus, buttermilk, goat's milk & imitation milks, 2%","Milk, nonfat, fluid, added vitamin A and D",dairy,dairy,dairy,0.001003009,0.112357,3.23E-09,2.65E-08,2.91E-09,4.34E-05,0.00657325,1.86E-08,0.000223848,0.000974248,0.00398928,1.68E-05,0.000340474,0.40344,1.18502,0.00226124,2.89E-06,0.41,2.43902439
154,11114320," Milk, cow's, fluid, lactose reduced, nonfat","Low lactose, calcium-fortified, acidopholus, buttermilk, goat's milk & imitation milks, whole and NFS","Milk, nonfat, fluid, added vitamin A and D",dairy,dairy,dairy,0.002006018,0.112357,3.23E-09,2.65E-08,2.91E-09,4.34E-05,0.00657325,1.86E-08,0.000223848,0.000974248,0.00398928,1.68E-05,0.000340474,0.40344,1.18502,0.00226124,2.89E-06,0.41,2.43902439
155,11113000," Milk, cow's, fluid, skim or nonfat, 0.5% or less butterfat","Flavored milks (chocolate, cocoa), fat-free","Milk, nonfat, fluid, added vitamin A and D",dairy,dairy,dairy,0.003009027,0.112357,3.23E-09,2.65E-08,2.91E-09,4.34E-05,0.00657325,1.86E-08,0.000223848,0.000974248,0.00398928,1.68E-05,0.000340474,0.40344,1.18502,0.00226124,2.89E-06,0.41,2.43902439
156,11113000," Milk, cow's, fluid, skim or nonfat, 0.5% or less butterfat","Flavored milks (chocolate, cocoa), NFS","Milk, nonfat, fluid, added vitamin A and D",dairy,dairy,dairy,0.006018054,0.112357,3.23E-09,2.65E-08,2.91E-09,4.34E-05,0.00657325,1.86E-08,0.000223848,0.000974248,0.00398928,1.68E-05,0.000340474,0.40344,1.18502,0.00226124,2.89E-06,0.41,2.43902439
157,11113000," Milk, cow's, fluid, skim or nonfat, 0.5% or less butterfat","Flavored milks (chocolate, cocoa), whole","Milk, nonfat, fluid, added vitamin A and D",dairy,dairy,dairy,0.01003009,0.112357,3.23E-09,2.65E-08,2.91E-09,4.34E-05,0.00657325,1.86E-08,0.000223848,0.000974248,0.00398928,1.68E-05,0.000340474,0.40344,1.18502,0.00226124,2.89E-06,0.41,2.43902439
158,11113000," Milk, cow's, fluid, skim or nonfat, 0.5% or less butterfat",Milk in soups,"Milk, nonfat, fluid, added vitamin A and D",dairy,dairy,dairy,0.005015045,0.112357,3.23E-09,2.65E-08,2.91E-09,4.34E-05,0.00657325,1.86E-08,0.000223848,0.000974248,0.00398928,1.68E-05,0.000340474,0.40344,1.18502,0.00226124,2.89E-06,0.41,2.43902439
159,11113000," Milk, cow's, fluid, skim or nonfat, 0.5% or less butterfat","Flavored milks (chocolate, cocoa), 2%","Milk, nonfat, fluid, added vitamin A and D",dairy,dairy,dairy,0.014042126,0.112357,3.23E-09,2.65E-08,2.91E-09,4.34E-05,0.00657325,1.86E-08,0.000223848,0.000974248,0.00398928,1.68E-05,0.000340474,0.40344,1.18502,0.00226124,2.89E-06,0.41,2.43902439
160,11113000," Milk, cow's, fluid, skim or nonfat, 0.5% or less butterfat","Milk shakes, malted milk drinks, fruit-milk drinks/smoothies, NFS","Milk, nonfat, fluid, added vitamin A and D",dairy,dairy,dairy,0.009027081,0.112357,3.23E-09,2.65E-08,2.91E-09,4.34E-05,0.00657325,1.86E-08,0.000223848,0.000974248,0.00398928,1.68E-05,0.000340474,0.40344,1.18502,0.00226124,2.89E-06,0.41,2.43902439
161,11113000," Milk, cow's, fluid, skim or nonfat, 0.5% or less butterfat","Milk in puddings custards, desserts, sweetened condensed milk","Milk, nonfat, fluid, added vitamin A and D",dairy,dairy,dairy,0.006018054,0.112357,3.23E-09,2.65E-08,2.91E-09,4.34E-05,0.00657325,1.86E-08,0.000223848,0.000974248,0.00398928,1.68E-05,0.000340474,0.40344,1.18502,0.00226124,2.89E-06,0.41,2.43902439
162,11113000," Milk, cow's, fluid, skim or nonfat, 0.5% or less butterfat","Flavored milks (chocolate, cocoa), 1%","Milk, nonfat, fluid, added vitamin A and D",dairy,dairy,dairy,0.01003009,0.112357,3.23E-09,2.65E-08,2.91E-09,4.34E-05,0.00657325,1.86E-08,0.000223848,0.000974248,0.00398928,1.68E-05,0.000340474,0.40344,1.18502,0.00226124,2.89E-06,0.41,2.43902439
163,11113000," Milk, cow's, fluid, skim or nonfat, 0.5% or less butterfat","Unflavored cow milks, fat-free","Milk, nonfat, fluid, added vitamin A and D",dairy,dairy,dairy,0.069207623,0.112357,3.23E-09,2.65E-08,2.91E-09,4.34E-05,0.00657325,1.86E-08,0.000223848,0.000974248,0.00398928,1.68E-05,0.000340474,0.40344,1.18502,0.00226124,2.89E-06,0.41,2.43902439
164,11113000," Milk, cow's, fluid, skim or nonfat, 0.5% or less butterfat","Milk in mashed potatoes, creamed veg., sauces, gravies, salad dressings","Milk, nonfat, fluid, added vitamin A and D",dairy,dairy,dairy,0.007021063,0.112357,3.23E-09,2.65E-08,2.91E-09,4.34E-05,0.00657325,1.86E-08,0.000223848,0.000974248,0.00398928,1.68E-05,0.000340474,0.40344,1.18502,0.00226124,2.89E-06,0.41,2.43902439
165,11113000," Milk, cow's, fluid, skim or nonfat, 0.5% or less butterfat","Milk in bread, baked products, cereals","Milk, nonfat, fluid, added vitamin A and D",dairy,dairy,dairy,0.008024072,0.112357,3.23E-09,2.65E-08,2.91E-09,4.34E-05,0.00657325,1.86E-08,0.000223848,0.000974248,0.00398928,1.68E-05,0.000340474,0.40344,1.18502,0.00226124,2.89E-06,0.41,2.43902439
166,11113000," Milk, cow's, fluid, skim or nonfat, 0.5% or less butterfat",Milk in scrambled eggs/omelets,"Milk, nonfat, fluid, added vitamin A and D",dairy,dairy,dairy,0.017051153,0.112357,3.23E-09,2.65E-08,2.91E-09,4.34E-05,0.00657325,1.86E-08,0.000223848,0.000974248,0.00398928,1.68E-05,0.000340474,0.40344,1.18502,0.00226124,2.89E-06,0.41,2.43902439
167,11113000," Milk, cow's, fluid, skim or nonfat, 0.5% or less butterfat","Milk in casseroles, mixtures, batters, frozen meals, man & other dishes","Milk, nonfat, fluid, added vitamin A and D",dairy,dairy,dairy,0.037111334,0.112357,3.23E-09,2.65E-08,2.91E-09,4.34E-05,0.00657325,1.86E-08,0.000223848,0.000974248,0.00398928,1.68E-05,0.000340474,0.40344,1.18502,0.00226124,2.89E-06,0.41,2.43902439
168,11113000," Milk, cow's, fluid, skim or nonfat, 0.5% or less butterfat","Unflavored cow milks, whole","Milk, nonfat, fluid, added vitamin A and D",dairy,dairy,dairy,0.066198596,0.112357,3.23E-09,2.65E-08,2.91E-09,4.34E-05,0.00657325,1.86E-08,0.000223848,0.000974248,0.00398928,1.68E-05,0.000340474,0.40344,1.18502,0.00226124,2.89E-06,0.41,2.43902439
169,11113000," Milk, cow's, fluid, skim or nonfat, 0.5% or less butterfat","Unflavored cow milks, 1%","Milk, nonfat, fluid, added vitamin A and D",dairy,dairy,dairy,0.059177533,0.112357,3.23E-09,2.65E-08,2.91E-09,4.34E-05,0.00657325,1.86E-08,0.000223848,0.000974248,0.00398928,1.68E-05,0.000340474,0.40344,1.18502,0.00226124,2.89E-06,0.41,2.43902439
170,11113000," Milk, cow's, fluid, skim or nonfat, 0.5% or less butterfat","Unflavored cow milks, 2%","Milk, nonfat, fluid, added vitamin A and D",dairy,dairy,dairy,0.12337011,0.112357,3.23E-09,2.65E-08,2.91E-09,4.34E-05,0.00657325,1.86E-08,0.000223848,0.000974248,0.00398928,1.68E-05,0.000340474,0.40344,1.18502,0.00226124,2.89E-06,0.41,2.43902439
171,11113000," Milk, cow's, fluid, skim or nonfat, 0.5% or less butterfat","Milk in coffee drinks, lattes, etc.","Milk, nonfat, fluid, added vitamin A and D",dairy,dairy,dairy,0.015045135,0.112357,3.23E-09,2.65E-08,2.91E-09,4.34E-05,0.00657325,1.86E-08,0.000223848,0.000974248,0.00398928,1.68E-05,0.000340474,0.40344,1.18502,0.00226124,2.89E-06,0.41,2.43902439
172,11121300," Milk, dry, reconstituted, nonfat","Milk powder drinks, eggnog, other bev.","Milk, dry, nonfat, instant, added vitamin A and D",dairy,dairy,dairy,0.001003009,0.112357,3.23E-09,2.65E-08,2.91E-09,4.34E-05,0.00657325,1.86E-08,0.000223848,0.000974248,0.00398928,1.68E-05,0.000340474,0.40344,1.18502,0.00226124,2.89E-06,0.41,2.43902439
173,11121300," Milk, dry, reconstituted, nonfat",Meal supplements/replacements/diet drinks,"Milk, dry, nonfat, instant, added vitamin A and D",dairy,dairy,dairy,0.003009027,0.112357,3.23E-09,2.65E-08,2.91E-09,4.34E-05,0.00657325,1.86E-08,0.000223848,0.000974248,0.00398928,1.68E-05,0.000340474,0.40344,1.18502,0.00226124,2.89E-06,0.41,2.43902439
174,11121300," Milk, dry, reconstituted, nonfat","Dry & evaporated milks, whole, reduced fat, and NFS","Milk, dry, nonfat, instant, added vitamin A and D",dairy,dairy,dairy,0.001003009,0.112357,3.23E-09,2.65E-08,2.91E-09,4.34E-05,0.00657325,1.86E-08,0.000223848,0.000974248,0.00398928,1.68E-05,0.000340474,0.40344,1.18502,0.00226124,2.89E-06,0.41,2.43902439
175,11121300," Milk, dry, reconstituted, nonfat",Milk in candies and bars and cookies,"Milk, dry, nonfat, instant, added vitamin A and D",dairy,dairy,dairy,0.011033099,0.112357,3.23E-09,2.65E-08,2.91E-09,4.34E-05,0.00657325,1.86E-08,0.000223848,0.000974248,0.00398928,1.68E-05,0.000340474,0.40344,1.18502,0.00226124,2.89E-06,0.41,2.43902439
176,11320000,"MILK, SOY, READY-TO-DRINK, NOT BABY",Soymilk,"Soymilk (all flavors), unsweetened, added calcium, vitamins A and D",dairy,dairy,dairy_o,0.015045135,0.019625014,1.05E-09,1.02E-08,5.71E-10,8.86E-06,0.000513391,2.53E-09,4.84E-05,0.000120157,0.000392601,4.41E-06,0.000202746,0.041583563,0.50289456,0.00100634,5.24E-07,0.41,2.43902439
308,11460300,"Yogurt, frozen, flavors other than chocolate, nonfat milk","Frozen yogurt and sherbet, regular, lowfat, fat-free, and NFS","Frozen yogurts, choc, nonfat milk, sweetened w/o sugar",dairy,dairy,dairy,0.003009027,0.18694378,6.22E-09,4.80E-08,5.34E-09,8.55E-05,0.01257844,3.61E-08,0.00041077,0.00217656,0.009097028,3.13E-05,0.000665491,0.7126622,1.954393,0.00433581,4.64E-06,0.36,2.777777778
309,11411300," Yogurt, plain, nonfat milk","Unflavored Yogurts, fat-free","Yogurt, plain, skim milk, 13 grams protein per 8 oz",dairy,dairy,dairy,0.001003009,0.21628,6.22E-09,5.11E-08,5.60E-09,8.35E-05,0.0126531,3.57E-08,0.000430893,0.00187537,0.00767911,3.23E-05,0.000655392,0.776597,2.2811,0.00435275,5.56E-06,0.41,2.43902439
310,11411300," Yogurt, plain, nonfat milk","Unflavored Yogurts, lowfat","Yogurt, plain, skim milk, 13 grams protein per 8 oz",dairy,dairy,dairy,0.001003009,0.21628,6.22E-09,5.11E-08,5.60E-09,8.35E-05,0.0126531,3.57E-08,0.000430893,0.00187537,0.00767911,3.23E-05,0.000655392,0.776597,2.2811,0.00435275,5.56E-06,0.41,2.43902439
311,11411300," Yogurt, plain, nonfat milk","Unflavored Yogurts, whole and NFS","Yogurt, plain, skim milk, 13 grams protein per 8 oz",dairy,dairy,dairy,0.001003009,0.21628,6.22E-09,5.11E-08,5.60E-09,8.35E-05,0.0126531,3.57E-08,0.000430893,0.00187537,0.00767911,3.23E-05,0.000655392,0.776597,2.2811,0.00435275,5.56E-06,0.41,2.43902439
312,11424000,"Yogurt, vanilla, lemon, maple, or coffee flavor, nonfat milk, sweetened with low calorie sweetener","Flavored Yogurts (caloric sweeteners), NFS","Yogurt, vanilla or lemon, nonfat milk, low calorie sweetener, fortified with vitamin D",dairy,dairy,dairy,0.001003009,0.21628,6.22E-09,5.11E-08,5.60E-09,8.35E-05,0.0126531,3.57E-08,0.000430893,0.00187537,0.00767911,3.23E-05,0.000655392,0.776597,2.2811,0.00435275,5.56E-06,0.41,2.43902439
313,11424000,"Yogurt, vanilla, lemon, maple, or coffee flavor, nonfat milk, sweetened with low calorie sweetener","Fruit Yogurts (low calorie sweeteners), fat-free","Yogurt, vanilla or lemon, nonfat milk, low calorie sweetener, fortified with vitamin D",dairy,dairy,dairy,0.003009027,0.21628,6.22E-09,5.11E-08,5.60E-09,8.35E-05,0.0126531,3.57E-08,0.000430893,0.00187537,0.00767911,3.23E-05,0.000655392,0.776597,2.2811,0.00435275,5.56E-06,0.41,2.43902439
314,11424000,"Yogurt, vanilla, lemon, maple, or coffee flavor, nonfat milk, sweetened with low calorie sweetener","Flavored Yogurts (low calorie sweeteners), fat-free","Yogurt, vanilla or lemon, nonfat milk, low calorie sweetener, fortified with vitamin D",dairy,dairy,dairy,0.001003009,0.21628,6.22E-09,5.11E-08,5.60E-09,8.35E-05,0.0126531,3.57E-08,0.000430893,0.00187537,0.00767911,3.23E-05,0.000655392,0.776597,2.2811,0.00435275,5.56E-06,0.41,2.43902439
315,11424000,"Yogurt, vanilla, lemon, maple, or coffee flavor, nonfat milk, sweetened with low calorie sweetener","Flavored Yogurts (low calorie sweeteners), lowfat","Yogurt, vanilla or lemon, nonfat milk, low calorie sweetener, fortified with vitamin D",dairy,dairy,dairy,0.001003009,0.21628,6.22E-09,5.11E-08,5.60E-09,8.35E-05,0.0126531,3.57E-08,0.000430893,0.00187537,0.00767911,3.23E-05,0.000655392,0.776597,2.2811,0.00435275,5.56E-06,0.41,2.43902439
316,11424000,"Yogurt, vanilla, lemon, maple, or coffee flavor, nonfat milk, sweetened with low calorie sweetener","Flavored Yogurts (caloric sweeteners), fat-free","Yogurt, vanilla or lemon, nonfat milk, low calorie sweetener, fortified with vitamin D",dairy,dairy,dairy,0.001003009,0.21628,6.22E-09,5.11E-08,5.60E-09,8.35E-05,0.0126531,3.57E-08,0.000430893,0.00187537,0.00767911,3.23E-05,0.000655392,0.776597,2.2811,0.00435275,5.56E-06,0.41,2.43902439
